step,contact_threshold_rx_power_dbm,contact_threshold_snr_db,feasible_contact_decisions,feasible_contact_pairs,greedy_comm_bytes,greedy_comm_cumulative_mb,greedy_comm_mb,greedy_events,local_policy_initial_pull_probability,model_transfer_snr_min_db,network_half_duplex_rejections,network_mean_direction_capacity_bytes,network_mean_sinr_db,network_min_sinr_db,network_raw_contact_pairs,network_raw_directed_candidates,network_rejected_transfers,network_scheduled_transfers,network_shortlisted_directed_candidates,network_sinr_or_airtime_rejections,network_transfer_proposals,noise_floor_dbm,propagation_loss_contact_threshold_db,rssi_gossip_threshold_dbm,snr_min_db,t2_b0_comm_bytes,t2_b0_comm_cumulative_mb,t2_b0_comm_cumulative_vs_greedy_ratio,t2_b0_comm_mb,t2_b0_comm_vs_greedy_ratio,t2_b0_events,t2_b0_metadata_bytes,t2_b0_model_bytes,t2_b0_model_messages,t2_b0_policy_bytes,t2_b0_policy_messages,t2_b0_pull_events,t2_b0_scalar_bytes,t2_b0_scalar_control_bytes,t2_b0_scalar_control_messages,t2_b0_scalar_loss_bytes,t2_b0_scalar_loss_messages,t2_b0_scalar_messages,t2_b0_selected_providers,t2_b0_training_sample_bytes,t2_b0_training_sample_messages,t2_b0_valid_pull_events
1,-47.5,57.5,0,0,0,0.0,0.0,0,0.0,57.5,,,,,0,,,0,0,,0,-105.0,70.5,-47.5,5.0,0,0.0,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-47.5,57.5,2,1,0,0.0,0.0,0,0.0,57.5,1,562500.0,67.51023864746094,67.51023864746094,1,2,1,1,2,0,2,-105.0,70.5,-47.5,5.0,496084,0.496084,nan,0.496084,nan,1,144,289160,2,206648,2,1,132,64,16,68,17,33,1,0,0,1
3,-47.5,57.5,4,2,0,0.0,0.0,0,0.0,57.5,1,562500.0,41.43776295564845,39.402659911975206,2,4,1,2,4,0,3,-105.0,70.5,-47.5,5.0,992096,1.48818,nan,0.992096,nan,2,216,578320,4,413296,4,2,264,128,32,136,34,66,2,0,0,2
4,-47.5,57.5,6,3,0,0.0,0.0,0,0.0,57.5,2,562500.0,39.856397717810836,38.29854998333599,3,6,2,2,6,0,4,-105.0,70.5,-47.5,5.0,1198888,2.687068,nan,1.198888,nan,2,360,578320,4,619944,6,2,264,128,32,136,34,66,2,0,0,2
5,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,2,562500.0,40.279248896134334,38.07134916509958,5,10,2,2,10,0,4,-105.0,70.5,-47.5,5.0,1612256,4.299324,nan,1.612256,nan,2,432,578320,4,1033240,10,2,264,128,32,136,34,66,2,0,0,2
6,-47.5,57.5,8,4,0,0.0,0.0,0,0.0,57.5,2,562500.0,41.224882400452834,38.65547636838062,4,8,2,2,8,0,4,-105.0,70.5,-47.5,5.0,1405608,5.704932,nan,1.405608,nan,2,432,578320,4,826592,8,2,264,128,32,136,34,66,2,0,0,2
7,-47.5,57.5,6,3,0,0.0,0.0,0,0.0,57.5,2,562500.0,35.92438124013422,27.963238790000936,3,6,2,2,6,0,4,-105.0,70.5,-47.5,5.0,1198888,6.90382,nan,1.198888,nan,2,360,578320,4,619944,6,2,264,128,32,136,34,66,2,0,0,2
8,-47.5,57.5,6,3,0,0.0,0.0,0,0.0,57.5,2,562500.0,40.88244777093596,37.291860681554674,3,6,2,2,6,0,4,-105.0,70.5,-47.5,5.0,1198888,8.102708,nan,1.198888,nan,2,360,578320,4,619944,6,2,264,128,32,136,34,66,2,0,0,2
9,-47.5,57.5,4,2,0,0.0,0.0,0,0.0,57.5,1,562500.0,36.78039524907437,29.51808750648076,2,4,1,2,4,0,3,-105.0,70.5,-47.5,5.0,992096,9.094804,nan,0.992096,nan,2,216,578320,4,413296,4,2,264,128,32,136,34,66,2,0,0,2
10,-47.5,57.5,8,4,0,0.0,0.0,0,0.0,57.5,4,562500.0,45.37899852463429,33.634688636429594,4,8,4,3,8,0,7,-105.0,70.5,-47.5,5.0,1695044,10.789848,nan,1.695044,nan,3,576,867480,6,826592,8,3,396,192,48,204,51,99,3,0,0,3
11,-47.5,57.5,22,11,0,0.0,0.0,0,0.0,57.5,4,562500.0,43.911507128410115,32.2855217448043,11,22,4,3,22,0,7,-105.0,70.5,-47.5,5.0,3142156,13.932004,nan,3.142156,nan,3,1152,867480,6,2273128,22,3,396,192,48,204,51,99,3,0,0,3
12,-47.5,57.5,24,12,0,0.0,0.0,0,0.0,57.5,5,562500.0,63.906890869140625,61.518585205078125,12,24,5,3,24,0,8,-105.0,70.5,-47.5,5.0,3349380,17.281384,nan,3.34938,nan,3,1728,867480,6,2479776,24,3,396,192,48,204,51,99,3,0,0,3
13,-47.5,57.5,24,12,0,0.0,0.0,0,0.0,57.5,2,562500.0,66.7417984008789,59.686553955078125,12,24,2,3,24,0,5,-105.0,70.5,-47.5,5.0,3348732,20.630116,nan,3.348732,nan,3,1080,867480,6,2479776,24,3,396,192,48,204,51,99,3,0,0,3
