step,eval_is_final,eval_n_pairs_per_zone,t2_b0_total,t2_b0_z0,t2_b0_z1,t2_b0_z2,t2_b0_z3
1000,1,200,18.635770565771573,8.99227237701416,24.753067016601562,10.273746490478516,24.29079246520996
