method,method_label,zone,replicate,valid_tail_evaluations,excluded_tail_steps,greedy_total,greedy_feasible_rmse,greedy_infeasible_rmse,communication_mb_per_s,run_directory
every20,Every 20,factor_b2_v1,2,10,,20.50595403726665,28.06085735379731,8.471764500968723,0.234689392,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v1/rep2/every20_paper_final_full1800_eval50_tail10x25
every20,Every 20,factor_b2_v1,3,10,,18.830639506156114,24.54463062900664,10.952184435612937,0.364667856,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v1/rep3/every20_paper_final_full1800_eval50_tail10x25
every20,Every 20,factor_b2_v1,4,10,,19.296049772714845,25.877778320678733,9.530207837512163,0.375885936,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v1/rep4/every20_paper_final_full1800_eval50_tail10x25
every20,Every 20,factor_b2_v1,5,10,,20.764294902425465,27.682863083631396,9.969565949762778,0.15981672,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v1/rep5/every20_paper_final_full1800_eval50_tail10x25
every20,Every 20,factor_b2_v2,1,10,,19.16632962987519,21.051687252706337,16.43682373994537,0.798797232,results/paper/luxembourg_cell_grid_synchronized_9map_paper_final_v1/methods/factor_b2_v2_300m/cell_grid_intensity_top1_global_every20_paper_final_full1800_eval50_tail10x25
every20,Every 20,factor_b2_v2,2,10,,17.170428577375624,19.842049050185985,13.41299551704706,0.6959095679999999,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v2/rep2/every20_paper_final_full1800_eval50_tail10x25
every20,Every 20,factor_b2_v2,3,10,,19.08452902925388,21.350510256877527,16.17360460596023,0.551526848,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v2/rep3/every20_paper_final_full1800_eval50_tail10x25
every20,Every 20,factor_b2_v2,4,10,,17.60263821022238,23.333435596753073,8.830338148623344,0.499645232,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v2/rep4/every20_paper_final_full1800_eval50_tail10x25
every20,Every 20,factor_b2_v2,5,10,,19.06610751439151,22.371258274613993,13.502955523073998,0.506046496,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v2/rep5/every20_paper_final_full1800_eval50_tail10x25
every20,Every 20,factor_b2_v3,1,10,,19.627709335668275,19.500595217709918,19.67667501950166,1.39150824,results/paper/luxembourg_cell_grid_synchronized_9map_paper_final_v1/methods/factor_b2_v3_300m/cell_grid_intensity_top1_global_every20_paper_final_full1800_eval50_tail10x25
every20,Every 20,factor_b2_v3,2,10,,18.782639566205283,19.491635509159504,16.92729114126586,1.027655888,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v3/rep2/every20_paper_final_full1800_eval50_tail10x25
every20,Every 20,factor_b2_v3,3,10,,20.234870393829475,19.715463927334852,21.108595274581774,1.413883216,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v3/rep3/every20_paper_final_full1800_eval50_tail10x25
every20,Every 20,factor_b2_v3,4,10,,18.86307347473603,18.615106484189397,19.217371249247453,1.666907232,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v3/rep4/every20_paper_final_full1800_eval50_tail10x25
every20,Every 20,factor_b2_v3,5,10,,20.536203093608105,21.394188928463155,18.207073050721085,0.752101696,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v3/rep5/every20_paper_final_full1800_eval50_tail10x25
every20,Every 20,factor_b3_v1,1,10,,23.965415640543217,34.61930680395463,4.241042515816764,0.08370176,results/paper/luxembourg_cell_grid_synchronized_9map_paper_final_v1/methods/factor_b3_v1_300m/cell_grid_intensity_top1_global_every20_paper_final_full1800_eval50_tail10x25
every20,Every 20,factor_b3_v1,2,10,,24.792465466938257,35.9801721012593,3.9553407435942796,0.063377216,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v1/rep2/every20_paper_final_full1800_eval50_tail10x25
every20,Every 20,factor_b3_v1,3,10,,23.055820201468194,33.08803679811648,5.615726018312309,0.16654007999999998,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v1/rep3/every20_paper_final_full1800_eval50_tail10x25
every20,Every 20,factor_b3_v1,4,10,,23.377014598017492,33.64733067381294,5.531633149983966,0.11727048,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v1/rep4/every20_paper_final_full1800_eval50_tail10x25
every20,Every 20,factor_b3_v1,5,9,1724,22.745818726809528,32.62851626660532,4.797408385899236,0.103701344,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v1/rep5/every20_paper_final_full1800_eval50_tail10x25
every20,Every 20,factor_b3_v2,1,10,,18.22066075547704,23.283064530697928,12.013115745869058,0.615189216,results/paper/luxembourg_cell_grid_synchronized_9map_paper_final_v1/methods/factor_b3_v2_300m/cell_grid_intensity_top1_global_every20_paper_final_full1800_eval50_tail10x25
every20,Every 20,factor_b3_v2,2,10,,17.90515697130482,23.594156308436983,10.494626887386932,0.53308528,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v2/rep2/every20_paper_final_full1800_eval50_tail10x25
every20,Every 20,factor_b3_v2,3,10,,18.1356917316864,22.6289301627224,12.650586328555347,0.539081424,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v2/rep3/every20_paper_final_full1800_eval50_tail10x25
every20,Every 20,factor_b3_v2,4,10,,17.916377046462124,22.57273661376575,12.391649995748333,0.894712944,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v2/rep4/every20_paper_final_full1800_eval50_tail10x25
every20,Every 20,factor_b3_v2,5,10,,18.51090329497604,22.935256072111503,13.104158500086632,0.490199936,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v2/rep5/every20_paper_final_full1800_eval50_tail10x25
every20,Every 20,factor_b3_v3,1,10,,17.04180045855558,20.7762814549597,10.806396347238232,0.9784643519999999,results/paper/luxembourg_cell_grid_synchronized_9map_paper_final_v1/methods/factor_b3_v3_300m/cell_grid_intensity_top1_global_every20_paper_final_full1800_eval50_tail10x25
every20,Every 20,factor_b3_v3,2,10,,16.810659336545548,20.52127798791908,10.486148157844926,0.9676716,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v3/rep2/every20_paper_final_full1800_eval50_tail10x25
every20,Every 20,factor_b3_v3,3,10,,16.63909303526688,20.965307819532427,8.673304668433664,1.130739968,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v3/rep3/every20_paper_final_full1800_eval50_tail10x25
every20,Every 20,factor_b3_v3,4,10,,16.265450461791616,19.929223465547693,10.091491856688405,1.14242576,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v3/rep4/every20_paper_final_full1800_eval50_tail10x25
every20,Every 20,factor_b3_v3,5,10,,17.25873031270557,22.029650533613545,8.083400860641259,0.62931592,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v3/rep5/every20_paper_final_full1800_eval50_tail10x25
every40,Every 40,factor_b1_v1,1,10,,31.34925019765897,36.07960072396291,10.235076685269783,0.14755407999999998,results/paper/luxembourg_cell_grid_synchronized_9map_paper_final_v1/methods/factor_b1_v1_300m/cell_grid_intensity_top1_global_every40_paper_final_full1800_eval50_tail10x25
every40,Every 40,factor_b1_v1,2,10,,29.76181908746501,33.73714131039999,11.933689081672247,0.14405665599999998,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v1/rep2/every40_paper_final_full1800_eval50_tail10x25
every40,Every 40,factor_b1_v1,3,10,,31.284426397153233,35.87927222017892,8.413565711540729,0.07068711999999999,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v1/rep3/every40_paper_final_full1800_eval50_tail10x25
every40,Every 40,factor_b1_v1,4,10,,25.95368944523745,27.580608563383606,19.00719067491016,0.140994624,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v1/rep4/every40_paper_final_full1800_eval50_tail10x25
every40,Every 40,factor_b1_v1,5,9,1724,33.30940361183428,38.88150997714026,3.2018566520342615,0.033063968,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v1/rep5/every40_paper_final_full1800_eval50_tail10x25
every40,Every 40,factor_b1_v2,1,10,,23.623394132137584,26.24839482069286,15.766621891858989,0.210092464,results/paper/luxembourg_cell_grid_synchronized_9map_paper_final_v1/methods/factor_b1_v2_300m/cell_grid_intensity_top1_global_every40_paper_final_full1800_eval50_tail10x25
every40,Every 40,factor_b1_v2,2,10,,26.033209694202434,30.435427716028435,9.55649669698112,0.12042689599999999,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v2/rep2/every40_paper_final_full1800_eval50_tail10x25
every40,Every 40,factor_b1_v2,3,10,,26.98388409830927,31.83927119334495,8.485672748110035,0.152221856,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v2/rep3/every40_paper_final_full1800_eval50_tail10x25
every40,Every 40,factor_b1_v2,4,10,,23.449803156847725,27.032034849072136,11.802785703554775,0.23834406400000002,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v2/rep4/every40_paper_final_full1800_eval50_tail10x25
every40,Every 40,factor_b1_v2,5,10,,27.736062203170594,32.66191531187589,10.183154271567247,0.141735536,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v2/rep5/every40_paper_final_full1800_eval50_tail10x25
every40,Every 40,factor_b1_v3,1,10,,23.39364517670231,23.530034463922537,15.06146915361595,0.276327648,results/paper/luxembourg_cell_grid_synchronized_9map_paper_final_v1/methods/factor_b1_v3_300m/cell_grid_intensity_top1_global_every40_paper_final_full1800_eval50_tail10x25
every40,Every 40,factor_b1_v3,2,10,,22.19420585583299,22.311572474220803,15.163732139922795,0.272256464,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v3/rep2/every40_paper_final_full1800_eval50_tail10x25
every40,Every 40,factor_b1_v3,3,10,,22.147481831906013,22.273771462684223,14.37041798324887,0.263751136,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v3/rep3/every40_paper_final_full1800_eval50_tail10x25
every40,Every 40,factor_b1_v3,4,10,,21.74925293462106,21.864468117063446,14.651761087688062,0.290310096,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v3/rep4/every40_paper_final_full1800_eval50_tail10x25
every40,Every 40,factor_b1_v3,5,10,,20.722784701049548,20.804363672733913,15.347253148494582,0.264119824,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v3/rep5/every40_paper_final_full1800_eval50_tail10x25
every40,Every 40,factor_b2_v1,1,10,,20.87288941163893,27.837386165732674,10.458460585205007,0.184102512,results/paper/luxembourg_cell_grid_synchronized_9map_paper_final_v1/methods/factor_b2_v1_300m/cell_grid_intensity_top1_global_every40_paper_final_full1800_eval50_tail10x25
every40,Every 40,factor_b2_v1,2,10,,21.963477371273946,31.175488236044703,4.60000905751001,0.10073768,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v1/rep2/every40_paper_final_full1800_eval50_tail10x25
every40,Every 40,factor_b2_v1,3,10,,23.139705512657113,33.084962182884944,2.6939144276749367,0.09381281600000001,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v1/rep3/every40_paper_final_full1800_eval50_tail10x25
every40,Every 40,factor_b2_v1,4,10,,21.599864037311754,30.636990775238427,4.3389386358652,0.121989056,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v1/rep4/every40_paper_final_full1800_eval50_tail10x25
every40,Every 40,factor_b2_v1,5,10,,23.933999031027206,34.02289215829434,4.0589309703724235,0.049597072,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v1/rep5/every40_paper_final_full1800_eval50_tail10x25
every40,Every 40,factor_b2_v2,1,10,,20.05450560500678,25.831961405703094,11.292488676901225,0.364463952,results/paper/luxembourg_cell_grid_synchronized_9map_paper_final_v1/methods/factor_b2_v2_300m/cell_grid_intensity_top1_global_every40_paper_final_full1800_eval50_tail10x25
every40,Every 40,factor_b2_v2,2,10,,19.374381600171382,26.406251609977783,7.434602467491095,0.275929472,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v2/rep2/every40_paper_final_full1800_eval50_tail10x25
every40,Every 40,factor_b2_v2,3,10,,21.106786728004703,29.301737773564366,6.279830060709419,0.22011777600000001,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v2/rep3/every40_paper_final_full1800_eval50_tail10x25
every40,Every 40,factor_b2_v2,4,10,,19.536580849937728,26.625027117109926,7.579025998826822,0.222345344,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v2/rep4/every40_paper_final_full1800_eval50_tail10x25
every40,Every 40,factor_b2_v2,5,10,,22.992095369737367,32.46236803695823,3.9108941725208455,0.119389568,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v2/rep5/every40_paper_final_full1800_eval50_tail10x25
every40,Every 40,factor_b2_v3,1,10,,20.868988367347264,22.221581473497377,17.334938628754923,0.70542152,results/paper/luxembourg_cell_grid_synchronized_9map_paper_final_v1/methods/factor_b2_v3_300m/cell_grid_intensity_top1_global_every40_paper_final_full1800_eval50_tail10x25
every40,Every 40,factor_b2_v3,2,10,,22.27831798260892,24.063497189455724,17.233249228665468,0.528211472,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v3/rep2/every40_paper_final_full1800_eval50_tail10x25
every40,Every 40,factor_b2_v3,3,10,,21.67769702119906,23.046042385006228,18.13548589023045,0.700884944,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v3/rep3/every40_paper_final_full1800_eval50_tail10x25
every40,Every 40,factor_b2_v3,4,10,,21.046155630526776,21.620315226419656,19.540602010441628,0.8357416639999999,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v3/rep4/every40_paper_final_full1800_eval50_tail10x25
every40,Every 40,factor_b2_v3,5,10,,23.009044366499463,25.605100580476954,15.29336699315281,0.37378311999999997,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v3/rep5/every40_paper_final_full1800_eval50_tail10x25
every40,Every 40,factor_b3_v1,1,10,,25.052381019316847,36.398653661347204,3.66689980391277,0.039747488,results/paper/luxembourg_cell_grid_synchronized_9map_paper_final_v1/methods/factor_b3_v1_300m/cell_grid_intensity_top1_global_every40_paper_final_full1800_eval50_tail10x25
every40,Every 40,factor_b3_v1,2,10,,26.00064036261018,37.95386068268204,3.085677253441372,0.028805376,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v1/rep2/every40_paper_final_full1800_eval50_tail10x25
every40,Every 40,factor_b3_v1,3,10,,24.40514914994599,35.36181862016612,4.619233720140427,0.072523952,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v1/rep3/every40_paper_final_full1800_eval50_tail10x25
every40,Every 40,factor_b3_v1,4,10,,24.244749139906588,35.1273815882404,4.745962111403193,0.050123792,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v1/rep4/every40_paper_final_full1800_eval50_tail10x25
every40,Every 40,factor_b3_v1,5,9,1724,24.233719311494532,35.1263426341401,4.002441890742821,0.050019552,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v1/rep5/every40_paper_final_full1800_eval50_tail10x25
every40,Every 40,factor_b3_v2,1,10,,20.634845665688143,28.783744235187537,8.550074669994194,0.25193424,results/paper/luxembourg_cell_grid_synchronized_9map_paper_final_v1/methods/factor_b3_v2_300m/cell_grid_intensity_top1_global_every40_paper_final_full1800_eval50_tail10x25
every40,Every 40,factor_b3_v2,2,10,,20.09541631787272,27.66949051208123,9.21131072455694,0.22258448,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v2/rep2/every40_paper_final_full1800_eval50_tail10x25
every40,Every 40,factor_b3_v2,3,10,,22.605024957221517,33.265303295328934,2.0887506450748843,0.094383184,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v2/rep3/every40_paper_final_full1800_eval50_tail10x25
every40,Every 40,factor_b3_v2,4,10,,19.831067295115172,27.844934527291308,7.8256915994345615,0.400187872,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v2/rep4/every40_paper_final_full1800_eval50_tail10x25
every40,Every 40,factor_b3_v2,5,10,,21.402009580557127,29.650751380635388,9.155932215870283,0.21202632000000002,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v2/rep5/every40_paper_final_full1800_eval50_tail10x25
every40,Every 40,factor_b3_v3,1,10,,18.85326664829323,23.84996300030087,9.530464582832083,0.46584246399999996,results/paper/luxembourg_cell_grid_synchronized_9map_paper_final_v1/methods/factor_b3_v3_300m/cell_grid_intensity_top1_global_every40_paper_final_full1800_eval50_tail10x25
every40,Every 40,factor_b3_v3,2,10,,19.72438776618742,25.25985317576117,9.169364986465876,0.459588832,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v3/rep2/every40_paper_final_full1800_eval50_tail10x25
every40,Every 40,factor_b3_v3,3,10,,19.413052038484118,25.020926848648998,8.36441448824594,0.531236752,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v3/rep3/every40_paper_final_full1800_eval50_tail10x25
every40,Every 40,factor_b3_v3,4,10,,18.684806931235684,24.08068082399921,8.218810442516986,0.5480584479999999,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v3/rep4/every40_paper_final_full1800_eval50_tail10x25
every40,Every 40,factor_b3_v3,5,10,,19.894018227334747,25.927549735528498,7.361112526727391,0.30675043199999996,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v3/rep5/every40_paper_final_full1800_eval50_tail10x25
every80,Every 80,factor_b1_v1,1,10,,32.649814883724105,37.941984599468185,6.65135143668343,0.07085096,results/paper/luxembourg_cell_grid_synchronized_9map_paper_final_v1/methods/factor_b1_v1_300m/cell_grid_intensity_top1_global_every80_paper_final_full1800_eval50_tail10x25
every80,Every 80,factor_b1_v1,2,10,,32.47611498879917,37.81212725288844,5.584161460741533,0.051742816,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v1/rep2/every80_paper_final_full1800_eval50_tail10x25
every80,Every 80,factor_b1_v1,3,10,,33.44432978226715,39.07319298092495,2.90403181233703,0.030853504,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v1/rep3/every80_paper_final_full1800_eval50_tail10x25
every80,Every 80,factor_b1_v1,4,10,,29.504783962729363,33.32219215628701,13.410059007778676,0.072021616,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v1/rep4/every80_paper_final_full1800_eval50_tail10x25
every80,Every 80,factor_b1_v1,5,9,1724,33.709602112159224,39.386737198025514,2.6042711753331553,0.016419952,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v1/rep5/every80_paper_final_full1800_eval50_tail10x25
every80,Every 80,factor_b1_v2,1,10,,29.945487117266843,35.98080821730964,3.8615099820138092,0.048050992,results/paper/luxembourg_cell_grid_synchronized_9map_paper_final_v1/methods/factor_b1_v2_300m/cell_grid_intensity_top1_global_every80_paper_final_full1800_eval50_tail10x25
every80,Every 80,factor_b1_v2,2,10,,30.769983791520474,37.00527256402504,3.2177809854878694,0.04548408,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v2/rep2/every80_paper_final_full1800_eval50_tail10x25
every80,Every 80,factor_b1_v2,3,10,,29.783954706418513,35.78289799406491,3.937515447840551,0.027570688,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v2/rep3/every80_paper_final_full1800_eval50_tail10x25
every80,Every 80,factor_b1_v2,4,10,,27.740177810085804,32.73860942197562,9.32072826708476,0.102135504,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v2/rep4/every80_paper_final_full1800_eval50_tail10x25
every80,Every 80,factor_b1_v2,5,10,,31.4925714051084,37.90528038381551,2.4395726650660063,0.027505599999999998,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v2/rep5/every80_paper_final_full1800_eval50_tail10x25
every80,Every 80,factor_b1_v3,1,10,,24.52256096778998,24.683267594236902,14.44503729123117,0.13736126399999998,results/paper/luxembourg_cell_grid_synchronized_9map_paper_final_v1/methods/factor_b1_v3_300m/cell_grid_intensity_top1_global_every80_paper_final_full1800_eval50_tail10x25
every80,Every 80,factor_b1_v3,2,10,,23.54220688307023,23.701273316484826,13.487256791867509,0.131613408,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v3/rep2/every80_paper_final_full1800_eval50_tail10x25
every80,Every 80,factor_b1_v3,3,10,,24.397824724073022,24.574571766152904,12.91068818711482,0.133853584,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v3/rep3/every80_paper_final_full1800_eval50_tail10x25
every80,Every 80,factor_b1_v3,4,10,,23.20336158189026,23.34813349391099,14.202369006603695,0.14532176000000002,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v3/rep4/every80_paper_final_full1800_eval50_tail10x25
every80,Every 80,factor_b1_v3,5,10,,23.176629203026213,23.316358737317312,14.570130116371399,0.13145723199999998,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v3/rep5/every80_paper_final_full1800_eval50_tail10x25
every80,Every 80,factor_b2_v1,1,10,,22.38766322070089,31.906113733637586,3.63329004703989,0.067396624,results/paper/luxembourg_cell_grid_synchronized_9map_paper_final_v1/methods/factor_b2_v1_300m/cell_grid_intensity_top1_global_every80_paper_final_full1800_eval50_tail10x25
every80,Every 80,factor_b2_v1,2,10,,24.158807294598052,34.64316770170136,2.0877477113621774,0.03449832,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v1/rep2/every80_paper_final_full1800_eval50_tail10x25
every80,Every 80,factor_b2_v1,3,10,,24.854892614404893,35.668195040616276,1.5914342655575653,0.032776879999999994,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v1/rep3/every80_paper_final_full1800_eval50_tail10x25
every80,Every 80,factor_b2_v1,4,10,,24.450378977360245,35.088915724963535,1.65484978520761,0.035153488,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v1/rep4/every80_paper_final_full1800_eval50_tail10x25
every80,Every 80,factor_b2_v1,5,10,,26.309354295762695,37.81882656751452,0.6238998481971751,0.010215040000000002,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v1/rep5/every80_paper_final_full1800_eval50_tail10x25
every80,Every 80,factor_b2_v2,1,10,,24.20123681586857,34.26852037851625,3.2662237477072162,0.09695377599999999,results/paper/luxembourg_cell_grid_synchronized_9map_paper_final_v1/methods/factor_b2_v2_300m/cell_grid_intensity_top1_global_every80_paper_final_full1800_eval50_tail10x25
every80,Every 80,factor_b2_v2,2,10,,24.898664166797325,35.337431884430885,2.7581211799269325,0.068274176,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v2/rep2/every80_paper_final_full1800_eval50_tail10x25
every80,Every 80,factor_b2_v2,3,10,,25.158164605989946,35.69428363412798,2.9036624569635587,0.057660288,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v2/rep3/every80_paper_final_full1800_eval50_tail10x25
every80,Every 80,factor_b2_v2,4,10,,24.517034168825912,34.690273655906694,3.299429619390962,0.06986361599999999,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v2/rep4/every80_paper_final_full1800_eval50_tail10x25
every80,Every 80,factor_b2_v2,5,10,,24.383726426864733,34.544859288494536,3.282590100631296,0.061189184,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v2/rep5/every80_paper_final_full1800_eval50_tail10x25
every80,Every 80,factor_b2_v3,1,10,,22.22361740260617,25.090705289338782,14.172281795874955,0.358759072,results/paper/luxembourg_cell_grid_synchronized_9map_paper_final_v1/methods/factor_b2_v3_300m/cell_grid_intensity_top1_global_every80_paper_final_full1800_eval50_tail10x25
every80,Every 80,factor_b2_v3,2,10,,24.51358005570023,28.237377168612248,12.650121081937712,0.237611088,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v3/rep2/every80_paper_final_full1800_eval50_tail10x25
every80,Every 80,factor_b2_v3,3,10,,23.26286643237942,25.746850891031624,16.154525399311318,0.361799072,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v3/rep3/every80_paper_final_full1800_eval50_tail10x25
every80,Every 80,factor_b2_v3,4,10,,23.487700060616024,25.638864886480256,17.600427186765256,0.41178931199999996,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v3/rep4/every80_paper_final_full1800_eval50_tail10x25
every80,Every 80,factor_b2_v3,5,10,,26.296319976860854,30.83313463909938,10.991975033540673,0.20427747200000002,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v3/rep5/every80_paper_final_full1800_eval50_tail10x25
every80,Every 80,factor_b3_v1,1,10,,26.559180611117853,38.93868580450145,2.0291197613593153,0.009110816,results/paper/luxembourg_cell_grid_synchronized_9map_paper_final_v1/methods/factor_b3_v1_300m/cell_grid_intensity_top1_global_every80_paper_final_full1800_eval50_tail10x25
every80,Every 80,factor_b3_v1,2,10,,26.535567761278095,38.85314350056939,2.308594720074878,0.0220448,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v1/rep2/every80_paper_final_full1800_eval50_tail10x25
every80,Every 80,factor_b3_v1,3,10,,25.264964099048388,36.80112515384427,3.8056236964556733,0.032593552,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v1/rep3/every80_paper_final_full1800_eval50_tail10x25
every80,Every 80,factor_b3_v1,4,10,,25.058100205217748,36.54188230118629,3.7154705816422555,0.021086896,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v1/rep4/every80_paper_final_full1800_eval50_tail10x25
every80,Every 80,factor_b3_v1,5,9,1724,25.015879391852195,36.44965887706837,3.366319530944664,0.028959008,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v1/rep5/every80_paper_final_full1800_eval50_tail10x25
