method,method_label,zone,replicate,valid_tail_evaluations,excluded_tail_steps,greedy_total,greedy_feasible_rmse,greedy_infeasible_rmse,communication_mb_per_s,run_directory
full,Full,factor_b2_v1,3,10,,14.394414901154434,12.82915482025619,15.708711892433978,120.40846249600001,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v1/rep3/full_paper_final_full1800_eval50_tail10x25
full,Full,factor_b2_v1,4,10,,15.56630983018662,13.21751947771241,17.48117861933043,154.93769856,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v1/rep4/full_paper_final_full1800_eval50_tail10x25
full,Full,factor_b2_v1,5,10,,15.803860615238452,14.374469685642044,17.032539622043313,35.874587104,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v1/rep5/full_paper_final_full1800_eval50_tail10x25
full,Full,factor_b2_v2,1,10,,17.5937212256898,10.118929425063934,22.596869974099786,568.07463936,results/paper/luxembourg_cell_grid_intensity_budget_sweep_v1/methods/factor_b2_v2/cell_grid_intensity_greedy_eval50_tail10x25
full,Full,factor_b2_v2,2,10,,15.738608138924425,9.40044803542818,20.057069045159935,432.834692928,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v2/rep2/full_paper_final_full1800_eval50_tail10x25
full,Full,factor_b2_v2,3,10,,15.708053798323647,9.290503760059513,20.05857302034566,306.318879552,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v2/rep3/full_paper_final_full1800_eval50_tail10x25
full,Full,factor_b2_v2,4,10,,15.911602736947433,9.964258730957878,20.056066098368426,393.81347996799997,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v2/rep4/full_paper_final_full1800_eval50_tail10x25
full,Full,factor_b2_v2,5,10,,15.773402234680555,9.55408211772059,20.035749134565414,251.195542944,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v2/rep5/full_paper_final_full1800_eval50_tail10x25
full,Full,factor_b2_v3,1,10,,13.201335938232067,9.605245836111674,18.63902652133534,1792.61495232,results/paper/luxembourg_cell_grid_intensity_budget_sweep_v1/methods/factor_b2_v3/cell_grid_intensity_greedy_eval50_tail10x25
full,Full,factor_b2_v3,2,10,,13.191452753079014,10.409257258201205,17.684640720044676,926.800340736,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v3/rep2/full_paper_final_full1800_eval50_tail10x25
full,Full,factor_b2_v3,3,10,,12.67592866456765,9.971303034864968,17.03165196849192,1946.54666016,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v3/rep3/full_paper_final_full1800_eval50_tail10x25
full,Full,factor_b2_v3,4,10,,13.354086517835148,9.928640850145118,18.62307582036228,2736.9966827519997,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v3/rep4/full_paper_final_full1800_eval50_tail10x25
full,Full,factor_b2_v3,5,10,,13.196946268316818,9.115118390271146,19.14500420595319,518.307597696,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v3/rep5/full_paper_final_full1800_eval50_tail10x25
full,Full,factor_b3_v1,1,10,,17.501077837155027,22.490836913868304,9.89439875898727,41.357739392,results/paper/luxembourg_cell_grid_intensity_budget_sweep_v1/methods/factor_b3_v1/cell_grid_intensity_greedy_eval50_tail10x25
full,Full,factor_b3_v1,2,10,,21.05736279281009,29.523812257846647,6.778735694638273,29.205784736000002,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v1/rep2/full_paper_final_full1800_eval50_tail10x25
full,Full,factor_b3_v1,3,10,,16.77398711922845,18.786569750484112,13.34287651744188,139.34354278400002,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v1/rep3/full_paper_final_full1800_eval50_tail10x25
full,Full,factor_b3_v1,4,10,,15.383506275548006,18.921589515945083,11.443729887256005,94.115903072,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v1/rep4/full_paper_final_full1800_eval50_tail10x25
full,Full,factor_b3_v1,5,9,1724,17.94030721222813,22.11218421683533,10.649274292899584,60.842296928,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v1/rep5/full_paper_final_full1800_eval50_tail10x25
full,Full,factor_b3_v2,1,10,,12.964059304937342,9.78390642968381,15.141979486918576,355.04816236799996,results/paper/luxembourg_cell_grid_intensity_budget_sweep_v1/methods/factor_b3_v2/cell_grid_intensity_greedy_eval50_tail10x25
full,Full,factor_b3_v2,2,10,,14.26553920726317,12.464105902393468,15.608632116088796,329.26998057599997,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v2/rep2/full_paper_final_full1800_eval50_tail10x25
full,Full,factor_b3_v2,3,10,,12.505473371387778,9.086012810894767,14.80348097722262,260.80876703999996,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v2/rep3/full_paper_final_full1800_eval50_tail10x25
full,Full,factor_b3_v2,4,10,,12.68433443755786,9.487629254573967,14.870008277895128,611.881375104,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v2/rep4/full_paper_final_full1800_eval50_tail10x25
full,Full,factor_b3_v2,5,10,,12.557602334093044,8.1923048777335,15.313904947558758,175.142227968,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v2/rep5/full_paper_final_full1800_eval50_tail10x25
full,Full,factor_b3_v3,1,10,,10.710076177518587,10.861018279848984,10.523315636455267,851.5885413120001,results/paper/luxembourg_cell_grid_intensity_budget_sweep_v1/methods/factor_b3_v3/cell_grid_intensity_greedy_eval50_tail10x25
full,Full,factor_b3_v3,2,10,,10.246597680933792,9.57160480728287,10.99837968952464,923.594874848,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v3/rep2/full_paper_final_full1800_eval50_tail10x25
full,Full,factor_b3_v3,3,10,,11.675590631581272,11.48094167049896,11.900197012926249,1592.720394528,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v3/rep3/full_paper_final_full1800_eval50_tail10x25
full,Full,factor_b3_v3,4,10,,11.037753947042786,10.86112587081851,11.237579710666157,1312.7180469119999,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v3/rep4/full_paper_final_full1800_eval50_tail10x25
full,Full,factor_b3_v3,5,10,,11.36928541178366,11.426706086554693,11.286668288908471,525.952164864,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v3/rep5/full_paper_final_full1800_eval50_tail10x25
top5,Top 5,factor_b1_v1,1,10,,17.0489843844503,8.847735497335787,29.442757730132808,45.428330624,results/paper/luxembourg_cell_grid_intensity_budget_sweep_v1/methods/factor_b1_v1/cell_grid_intensity_top5_eval50_tail10x25
top5,Top 5,factor_b1_v1,2,10,,17.49104332968464,10.011158024841455,29.366041602004174,32.081940032,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v1/rep2/top5_paper_final_full1800_eval50_tail10x25
top5,Top 5,factor_b1_v1,3,10,,17.51339914296618,8.495421621981302,30.707890724326024,21.934902768,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v1/rep3/top5_paper_final_full1800_eval50_tail10x25
top5,Top 5,factor_b1_v1,4,10,,17.092270907423355,9.378513036451528,29.01963190843539,31.635671456,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v1/rep4/top5_paper_final_full1800_eval50_tail10x25
top5,Top 5,factor_b1_v1,5,9,1724,22.688862090567273,20.192270243299212,23.054600830511838,15.094428672,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v1/rep5/top5_paper_final_full1800_eval50_tail10x25
top5,Top 5,factor_b1_v2,1,10,,14.458270116895338,8.472237510300939,22.61794407826502,52.225531408,results/paper/luxembourg_cell_grid_intensity_budget_sweep_v1/methods/factor_b1_v2/cell_grid_intensity_top5_eval50_tail10x25
top5,Top 5,factor_b1_v2,2,10,,14.664805166520472,10.129035463122168,21.515321140318818,42.016286640000004,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v2/rep2/top5_paper_final_full1800_eval50_tail10x25
top5,Top 5,factor_b1_v2,3,10,,15.481086241803084,11.606357542920069,21.68564600498089,42.32150408,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v2/rep3/top5_paper_final_full1800_eval50_tail10x25
top5,Top 5,factor_b1_v2,4,10,,15.084855691656077,11.702174825468319,20.670121929040924,72.52866204799999,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v2/rep4/top5_paper_final_full1800_eval50_tail10x25
top5,Top 5,factor_b1_v2,5,10,,14.719984969087847,8.91800470462907,22.779829231979395,40.714342304,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v2/rep5/top5_paper_final_full1800_eval50_tail10x25
top5,Top 5,factor_b1_v3,1,10,,7.476826689129197,5.194937616859702,38.470928106781784,66.352988416,results/paper/luxembourg_cell_grid_intensity_budget_sweep_v1/methods/factor_b1_v3/cell_grid_intensity_top5_eval50_tail10x25
top5,Top 5,factor_b1_v3,2,10,,7.551989320814718,5.31180709033296,38.42247809348788,68.596124032,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v3/rep2/top5_paper_final_full1800_eval50_tail10x25
top5,Top 5,factor_b1_v3,3,10,,7.366877231634724,5.074030366583896,38.19749565577631,62.65241368,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v3/rep3/top5_paper_final_full1800_eval50_tail10x25
top5,Top 5,factor_b1_v3,4,10,,7.406178938118866,5.102913736766211,38.39080453622824,67.091488208,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v3/rep4/top5_paper_final_full1800_eval50_tail10x25
top5,Top 5,factor_b1_v3,5,10,,7.588533281390116,5.2186849020054344,39.40069846869024,61.217713376,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v3/rep5/top5_paper_final_full1800_eval50_tail10x25
top5,Top 5,factor_b2_v1,1,10,,15.152265204612679,14.955581709087468,15.325687668669243,52.080761616,results/paper/luxembourg_cell_grid_intensity_budget_sweep_v1/methods/factor_b2_v1/cell_grid_intensity_top5_eval50_tail10x25
top5,Top 5,factor_b2_v1,2,10,,15.141083844150263,14.847028751752877,15.38562821234298,35.936478592,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v1/rep2/top5_paper_final_full1800_eval50_tail10x25
top5,Top 5,factor_b2_v1,3,10,,15.239769214978413,13.240598158904536,16.885054462307718,37.525762816,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v1/rep3/top5_paper_final_full1800_eval50_tail10x25
top5,Top 5,factor_b2_v1,4,10,,15.241545336482256,12.93978401500594,17.117478804117162,43.275422432,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v1/rep4/top5_paper_final_full1800_eval50_tail10x25
top5,Top 5,factor_b2_v1,5,10,,15.588920045549367,14.148118018762313,16.826455188751403,20.229339056,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v1/rep5/top5_paper_final_full1800_eval50_tail10x25
top5,Top 5,factor_b2_v2,1,10,,16.36570185942644,9.70158912690117,20.891453388759864,82.40107150399999,results/paper/luxembourg_cell_grid_intensity_budget_sweep_v1/methods/factor_b2_v2/cell_grid_intensity_top5_eval50_tail10x25
top5,Top 5,factor_b2_v2,2,10,,15.567140241650677,9.16600886351444,19.898523018245015,72.78610216,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v2/rep2/top5_paper_final_full1800_eval50_tail10x25
top5,Top 5,factor_b2_v2,3,10,,14.836373853237404,8.911996684624029,18.87813557428049,58.78575704,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v2/rep3/top5_paper_final_full1800_eval50_tail10x25
top5,Top 5,factor_b2_v2,4,10,,15.504500169169376,10.12315945440938,19.34066972814476,63.016337392,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v2/rep4/top5_paper_final_full1800_eval50_tail10x25
top5,Top 5,factor_b2_v2,5,10,,15.353003529985113,9.410458107093872,19.45031770569954,53.88135256,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v2/rep5/top5_paper_final_full1800_eval50_tail10x25
top5,Top 5,factor_b2_v3,1,10,,13.331183951417643,9.683972128284495,18.830244828501197,143.79393542399998,results/paper/luxembourg_cell_grid_intensity_budget_sweep_v1/methods/factor_b2_v3/cell_grid_intensity_top5_eval50_tail10x25
top5,Top 5,factor_b2_v3,2,10,,12.997349513034544,10.231002144881066,17.454670331782125,104.82082475200001,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v3/rep2/top5_paper_final_full1800_eval50_tail10x25
top5,Top 5,factor_b2_v3,3,10,,12.41037575589294,9.984173819598471,16.395255965768747,147.677285136,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v3/rep3/top5_paper_final_full1800_eval50_tail10x25
top5,Top 5,factor_b2_v3,4,10,,12.949720026623249,9.479909620983708,18.223657729620655,175.22529559999998,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v3/rep4/top5_paper_final_full1800_eval50_tail10x25
top5,Top 5,factor_b2_v3,5,10,,12.64447098578782,8.7623283602793,18.314824946528127,78.139122752,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v3/rep5/top5_paper_final_full1800_eval50_tail10x25
top5,Top 5,factor_b3_v1,1,10,,17.397465625053638,22.567752473559604,9.542374669504667,11.90469152,results/paper/luxembourg_cell_grid_intensity_budget_sweep_v1/methods/factor_b3_v1/cell_grid_intensity_top5_eval50_tail10x25
top5,Top 5,factor_b3_v1,2,10,,21.07772228097066,29.56274425790964,6.757653545160433,8.866612607999999,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v1/rep2/top5_paper_final_full1800_eval50_tail10x25
top5,Top 5,factor_b3_v1,3,10,,17.222219167105862,19.43511257238863,13.629982737127241,25.169348688,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v1/rep3/top5_paper_final_full1800_eval50_tail10x25
top5,Top 5,factor_b3_v1,4,10,,15.379529762217794,19.07146967305294,11.230009963053432,21.213642304,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v1/rep4/top5_paper_final_full1800_eval50_tail10x25
top5,Top 5,factor_b3_v1,5,9,1724,18.13156162868195,22.583209879245928,10.5577174641736,16.321116528,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v1/rep5/top5_paper_final_full1800_eval50_tail10x25
top5,Top 5,factor_b3_v2,1,10,,12.43577149102082,9.448024829235262,14.486462373671902,66.852266096,results/paper/luxembourg_cell_grid_intensity_budget_sweep_v1/methods/factor_b3_v2/cell_grid_intensity_top5_eval50_tail10x25
top5,Top 5,factor_b3_v2,2,10,,14.369791200135968,12.46490965561166,15.776410243041846,63.202273776,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v2/rep2/top5_paper_final_full1800_eval50_tail10x25
top5,Top 5,factor_b3_v2,3,10,,12.320290113136869,8.979192726910194,14.568274555715675,58.935038144,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v2/rep3/top5_paper_final_full1800_eval50_tail10x25
top5,Top 5,factor_b3_v2,4,10,,12.54583306778015,8.980281995048722,14.919850181757988,92.473437648,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v2/rep4/top5_paper_final_full1800_eval50_tail10x25
top5,Top 5,factor_b3_v2,5,10,,12.622543249842375,8.362321781056442,15.33685815747314,52.132799088,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v2/rep5/top5_paper_final_full1800_eval50_tail10x25
top5,Top 5,factor_b3_v3,1,10,,11.122116821074764,11.098722223168943,11.148290101087307,106.195120832,results/paper/luxembourg_cell_grid_intensity_budget_sweep_v1/methods/factor_b3_v3/cell_grid_intensity_top5_eval50_tail10x25
top5,Top 5,factor_b3_v3,2,10,,10.022953249380517,9.41780535745596,10.704532700184131,108.30328148800001,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v3/rep2/top5_paper_final_full1800_eval50_tail10x25
top5,Top 5,factor_b3_v3,3,10,,11.334008658410827,10.822387887234756,11.92050346517773,126.550942288,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v3/rep3/top5_paper_final_full1800_eval50_tail10x25
top5,Top 5,factor_b3_v3,4,10,,11.232636984514723,10.636340464030134,11.905262801693532,123.286531872,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v3/rep4/top5_paper_final_full1800_eval50_tail10x25
top5,Top 5,factor_b3_v3,5,10,,10.8277091165926,11.252552633454965,10.283940860040218,72.147585312,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v3/rep5/top5_paper_final_full1800_eval50_tail10x25
every1,Top 1,factor_b1_v1,1,10,,16.796033478820224,8.963486334087928,28.800911352253035,9.110180607999999,results/paper/luxembourg_cell_grid_intensity_budget_sweep_v1/methods/factor_b1_v1/cell_grid_intensity_top1_eval50_tail10x25
every1,Top 1,factor_b1_v1,2,10,,17.462696652172212,10.121592523945512,29.19775695504987,6.5345842560000005,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v1/rep2/every1_paper_final_full1800_eval50_tail10x25
every1,Top 1,factor_b1_v1,3,10,,17.409713301674348,8.791301280766348,30.257198324628643,4.620543216,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v1/rep3/every1_paper_final_full1800_eval50_tail10x25
every1,Top 1,factor_b1_v1,4,10,,16.85840689867344,9.385067788089785,28.513475994505814,6.4029680959999995,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v1/rep4/every1_paper_final_full1800_eval50_tail10x25
every1,Top 1,factor_b1_v1,5,9,1724,22.689592470229538,20.177424071164882,22.881193037912563,3.167546336,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v1/rep5/every1_paper_final_full1800_eval50_tail10x25
every1,Top 1,factor_b1_v2,1,10,,14.402546596568541,8.820650601922129,22.20638930948798,10.426964048,results/paper/luxembourg_cell_grid_intensity_budget_sweep_v1/methods/factor_b1_v2/cell_grid_intensity_top1_eval50_tail10x25
every1,Top 1,factor_b1_v2,2,10,,14.521761765952112,10.160876355751583,21.16784926168481,8.467561328,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v2/rep2/every1_paper_final_full1800_eval50_tail10x25
every1,Top 1,factor_b1_v2,3,10,,15.30338497893376,11.361074597620197,21.567678842362703,8.559098672000001,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v2/rep3/every1_paper_final_full1800_eval50_tail10x25
every1,Top 1,factor_b1_v2,4,10,,14.922710773555863,11.607665361171954,20.408689136883627,14.49772824,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v2/rep4/every1_paper_final_full1800_eval50_tail10x25
every1,Top 1,factor_b1_v2,5,10,,14.432417340801347,8.917483353343629,22.182905522897983,8.088856288,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v2/rep5/every1_paper_final_full1800_eval50_tail10x25
every1,Top 1,factor_b1_v3,1,10,,7.206914146215294,5.286364850811798,35.12314388363276,13.217261824,results/paper/luxembourg_cell_grid_intensity_budget_sweep_v1/methods/factor_b1_v3/cell_grid_intensity_top1_eval50_tail10x25
every1,Top 1,factor_b1_v3,2,10,,7.376696798428542,5.187060984050262,37.53744995327406,13.648791712,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v3/rep2/every1_paper_final_full1800_eval50_tail10x25
every1,Top 1,factor_b1_v3,3,10,,7.295569175674174,5.2337690091867195,36.40659675131907,12.474545072000002,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v3/rep3/every1_paper_final_full1800_eval50_tail10x25
every1,Top 1,factor_b1_v3,4,10,,7.364726271383413,5.21969119664487,37.19825505505945,13.310650832,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v3/rep4/every1_paper_final_full1800_eval50_tail10x25
every1,Top 1,factor_b1_v3,5,10,,7.621113549536302,5.323732677817513,39.022528948820295,12.193842464,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v3/rep5/every1_paper_final_full1800_eval50_tail10x25
every1,Top 1,factor_b2_v1,1,10,,15.661619456159158,15.377750091833502,15.911051668694782,10.484619872,results/paper/luxembourg_cell_grid_intensity_budget_sweep_v1/methods/factor_b2_v1/cell_grid_intensity_top1_eval50_tail10x25
every1,Top 1,factor_b2_v1,2,10,,15.274547688506374,15.222415698870773,15.30071099323889,7.3061342400000004,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v1/rep2/every1_paper_final_full1800_eval50_tail10x25
every1,Top 1,factor_b2_v1,3,10,,15.881035187045274,13.8148884193111,17.57975616722747,7.749963376,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v1/rep3/every1_paper_final_full1800_eval50_tail10x25
every1,Top 1,factor_b2_v1,4,10,,15.002179381748785,12.989760380223114,16.665721855842598,8.85880168,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v1/rep4/every1_paper_final_full1800_eval50_tail10x25
every1,Top 1,factor_b2_v1,5,10,,15.781834979220472,14.402257141947576,16.971541300851037,4.354226096,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v1/rep5/every1_paper_final_full1800_eval50_tail10x25
every1,Top 1,factor_b2_v2,1,10,,16.06307927168142,9.51588526707108,20.508419874145467,16.671997104,results/paper/luxembourg_cell_grid_intensity_budget_sweep_v1/methods/factor_b2_v2/cell_grid_intensity_top1_eval50_tail10x25
every1,Top 1,factor_b2_v2,2,10,,14.937353926138963,9.381048456410849,18.814471960483434,14.811394512,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v2/rep2/every1_paper_final_full1800_eval50_tail10x25
every1,Top 1,factor_b2_v2,3,10,,14.97365906290085,9.634506967527733,18.744079671896003,11.947929616,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v2/rep3/every1_paper_final_full1800_eval50_tail10x25
every1,Top 1,factor_b2_v2,4,10,,15.77570231097756,9.832564220861364,19.913312661228424,12.733973664,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v2/rep4/every1_paper_final_full1800_eval50_tail10x25
every1,Top 1,factor_b2_v2,5,10,,15.252234740378157,9.890558906249284,19.054017275464286,10.93727408,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v2/rep5/every1_paper_final_full1800_eval50_tail10x25
every1,Top 1,factor_b2_v3,1,10,,13.517596922120731,10.060667432903768,18.834441795359776,28.779400864,results/paper/luxembourg_cell_grid_intensity_budget_sweep_v1/methods/factor_b2_v3/cell_grid_intensity_top1_eval50_tail10x25
every1,Top 1,factor_b2_v3,2,10,,13.523906083875335,10.477301305251014,18.367139002673916,20.978057904,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v3/rep2/every1_paper_final_full1800_eval50_tail10x25
every1,Top 1,factor_b2_v3,3,10,,12.861437255129545,10.190430537926801,17.18970320405401,29.555557968,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v3/rep3/every1_paper_final_full1800_eval50_tail10x25
every1,Top 1,factor_b2_v3,4,10,,12.88078556938101,9.572020335929531,17.967125445702585,35.071848304,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v3/rep4/every1_paper_final_full1800_eval50_tail10x25
every1,Top 1,factor_b2_v3,5,10,,12.884157801301058,9.035441496582601,18.552959589687312,15.636748368000001,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v3/rep5/every1_paper_final_full1800_eval50_tail10x25
every1,Top 1,factor_b3_v1,1,10,,17.403264691423516,22.996646678957138,8.905491988553285,2.367415232,results/paper/luxembourg_cell_grid_intensity_budget_sweep_v1/methods/factor_b3_v1/cell_grid_intensity_top1_eval50_tail10x25
every1,Top 1,factor_b3_v1,2,10,,21.3116954047845,29.96421302889753,6.676670601778275,1.778220144,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v1/rep2/every1_paper_final_full1800_eval50_tail10x25
every1,Top 1,factor_b3_v1,3,10,,17.293127478571833,20.20679834584931,13.071112577746101,5.021831808,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v1/rep3/every1_paper_final_full1800_eval50_tail10x25
every1,Top 1,factor_b3_v1,4,10,,15.496150644855664,19.51537297717395,10.875862112918968,4.268401472,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v1/rep4/every1_paper_final_full1800_eval50_tail10x25
every1,Top 1,factor_b3_v1,5,9,1724,18.089076576199794,22.67824351717398,10.31914940631895,3.2563556,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v1/rep5/every1_paper_final_full1800_eval50_tail10x25
every1,Top 1,factor_b3_v2,1,10,,12.986652818996893,9.57205812377123,15.293114205375943,13.672982288,results/paper/luxembourg_cell_grid_intensity_budget_sweep_v1/methods/factor_b3_v2/cell_grid_intensity_top1_eval50_tail10x25
every1,Top 1,factor_b3_v2,2,10,,14.179168586740186,12.231146600448076,15.616483294049086,12.877472816,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v2/rep2/every1_paper_final_full1800_eval50_tail10x25
every1,Top 1,factor_b3_v2,3,10,,12.722605884209601,9.415920875555207,14.968194742916234,12.231845648,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v2/rep3/every1_paper_final_full1800_eval50_tail10x25
every1,Top 1,factor_b3_v2,4,10,,12.325846926593497,8.852741846664367,14.642918139472334,18.754007184,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v2/rep4/every1_paper_final_full1800_eval50_tail10x25
every1,Top 1,factor_b3_v2,5,10,,12.944145863565012,8.62540157377623,15.704853661929153,10.674317776,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v2/rep5/every1_paper_final_full1800_eval50_tail10x25
every1,Top 1,factor_b3_v3,1,10,,10.722629556884623,10.939899368753817,10.451118534734821,21.248045024,results/paper/luxembourg_cell_grid_intensity_budget_sweep_v1/methods/factor_b3_v3/cell_grid_intensity_top1_eval50_tail10x25
