step,eval_is_final,eval_n_pairs_per_zone,t2_b0_active_models_total,t2_b0_active_models_z0,t2_b0_balanced_rmse_total,t2_b0_censored_gain_vs_prior_total,t2_b0_censored_rmse_total,t2_b0_censored_rmse_z0,t2_b0_false_reachable_rate_total,t2_b0_false_reachable_rate_z0,t2_b0_floor_rmse_total,t2_b0_individual_total,t2_b0_individual_z0,t2_b0_mean_abs_prediction_shift_from_prior_db_total,t2_b0_mean_model_rmse_total,t2_b0_mean_model_rmse_z0,t2_b0_mean_support_total,t2_b0_median_model_rmse_total,t2_b0_p10_model_rmse_total,t2_b0_p90_model_rmse_total,t2_b0_prior_censored_rmse_total,t2_b0_prior_false_reachable_rate_total,t2_b0_prior_floor_rmse_total,t2_b0_prior_reachable_rmse_total,t2_b0_prior_rmse_total,t2_b0_reachable_count_total,t2_b0_reachable_gain_vs_prior_total,t2_b0_reachable_rmse_total,t2_b0_rmse_gain_vs_prior_total,t2_b0_supported_fraction_total,t2_b0_supported_gain_vs_prior_total,t2_b0_supported_prior_rmse_total,t2_b0_supported_rmse_total,t2_b0_total,t2_b0_unavailable_censored_rmse_total,t2_b0_unavailable_censored_rmse_z0,t2_b0_unavailable_count_total,t2_b0_z0
100,1,500,10,10,43.13162720264196,26.172076172168353,29.808792995407096,29.808792995407096,0.8,0.8,53.52246960222635,31.2496060487915,31.2496060487915,48.537177449035646,28.37706721359617,28.37706721359617,nan,25.720602060923582,15.771917918143808,52.54139322908605,55.98086916757545,0.0,0.0,57.73985773449496,55.98086906191913,4700,28.482042061172333,29.25781567332263,24.73126301312763,nan,nan,nan,nan,31.2496060487915,37.39553158950853,37.39553158950853,300,31.2496060487915
200,1,500,10,10,34.9737791311408,41.35216318827876,15.560099170617837,15.560099170617837,0.9972222222222222,0.9972222222222222,47.426033570649906,18.57026999725344,18.57026999725344,61.101100259399416,18.141660418035823,18.141660418035823,nan,17.170769751429418,13.709319683961391,23.997125070919267,56.9122623588966,0.0,0.0,59.078826793531746,56.91226243507207,4640,45.039532182219276,14.039294611312473,38.34199243781863,nan,nan,nan,nan,18.57026999725344,28.67592436849524,28.67592436849524,360,18.57026999725344
300,1,500,10,10,36.42854995732815,41.07806427991285,15.090606856651274,15.090606856651274,0.9727272727272728,0.9727272727272728,49.77718869257395,18.11646356886779,18.11646356886779,55.30532286224365,17.88544074464587,17.88544074464587,nan,19.019042021503054,13.770107266981514,20.87189317796705,56.16867113656413,0.0,0.0,58.11934514900756,56.16867128598649,4670,44.8411679453778,13.278177203629758,38.052207717118705,nan,nan,nan,nan,18.11646356886779,30.908683893395633,30.908683893395633,330,18.11646356886779
400,1,500,10,10,33.14921455404383,44.605055582453495,12.839677411154234,12.839677411154234,0.9894736842105263,0.9894736842105263,45.31788868820182,14.717258648428833,14.717258648428833,59.52129847564697,14.424106098099523,14.424106098099523,nan,13.569765806957935,11.262009798326071,18.65852343117223,57.44473299360773,0.0,0.0,58.568308288908405,57.44473309071321,4810,46.56706602221735,12.001242266691062,42.727474442284375,nan,nan,nan,nan,14.717258648428833,26.308210112411803,26.308210112411803,190,14.717258648428833
500,1,500,10,10,29.609011835342145,43.38105897926086,12.691682576302401,12.691682576302401,1.0,1.0,40.00787060824615,13.903160652767445,13.903160652767445,55.741374978637694,13.642949352199064,13.642949352199064,nan,12.468015767546529,12.118733743114241,17.176253180921805,56.07274155556326,0.0,0.0,56.87463961514552,56.07274152094585,4860,44.515131003364225,12.359508611781294,42.1695808681784,nan,nan,nan,nan,13.903160652767445,21.21199319552483,21.21199319552483,140,13.903160652767445
600,1,500,10,10,33.70918996242085,43.91387831881121,12.81254605798591,12.81254605798591,1.0,1.0,46.32380495597224,15.744024912193328,15.744024912193328,58.8599381729126,15.302417560131707,15.302417560131707,nan,13.442499982074725,11.752713591224698,21.558197630640624,56.72642437679712,0.0,0.0,58.50883921848957,56.72642427205649,4700,47.25166060898927,11.257178609500304,40.982399359863166,nan,nan,nan,nan,15.744024912193328,27.398512872415317,27.398512872415317,300,15.744024912193328
700,1,500,10,10,31.370739531366926,43.57044967561996,13.469017779076317,13.469017779076317,1.0,1.0,42.62623010985736,16.568530078329562,16.568530078329562,55.287477546691896,16.2639770259866,16.2639770259866,nan,14.73855099197647,12.903399080145558,20.521247095492956,57.03946745469628,0.0,0.0,59.27478237381544,57.03946737460744,4630,46.9763636091439,12.298418764671542,40.47093729627788,nan,nan,nan,nan,16.568530078329562,23.64029927559685,23.64029927559685,370,16.568530078329562
800,1,500,10,10,34.97559710645051,37.94413046661849,16.796061822645196,16.796061822645196,1.0,1.0,47.05850666351022,20.162708434197604,20.162708434197604,59.155643363952635,19.598528112454442,19.598528112454442,nan,19.310936724164694,13.847950067612524,23.220476430776273,54.74019228926369,0.0,0.0,57.32035883316187,54.74019241405115,4560,42.08612972546291,15.234229107698958,34.57748397985355,nan,nan,nan,nan,20.162708434197604,28.29414271641471,28.29414271641471,440,20.162708434197604
900,1,500,10,10,36.88180769391438,38.58987342270498,16.94960581946602,16.94960581946602,1.0,1.0,49.9106285145962,19.920429152863424,19.920429152863424,58.84095757141113,19.083071562005937,19.083071562005937,nan,16.80962536242649,13.431223997661196,25.79217114001841,55.539479242171005,0.0,0.0,57.71601117693616,55.53947909513718,4630,42.56792090721102,15.148090269725142,35.61904994227376,nan,nan,nan,nan,19.920429152863424,31.79428853682512,31.79428853682512,370,19.920429152863424
1000,1,500,10,10,34.9565601003917,36.01325777224753,21.60778549161653,21.60778549161653,0.9,0.9,44.56667556657916,22.50875769992356,22.50875769992356,51.278009194946286,18.0556760326738,18.0556760326738,nan,11.673714764658122,10.314311011150615,26.67811677111187,57.62104326386406,0.0,0.0,58.56571369109275,57.62104346419235,4840,37.17100366623217,21.39471002486059,35.11228576426879,nan,nan,nan,nan,22.50875769992356,27.277655025589866,27.277655025589866,160,22.50875769992356
