step,contact_threshold_rx_power_dbm,contact_threshold_snr_db,feasible_contact_decisions,feasible_contact_pairs,greedy_comm_bytes,greedy_comm_cumulative_mb,greedy_comm_mb,greedy_events,local_policy_initial_pull_probability,model_transfer_snr_min_db,network_half_duplex_rejections,network_mean_direction_capacity_bytes,network_mean_sinr_db,network_min_sinr_db,network_raw_contact_pairs,network_raw_directed_candidates,network_rejected_transfers,network_scheduled_transfers,network_shortlisted_directed_candidates,network_sinr_or_airtime_rejections,network_transfer_proposals,noise_floor_dbm,propagation_loss_contact_threshold_db,rssi_gossip_threshold_dbm,snr_min_db,t2_b0_comm_bytes,t2_b0_comm_cumulative_mb,t2_b0_comm_cumulative_vs_greedy_ratio,t2_b0_comm_mb,t2_b0_comm_vs_greedy_ratio,t2_b0_events,t2_b0_metadata_bytes,t2_b0_model_bytes,t2_b0_model_messages,t2_b0_policy_bytes,t2_b0_policy_messages,t2_b0_pull_events,t2_b0_scalar_bytes,t2_b0_scalar_control_bytes,t2_b0_scalar_control_messages,t2_b0_scalar_loss_bytes,t2_b0_scalar_loss_messages,t2_b0_scalar_messages,t2_b0_selected_providers,t2_b0_training_sample_bytes,t2_b0_training_sample_messages,t2_b0_valid_pull_events
1,-47.5,57.5,0,0,0,0.0,0.0,0,0.0,57.5,,,,,0,,,0,0,,0,-105.0,70.5,-47.5,5.0,0,0.0,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-47.5,57.5,4,2,0,0.0,0.0,0,0.0,57.5,0,562500.0,19.41601525222425,18.95590985405659,2,4,0,2,4,0,2,-105.0,70.5,-47.5,5.0,992168,0.992168,nan,0.992168,nan,2,288,578320,4,413296,4,2,264,128,32,136,34,66,2,0,0,2
3,-47.5,57.5,14,7,0,0.0,0.0,0,0.0,57.5,0,562500.0,41.40083301528573,19.944633079676546,7,14,0,5,14,0,5,-105.0,70.5,-47.5,5.0,2893932,3.8861,nan,2.893932,nan,5,936,1445800,10,1446536,14,5,660,320,80,340,85,165,5,0,0,5
4,-47.5,57.5,40,20,0,0.0,0.0,0,0.0,57.5,4,562500.0,42.94116933588221,26.317441470037846,20,40,4,8,40,0,12,-105.0,70.5,-47.5,5.0,6450104,10.336204,nan,6.450104,nan,8,2808,2313280,16,4132960,40,8,1056,512,128,544,136,264,8,0,0,8
5,-47.5,57.5,52,26,0,0.0,0.0,0,0.0,57.5,5,562500.0,41.03645537238181,23.45703582825445,26,52,5,9,52,0,14,-105.0,70.5,-47.5,5.0,7980220,18.316424,nan,7.98022,nan,9,3744,2602440,18,5372848,52,9,1188,576,144,612,153,297,9,0,0,9
6,-47.5,57.5,70,35,0,0.0,0.0,0,0.0,57.5,13,562500.0,36.23799897637227,19.833854959231072,35,70,13,11,70,0,24,-105.0,70.5,-47.5,5.0,10419860,28.736284,nan,10.41986,nan,11,4968,3180760,22,7232680,70,11,1452,704,176,748,187,363,11,0,0,11
7,-47.5,57.5,76,38,0,0.0,0.0,0,0.0,57.5,19,553800.0809828237,30.43168366428392,14.624608820742274,38,76,19,13,76,0,32,-105.0,70.5,-47.5,5.0,11618748,40.355032,nan,11.618748,nan,13,5328,3759080,26,7852624,76,13,1716,832,208,884,221,429,13,0,0,13
8,-47.5,57.5,86,43,0,0.0,0.0,0,0.0,57.5,16,534476.0244685187,30.856985760934844,6.06331166367596,43,86,16,11,86,0,27,-105.0,70.5,-47.5,5.0,12073260,52.428292,nan,12.07326,nan,11,5184,3180760,22,8885864,86,11,1452,704,176,748,187,363,11,0,0,11
9,-47.5,57.5,98,49,0,0.0,0.0,0,0.0,57.5,16,545038.535322819,28.380715437200674,12.238645605127898,49,98,16,12,98,0,28,-105.0,70.5,-47.5,5.0,13603088,66.03138,nan,13.603088,nan,12,5832,3469920,24,10125752,98,12,1584,768,192,816,204,396,12,0,0,12
10,-47.5,57.5,100,50,0,0.0,0.0,0,0.0,57.5,14,525673.0021547803,29.671885546746324,9.470033892672912,50,100,15,12,100,1,27,-105.0,70.5,-47.5,5.0,13809304,79.840684,nan,13.809304,nan,12,5400,3469920,24,10332400,100,12,1584,768,192,816,204,396,12,0,0,12
11,-47.5,57.5,138,69,0,0.0,0.0,0,0.0,57.5,18,471990.989920017,21.233543719268855,8.22022773880822,69,138,20,12,138,2,32,-105.0,70.5,-47.5,5.0,17738928,97.579612,nan,17.738928,nan,12,8712,3469920,24,14258712,138,12,1584,768,192,816,204,396,12,0,0,12
12,-47.5,57.5,152,76,0,0.0,0.0,0,0.0,57.5,14,475689.6723527915,20.9141165738966,7.7100335334028935,76,152,14,14,152,0,28,-105.0,70.5,-47.5,5.0,19763472,117.343084,nan,19.763472,nan,14,8136,4048240,28,15705248,152,14,1848,896,224,952,238,462,14,0,0,14
13,-47.5,57.5,158,79,0,0.0,0.0,0,0.0,57.5,14,465019.605133504,18.29198423059252,6.819433096200063,79,158,15,13,158,1,28,-105.0,70.5,-47.5,5.0,20093908,137.436992,nan,20.093908,nan,13,7920,3759080,26,16325192,158,13,1716,832,208,884,221,429,13,0,0,13
14,-47.5,57.5,174,87,0,0.0,0.0,0,0.0,57.5,20,517067.91777124465,23.59199673982904,5.967726583481243,87,174,20,11,174,0,31,-105.0,70.5,-47.5,5.0,21170452,158.607444,nan,21.170452,nan,11,9864,3180760,22,17978376,174,11,1452,704,176,748,187,363,11,0,0,11
15,-47.5,57.5,158,79,0,0.0,0.0,0,0.0,57.5,20,511837.6899514757,23.066621135420466,11.35897445535666,79,158,20,12,158,0,32,-105.0,70.5,-47.5,5.0,19806344,178.413788,nan,19.806344,nan,12,9648,3469920,24,16325192,158,12,1584,768,192,816,204,396,12,0,0,12
16,-47.5,57.5,154,77,0,0.0,0.0,0,0.0,57.5,21,479741.8774842155,21.683500913473985,6.199496790755916,77,154,21,13,154,0,34,-105.0,70.5,-47.5,5.0,19682988,198.096776,nan,19.682988,nan,13,10296,3759080,26,15911896,154,13,1716,832,208,884,221,429,13,0,0,13
17,-47.5,57.5,154,77,0,0.0,0.0,0,0.0,57.5,17,518491.4458186308,21.36577994262994,7.229116348654282,77,154,17,12,154,0,29,-105.0,70.5,-47.5,5.0,19391824,217.4886,nan,19.391824,nan,12,8424,3469920,24,15911896,154,12,1584,768,192,816,204,396,12,0,0,12
18,-47.5,57.5,146,73,0,0.0,0.0,0,0.0,57.5,17,535753.5957784255,29.19444317519739,11.212829991455141,73,146,18,11,146,1,29,-105.0,70.5,-47.5,5.0,18275652,235.764252,nan,18.275652,nan,11,8136,3180760,22,15085304,146,11,1452,704,176,748,187,363,11,0,0,11
19,-47.5,57.5,144,72,0,0.0,0.0,0,0.0,57.5,15,531007.1687764352,25.930024727411798,12.055327524845872,72,144,18,11,144,3,29,-105.0,70.5,-47.5,5.0,18069148,253.8334,nan,18.069148,nan,11,8280,3180760,22,14878656,144,11,1452,704,176,748,187,363,11,0,0,11
20,-47.5,57.5,150,75,0,0.0,0.0,0,0.0,57.5,18,486242.3531149078,21.012591805161954,6.778221765489549,75,150,18,15,150,0,33,-105.0,70.5,-47.5,5.0,19847700,273.6811,nan,19.8477,nan,15,9720,4337400,30,15498600,150,15,1980,960,240,1020,255,495,15,0,0,15
21,-47.5,57.5,150,75,0,0.0,0.0,0,0.0,57.5,20,538164.9894025761,23.873106716189497,11.845831726200453,75,150,20,10,150,0,30,-105.0,70.5,-47.5,5.0,18400304,292.081404,nan,18.400304,nan,10,8784,2891600,20,15498600,150,10,1320,640,160,680,170,330,10,0,0,10
