step,contact_threshold_rx_power_dbm,contact_threshold_snr_db,feasible_contact_decisions,feasible_contact_pairs,greedy_comm_bytes,greedy_comm_cumulative_mb,greedy_comm_mb,greedy_events,local_policy_initial_pull_probability,model_transfer_snr_min_db,network_half_duplex_rejections,network_mean_direction_capacity_bytes,network_mean_sinr_db,network_min_sinr_db,network_raw_contact_pairs,network_raw_directed_candidates,network_rejected_transfers,network_scheduled_transfers,network_shortlisted_directed_candidates,network_sinr_or_airtime_rejections,network_transfer_proposals,noise_floor_dbm,propagation_loss_contact_threshold_db,rssi_gossip_threshold_dbm,sample_network_bundle_capacity_bytes,sample_network_delivered_samples,sample_network_encoder_bytes_per_direction,sample_network_max_samples_per_direction,sample_network_raw_contact_pairs,sample_network_scheduled_transfers,sample_network_transfer_proposals,snr_min_db,t2_b0_comm_bytes,t2_b0_comm_cumulative_mb,t2_b0_comm_cumulative_vs_greedy_ratio,t2_b0_comm_mb,t2_b0_comm_vs_greedy_ratio,t2_b0_events,t2_b0_metadata_bytes,t2_b0_model_bytes,t2_b0_model_messages,t2_b0_policy_bytes,t2_b0_policy_messages,t2_b0_pull_events,t2_b0_scalar_bytes,t2_b0_scalar_control_bytes,t2_b0_scalar_control_messages,t2_b0_scalar_loss_bytes,t2_b0_scalar_loss_messages,t2_b0_scalar_messages,t2_b0_selected_providers,t2_b0_training_sample_bytes,t2_b0_training_sample_messages,t2_b0_valid_pull_events
1,-47.5,57.5,0,0,0,0.0,0.0,0,0.0,57.5,,,,,0,,,0,0,,0,-105.0,70.5,-47.5,,,,,,,,5.0,0,0.0,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-47.5,57.5,4,2,0,0.0,0.0,0,0.0,57.5,2,562500.0,19.51061865854021,19.381058728309746,2,4,2,2,4,0,4,-105.0,70.5,-47.5,192878,0,0,32,2,0,0,5.0,578584,0.578584,nan,0.578584,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,0,0,2
3,-47.5,57.5,14,7,0,0.0,0.0,0,0.0,57.5,7,562500.0,33.55560018078596,18.407905596941493,7,14,7,7,14,0,14,-105.0,70.5,-47.5,192878,2,0,32,7,2,2,5.0,2025380,2.603964,nan,2.02538,nan,7,0,2024120,14,0,0,7,924,448,112,476,119,231,7,336,2,7
4,-47.5,57.5,40,20,0,0.0,0.0,0,0.0,57.5,14,562500.0,38.88938541849873,20.226163494692415,20,40,14,10,40,0,24,-105.0,70.5,-47.5,192878,7,0,32,20,7,15,5.0,2894096,5.49806,nan,2.894096,nan,10,0,2891600,20,0,0,10,1320,640,160,680,170,330,10,1176,7,10
5,-47.5,57.5,52,26,0,0.0,0.0,0,0.0,57.5,18,562500.0,40.33699727461457,18.06198705260026,26,52,18,12,52,0,30,-105.0,70.5,-47.5,192878,15,0,32,26,11,23,5.0,3474024,8.972084,nan,3.474024,nan,12,0,3469920,24,0,0,12,1584,768,192,816,204,396,12,2520,15,12
6,-47.5,57.5,70,35,0,0.0,0.0,0,0.0,57.5,20,514500.27776283695,30.420423295131698,7.900130330552395,35,70,20,12,70,0,32,-105.0,70.5,-47.5,192878,18,0,32,35,13,34,5.0,3474528,12.446612,nan,3.474528,nan,12,0,3469920,24,0,0,12,1584,768,192,816,204,396,12,3024,18,12
7,-47.5,57.5,76,38,0,0.0,0.0,0,0.0,57.5,22,562500.0,33.10569874168553,20.675579891730198,38,76,22,13,76,0,35,-105.0,70.5,-47.5,192878,30,0,32,38,12,36,5.0,3765836,16.212448,nan,3.765836,nan,13,0,3759080,26,0,0,13,1716,832,208,884,221,429,13,5040,30,13
8,-47.5,57.5,86,43,0,0.0,0.0,0,0.0,57.5,21,525117.3544055955,27.93067688874324,6.9981954613894635,43,86,21,13,86,0,34,-105.0,70.5,-47.5,192878,31,0,32,43,13,42,5.0,3766004,19.978452,nan,3.766004,nan,13,0,3759080,26,0,0,13,1716,832,208,884,221,429,13,5208,31,13
9,-47.5,57.5,98,49,0,0.0,0.0,0,0.0,57.5,22,539946.6839911104,29.544246043462692,9.499687700502236,49,98,22,13,98,0,35,-105.0,70.5,-47.5,192878,42,0,32,49,15,47,5.0,3767852,23.746304,nan,3.767852,nan,13,0,3759080,26,0,0,13,1716,832,208,884,221,429,13,7056,42,13
10,-47.5,57.5,100,50,0,0.0,0.0,0,0.0,57.5,22,482497.81097630964,20.754700883254557,8.082787178335899,50,100,22,15,100,0,37,-105.0,70.5,-47.5,192878,102,0,32,50,15,47,5.0,4356516,28.10282,nan,4.356516,nan,15,0,4337400,30,0,0,15,1980,960,240,1020,255,495,15,17136,102,15
11,-47.5,57.5,138,69,0,0.0,0.0,0,0.0,57.5,22,475617.8394791513,21.38686991030619,5.7919440813164,69,138,23,15,138,1,38,-105.0,70.5,-47.5,192878,52,0,32,69,15,67,5.0,4348116,32.450936,nan,4.348116,nan,15,0,4337400,30,0,0,15,1980,960,240,1020,255,495,15,8736,52,15
12,-47.5,57.5,152,76,0,0.0,0.0,0,0.0,57.5,21,487930.89814628,20.412535939199973,5.670574146500192,76,152,23,15,152,2,38,-105.0,70.5,-47.5,192878,135,0,32,76,16,73,5.0,4362060,36.812996,nan,4.36206,nan,15,0,4337400,30,0,0,15,1980,960,240,1020,255,495,15,22680,135,15
13,-47.5,57.5,158,79,0,0.0,0.0,0,0.0,57.5,25,506609.30182008096,22.435317670509868,9.344362978543305,79,158,26,13,158,1,39,-105.0,70.5,-47.5,192878,150,0,32,79,15,77,5.0,3787220,40.600216,nan,3.78722,nan,13,1224,3759080,26,0,0,13,1716,832,208,884,221,429,13,25200,150,13
14,-47.5,57.5,174,87,0,0.0,0.0,0,0.0,57.5,26,474856.2035140487,19.628957442978276,5.576663178030417,87,174,26,13,174,0,39,-105.0,70.5,-47.5,192878,173,0,32,87,14,82,5.0,3792164,44.39238,nan,3.792164,nan,13,2304,3759080,26,0,0,13,1716,832,208,884,221,429,13,29064,173,13
15,-47.5,57.5,158,79,0,0.0,0.0,0,0.0,57.5,22,492384.5425840301,20.119128645981657,7.7808023183110375,79,158,25,14,158,3,39,-105.0,70.5,-47.5,192878,180,0,32,79,14,75,5.0,4084648,48.477028,nan,4.084648,nan,14,4320,4048240,28,0,0,14,1848,896,224,952,238,462,14,30240,180,14
16,-47.5,57.5,154,77,0,0.0,0.0,0,0.0,57.5,24,528930.9314383963,27.318733767996324,8.97634264343219,77,154,26,12,154,2,38,-105.0,70.5,-47.5,192878,136,0,32,77,16,75,5.0,3500976,51.978004,nan,3.500976,nan,12,6624,3469920,24,0,0,12,1584,768,192,816,204,396,12,22848,136,12
17,-47.5,57.5,154,77,0,0.0,0.0,0,0.0,57.5,24,535833.1181025045,25.139413562599497,11.604649475716187,77,154,26,12,154,2,38,-105.0,70.5,-47.5,192878,152,0,32,77,17,71,5.0,3505032,55.483036,nan,3.505032,nan,12,7992,3469920,24,0,0,12,1584,768,192,816,204,396,12,25536,152,12
18,-47.5,57.5,146,73,0,0.0,0.0,0,0.0,57.5,24,483663.3183804104,17.79215045736679,8.462809140791501,73,146,24,14,146,0,38,-105.0,70.5,-47.5,192878,141,0,32,73,14,68,5.0,4081840,59.564876,nan,4.08184,nan,14,8064,4048240,28,0,0,14,1848,896,224,952,238,462,14,23688,141,14
19,-47.5,57.5,144,72,0,0.0,0.0,0,0.0,57.5,22,471938.72697850305,19.652915945995385,6.882303615585017,72,144,23,14,144,1,37,-105.0,70.5,-47.5,192878,292,0,32,72,15,68,5.0,4108072,63.672948,nan,4.108072,nan,14,8928,4048240,28,0,0,14,1848,896,224,952,238,462,14,49056,292,14
20,-47.5,57.5,150,75,0,0.0,0.0,0,0.0,57.5,25,524071.88911882695,22.09722898526578,10.243357458404159,75,150,25,13,150,0,38,-105.0,70.5,-47.5,192878,308,0,32,75,16,71,5.0,3822692,67.49564,nan,3.822692,nan,13,10152,3759080,26,0,0,13,1716,832,208,884,221,429,13,51744,308,13
21,-47.5,57.5,150,75,0,0.0,0.0,0,0.0,57.5,25,500452.15179895976,22.851175966400216,8.934444559147765,75,150,25,12,150,0,37,-105.0,70.5,-47.5,192878,251,0,32,75,14,71,5.0,3524472,71.020112,nan,3.524472,nan,12,10800,3469920,24,0,0,12,1584,768,192,816,204,396,12,42168,251,12
22,-47.5,57.5,154,77,0,0.0,0.0,0,0.0,57.5,27,514290.59550303663,22.547092794542262,8.1198377496979,77,154,27,11,154,0,38,-105.0,70.5,-47.5,192878,183,0,32,77,15,72,5.0,3223972,74.244084,nan,3.223972,nan,11,11016,3180760,22,0,0,11,1452,704,176,748,187,363,11,30744,183,11
23,-47.5,57.5,146,73,0,0.0,0.0,0,0.0,57.5,27,540693.3717852575,22.338390003551517,10.904831977267584,73,146,27,10,146,0,37,-105.0,70.5,-47.5,192878,243,0,32,73,15,71,5.0,2944112,77.188196,nan,2.944112,nan,10,10368,2891600,20,0,0,10,1320,640,160,680,170,330,10,40824,243,10
24,-47.5,57.5,142,71,0,0.0,0.0,0,0.0,57.5,25,543792.1722081096,22.510877389829894,11.685190086209687,71,142,25,10,142,0,35,-105.0,70.5,-47.5,192878,140,0,32,71,12,67,5.0,2926520,80.114716,nan,2.92652,nan,10,10080,2891600,20,0,0,10,1320,640,160,680,170,330,10,23520,140,10
25,-47.5,57.5,152,76,0,0.0,0.0,0,0.0,57.5,26,536439.7510224055,31.940302409778845,10.550547292050963,76,152,26,10,152,0,36,-105.0,70.5,-47.5,192878,191,0,32,76,14,72,5.0,2935736,83.050452,nan,2.935736,nan,10,10728,2891600,20,0,0,10,1320,640,160,680,170,330,10,32088,191,10
26,-47.5,57.5,148,74,0,0.0,0.0,0,0.0,57.5,24,520132.9944843539,23.649862959459092,9.891744715635285,74,148,25,10,148,1,35,-105.0,70.5,-47.5,192878,307,0,32,74,14,71,5.0,2954864,86.005316,nan,2.954864,nan,10,10368,2891600,20,0,0,10,1320,640,160,680,170,330,10,51576,307,10
27,-47.5,57.5,152,76,0,0.0,0.0,0,0.0,57.5,23,475139.9742289809,19.47252680017129,6.167181800831556,76,152,23,13,152,0,36,-105.0,70.5,-47.5,192878,276,0,32,76,15,74,5.0,3817748,89.823064,nan,3.817748,nan,13,10584,3759080,26,0,0,13,1716,832,208,884,221,429,13,46368,276,13
28,-47.5,57.5,160,80,0,0.0,0.0,0,0.0,57.5,25,516435.5781977622,25.507349435488518,7.440023930334924,80,160,25,11,160,0,36,-105.0,70.5,-47.5,192878,262,0,32,80,16,76,5.0,3237316,93.06038,nan,3.237316,nan,11,11088,3180760,22,0,0,11,1452,704,176,748,187,363,11,44016,262,11
29,-47.5,57.5,152,76,0,0.0,0.0,0,0.0,57.5,22,502891.40355828125,19.72651971735825,7.165296359512794,76,152,22,13,152,0,35,-105.0,70.5,-47.5,192878,197,0,32,76,15,72,5.0,3804404,96.864784,nan,3.804404,nan,13,10512,3759080,26,0,0,13,1716,832,208,884,221,429,13,33096,197,13
30,-47.5,57.5,148,74,0,0.0,0.0,0,0.0,57.5,24,523153.51813463954,24.5310674095354,12.224523462219945,74,148,25,11,148,1,36,-105.0,70.5,-47.5,192878,157,0,32,74,14,70,5.0,3218812,100.083596,nan,3.218812,nan,11,10224,3180760,22,0,0,11,1452,704,176,748,187,363,11,26376,157,11
31,-47.5,57.5,136,68,0,0.0,0.0,0,0.0,57.5,24,513902.3238143357,24.166926123743316,6.837557845462835,68,136,26,11,136,2,37,-105.0,70.5,-47.5,192878,231,0,32,68,16,64,5.0,3230380,103.313976,nan,3.23038,nan,11,9360,3180760,22,0,0,11,1452,704,176,748,187,363,11,38808,231,11
32,-47.5,57.5,130,65,0,0.0,0.0,0,0.0,57.5,24,513454.6321647639,18.944840228350483,8.723184553578353,65,130,24,12,130,0,36,-105.0,70.5,-47.5,192878,206,0,32,65,14,58,5.0,3515040,106.829016,nan,3.51504,nan,12,8928,3469920,24,0,0,12,1584,768,192,816,204,396,12,34608,206,12
33,-47.5,57.5,142,71,0,0.0,0.0,0,0.0,57.5,25,539441.2929155816,24.767754515782155,12.210692536058732,71,142,26,11,142,1,37,-105.0,70.5,-47.5,192878,126,0,32,71,13,66,5.0,3213028,110.042044,nan,3.213028,nan,11,9648,3180760,22,0,0,11,1452,704,176,748,187,363,11,21168,126,11
34,-47.5,57.5,162,81,0,0.0,0.0,0,0.0,57.5,25,480056.57347596914,18.73967873438231,5.066532756914956,81,162,25,13,162,0,38,-105.0,70.5,-47.5,192878,159,0,32,81,13,73,5.0,3798596,113.84064,nan,3.798596,nan,13,11088,3759080,26,0,0,13,1716,832,208,884,221,429,13,26712,159,13
35,-47.5,57.5,172,86,0,0.0,0.0,0,0.0,57.5,27,495282.46972088865,22.626900850157526,6.162236517354435,86,172,27,11,172,0,38,-105.0,70.5,-47.5,192878,117,0,32,86,15,83,5.0,3213676,117.054316,nan,3.213676,nan,11,11808,3180760,22,0,0,11,1452,704,176,748,187,363,11,19656,117,11
36,-47.5,57.5,188,94,0,0.0,0.0,0,0.0,57.5,25,450239.2024724214,16.021631696724437,5.468394840875435,94,188,25,14,188,0,39,-105.0,70.5,-47.5,192878,272,0,32,94,15,89,5.0,4108600,121.162916,nan,4.1086,nan,14,12816,4048240,28,0,0,14,1848,896,224,952,238,462,14,45696,272,14
37,-47.5,57.5,198,99,0,0.0,0.0,0,0.0,57.5,27,494094.5769824088,21.791562250935854,7.617575834389627,99,198,27,13,198,0,40,-105.0,70.5,-47.5,192878,278,0,32,99,17,95,5.0,3820964,124.98388,nan,3.820964,nan,13,13464,3759080,26,0,0,13,1716,832,208,884,221,429,13,46704,278,13
38,-47.5,57.5,196,98,0,0.0,0.0,0,0.0,57.5,28,529008.847463278,24.187690852365176,5.2832017112317295,98,196,28,12,196,0,40,-105.0,70.5,-47.5,192878,288,0,32,98,16,94,5.0,3533496,128.517376,nan,3.533496,nan,12,13608,3469920,24,0,0,12,1584,768,192,816,204,396,12,48384,288,12
39,-47.5,57.5,190,95,0,0.0,0.0,0,0.0,57.5,24,458411.39237940026,19.852310943365072,7.054992084443274,95,190,26,13,190,2,39,-105.0,70.5,-47.5,192878,336,0,32,95,15,91,5.0,3830708,132.348084,nan,3.830708,nan,13,13464,3759080,26,0,0,13,1716,832,208,884,221,429,13,56448,336,13
40,-47.5,57.5,182,91,0,0.0,0.0,0,0.0,57.5,24,444024.7037387749,19.871495238576532,6.124338204107646,91,182,26,12,182,2,38,-105.0,70.5,-47.5,192878,365,0,32,91,16,86,5.0,3545928,135.894012,nan,3.545928,nan,12,13104,3469920,24,0,0,12,1584,768,192,816,204,396,12,61320,365,12
41,-47.5,57.5,178,89,0,0.0,0.0,0,0.0,57.5,28,546453.262121701,26.518767866510096,12.423969791269469,89,178,28,10,178,0,38,-105.0,70.5,-47.5,192878,192,0,32,89,16,85,5.0,2937992,138.832004,nan,2.937992,nan,10,12816,2891600,20,0,0,10,1320,640,160,680,170,330,10,32256,192,10
42,-47.5,57.5,172,86,0,0.0,0.0,0,0.0,57.5,26,504136.48646759155,18.60664770986781,6.261287769594423,86,172,26,12,172,0,38,-105.0,70.5,-47.5,192878,333,0,32,86,15,78,5.0,3539832,142.371836,nan,3.539832,nan,12,12384,3469920,24,0,0,12,1584,768,192,816,204,396,12,55944,333,12
43,-47.5,57.5,164,82,0,0.0,0.0,0,0.0,57.5,26,507704.4599077159,21.95233207221715,10.335951265861052,82,164,27,11,164,1,38,-105.0,70.5,-47.5,192878,277,0,32,82,15,79,5.0,3240340,145.612176,nan,3.24034,nan,11,11592,3180760,22,0,0,11,1452,704,176,748,187,363,11,46536,277,11
44,-47.5,57.5,162,81,0,0.0,0.0,0,0.0,57.5,26,466541.4327458027,20.1959974237939,5.825709633403782,81,162,26,12,162,0,38,-105.0,70.5,-47.5,192878,294,0,32,81,16,77,5.0,3532560,149.144736,nan,3.53256,nan,12,11664,3469920,24,0,0,12,1584,768,192,816,204,396,12,49392,294,12
45,-47.5,57.5,158,79,0,0.0,0.0,0,0.0,57.5,22,459964.4852314784,17.151982689877926,6.311068086211989,79,158,25,12,158,3,37,-105.0,70.5,-47.5,192878,225,0,32,79,15,75,5.0,3520536,152.665272,nan,3.520536,nan,12,11232,3469920,24,0,0,12,1584,768,192,816,204,396,12,37800,225,12
46,-47.5,57.5,174,87,0,0.0,0.0,0,0.0,57.5,26,466573.6136620093,21.993806229316007,6.666515008816689,87,174,27,11,174,1,38,-105.0,70.5,-47.5,192878,292,0,32,87,16,81,5.0,3243796,155.909068,nan,3.243796,nan,11,12528,3180760,22,0,0,11,1452,704,176,748,187,363,11,49056,292,11
47,-47.5,57.5,182,91,0,0.0,0.0,0,0.0,57.5,24,439049.7423261584,17.464559199924796,6.041494698184557,91,182,26,12,182,2,38,-105.0,70.5,-47.5,192878,260,0,32,91,16,88,5.0,3528288,159.437356,nan,3.528288,nan,12,13104,3469920,24,0,0,12,1584,768,192,816,204,396,12,43680,260,12
48,-47.5,57.5,194,97,0,0.0,0.0,0,0.0,57.5,24,461675.4906199704,18.893397492715266,5.538319275797791,97,194,25,13,194,1,38,-105.0,70.5,-47.5,192878,451,0,32,97,15,89,5.0,3850532,163.287888,nan,3.850532,nan,13,13968,3759080,26,0,0,13,1716,832,208,884,221,429,13,75768,451,13
49,-47.5,57.5,188,94,0,0.0,0.0,0,0.0,57.5,26,469179.0372055541,16.581333169013064,5.983452432867946,94,188,26,12,188,0,38,-105.0,70.5,-47.5,192878,414,0,32,94,15,88,5.0,3554592,166.84248,nan,3.554592,nan,12,13536,3469920,24,0,0,12,1584,768,192,816,204,396,12,69552,414,12
50,-47.5,57.5,190,95,0,0.0,0.0,0,0.0,57.5,25,425291.90334255376,15.000815761006768,5.449699643918554,95,190,25,13,190,0,38,-105.0,70.5,-47.5,192878,399,0,32,95,16,90,5.0,3841508,170.683988,nan,3.841508,nan,13,13680,3759080,26,0,0,13,1716,832,208,884,221,429,13,67032,399,13
51,-47.5,57.5,192,96,0,0.0,0.0,0,0.0,57.5,24,470073.1888201874,17.277060651391952,7.506914763836614,96,192,24,14,192,0,38,-105.0,70.5,-47.5,192878,401,0,32,96,16,93,5.0,4131280,174.815268,nan,4.13128,nan,14,13824,4048240,28,0,0,14,1848,896,224,952,238,462,14,67368,401,14
52,-47.5,57.5,196,98,0,0.0,0.0,0,0.0,57.5,27,517373.8509669257,22.62144171525397,9.730023143718213,98,196,28,11,196,1,39,-105.0,70.5,-47.5,192878,399,0,32,98,16,94,5.0,3263356,178.078624,nan,3.263356,nan,11,14112,3180760,22,0,0,11,1452,704,176,748,187,363,11,67032,399,11
53,-47.5,57.5,206,103,0,0.0,0.0,0,0.0,57.5,29,520677.2675105692,24.606882111650947,8.224439874437996,103,206,29,10,206,0,39,-105.0,70.5,-47.5,192878,490,0,32,103,17,101,5.0,2990072,181.068696,nan,2.990072,nan,10,14832,2891600,20,0,0,10,1320,640,160,680,170,330,10,82320,490,10
54,-47.5,57.5,204,102,0,0.0,0.0,0,0.0,57.5,27,475489.2080051362,18.653956229457503,8.283678505232052,102,204,27,11,204,0,38,-105.0,70.5,-47.5,192878,421,0,32,102,17,97,5.0,3267628,184.336324,nan,3.267628,nan,11,14688,3180760,22,0,0,11,1452,704,176,748,187,363,11,70728,421,11
55,-47.5,57.5,238,119,0,0.0,0.0,0,0.0,57.5,29,510973.1512291003,24.38264136481085,8.935987126467607,119,238,29,11,238,0,40,-105.0,70.5,-47.5,192878,414,0,32,119,15,115,5.0,3268828,187.605152,nan,3.268828,nan,11,17064,3180760,22,0,0,11,1452,704,176,748,187,363,11,69552,414,11
56,-47.5,57.5,228,114,0,0.0,0.0,0,0.0,57.5,31,562500.0,30.474130789481258,18.270685733248538,114,228,31,9,228,0,40,-105.0,70.5,-47.5,192878,361,0,32,114,16,111,5.0,2680476,190.285628,nan,2.680476,nan,9,16200,2602440,18,0,0,9,1188,576,144,612,153,297,9,60648,361,9
57,-47.5,57.5,228,114,0,0.0,0.0,0,0.0,57.5,27,537048.9278478546,25.045668400940286,11.526688296405824,114,228,27,10,228,0,37,-105.0,70.5,-47.5,192878,592,0,32,114,15,107,5.0,3008792,193.29442,nan,3.008792,nan,10,16416,2891600,20,0,0,10,1320,640,160,680,170,330,10,99456,592,10
58,-47.5,57.5,232,116,0,0.0,0.0,0,0.0,57.5,26,472852.85033147834,20.384545632344807,5.314052066304903,116,232,26,11,232,0,37,-105.0,70.5,-47.5,192878,396,0,32,116,14,112,5.0,3265444,196.559864,nan,3.265444,nan,11,16704,3180760,22,0,0,11,1452,704,176,748,187,363,11,66528,396,11
59,-47.5,57.5,226,113,0,0.0,0.0,0,0.0,57.5,28,560660.8455673987,29.376811212830148,17.43000602983384,113,226,28,9,226,0,37,-105.0,70.5,-47.5,192878,500,0,32,113,17,112,5.0,2703900,199.263764,nan,2.7039,nan,9,16272,2602440,18,0,0,9,1188,576,144,612,153,297,9,84000,500,9
60,-47.5,57.5,212,106,0,0.0,0.0,0,0.0,57.5,25,487819.9718572521,23.09871126168213,8.090101847266888,106,212,26,11,212,1,37,-105.0,70.5,-47.5,192878,380,0,32,106,14,102,5.0,3261316,202.52508,nan,3.261316,nan,11,15264,3180760,22,0,0,11,1452,704,176,748,187,363,11,63840,380,11
61,-47.5,57.5,228,114,0,0.0,0.0,0,0.0,57.5,28,534258.6546693891,35.75431867256784,13.256374372329331,114,228,30,8,228,2,38,-105.0,70.5,-47.5,192878,602,0,32,114,18,112,5.0,2431888,204.956968,nan,2.431888,nan,8,16416,2313280,16,0,0,8,1056,512,128,544,136,264,8,101136,602,8
62,-47.5,57.5,222,111,0,0.0,0.0,0,0.0,57.5,28,507217.40710207634,24.738295085965355,8.76515535530829,111,222,29,10,222,1,39,-105.0,70.5,-47.5,192878,571,0,32,111,17,107,5.0,3004832,207.9618,nan,3.004832,nan,10,15984,2891600,20,0,0,10,1320,640,160,680,170,330,10,95928,571,10
63,-47.5,57.5,210,105,0,0.0,0.0,0,0.0,57.5,28,525797.8932726354,30.49310287265856,5.535412274657775,105,210,29,10,210,1,39,-105.0,70.5,-47.5,192878,521,0,32,105,15,100,5.0,2995568,210.957368,nan,2.995568,nan,10,15120,2891600,20,0,0,10,1320,640,160,680,170,330,10,87528,521,10
64,-47.5,57.5,182,91,0,0.0,0.0,0,0.0,57.5,28,508878.4679001181,23.818858614159446,5.922066104001777,91,182,28,11,182,0,39,-105.0,70.5,-47.5,192878,481,0,32,91,15,87,5.0,3276124,214.233492,nan,3.276124,nan,11,13104,3180760,22,0,0,11,1452,704,176,748,187,363,11,80808,481,11
65,-47.5,57.5,186,93,0,0.0,0.0,0,0.0,57.5,28,507948.1345123759,29.456413719389236,8.416578142188698,93,186,28,10,186,0,38,-105.0,70.5,-47.5,192878,512,0,32,93,14,92,5.0,2992328,217.22582,nan,2.992328,nan,10,13392,2891600,20,0,0,10,1320,640,160,680,170,330,10,86016,512,10
66,-47.5,57.5,182,91,0,0.0,0.0,0,0.0,57.5,28,562500.0,36.37641774718911,19.813120125888098,91,182,28,8,182,0,36,-105.0,70.5,-47.5,192878,494,0,32,91,15,87,5.0,2410432,219.636252,nan,2.410432,nan,8,13104,2313280,16,0,0,8,1056,512,128,544,136,264,8,82992,494,8
67,-47.5,57.5,178,89,0,0.0,0.0,0,0.0,57.5,26,562500.0,33.42533707968071,21.064714272897092,89,178,27,9,178,1,36,-105.0,70.5,-47.5,192878,603,0,32,89,15,84,5.0,2717748,222.354,nan,2.717748,nan,9,12816,2602440,18,0,0,9,1188,576,144,612,153,297,9,101304,603,9
68,-47.5,57.5,168,84,0,0.0,0.0,0,0.0,57.5,27,562500.0,34.967368814361926,18.299519909461395,84,168,28,9,168,1,37,-105.0,70.5,-47.5,192878,520,0,32,84,16,83,5.0,2703084,225.057084,nan,2.703084,nan,9,12096,2602440,18,0,0,9,1188,576,144,612,153,297,9,87360,520,9
69,-47.5,57.5,170,85,0,0.0,0.0,0,0.0,57.5,26,478827.7372917323,22.843358692257585,7.868582173578854,85,170,26,11,170,0,37,-105.0,70.5,-47.5,192878,531,0,32,85,16,82,5.0,3283516,228.3406,nan,3.283516,nan,11,12096,3180760,22,0,0,11,1452,704,176,748,187,363,11,89208,531,11
70,-47.5,57.5,170,85,0,0.0,0.0,0,0.0,57.5,27,539568.1617965694,32.426263117237276,8.011267330363541,85,170,28,11,170,1,39,-105.0,70.5,-47.5,192878,504,0,32,85,15,83,5.0,3278764,231.619364,nan,3.278764,nan,11,11880,3180760,22,0,0,11,1452,704,176,748,187,363,11,84672,504,11
71,-47.5,57.5,162,81,0,0.0,0.0,0,0.0,57.5,27,546273.5124598249,28.424217278779235,13.904264554072459,81,162,28,10,162,1,38,-105.0,70.5,-47.5,192878,523,0,32,81,17,80,5.0,2992448,234.611812,nan,2.992448,nan,10,11664,2891600,20,0,0,10,1320,640,160,680,170,330,10,87864,523,10
72,-47.5,57.5,162,81,0,0.0,0.0,0,0.0,57.5,24,519601.3847548558,21.724602107647733,6.868968521374006,81,162,25,13,162,1,38,-105.0,70.5,-47.5,192878,431,0,32,81,15,79,5.0,3844868,238.45668,nan,3.844868,nan,13,11664,3759080,26,0,0,13,1716,832,208,884,221,429,13,72408,431,13
73,-47.5,57.5,162,81,0,0.0,0.0,0,0.0,57.5,26,509064.3304290365,20.810005949244104,5.021838659612304,81,162,26,11,162,0,37,-105.0,70.5,-47.5,192878,314,0,32,81,15,80,5.0,3246628,241.703308,nan,3.246628,nan,11,11664,3180760,22,0,0,11,1452,704,176,748,187,363,11,52752,314,11
74,-47.5,57.5,156,78,0,0.0,0.0,0,0.0,57.5,25,534489.0038284763,31.199361171024627,8.424003694719548,78,156,25,9,156,0,34,-105.0,70.5,-47.5,192878,201,0,32,78,13,75,5.0,2648628,244.351936,nan,2.648628,nan,9,11232,2602440,18,0,0,9,1188,576,144,612,153,297,9,33768,201,9
75,-47.5,57.5,152,76,0,0.0,0.0,0,0.0,57.5,23,469922.80682919925,18.358079333501113,6.0568748546718485,76,152,23,11,152,0,34,-105.0,70.5,-47.5,192878,326,0,32,76,15,73,5.0,3247924,247.59986,nan,3.247924,nan,11,10944,3180760,22,0,0,11,1452,704,176,748,187,363,11,54768,326,11
76,-47.5,57.5,152,76,0,0.0,0.0,0,0.0,57.5,24,532266.5682098496,21.437134272216223,12.311011778964648,76,152,25,11,152,1,36,-105.0,70.5,-47.5,192878,270,0,32,76,13,71,5.0,3238516,250.838376,nan,3.238516,nan,11,10944,3180760,22,0,0,11,1452,704,176,748,187,363,11,45360,270,11
77,-47.5,57.5,146,73,0,0.0,0.0,0,0.0,57.5,24,504369.7737613495,21.10109469739273,6.8456047413794385,73,146,24,11,146,0,35,-105.0,70.5,-47.5,192878,227,0,32,73,15,71,5.0,3230860,254.069236,nan,3.23086,nan,11,10512,3180760,22,0,0,11,1452,704,176,748,187,363,11,38136,227,11
78,-47.5,57.5,144,72,0,0.0,0.0,0,0.0,57.5,24,537230.2474686045,21.791487221447646,8.88279975392393,72,144,25,10,144,1,35,-105.0,70.5,-47.5,192878,155,0,32,72,13,67,5.0,2929328,256.998564,nan,2.929328,nan,10,10368,2891600,20,0,0,10,1320,640,160,680,170,330,10,26040,155,10
79,-47.5,57.5,144,72,0,0.0,0.0,0,0.0,57.5,25,537472.9656181723,26.556579519220673,10.18016039978069,72,144,25,9,144,0,34,-105.0,70.5,-47.5,192878,170,0,32,72,12,64,5.0,2642484,259.641048,nan,2.642484,nan,9,10296,2602440,18,0,0,9,1188,576,144,612,153,297,9,28560,170,9
