step,contact_threshold_rx_power_dbm,contact_threshold_snr_db,feasible_contact_decisions,feasible_contact_pairs,greedy_comm_bytes,greedy_comm_cumulative_mb,greedy_comm_mb,greedy_events,local_policy_initial_pull_probability,model_transfer_snr_min_db,network_half_duplex_rejections,network_mean_direction_capacity_bytes,network_mean_sinr_db,network_min_sinr_db,network_raw_contact_pairs,network_raw_directed_candidates,network_rejected_transfers,network_scheduled_transfers,network_shortlisted_directed_candidates,network_sinr_or_airtime_rejections,network_transfer_proposals,noise_floor_dbm,propagation_loss_contact_threshold_db,rssi_gossip_threshold_dbm,sample_network_bundle_capacity_bytes,sample_network_delivered_samples,sample_network_encoder_bytes_per_direction,sample_network_max_samples_per_direction,sample_network_raw_contact_pairs,sample_network_scheduled_transfers,sample_network_transfer_proposals,snr_min_db,t2_b0_comm_bytes,t2_b0_comm_cumulative_mb,t2_b0_comm_cumulative_vs_greedy_ratio,t2_b0_comm_mb,t2_b0_comm_vs_greedy_ratio,t2_b0_events,t2_b0_metadata_bytes,t2_b0_model_bytes,t2_b0_model_messages,t2_b0_policy_bytes,t2_b0_policy_messages,t2_b0_pull_events,t2_b0_scalar_bytes,t2_b0_scalar_control_bytes,t2_b0_scalar_control_messages,t2_b0_scalar_loss_bytes,t2_b0_scalar_loss_messages,t2_b0_scalar_messages,t2_b0_selected_providers,t2_b0_training_sample_bytes,t2_b0_training_sample_messages,t2_b0_valid_pull_events
253,-47.5,57.5,108,54,0,0.0,0.0,0,0.0,57.5,22,557498.8441310464,31.001737047918375,14.705532131468047,54,108,22,10,108,0,32,-105.0,70.5,-47.5,192878,391,0,32,54,13,53,5.0,2966312,838.323316,nan,2.966312,nan,10,7704,2891600,20,0,0,10,1320,640,160,680,170,330,10,65688,391,10
254,-47.5,57.5,102,51,0,0.0,0.0,0,0.0,57.5,21,562500.0,30.85444174301669,18.628374318037825,51,102,21,10,102,0,31,-105.0,70.5,-47.5,192878,298,0,32,51,12,50,5.0,2950328,841.273644,nan,2.950328,nan,10,7344,2891600,20,0,0,10,1320,640,160,680,170,330,10,50064,298,10
255,-47.5,57.5,106,53,0,0.0,0.0,0,0.0,57.5,20,514106.82629877754,27.391250072862455,5.418065162377891,53,106,20,11,106,0,31,-105.0,70.5,-47.5,192878,307,0,32,53,13,52,5.0,3241420,844.515064,nan,3.24142,nan,11,7632,3180760,22,0,0,11,1452,704,176,748,187,363,11,51576,307,11
256,-47.5,57.5,112,56,0,0.0,0.0,0,0.0,57.5,22,553435.932922309,27.659957877098847,11.425137145047767,56,112,22,12,112,0,34,-105.0,70.5,-47.5,192878,300,0,32,56,13,54,5.0,3529680,848.044744,nan,3.52968,nan,12,7776,3469920,24,0,0,12,1584,768,192,816,204,396,12,50400,300,12
257,-47.5,57.5,108,54,0,0.0,0.0,0,0.0,57.5,21,507751.0845940218,23.371990261723898,7.6330082126185514,54,108,22,12,108,1,34,-105.0,70.5,-47.5,192878,363,0,32,54,15,52,5.0,3539976,851.58472,nan,3.539976,nan,12,7488,3469920,24,0,0,12,1584,768,192,816,204,396,12,60984,363,12
258,-47.5,57.5,98,49,0,0.0,0.0,0,0.0,57.5,20,532547.0144274957,27.057975295891605,8.748270752068754,49,98,20,10,98,0,30,-105.0,70.5,-47.5,192878,225,0,32,49,11,48,5.0,2937560,854.52228,nan,2.93756,nan,10,6840,2891600,20,0,0,10,1320,640,160,680,170,330,10,37800,225,10
259,-47.5,57.5,98,49,0,0.0,0.0,0,0.0,57.5,21,529217.2674168211,30.658982324706628,8.748271574071795,49,98,21,9,98,0,30,-105.0,70.5,-47.5,192878,139,0,32,49,11,48,5.0,2633820,857.1561,nan,2.63382,nan,9,6840,2602440,18,0,0,9,1188,576,144,612,153,297,9,23352,139,9
260,-47.5,57.5,110,55,0,0.0,0.0,0,0.0,57.5,20,544673.1291515811,28.918352308260722,13.578834786755516,55,110,22,10,110,2,32,-105.0,70.5,-47.5,192878,319,0,32,55,13,52,5.0,2954216,860.110316,nan,2.954216,nan,10,7704,2891600,20,0,0,10,1320,640,160,680,170,330,10,53592,319,10
261,-47.5,57.5,112,56,0,0.0,0.0,0,0.0,57.5,21,487932.28112909495,22.16083461527029,6.705231430124359,56,112,21,11,112,0,32,-105.0,70.5,-47.5,192878,350,0,32,56,14,56,5.0,3248860,863.359176,nan,3.24886,nan,11,7848,3180760,22,0,0,11,1452,704,176,748,187,363,11,58800,350,11
262,-47.5,57.5,112,56,0,0.0,0.0,0,0.0,57.5,21,530233.7493867249,25.383510949926144,7.1628537452503895,56,112,21,11,112,0,32,-105.0,70.5,-47.5,192878,259,0,32,56,13,54,5.0,3233572,866.592748,nan,3.233572,nan,11,7848,3180760,22,0,0,11,1452,704,176,748,187,363,11,43512,259,11
263,-47.5,57.5,114,57,0,0.0,0.0,0,0.0,57.5,22,541391.957074837,26.149317550351686,8.605146814755676,57,114,22,12,114,0,34,-105.0,70.5,-47.5,192878,274,0,32,57,15,57,5.0,3525528,870.118276,nan,3.525528,nan,12,7992,3469920,24,0,0,12,1584,768,192,816,204,396,12,46032,274,12
264,-47.5,57.5,116,58,0,0.0,0.0,0,0.0,57.5,23,562500.0,29.154634162773654,18.22010134044754,58,116,23,11,116,0,34,-105.0,70.5,-47.5,192878,288,0,32,58,14,57,5.0,3238732,873.357008,nan,3.238732,nan,11,8136,3180760,22,0,0,11,1452,704,176,748,187,363,11,48384,288,11
265,-47.5,57.5,124,62,0,0.0,0.0,0,0.0,57.5,22,510288.0252061495,24.201801531359465,5.021413464493195,62,124,22,12,124,0,34,-105.0,70.5,-47.5,192878,306,0,32,62,15,62,5.0,3531624,876.888632,nan,3.531624,nan,12,8712,3469920,24,0,0,12,1584,768,192,816,204,396,12,51408,306,12
266,-47.5,57.5,124,62,0,0.0,0.0,0,0.0,57.5,22,515003.634914279,22.478916580810232,8.350949559580336,62,124,22,12,124,0,34,-105.0,70.5,-47.5,192878,237,0,32,62,14,61,5.0,3520032,880.408664,nan,3.520032,nan,12,8712,3469920,24,0,0,12,1584,768,192,816,204,396,12,39816,237,12
267,-47.5,57.5,122,61,0,0.0,0.0,0,0.0,57.5,22,532625.1552413288,26.333967761954614,7.91495404463641,61,122,22,12,122,0,34,-105.0,70.5,-47.5,192878,203,0,32,61,14,60,5.0,3514176,883.92284,nan,3.514176,nan,12,8568,3469920,24,0,0,12,1584,768,192,816,204,396,12,34104,203,12
268,-47.5,57.5,120,60,0,0.0,0.0,0,0.0,57.5,22,518471.5296295521,22.73405822258501,8.34123590388096,60,120,22,12,120,0,34,-105.0,70.5,-47.5,192878,204,0,32,60,13,58,5.0,3514200,887.43704,nan,3.5142,nan,12,8424,3469920,24,0,0,12,1584,768,192,816,204,396,12,34272,204,12
269,-47.5,57.5,118,59,0,0.0,0.0,0,0.0,57.5,21,543566.8117559353,25.533249583456072,13.41382339562097,59,118,21,13,118,0,34,-105.0,70.5,-47.5,192878,202,0,32,59,13,58,5.0,3803012,891.240052,nan,3.803012,nan,13,8280,3759080,26,0,0,13,1716,832,208,884,221,429,13,33936,202,13
270,-47.5,57.5,118,59,0,0.0,0.0,0,0.0,57.5,22,546724.4619231554,26.424210159768933,11.717711787834117,59,118,22,12,118,0,34,-105.0,70.5,-47.5,192878,243,0,32,59,14,57,5.0,3520608,894.76066,nan,3.520608,nan,12,8280,3469920,24,0,0,12,1584,768,192,816,204,396,12,40824,243,12
271,-47.5,57.5,132,66,0,0.0,0.0,0,0.0,57.5,23,551581.1935730055,26.401463991398863,15.01081269037094,66,132,23,11,132,0,34,-105.0,70.5,-47.5,192878,204,0,32,66,14,65,5.0,3225628,897.986288,nan,3.225628,nan,11,9144,3180760,22,0,0,11,1452,704,176,748,187,363,11,34272,204,11
272,-47.5,57.5,128,64,0,0.0,0.0,0,0.0,57.5,24,544651.1046822298,30.797606654667497,14.823292687324995,64,128,24,10,128,0,34,-105.0,70.5,-47.5,192878,454,0,32,64,15,61,5.0,2978264,900.964552,nan,2.978264,nan,10,9072,2891600,20,0,0,10,1320,640,160,680,170,330,10,76272,454,10
273,-47.5,57.5,134,67,0,0.0,0.0,0,0.0,57.5,24,556560.2507473861,33.012046417307516,15.42203346745887,67,134,24,10,134,0,34,-105.0,70.5,-47.5,192878,536,0,32,67,14,64,5.0,2992472,903.957024,nan,2.992472,nan,10,9504,2891600,20,0,0,10,1320,640,160,680,170,330,10,90048,536,10
274,-47.5,57.5,130,65,0,0.0,0.0,0,0.0,57.5,23,540491.919657988,27.547151605803148,10.10371143087978,65,130,23,11,130,0,34,-105.0,70.5,-47.5,192878,580,0,32,65,15,63,5.0,3289012,907.246036,nan,3.289012,nan,11,9360,3180760,22,0,0,11,1452,704,176,748,187,363,11,97440,580,11
275,-47.5,57.5,132,66,0,0.0,0.0,0,0.0,57.5,22,535045.377362314,26.547222294725117,9.803158896574828,66,132,22,12,132,0,34,-105.0,70.5,-47.5,192878,608,0,32,66,14,65,5.0,3583152,910.829188,nan,3.583152,nan,12,9504,3469920,24,0,0,12,1584,768,192,816,204,396,12,102144,608,12
276,-47.5,57.5,134,67,0,0.0,0.0,0,0.0,57.5,23,544483.4922859616,27.4950920073761,11.331363295890519,67,134,23,11,134,0,34,-105.0,70.5,-47.5,192878,601,0,32,67,14,67,5.0,3292828,914.122016,nan,3.292828,nan,11,9648,3180760,22,0,0,11,1452,704,176,748,187,363,11,100968,601,11
277,-47.5,57.5,132,66,0,0.0,0.0,0,0.0,57.5,19,505393.20383560576,20.613706184401426,7.5517625368715375,66,132,19,13,132,0,32,-105.0,70.5,-47.5,192878,551,0,32,66,13,66,5.0,3862868,917.984884,nan,3.862868,nan,13,9504,3759080,26,0,0,13,1716,832,208,884,221,429,13,92568,551,13
278,-47.5,57.5,140,70,0,0.0,0.0,0,0.0,57.5,21,512622.1280198162,22.990866014394285,6.85947250620225,70,140,21,12,140,0,33,-105.0,70.5,-47.5,192878,416,0,32,70,14,70,5.0,3551472,921.536356,nan,3.551472,nan,12,10080,3469920,24,0,0,12,1584,768,192,816,204,396,12,69888,416,12
279,-47.5,57.5,138,69,0,0.0,0.0,0,0.0,57.5,20,515305.8399438621,22.196109291617457,9.701540824808765,69,138,20,12,138,0,32,-105.0,70.5,-47.5,192878,527,0,32,69,15,69,5.0,3569976,925.106332,nan,3.569976,nan,12,9936,3469920,24,0,0,12,1584,768,192,816,204,396,12,88536,527,12
280,-47.5,57.5,124,62,0,0.0,0.0,0,0.0,57.5,20,530831.2887328985,30.801219681400358,10.066601295033957,62,124,20,11,124,0,31,-105.0,70.5,-47.5,192878,476,0,32,62,13,62,5.0,3271108,928.37744,nan,3.271108,nan,11,8928,3180760,22,0,0,11,1452,704,176,748,187,363,11,79968,476,11
281,-47.5,57.5,116,58,0,0.0,0.0,0,0.0,57.5,19,514192.9730241138,23.192626254629616,10.667232353263465,58,116,20,11,116,1,31,-105.0,70.5,-47.5,192878,505,0,32,58,13,57,5.0,3275332,931.652772,nan,3.275332,nan,11,8280,3180760,22,0,0,11,1452,704,176,748,187,363,11,84840,505,11
282,-47.5,57.5,122,61,0,0.0,0.0,0,0.0,57.5,19,525660.9752386251,27.147169186812107,9.10753266638338,61,122,21,11,122,2,32,-105.0,70.5,-47.5,192878,453,0,32,61,11,60,5.0,3266884,934.919656,nan,3.266884,nan,11,8568,3180760,22,0,0,11,1452,704,176,748,187,363,11,76104,453,11
283,-47.5,57.5,132,66,0,0.0,0.0,0,0.0,57.5,23,555894.1706361395,30.476601893369935,15.320303395492406,66,132,24,10,132,1,34,-105.0,70.5,-47.5,192878,524,0,32,66,13,66,5.0,2990096,937.909752,nan,2.990096,nan,10,9144,2891600,20,0,0,10,1320,640,160,680,170,330,10,88032,524,10
284,-47.5,57.5,134,67,0,0.0,0.0,0,0.0,57.5,21,557571.0111178823,24.736562448855334,16.36506918904874,67,134,21,10,134,0,31,-105.0,70.5,-47.5,192878,519,0,32,67,13,67,5.0,2989760,940.899512,nan,2.98976,nan,10,9648,2891600,20,0,0,10,1320,640,160,680,170,330,10,87192,519,10
285,-47.5,57.5,136,68,0,0.0,0.0,0,0.0,57.5,18,463379.6884332388,18.508673222317007,5.487317431000143,68,136,19,13,136,1,32,-105.0,70.5,-47.5,192878,573,0,32,68,13,67,5.0,3866852,944.766364,nan,3.866852,nan,13,9792,3759080,26,0,0,13,1716,832,208,884,221,429,13,96264,573,13
286,-47.5,57.5,140,70,0,0.0,0.0,0,0.0,57.5,19,489694.9927814805,18.39140022849492,6.37457217065768,70,140,20,13,140,1,33,-105.0,70.5,-47.5,192878,455,0,32,70,13,70,5.0,3847244,948.613608,nan,3.847244,nan,13,10008,3759080,26,0,0,13,1716,832,208,884,221,429,13,76440,455,13
287,-47.5,57.5,138,69,0,0.0,0.0,0,0.0,57.5,22,460457.89342826966,18.72983721692428,5.6693727092221335,69,138,22,13,138,0,35,-105.0,70.5,-47.5,192878,499,0,32,69,13,68,5.0,3854420,952.468028,nan,3.85442,nan,13,9792,3759080,26,0,0,13,1716,832,208,884,221,429,13,83832,499,13
288,-47.5,57.5,130,65,0,0.0,0.0,0,0.0,57.5,20,505860.29669804435,25.795713600509455,7.7063918966670855,65,130,22,12,130,2,34,-105.0,70.5,-47.5,192878,389,0,32,65,13,65,5.0,3546072,956.0141,nan,3.546072,nan,12,9216,3469920,24,0,0,12,1584,768,192,816,204,396,12,65352,389,12
289,-47.5,57.5,136,68,0,0.0,0.0,0,0.0,57.5,18,480506.8947117829,21.052286556546022,8.351719785666146,68,136,20,12,136,2,32,-105.0,70.5,-47.5,192878,440,0,32,68,13,67,5.0,3555216,959.569316,nan,3.555216,nan,12,9792,3469920,24,0,0,12,1584,768,192,816,204,396,12,73920,440,12
290,-47.5,57.5,144,72,0,0.0,0.0,0,0.0,57.5,22,486321.1433507968,20.495612865410312,7.67523970874354,72,144,22,12,144,0,34,-105.0,70.5,-47.5,192878,432,0,32,72,14,72,5.0,3554448,963.123764,nan,3.554448,nan,12,10368,3469920,24,0,0,12,1584,768,192,816,204,396,12,72576,432,12
291,-47.5,57.5,150,75,0,0.0,0.0,0,0.0,57.5,21,505910.97038039065,22.768550413800565,6.688330714868764,75,150,23,11,150,2,34,-105.0,70.5,-47.5,192878,522,0,32,75,14,75,5.0,3280708,966.404472,nan,3.280708,nan,11,10800,3180760,22,0,0,11,1452,704,176,748,187,363,11,87696,522,11
292,-47.5,57.5,154,77,0,0.0,0.0,0,0.0,57.5,23,495915.97060093423,20.53518418350195,8.805378735008869,77,154,23,12,154,0,35,-105.0,70.5,-47.5,192878,469,0,32,77,14,76,5.0,3561312,969.965784,nan,3.561312,nan,12,11016,3469920,24,0,0,12,1584,768,192,816,204,396,12,78792,469,12
293,-47.5,57.5,152,76,0,0.0,0.0,0,0.0,57.5,21,484797.8427441385,19.444696185164627,5.200437577872922,76,152,23,12,152,2,35,-105.0,70.5,-47.5,192878,444,0,32,76,15,76,5.0,3557040,973.522824,nan,3.55704,nan,12,10944,3469920,24,0,0,12,1584,768,192,816,204,396,12,74592,444,12
294,-47.5,57.5,150,75,0,0.0,0.0,0,0.0,57.5,22,515833.8031056515,26.743642011231465,8.9091871063513,75,150,24,10,150,2,34,-105.0,70.5,-47.5,192878,394,0,32,75,13,74,5.0,2969912,976.492736,nan,2.969912,nan,10,10800,2891600,20,0,0,10,1320,640,160,680,170,330,10,66192,394,10
295,-47.5,57.5,158,79,0,0.0,0.0,0,0.0,57.5,24,531641.6092522396,23.732728562619304,11.777399828399709,79,158,24,12,158,0,36,-105.0,70.5,-47.5,192878,390,0,32,79,12,76,5.0,3548256,980.040992,nan,3.548256,nan,12,11232,3469920,24,0,0,12,1584,768,192,816,204,396,12,65520,390,12
296,-47.5,57.5,156,78,0,0.0,0.0,0,0.0,57.5,22,489315.18039857125,19.880530086404974,6.7210678972094335,78,156,23,13,156,1,36,-105.0,70.5,-47.5,192878,318,0,32,78,14,76,5.0,3825308,983.8663,nan,3.825308,nan,13,11088,3759080,26,0,0,13,1716,832,208,884,221,429,13,53424,318,13
297,-47.5,57.5,166,83,0,0.0,0.0,0,0.0,57.5,22,467700.79726693075,16.765364502362896,5.246429096255746,83,166,23,13,166,1,36,-105.0,70.5,-47.5,192878,406,0,32,83,14,82,5.0,3840812,987.707112,nan,3.840812,nan,13,11808,3759080,26,0,0,13,1716,832,208,884,221,429,13,68208,406,13
298,-47.5,57.5,174,87,0,0.0,0.0,0,0.0,57.5,23,486206.1980586944,19.67001192305671,8.836964196874069,87,174,24,12,174,1,36,-105.0,70.5,-47.5,192878,369,0,32,87,15,85,5.0,3545664,991.252776,nan,3.545664,nan,12,12168,3469920,24,0,0,12,1584,768,192,816,204,396,12,61992,369,12
299,-47.5,57.5,160,80,0,0.0,0.0,0,0.0,57.5,21,480064.2459092782,18.14106129931123,7.1062963445874665,80,160,22,14,160,1,36,-105.0,70.5,-47.5,192878,337,0,32,80,14,77,5.0,4118224,995.371,nan,4.118224,nan,14,11520,4048240,28,0,0,14,1848,896,224,952,238,462,14,56616,337,14
300,-47.5,57.5,168,84,0,0.0,0.0,0,0.0,57.5,25,484195.06279742526,19.19655805031183,6.208338726309794,84,168,25,11,168,0,36,-105.0,70.5,-47.5,192878,362,0,32,84,13,80,5.0,3254980,998.62598,nan,3.25498,nan,11,11952,3180760,22,0,0,11,1452,704,176,748,187,363,11,60816,362,11
301,-47.5,57.5,176,88,0,0.0,0.0,0,0.0,57.5,23,483638.2851910796,20.82168639356775,5.2168020084588065,88,176,24,12,176,1,36,-105.0,70.5,-47.5,192878,360,0,32,88,14,87,5.0,3544368,1002.170348,nan,3.544368,nan,12,12384,3469920,24,0,0,12,1584,768,192,816,204,396,12,60480,360,12
302,-47.5,57.5,180,90,0,0.0,0.0,0,0.0,57.5,24,477705.6101458091,19.606867248409817,6.04759663544333,90,180,24,12,180,0,36,-105.0,70.5,-47.5,192878,377,0,32,90,15,90,5.0,3547728,1005.718076,nan,3.547728,nan,12,12888,3469920,24,0,0,12,1584,768,192,816,204,396,12,63336,377,12
303,-47.5,57.5,180,90,0,0.0,0.0,0,0.0,57.5,23,540759.9646369697,25.516889243285355,6.686582218876671,90,180,25,11,180,2,36,-105.0,70.5,-47.5,192878,257,0,32,90,13,88,5.0,3238204,1008.95628,nan,3.238204,nan,11,12816,3180760,22,0,0,11,1452,704,176,748,187,363,11,43176,257,11
304,-47.5,57.5,174,87,0,0.0,0.0,0,0.0,57.5,23,494789.88866305334,21.404794083788218,6.999574231196233,87,174,24,12,174,1,36,-105.0,70.5,-47.5,192878,230,0,32,87,14,84,5.0,3522672,1012.478952,nan,3.522672,nan,12,12528,3469920,24,0,0,12,1584,768,192,816,204,396,12,38640,230,12
305,-47.5,57.5,166,83,0,0.0,0.0,0,0.0,57.5,24,536870.0301042196,22.775723052220133,12.585388699400283,83,166,24,12,166,0,36,-105.0,70.5,-47.5,192878,278,0,32,83,13,79,5.0,3530160,1016.009112,nan,3.53016,nan,12,11952,3469920,24,0,0,12,1584,768,192,816,204,396,12,46704,278,12
306,-47.5,57.5,158,79,0,0.0,0.0,0,0.0,57.5,20,515413.31073118147,20.501222381280158,8.924541731748006,79,158,23,13,158,3,36,-105.0,70.5,-47.5,192878,385,0,32,79,15,78,5.0,3836852,1019.845964,nan,3.836852,nan,13,11376,3759080,26,0,0,13,1716,832,208,884,221,429,13,64680,385,13
307,-47.5,57.5,146,73,0,0.0,0.0,0,0.0,57.5,21,479537.0154375342,17.83167559253028,7.3390623238914054,73,146,22,13,146,1,35,-105.0,70.5,-47.5,192878,248,0,32,73,13,72,5.0,3812972,1023.658936,nan,3.812972,nan,13,10512,3759080,26,0,0,13,1716,832,208,884,221,429,13,41664,248,13
308,-47.5,57.5,164,82,0,0.0,0.0,0,0.0,57.5,23,501549.50729412056,19.78204345871917,5.285965188643721,82,164,24,12,164,1,36,-105.0,70.5,-47.5,192878,426,0,32,82,15,80,5.0,3554736,1027.213672,nan,3.554736,nan,12,11664,3469920,24,0,0,12,1584,768,192,816,204,396,12,71568,426,12
309,-47.5,57.5,168,84,0,0.0,0.0,0,0.0,57.5,26,530784.2559067245,25.5795036934978,11.421207929802218,84,168,26,10,168,0,36,-105.0,70.5,-47.5,192878,385,0,32,84,14,82,5.0,2969696,1030.183368,nan,2.969696,nan,10,12096,2891600,20,0,0,10,1320,640,160,680,170,330,10,64680,385,10
310,-47.5,57.5,158,79,0,0.0,0.0,0,0.0,57.5,22,562500.0,28.4625677233387,18.622833156073106,79,158,25,10,158,3,35,-105.0,70.5,-47.5,192878,440,0,32,79,14,77,5.0,2978216,1033.161584,nan,2.978216,nan,10,11376,2891600,20,0,0,10,1320,640,160,680,170,330,10,73920,440,10
311,-47.5,57.5,150,75,0,0.0,0.0,0,0.0,57.5,21,484932.7112416595,16.729754881969075,7.150828991811573,75,150,22,12,150,1,34,-105.0,70.5,-47.5,192878,507,0,32,75,14,73,5.0,3567480,1036.729064,nan,3.56748,nan,12,10800,3469920,24,0,0,12,1584,768,192,816,204,396,12,85176,507,12
312,-47.5,57.5,152,76,0,0.0,0.0,0,0.0,57.5,25,511571.0583945759,21.73293920190872,5.36190571531463,76,152,25,13,152,0,38,-105.0,70.5,-47.5,192878,489,0,32,76,15,73,5.0,3853604,1040.582668,nan,3.853604,nan,13,10656,3759080,26,0,0,13,1716,832,208,884,221,429,13,82152,489,13
313,-47.5,57.5,152,76,0,0.0,0.0,0,0.0,57.5,23,506953.4996438436,20.54236280841555,6.25273016038772,76,152,24,14,152,1,38,-105.0,70.5,-47.5,192878,369,0,32,76,14,76,5.0,4122520,1044.705188,nan,4.12252,nan,14,10440,4048240,28,0,0,14,1848,896,224,952,238,462,14,61992,369,14
314,-47.5,57.5,148,74,0,0.0,0.0,0,0.0,57.5,24,472740.3173140143,18.317337352552208,8.577736324216428,74,148,24,14,148,0,38,-105.0,70.5,-47.5,192878,488,0,32,74,16,71,5.0,4142656,1048.847844,nan,4.142656,nan,14,10584,4048240,28,0,0,14,1848,896,224,952,238,462,14,81984,488,14
315,-47.5,57.5,152,76,0,0.0,0.0,0,0.0,57.5,23,524255.4028568137,29.48183057968761,10.138818326634745,76,152,25,11,152,2,36,-105.0,70.5,-47.5,192878,352,0,32,76,14,75,5.0,3252220,1052.100064,nan,3.25222,nan,11,10872,3180760,22,0,0,11,1452,704,176,748,187,363,11,59136,352,11
316,-47.5,57.5,158,79,0,0.0,0.0,0,0.0,57.5,24,513270.984746813,29.340420244694453,9.933626149900135,79,158,24,11,158,0,35,-105.0,70.5,-47.5,192878,404,0,32,79,14,76,5.0,3261388,1055.361452,nan,3.261388,nan,11,11304,3180760,22,0,0,11,1452,704,176,748,187,363,11,67872,404,11
317,-47.5,57.5,166,83,0,0.0,0.0,0,0.0,57.5,22,451983.4296538139,20.785897402935607,6.5480979780656545,83,166,23,12,166,1,35,-105.0,70.5,-47.5,192878,513,0,32,83,14,82,5.0,3569424,1058.930876,nan,3.569424,nan,12,11736,3469920,24,0,0,12,1584,768,192,816,204,396,12,86184,513,12
318,-47.5,57.5,172,86,0,0.0,0.0,0,0.0,57.5,24,509761.6565505594,21.330042436307775,9.172845816863722,86,172,24,12,172,0,36,-105.0,70.5,-47.5,192878,536,0,32,86,16,85,5.0,3573576,1062.504452,nan,3.573576,nan,12,12024,3469920,24,0,0,12,1584,768,192,816,204,396,12,90048,536,12
319,-47.5,57.5,176,88,0,0.0,0.0,0,0.0,57.5,22,414861.25176166586,17.658739511167486,5.638123018211353,88,176,23,13,176,1,36,-105.0,70.5,-47.5,192878,451,0,32,88,14,86,5.0,3848948,1066.3534,nan,3.848948,nan,13,12384,3759080,26,0,0,13,1716,832,208,884,221,429,13,75768,451,13
320,-47.5,57.5,176,88,0,0.0,0.0,0,0.0,57.5,23,440467.1310696882,19.8123368133534,5.122607527540186,88,176,23,13,176,0,36,-105.0,70.5,-47.5,192878,547,0,32,88,15,87,5.0,3865364,1070.218764,nan,3.865364,nan,13,12672,3759080,26,0,0,13,1716,832,208,884,221,429,13,91896,547,13
321,-47.5,57.5,164,82,0,0.0,0.0,0,0.0,57.5,24,519321.8657518368,30.360258863057073,7.524294367268408,82,164,25,11,164,1,36,-105.0,70.5,-47.5,192878,566,0,32,82,14,82,5.0,3289108,1073.507872,nan,3.289108,nan,11,11808,3180760,22,0,0,11,1452,704,176,748,187,363,11,95088,566,11
322,-47.5,57.5,162,81,0,0.0,0.0,0,0.0,57.5,22,489561.0975766355,24.652266809332104,5.023061054206361,81,162,23,12,162,1,35,-105.0,70.5,-47.5,192878,633,0,32,81,15,80,5.0,3589512,1077.097384,nan,3.589512,nan,12,11664,3469920,24,0,0,12,1584,768,192,816,204,396,12,106344,633,12
323,-47.5,57.5,162,81,0,0.0,0.0,0,0.0,57.5,24,447162.9341978348,19.597180229349974,5.352311311088533,81,162,25,13,162,1,38,-105.0,70.5,-47.5,192878,557,0,32,81,15,81,5.0,3865820,1080.963204,nan,3.86582,nan,13,11448,3759080,26,0,0,13,1716,832,208,884,221,429,13,93576,557,13
324,-47.5,57.5,156,78,0,0.0,0.0,0,0.0,57.5,22,463808.9053643603,19.278348048593067,6.597128606488543,78,156,23,13,156,1,36,-105.0,70.5,-47.5,192878,463,0,32,78,15,78,5.0,3849668,1084.812872,nan,3.849668,nan,13,11088,3759080,26,0,0,13,1716,832,208,884,221,429,13,77784,463,13
325,-47.5,57.5,168,84,0,0.0,0.0,0,0.0,57.5,21,536150.2281576521,29.143024366838727,11.09338866858481,84,168,23,12,168,2,35,-105.0,70.5,-47.5,192878,589,0,32,84,15,84,5.0,3582264,1088.395136,nan,3.582264,nan,12,11808,3469920,24,0,0,12,1584,768,192,816,204,396,12,98952,589,12
326,-47.5,57.5,170,85,0,0.0,0.0,0,0.0,57.5,23,556167.4518971811,32.33873631462305,13.394010043676358,85,170,24,11,170,1,35,-105.0,70.5,-47.5,192878,525,0,32,85,15,85,5.0,3282076,1091.677212,nan,3.282076,nan,11,11664,3180760,22,0,0,11,1452,704,176,748,187,363,11,88200,525,11
327,-47.5,57.5,162,81,0,0.0,0.0,0,0.0,57.5,23,529679.0046005385,23.03915635572561,10.173325386034096,81,162,23,11,162,0,34,-105.0,70.5,-47.5,192878,578,0,32,81,13,79,5.0,3290692,1094.967904,nan,3.290692,nan,11,11376,3180760,22,0,0,11,1452,704,176,748,187,363,11,97104,578,11
328,-47.5,57.5,162,81,0,0.0,0.0,0,0.0,57.5,22,494848.09532199654,20.238155175603552,7.283519782883719,81,162,23,13,162,1,36,-105.0,70.5,-47.5,192878,462,0,32,81,15,81,5.0,3849572,1098.817476,nan,3.849572,nan,13,11160,3759080,26,0,0,13,1716,832,208,884,221,429,13,77616,462,13
329,-47.5,57.5,168,84,0,0.0,0.0,0,0.0,57.5,24,517688.7322107331,24.32766768776003,5.759247891807606,84,168,25,13,168,1,38,-105.0,70.5,-47.5,192878,456,0,32,84,15,83,5.0,3849212,1102.666688,nan,3.849212,nan,13,11808,3759080,26,0,0,13,1716,832,208,884,221,429,13,76608,456,13
330,-47.5,57.5,174,87,0,0.0,0.0,0,0.0,57.5,24,458643.1465728917,19.569300237181956,6.258317682840095,87,174,24,15,174,0,39,-105.0,70.5,-47.5,192878,421,0,32,87,15,86,5.0,4422060,1107.088748,nan,4.42206,nan,15,11952,4337400,30,0,0,15,1980,960,240,1020,255,495,15,70728,421,15
331,-47.5,57.5,158,79,0,0.0,0.0,0,0.0,57.5,25,509057.7640500541,19.723754593202955,9.689548697079172,79,158,26,12,158,1,38,-105.0,70.5,-47.5,192878,404,0,32,79,14,76,5.0,3550680,1110.639428,nan,3.55068,nan,12,11304,3469920,24,0,0,12,1584,768,192,816,204,396,12,67872,404,12
