step,feasible_contact_pairs,feasible_contact_decisions,t2_b0_events,t2_b0_pull_events,t2_b0_valid_pull_events,t2_b0_comm_mb,t2_b0_comm_cumulative_mb,t2_b0_metadata_bytes,t2_b0_model_bytes,t2_b0_policy_bytes,t2_b0_training_sample_bytes
1,2392,4784,89,89,83,4.192864,4.192864,0,4181576,0,0
2,2445,4890,17,17,17,0.80104,4.993904,0,798728,0,0
3,2469,4938,25,25,25,1.178,6.171904,0,1174600,0,0
4,2401,4802,16,16,16,0.75392,6.925824,0,751744,0,0
5,2489,4978,25,25,25,1.178,8.103824,0,1174600,0,0
6,2714,5428,16,16,16,0.75392,8.857744,0,751744,0,0
7,2852,5704,20,20,20,0.9424,9.800144,0,939680,0,0
8,2837,5674,28,28,27,1.319224,11.119368,0,1315552,0,0
9,2809,5618,22,22,22,1.03664,12.156008,0,1033648,0,0
10,2728,5456,16,16,16,0.75392,12.909928,0,751744,0,0
11,2658,5316,19,19,19,0.89528,13.805208,0,892696,0,0
12,2645,5290,19,19,19,0.89528,14.700488,0,892696,0,0
13,2570,5140,31,31,31,1.46072,16.161208,0,1456504,0,0
14,2448,4896,18,18,18,0.84816,17.009368,0,845712,0,0
15,2515,5030,24,24,24,1.13088,18.140248,0,1127616,0,0
16,2476,4952,15,15,15,0.7068,18.847048,0,704760,0,0
17,2669,5338,23,23,23,1.08376,19.930808,0,1080632,0,0
18,2887,5774,31,31,31,1.46072,21.391528,0,1456504,0,0
19,2923,5846,22,22,22,1.03664,22.428168,0,1033648,0,0
20,2937,5874,22,22,22,1.03664,23.464808,0,1033648,0,0
21,2834,5668,35,35,34,1.649064,25.113872,0,1644440,0,0
22,2758,5516,18,18,17,0.848024,25.961896,0,845712,0,0
23,2819,5638,21,21,21,0.98952,26.951416,0,986664,0,0
24,3034,6068,25,25,25,1.178,28.129416,0,1174600,0,0
25,3114,6228,28,28,28,1.31936,29.448776,0,1315552,0,0
26,3155,6310,21,21,21,0.98952,30.438296,0,986664,0,0
27,3435,6870,24,24,24,1.13088,31.569176,0,1127616,0,0
28,3277,6554,26,26,26,1.22512,32.794296,0,1221584,0,0
29,3469,6938,31,31,31,1.46072,34.255016,0,1456504,0,0
30,3363,6726,25,25,25,1.178,35.433016,0,1174600,0,0
31,3345,6690,20,20,20,0.9424,36.375416,0,939680,0,0
32,3188,6376,29,29,29,1.36648,37.741896,0,1362536,0,0
33,3061,6122,20,20,20,0.9424,38.684296,0,939680,0,0
34,3182,6364,30,30,29,1.413464,40.09776,0,1409520,0,0
35,3241,6482,20,20,20,0.9424,41.04016,0,939680,0,0
36,3437,6874,23,23,23,1.08376,42.12392,0,1080632,0,0
37,3581,7162,31,31,31,1.46072,43.58464,0,1456504,0,0
38,3496,6992,21,21,21,0.98952,44.57416,0,986664,0,0
39,3434,6868,28,28,28,1.31936,45.89352,0,1315552,0,0
40,3331,6662,30,30,30,1.4136,47.30712,0,1409520,0,0
41,3788,7576,33,33,33,1.55496,48.86208,0,1550472,0,0
