step,pending_transitions,pull_updates_this_step,queued_transitions,t2_b1_train_updates,train_updates_this_step
1,317,692,0,0,0
2,665,688,0,0,0
3,999,700,4,0,0
4,1309,698,10,0,0
5,1666,704,0,0,0
6,1997,722,12,0,0
7,2342,728,12,0,0
8,2591,716,85,0,0
9,2883,708,52,0,0
10,3045,688,157,0,0
11,3013,692,357,4,4
12,3002,684,328,8,4
13,3028,682,307,8,0
14,3026,688,315,12,4
15,3118,704,268,12,0
16,3134,742,330,12,0
17,3143,736,339,16,4
18,3174,738,338,20,4
19,3052,758,474,72,52
20,3175,766,270,148,76
21,3256,772,267,252,104
22,3237,794,376,368,116
23,3269,778,332,492,124
24,3380,784,257,628,136
25,3467,794,290,788,160
26,3533,800,295,956,168
27,3476,804,403,1148,192
28,3513,804,316,1340,192
29,3500,808,369,1556,216
30,3488,804,347,1772,216
31,3431,816,359,1988,216
32,3292,802,448,2208,220
33,3087,788,485,2424,216
34,2923,780,420,2628,204
35,2783,778,406,2824,196
36,2720,790,327,3012,188
37,2600,796,366,3204,192
38,2482,780,352,3388,184
39,2459,768,266,3572,184
40,2422,774,275,3752,180
41,2320,772,313,3928,176
42,2192,748,315,4108,180
43,2127,752,261,4292,184
44,2002,762,310,4480,188
45,1959,778,259,4664,184
46,1833,788,323,4844,180
47,1773,780,252,5008,164
48,1795,786,196,5172,164
49,1841,792,163,5336,164
50,1893,794,166,5504,168
51,1953,814,167,5676,172
52,2028,828,174,5848,172
53,2067,828,188,6020,172
54,2099,808,187,6204,184
55,2130,816,186,6388,184
56,2173,810,196,6596,208
57,2180,810,221,6812,216
58,2099,810,304,7032,220
59,2131,810,190,7240,208
60,2072,800,270,7448,208
61,2004,798,266,7644,196
62,1915,774,292,7832,188
63,1888,768,237,8012,180
64,1793,790,289,8188,176
65,1819,794,185,8348,160
66,1829,786,198,8496,148
67,1831,818,209,8652,156
68,1906,816,155,8812,160
69,1817,818,267,8968,156
70,1849,816,184,9124,156
71,1846,818,225,9288,164
72,1802,806,233,9452,164
73,1834,796,194,9608,156
74,1807,780,211,9772,164
75,1817,748,186,9932,160
76,1790,758,229,10092,160
77,1774,770,200,10260,168
78,1790,762,175,10420,160
79,1809,828,198,10588,168
80,1819,810,191,10744,156
81,1804,776,198,10912,168
82,1842,770,155,11080,168
83,1785,768,224,11264,184
84,1740,774,230,11440,176
85,1710,760,192,11616,176
86,1617,712,261,11792,176
87,1652,718,157,11968,176
88,1577,696,241,12144,176
89,1573,700,168,12328,184
90,1609,694,153,12504,176
91,1592,704,181,12692,188
92,1540,700,225,12864,172
93,1583,700,129,13028,164
94,1556,700,206,13204,176
95,1532,692,195,13376,172
96,1562,688,160,13544,168
97,1581,672,150,13712,168
98,1594,656,170,13880,168
99,1567,668,187,14060,180
100,1564,684,171,14232,172
101,1537,678,190,14404,172
102,1569,700,161,14572,168
103,1540,694,209,14732,160
104,1463,720,238,14908,176
105,1483,724,149,15068,160
106,1482,736,178,15232,164
107,1509,740,157,15396,164
108,1466,722,198,15548,152
109,1516,750,132,15700,152
110,1520,746,161,15844,144
111,1599,732,111,15996,152
112,1608,728,164,16160,164
113,1605,728,188,16332,172
114,1587,770,185,16516,184
115,1564,740,200,16688,172
116,1583,746,136,16860,172
117,1566,750,183,17040,180
118,1553,748,206,17212,172
119,1580,750,154,17376,164
120,1620,752,134,17552,176
121,1628,784,191,17732,180
122,1638,748,167,17896,164
123,1689,750,146,18068,172
124,1673,758,188,18244,176
125,1689,792,168,18424,180
126,1676,778,209,18608,184
127,1690,774,157,18772,164
128,1685,806,193,18956,184
129,1717,818,171,19136,180
130,1762,822,159,19308,172
131,1731,816,215,19488,180
132,1721,834,222,19664,176
133,1707,818,215,19836,172
134,1646,786,233,19992,156
135,1643,772,181,20144,152
136,1694,756,142,20300,156
137,1629,748,243,20456,156
138,1553,736,239,20620,164
139,1493,736,228,20764,144
140,1498,740,152,20908,144
141,1504,770,159,21044,136
142,1484,760,205,21192,148
143,1490,758,157,21348,156
144,1508,762,165,21508,160
145,1559,768,145,21660,152
146,1526,780,211,21808,148
147,1522,786,200,21956,148
148,1508,776,205,22112,156
149,1540,760,141,22264,152
150,1515,748,198,22412,148
151,1578,744,118,22568,156
152,1584,744,147,22728,160
153,1614,742,135,22884,156
154,1653,740,132,23048,164
155,1612,774,237,23216,168
