step,mode,receiver_idx,new_rewards,replay_size,train_steps,loss
3,t2_b1,58,4,4,0,
4,t2_b1,42,10,10,0,
6,t2_b1,29,12,12,0,
7,t2_b1,21,12,12,0,
8,t2_b1,9,18,18,0,
8,t2_b1,17,39,39,0,
8,t2_b1,31,28,28,0,
9,t2_b1,34,52,52,0,
10,t2_b1,27,38,38,0,
10,t2_b1,43,59,59,0,
10,t2_b1,57,60,60,0,
11,t2_b1,0,4,4,0,
11,t2_b1,1,70,70,4,1.4448065757751465
11,t2_b1,2,4,4,0,
11,t2_b1,3,4,4,0,
11,t2_b1,4,2,2,0,
11,t2_b1,5,36,36,0,
11,t2_b1,6,4,4,0,
11,t2_b1,7,6,6,0,
11,t2_b1,8,4,4,0,
11,t2_b1,10,6,6,0,
11,t2_b1,11,4,4,0,
11,t2_b1,12,5,5,0,
11,t2_b1,13,7,7,0,
11,t2_b1,14,7,7,0,
11,t2_b1,15,5,5,0,
11,t2_b1,16,4,4,0,
11,t2_b1,18,4,4,0,
11,t2_b1,19,3,3,0,
11,t2_b1,20,7,7,0,
11,t2_b1,22,9,9,0,
11,t2_b1,23,6,6,0,
11,t2_b1,24,7,7,0,
11,t2_b1,25,7,7,0,
11,t2_b1,26,4,4,0,
11,t2_b1,28,6,6,0,
11,t2_b1,30,4,4,0,
11,t2_b1,32,6,6,0,
11,t2_b1,33,6,6,0,
11,t2_b1,35,8,8,0,
11,t2_b1,36,7,7,0,
11,t2_b1,37,6,6,0,
11,t2_b1,38,7,7,0,
11,t2_b1,39,3,3,0,
11,t2_b1,40,3,3,0,
11,t2_b1,41,5,5,0,
11,t2_b1,44,4,4,0,
11,t2_b1,45,10,10,0,
11,t2_b1,46,6,6,0,
11,t2_b1,47,2,2,0,
11,t2_b1,48,8,8,0,
11,t2_b1,49,4,4,0,
11,t2_b1,50,8,8,0,
11,t2_b1,51,1,1,0,
11,t2_b1,52,5,5,0,
11,t2_b1,53,7,7,0,
11,t2_b1,54,3,3,0,
11,t2_b1,55,3,3,0,
11,t2_b1,56,8,8,0,
11,t2_b1,59,8,8,0,
12,t2_b1,0,7,11,0,
12,t2_b1,2,7,11,0,
12,t2_b1,3,5,9,0,
12,t2_b1,4,4,6,0,
12,t2_b1,6,4,8,0,
12,t2_b1,7,5,11,0,
12,t2_b1,8,4,8,0,
12,t2_b1,10,6,12,0,
12,t2_b1,11,4,8,0,
12,t2_b1,12,8,13,0,
12,t2_b1,13,63,70,4,4.887897491455078
12,t2_b1,14,5,12,0,
12,t2_b1,15,7,12,0,
12,t2_b1,16,7,11,0,
12,t2_b1,18,5,9,0,
12,t2_b1,19,4,7,0,
12,t2_b1,20,7,14,0,
12,t2_b1,22,10,19,0,
12,t2_b1,23,3,9,0,
12,t2_b1,24,9,16,0,
12,t2_b1,25,8,15,0,
12,t2_b1,26,6,10,0,
12,t2_b1,28,8,14,0,
12,t2_b1,30,3,7,0,
12,t2_b1,32,3,9,0,
12,t2_b1,33,6,12,0,
12,t2_b1,35,5,13,0,
12,t2_b1,36,5,12,0,
12,t2_b1,37,7,13,0,
12,t2_b1,38,7,14,0,
12,t2_b1,39,4,7,0,
12,t2_b1,40,10,13,0,
12,t2_b1,41,8,13,0,
12,t2_b1,44,4,8,0,
12,t2_b1,45,5,15,0,
12,t2_b1,46,3,9,0,
12,t2_b1,47,9,11,0,
12,t2_b1,48,5,13,0,
12,t2_b1,49,2,6,0,
12,t2_b1,50,7,15,0,
12,t2_b1,51,7,8,0,
12,t2_b1,52,7,12,0,
12,t2_b1,53,7,14,0,
12,t2_b1,54,4,7,0,
12,t2_b1,55,4,7,0,
12,t2_b1,56,6,14,0,
12,t2_b1,59,4,12,0,
13,t2_b1,0,6,17,0,
13,t2_b1,2,3,14,0,
13,t2_b1,3,3,12,0,
13,t2_b1,4,3,9,0,
13,t2_b1,6,2,10,0,
13,t2_b1,7,4,15,0,
13,t2_b1,8,4,12,0,
13,t2_b1,10,6,18,0,
13,t2_b1,11,8,16,0,
13,t2_b1,12,8,21,0,
13,t2_b1,14,6,18,0,
13,t2_b1,15,7,19,0,
13,t2_b1,16,5,16,0,
13,t2_b1,18,4,13,0,
13,t2_b1,19,3,10,0,
13,t2_b1,20,7,21,0,
13,t2_b1,22,6,25,0,
13,t2_b1,23,3,12,0,
13,t2_b1,24,10,26,0,
13,t2_b1,25,6,21,0,
13,t2_b1,26,8,18,0,
13,t2_b1,28,8,22,0,
13,t2_b1,30,2,9,0,
13,t2_b1,32,3,12,0,
