step,eval_is_final,eval_n_pairs_per_zone,t2_b1_total,t2_b1_z0,t2_b1_z1,t2_b1_z2,t2_b1_z3
1000,1,200,16.77876723806898,9.984623908996582,21.24601173400879,8.663959503173828,22.3597469329834
