step,contact_threshold_rx_power_dbm,contact_threshold_snr_db,feasible_contact_decisions,feasible_contact_pairs,greedy_comm_bytes,greedy_comm_cumulative_mb,greedy_comm_mb,greedy_events,local_policy_initial_pull_probability,noise_floor_dbm,propagation_loss_contact_threshold_db,rssi_gossip_threshold_dbm,snr_min_db,t2_b1_comm_bytes,t2_b1_comm_cumulative_mb,t2_b1_comm_cumulative_vs_greedy_ratio,t2_b1_comm_mb,t2_b1_comm_vs_greedy_ratio,t2_b1_events,t2_b1_merge_metadata_bytes,t2_b1_metadata_bytes,t2_b1_model_bytes,t2_b1_policy_model_bytes,t2_b1_selected_providers
1,-100.0,5.0,692,346,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,48760976,48.760976,nan,48.760976,nan,317,2536,479556,45618836,2660048,317
2,-100.0,5.0,688,344,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,53204224,101.9652,nan,53.204224,nan,348,2784,476784,50079984,2644672,348
3,-100.0,5.0,700,350,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,52395172,154.360372,nan,52.395172,nan,342,2736,485100,49216536,2690800,342
4,-100.0,5.0,698,349,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,49651694,204.012066,nan,49.651694,nan,323,2584,483714,46482284,2683112,323
5,-100.0,5.0,704,352,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,54572060,258.584126,nan,54.57206,nan,357,2856,487872,51375156,2706176,357
6,-100.0,5.0,722,361,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,53070650,311.654776,nan,53.07065,nan,346,2768,500346,49792168,2775368,346
7,-100.0,5.0,728,364,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,54968780,366.623556,nan,54.96878,nan,359,2872,504504,51662972,2798432,359
8,-100.0,5.0,716,358,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,54050840,420.674396,nan,54.05084,nan,353,2824,496188,50799524,2752304,353
9,-100.0,5.0,708,354,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,53870628,474.545024,nan,53.870628,nan,352,2816,490644,50655616,2721552,352
10,-100.0,5.0,688,344,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,51908980,526.454004,nan,51.90898,nan,339,2712,476784,48784812,2644672,339
11,-100.0,5.0,692,346,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,50919716,577.37372,nan,50.919716,nan,332,2656,479556,47777456,2660048,332
12,-100.0,5.0,684,342,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,49876008,627.249728,nan,49.876008,nan,325,2600,474012,46770100,2629296,325
13,-100.0,5.0,682,341,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,51881758,679.131486,nan,51.881758,nan,339,2712,472626,48784812,2621608,339
14,-100.0,5.0,688,344,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,48886744,728.01823,nan,48.886744,nan,318,2544,476784,45762744,2644672,318
15,-100.0,5.0,704,352,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,55003808,783.022038,nan,55.003808,nan,360,2880,487872,51806880,2706176,360
16,-100.0,5.0,742,371,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,54744466,837.766504,nan,54.744466,nan,357,2856,514206,51375156,2852248,357
17,-100.0,5.0,736,368,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,54717244,892.483748,nan,54.717244,nan,357,2856,510048,51375156,2829184,357
18,-100.0,5.0,738,369,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,57460722,949.94447,nan,57.460722,nan,376,3008,511434,54109408,2836872,376
19,-100.0,5.0,758,379,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,58127126,1008.071596,nan,58.127126,nan,380,3040,525294,54685040,2913752,380
20,-100.0,5.0,766,383,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,60034330,1068.105926,nan,60.03433,nan,393,3144,530838,56555844,2944504,393
21,-100.0,5.0,772,386,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,53585332,1121.691258,nan,53.585332,nan,348,2784,534996,50079984,2967568,348
22,-100.0,5.0,794,397,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,56563466,1178.254724,nan,56.563466,nan,368,2944,550242,52958144,3052136,368
23,-100.0,5.0,778,389,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,57066538,1235.321262,nan,57.066538,nan,372,2976,539154,53533776,2990632,372
24,-100.0,5.0,784,392,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,56518096,1291.839358,nan,56.518096,nan,368,2944,543312,52958144,3013696,368
25,-100.0,5.0,794,397,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,57858710,1349.698068,nan,57.85871,nan,377,3016,550242,54253316,3052136,377
26,-100.0,5.0,800,400,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,55583276,1405.281344,nan,55.583276,nan,361,2888,554400,51950788,3075200,361
27,-100.0,5.0,804,402,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,54306180,1459.587524,nan,54.30618,nan,352,2816,557172,50655616,3090576,352
28,-100.0,5.0,804,402,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,54450096,1514.03762,nan,54.450096,nan,353,2824,557172,50799524,3090576,353
29,-100.0,5.0,808,404,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,55619572,1569.657192,nan,55.619572,nan,361,2888,559944,51950788,3105952,361
30,-100.0,5.0,804,402,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,51859608,1621.5168,nan,51.859608,nan,335,2680,557172,48209180,3090576,335
