step,contact_threshold_rx_power_dbm,contact_threshold_snr_db,feasible_contact_decisions,feasible_contact_pairs,greedy_comm_bytes,greedy_comm_cumulative_mb,greedy_comm_mb,greedy_events,local_policy_initial_pull_probability,model_transfer_snr_min_db,network_half_duplex_rejections,network_mean_direction_capacity_bytes,network_mean_sinr_db,network_min_sinr_db,network_raw_contact_pairs,network_raw_directed_candidates,network_rejected_transfers,network_scheduled_transfers,network_shortlisted_directed_candidates,network_sinr_or_airtime_rejections,network_transfer_proposals,noise_floor_dbm,propagation_loss_contact_threshold_db,rssi_gossip_threshold_dbm,sample_network_bundle_capacity_bytes,sample_network_delivered_samples,sample_network_encoder_bytes_per_direction,sample_network_max_samples_per_direction,sample_network_raw_contact_pairs,sample_network_scheduled_transfers,sample_network_transfer_proposals,snr_min_db,t2_b0_comm_bytes,t2_b0_comm_cumulative_mb,t2_b0_comm_cumulative_vs_greedy_ratio,t2_b0_comm_mb,t2_b0_comm_vs_greedy_ratio,t2_b0_events,t2_b0_metadata_bytes,t2_b0_model_bytes,t2_b0_model_messages,t2_b0_policy_bytes,t2_b0_policy_messages,t2_b0_pull_events,t2_b0_scalar_bytes,t2_b0_scalar_control_bytes,t2_b0_scalar_control_messages,t2_b0_scalar_loss_bytes,t2_b0_scalar_loss_messages,t2_b0_scalar_messages,t2_b0_selected_providers,t2_b0_training_sample_bytes,t2_b0_training_sample_messages,t2_b0_valid_pull_events
11,-47.5,57.5,116,58,0,0.0,0.0,0,0.0,57.5,22,463797.960286394,17.77696365814324,6.368008115946889,58,116,22,15,116,0,37,-105.0,70.5,-47.5,192878,73,0,32,58,16,55,5.0,4351644,32.454296,nan,4.351644,nan,15,0,4337400,30,0,0,15,1980,960,240,1020,255,495,15,12264,73,15
12,-47.5,57.5,128,64,0,0.0,0.0,0,0.0,57.5,24,530149.8477357911,23.284985672160353,6.995592012812696,64,128,24,14,128,0,38,-105.0,70.5,-47.5,192878,85,0,32,64,14,60,5.0,4064368,36.518664,nan,4.064368,nan,14,0,4048240,28,0,0,14,1848,896,224,952,238,462,14,14280,85,14
13,-47.5,57.5,132,66,0,0.0,0.0,0,0.0,57.5,24,481428.2092952048,16.812005075766624,5.78695086028909,66,132,24,14,132,0,38,-105.0,70.5,-47.5,192878,122,0,32,66,15,63,5.0,4071088,40.589752,nan,4.071088,nan,14,504,4048240,28,0,0,14,1848,896,224,952,238,462,14,20496,122,14
14,-47.5,57.5,142,71,0,0.0,0.0,0,0.0,57.5,25,487115.8846043554,22.215398651795375,5.2814047598703375,71,142,25,13,142,0,38,-105.0,70.5,-47.5,192878,173,0,32,71,15,69,5.0,3791372,44.381124,nan,3.791372,nan,13,1512,3759080,26,0,0,13,1716,832,208,884,221,429,13,29064,173,13
15,-47.5,57.5,136,68,0,0.0,0.0,0,0.0,57.5,21,514826.0102965422,23.580197502011725,7.128774137187822,68,136,24,14,136,3,38,-105.0,70.5,-47.5,192878,155,0,32,68,16,62,5.0,4078720,48.459844,nan,4.07872,nan,14,2592,4048240,28,0,0,14,1848,896,224,952,238,462,14,26040,155,14
16,-47.5,57.5,138,69,0,0.0,0.0,0,0.0,57.5,22,461663.65585850267,18.360299613258046,5.27243307317962,69,138,22,16,138,0,38,-105.0,70.5,-47.5,192878,85,0,32,69,16,64,5.0,4646192,53.106036,nan,4.646192,nan,16,3240,4626560,32,0,0,16,2112,1024,256,1088,272,528,16,14280,85,16
17,-47.5,57.5,142,71,0,0.0,0.0,0,0.0,57.5,24,438735.91368441173,15.813318017332126,5.539615408393377,71,142,24,14,142,0,38,-105.0,70.5,-47.5,192878,214,0,32,71,15,69,5.0,4090720,57.196756,nan,4.09072,nan,14,4680,4048240,28,0,0,14,1848,896,224,952,238,462,14,35952,214,14
18,-47.5,57.5,134,67,0,0.0,0.0,0,0.0,57.5,21,453797.3922180847,15.377384716787901,6.182287043928589,67,134,23,13,134,2,36,-105.0,70.5,-47.5,192878,163,0,32,67,14,62,5.0,3794300,60.991056,nan,3.7943,nan,13,6120,3759080,26,0,0,13,1716,832,208,884,221,429,13,27384,163,13
19,-47.5,57.5,132,66,0,0.0,0.0,0,0.0,57.5,23,464723.97146417946,18.438686559517176,7.987417149387067,66,132,23,12,132,0,35,-105.0,70.5,-47.5,192878,141,0,32,66,13,65,5.0,3501888,64.492944,nan,3.501888,nan,12,6696,3469920,24,0,0,12,1584,768,192,816,204,396,12,23688,141,12
20,-47.5,57.5,146,73,0,0.0,0.0,0,0.0,57.5,19,407588.7640542766,13.446203697052107,5.419221410253192,73,146,21,15,146,2,36,-105.0,70.5,-47.5,192878,93,0,32,73,12,71,5.0,4362852,68.855796,nan,4.362852,nan,15,7848,4337400,30,0,0,15,1980,960,240,1020,255,495,15,15624,93,15
21,-47.5,57.5,162,81,0,0.0,0.0,0,0.0,57.5,20,504182.8430087702,19.351684801444744,8.492824641213561,81,162,24,13,162,4,37,-105.0,70.5,-47.5,192878,282,0,32,81,15,79,5.0,3817892,72.673688,nan,3.817892,nan,13,9720,3759080,26,0,0,13,1716,832,208,884,221,429,13,47376,282,13
22,-47.5,57.5,168,84,0,0.0,0.0,0,0.0,57.5,20,498816.78927339107,20.802734046487846,9.301489442456056,84,168,23,13,168,3,36,-105.0,70.5,-47.5,192878,118,0,32,84,15,82,5.0,3790844,76.464532,nan,3.790844,nan,13,10224,3759080,26,0,0,13,1716,832,208,884,221,429,13,19824,118,13
23,-47.5,57.5,188,94,0,0.0,0.0,0,0.0,57.5,21,480553.7798141442,16.474825124913266,8.0992056001729,94,188,24,13,188,3,37,-105.0,70.5,-47.5,192878,226,0,32,94,14,92,5.0,3810644,80.275176,nan,3.810644,nan,13,11880,3759080,26,0,0,13,1716,832,208,884,221,429,13,37968,226,13
24,-47.5,57.5,194,97,0,0.0,0.0,0,0.0,57.5,23,490657.8232143755,17.762319803502933,9.178045670306599,97,194,23,13,194,0,36,-105.0,70.5,-47.5,192878,382,0,32,97,15,94,5.0,3838076,84.113252,nan,3.838076,nan,13,13104,3759080,26,0,0,13,1716,832,208,884,221,429,13,64176,382,13
25,-47.5,57.5,184,92,0,0.0,0.0,0,0.0,57.5,22,473019.8228988002,20.374046224415533,5.332236762058908,92,184,24,12,184,2,36,-105.0,70.5,-47.5,192878,329,0,32,92,13,89,5.0,3539736,87.652988,nan,3.539736,nan,12,12960,3469920,24,0,0,12,1584,768,192,816,204,396,12,55272,329,12
26,-47.5,57.5,186,93,0,0.0,0.0,0,0.0,57.5,24,512724.8747857308,22.80465052105779,11.606103514074508,93,186,24,11,186,0,35,-105.0,70.5,-47.5,192878,283,0,32,93,15,90,5.0,3242932,90.89592,nan,3.242932,nan,11,13176,3180760,22,0,0,11,1452,704,176,748,187,363,11,47544,283,11
27,-47.5,57.5,182,91,0,0.0,0.0,0,0.0,57.5,21,444365.80084373837,15.645864522731923,5.541311661649986,91,182,22,13,182,1,35,-105.0,70.5,-47.5,192878,231,0,32,91,14,86,5.0,3812492,94.708412,nan,3.812492,nan,13,12888,3759080,26,0,0,13,1716,832,208,884,221,429,13,38808,231,13
28,-47.5,57.5,178,89,0,0.0,0.0,0,0.0,57.5,20,468417.3778190877,16.45809504143979,6.936645742139388,89,178,23,11,178,3,34,-105.0,70.5,-47.5,192878,203,0,32,89,13,83,5.0,3228916,97.937328,nan,3.228916,nan,11,12600,3180760,22,0,0,11,1452,704,176,748,187,363,11,34104,203,11
29,-47.5,57.5,186,93,0,0.0,0.0,0,0.0,57.5,24,427428.61751939263,20.521918890098153,6.476914205410643,93,186,25,12,186,1,37,-105.0,70.5,-47.5,192878,164,0,32,93,15,92,5.0,3512088,101.449416,nan,3.512088,nan,12,13032,3469920,24,0,0,12,1584,768,192,816,204,396,12,27552,164,12
30,-47.5,57.5,204,102,0,0.0,0.0,0,0.0,57.5,23,466533.65067595884,17.732764409284485,6.682070511446193,102,204,25,13,204,2,38,-105.0,70.5,-47.5,192878,238,0,32,102,14,96,5.0,3815036,105.264452,nan,3.815036,nan,13,14256,3759080,26,0,0,13,1716,832,208,884,221,429,13,39984,238,13
31,-47.5,57.5,222,111,0,0.0,0.0,0,0.0,57.5,26,485264.6414498387,24.70776869546059,7.814878588338649,111,222,28,10,222,2,38,-105.0,70.5,-47.5,192878,167,0,32,111,15,107,5.0,2936744,108.201196,nan,2.936744,nan,10,15768,2891600,20,0,0,10,1320,640,160,680,170,330,10,28056,167,10
32,-47.5,57.5,224,112,0,0.0,0.0,0,0.0,57.5,24,488738.0989752325,16.967972982860378,9.558873459520669,112,224,26,12,224,2,38,-105.0,70.5,-47.5,192878,212,0,32,112,16,106,5.0,3522960,111.724156,nan,3.52296,nan,12,15840,3469920,24,0,0,12,1584,768,192,816,204,396,12,35616,212,12
33,-47.5,57.5,218,109,0,0.0,0.0,0,0.0,57.5,25,505235.85206254356,17.669009080588957,10.622442225630861,109,218,25,13,218,0,38,-105.0,70.5,-47.5,192878,162,0,32,109,14,102,5.0,3803708,115.527864,nan,3.803708,nan,13,15696,3759080,26,0,0,13,1716,832,208,884,221,429,13,27216,162,13
34,-47.5,57.5,212,106,0,0.0,0.0,0,0.0,57.5,21,482811.68201318727,18.52854856396982,5.371118700743709,106,212,24,13,212,3,37,-105.0,70.5,-47.5,192878,301,0,32,106,16,102,5.0,3826556,119.35442,nan,3.826556,nan,13,15192,3759080,26,0,0,13,1716,832,208,884,221,429,13,50568,301,13
35,-47.5,57.5,206,103,0,0.0,0.0,0,0.0,57.5,22,445438.738172486,14.740201072186442,5.793948641722302,103,206,23,14,206,1,37,-105.0,70.5,-47.5,192878,109,0,32,103,14,100,5.0,4083160,123.43758,nan,4.08316,nan,14,14760,4048240,28,0,0,14,1848,896,224,952,238,462,14,18312,109,14
36,-47.5,57.5,204,102,0,0.0,0.0,0,0.0,57.5,24,511445.07050400483,21.88944681416983,8.366587198492795,102,204,25,13,204,1,38,-105.0,70.5,-47.5,192878,159,0,32,102,15,97,5.0,3802052,127.239632,nan,3.802052,nan,13,14544,3759080,26,0,0,13,1716,832,208,884,221,429,13,26712,159,13
37,-47.5,57.5,206,103,0,0.0,0.0,0,0.0,57.5,25,511684.7292786933,19.469570741232864,9.994907957705404,103,206,26,11,206,1,37,-105.0,70.5,-47.5,192878,236,0,32,103,14,100,5.0,3236620,130.476252,nan,3.23662,nan,11,14760,3180760,22,0,0,11,1452,704,176,748,187,363,11,39648,236,11
38,-47.5,57.5,206,103,0,0.0,0.0,0,0.0,57.5,25,492274.19515878754,21.395111715238027,8.760105958811762,103,206,25,12,206,0,37,-105.0,70.5,-47.5,192878,203,0,32,103,14,99,5.0,3520368,133.99662,nan,3.520368,nan,12,14760,3469920,24,0,0,12,1584,768,192,816,204,396,12,34104,203,12
39,-47.5,57.5,206,103,0,0.0,0.0,0,0.0,57.5,26,448275.3591909678,17.441569490961037,5.356757719749551,103,206,26,13,206,0,39,-105.0,70.5,-47.5,192878,206,0,32,103,14,99,5.0,3810020,137.80664,nan,3.81002,nan,13,14616,3759080,26,0,0,13,1716,832,208,884,221,429,13,34608,206,13
40,-47.5,57.5,212,106,0,0.0,0.0,0,0.0,57.5,28,503751.44406317984,20.600320916852937,6.446194008624893,106,212,28,12,212,0,40,-105.0,70.5,-47.5,192878,302,0,32,106,16,100,5.0,3537144,141.343784,nan,3.537144,nan,12,14904,3469920,24,0,0,12,1584,768,192,816,204,396,12,50736,302,12
41,-47.5,57.5,210,105,0,0.0,0.0,0,0.0,57.5,20,503471.65398726304,19.429988472451097,10.189895123418307,105,210,26,14,210,6,40,-105.0,70.5,-47.5,192878,288,0,32,105,16,99,5.0,4113592,145.457376,nan,4.113592,nan,14,15120,4048240,28,0,0,14,1848,896,224,952,238,462,14,48384,288,14
42,-47.5,57.5,202,101,0,0.0,0.0,0,0.0,57.5,22,553982.2128120312,22.163450744601988,14.162470237812135,101,202,27,11,202,5,38,-105.0,70.5,-47.5,192878,431,0,32,101,16,95,5.0,3269164,148.72654,nan,3.269164,nan,11,14544,3180760,22,0,0,11,1452,704,176,748,187,363,11,72408,431,11
43,-47.5,57.5,198,99,0,0.0,0.0,0,0.0,57.5,26,505357.7331727088,24.569690276967226,6.029604520391418,99,198,28,10,198,2,38,-105.0,70.5,-47.5,192878,384,0,32,99,16,93,5.0,2971688,151.698228,nan,2.971688,nan,10,14256,2891600,20,0,0,10,1320,640,160,680,170,330,10,64512,384,10
44,-47.5,57.5,194,97,0,0.0,0.0,0,0.0,57.5,24,473117.5499711046,20.584870548418614,6.75401082595895,97,194,25,12,194,1,37,-105.0,70.5,-47.5,192878,135,0,32,97,14,92,5.0,3508152,155.20638,nan,3.508152,nan,12,13968,3469920,24,0,0,12,1584,768,192,816,204,396,12,22680,135,12
45,-47.5,57.5,194,97,0,0.0,0.0,0,0.0,57.5,22,483532.7037101259,18.22903691635417,7.093627359990591,97,194,24,13,194,2,37,-105.0,70.5,-47.5,192878,206,0,32,97,14,90,5.0,3809372,159.015752,nan,3.809372,nan,13,13968,3759080,26,0,0,13,1716,832,208,884,221,429,13,34608,206,13
46,-47.5,57.5,200,100,0,0.0,0.0,0,0.0,57.5,27,509237.4447728212,26.326138012327544,8.513432781300184,100,200,27,10,200,0,37,-105.0,70.5,-47.5,192878,252,0,32,100,16,97,5.0,2949656,161.965408,nan,2.949656,nan,10,14400,2891600,20,0,0,10,1320,640,160,680,170,330,10,42336,252,10
47,-47.5,57.5,198,99,0,0.0,0.0,0,0.0,57.5,24,449012.0886810653,17.91023774226909,6.325162793696518,99,198,25,12,198,1,37,-105.0,70.5,-47.5,192878,415,0,32,99,14,91,5.0,3555480,165.520888,nan,3.55548,nan,12,14256,3469920,24,0,0,12,1584,768,192,816,204,396,12,69720,415,12
48,-47.5,57.5,198,99,0,0.0,0.0,0,0.0,57.5,27,532347.9895056064,29.790511077619065,7.520986532484271,99,198,27,10,198,0,37,-105.0,70.5,-47.5,192878,252,0,32,99,13,95,5.0,2949512,168.4704,nan,2.949512,nan,10,14256,2891600,20,0,0,10,1320,640,160,680,170,330,10,42336,252,10
49,-47.5,57.5,206,103,0,0.0,0.0,0,0.0,57.5,23,457391.7683041413,20.16617511761012,6.1899829512398465,103,206,24,12,206,1,36,-105.0,70.5,-47.5,192878,230,0,32,103,14,98,5.0,3524976,171.995376,nan,3.524976,nan,12,14832,3469920,24,0,0,12,1584,768,192,816,204,396,12,38640,230,12
50,-47.5,57.5,216,108,0,0.0,0.0,0,0.0,57.5,23,469459.21280433127,17.008979554677325,7.519259230686468,108,216,24,12,216,1,36,-105.0,70.5,-47.5,192878,505,0,32,108,16,107,5.0,3571896,175.567272,nan,3.571896,nan,12,15552,3469920,24,0,0,12,1584,768,192,816,204,396,12,84840,505,12
51,-47.5,57.5,220,110,0,0.0,0.0,0,0.0,57.5,25,484460.6328463804,19.691851624290635,7.9033374327544825,110,220,26,11,220,1,37,-105.0,70.5,-47.5,192878,441,0,32,110,16,106,5.0,3272140,178.839412,nan,3.27214,nan,11,15840,3180760,22,0,0,11,1452,704,176,748,187,363,11,74088,441,11
52,-47.5,57.5,224,112,0,0.0,0.0,0,0.0,57.5,25,467156.42587181705,18.831850570942322,5.7867024032861325,112,224,26,13,224,1,39,-105.0,70.5,-47.5,192878,461,0,32,112,15,108,5.0,3854012,182.693424,nan,3.854012,nan,13,15768,3759080,26,0,0,13,1716,832,208,884,221,429,13,77448,461,13
53,-47.5,57.5,242,121,0,0.0,0.0,0,0.0,57.5,25,474438.2098160627,20.14238811025179,6.094100827790504,121,242,25,13,242,0,38,-105.0,70.5,-47.5,192878,448,0,32,121,14,119,5.0,3852692,186.546116,nan,3.852692,nan,13,16632,3759080,26,0,0,13,1716,832,208,884,221,429,13,75264,448,13
54,-47.5,57.5,262,131,0,0.0,0.0,0,0.0,57.5,25,483776.730226952,20.45349182937125,5.514097145494874,131,262,27,11,262,2,38,-105.0,70.5,-47.5,192878,576,0,32,131,16,130,5.0,3296548,189.842664,nan,3.296548,nan,11,17568,3180760,22,0,0,11,1452,704,176,748,187,363,11,96768,576,11
55,-47.5,57.5,266,133,0,0.0,0.0,0,0.0,57.5,26,413756.2229137641,17.25799723649837,5.021034713867691,133,266,27,12,266,1,39,-105.0,70.5,-47.5,192878,461,0,32,133,15,130,5.0,3567168,193.409832,nan,3.567168,nan,12,18216,3469920,24,0,0,12,1584,768,192,816,204,396,12,77448,461,12
56,-47.5,57.5,274,137,0,0.0,0.0,0,0.0,57.5,26,473250.55590963265,20.22801964542815,5.9605596776075265,137,274,27,12,274,1,39,-105.0,70.5,-47.5,192878,596,0,32,137,17,135,5.0,3590424,197.000256,nan,3.590424,nan,12,18792,3469920,24,0,0,12,1584,768,192,816,204,396,12,100128,596,12
57,-47.5,57.5,254,127,0,0.0,0.0,0,0.0,57.5,25,435757.3840907253,16.0357640343889,6.157703386357199,127,254,26,12,254,1,38,-105.0,70.5,-47.5,192878,392,0,32,127,14,125,5.0,3554928,200.555184,nan,3.554928,nan,12,17568,3469920,24,0,0,12,1584,768,192,816,204,396,12,65856,392,12
58,-47.5,57.5,256,128,0,0.0,0.0,0,0.0,57.5,28,505167.81950813264,19.011347360210756,10.07863162190041,128,256,28,10,256,0,38,-105.0,70.5,-47.5,192878,514,0,32,128,16,124,5.0,2996984,203.552168,nan,2.996984,nan,10,17712,2891600,20,0,0,10,1320,640,160,680,170,330,10,86352,514,10
59,-47.5,57.5,242,121,0,0.0,0.0,0,0.0,57.5,27,507413.0756680112,18.08918994943318,8.885141109238907,121,242,27,11,242,0,38,-105.0,70.5,-47.5,192878,472,0,32,121,15,117,5.0,3278284,206.830452,nan,3.278284,nan,11,16776,3180760,22,0,0,11,1452,704,176,748,187,363,11,79296,472,11
60,-47.5,57.5,218,109,0,0.0,0.0,0,0.0,57.5,27,514378.08181421907,21.564092576797893,8.528432350383643,109,218,27,12,218,0,39,-105.0,70.5,-47.5,192878,572,0,32,109,17,106,5.0,3583080,210.413532,nan,3.58308,nan,12,15480,3469920,24,0,0,12,1584,768,192,816,204,396,12,96096,572,12
61,-47.5,57.5,224,112,0,0.0,0.0,0,0.0,57.5,24,415895.36523267033,14.425385700122574,5.641202830694253,112,224,25,15,224,1,40,-105.0,70.5,-47.5,192878,425,0,32,112,16,109,5.0,4426908,214.84044,nan,4.426908,nan,15,16128,4337400,30,0,0,15,1980,960,240,1020,255,495,15,71400,425,15
62,-47.5,57.5,210,105,0,0.0,0.0,0,0.0,57.5,27,460296.0393194978,17.520562373776617,6.455850890797641,105,210,27,12,210,0,39,-105.0,70.5,-47.5,192878,372,0,32,105,15,102,5.0,3549120,218.38956,nan,3.54912,nan,12,15120,3469920,24,0,0,12,1584,768,192,816,204,396,12,62496,372,12
63,-47.5,57.5,202,101,0,0.0,0.0,0,0.0,57.5,27,485158.37004930334,17.191115255981074,9.726277785950083,101,202,27,11,202,0,38,-105.0,70.5,-47.5,192878,620,0,32,101,16,98,5.0,3300916,221.690476,nan,3.300916,nan,11,14544,3180760,22,0,0,11,1452,704,176,748,187,363,11,104160,620,11
64,-47.5,57.5,198,99,0,0.0,0.0,0,0.0,57.5,27,457565.5707394406,20.280429875455614,7.7344943463695675,99,198,27,12,198,0,39,-105.0,70.5,-47.5,192878,572,0,32,99,16,97,5.0,3581784,225.27226,nan,3.581784,nan,12,14184,3469920,24,0,0,12,1584,768,192,816,204,396,12,96096,572,12
65,-47.5,57.5,190,95,0,0.0,0.0,0,0.0,57.5,19,442901.21196976665,19.420960484736806,6.20742868420927,95,190,24,13,190,5,37,-105.0,70.5,-47.5,192878,656,0,32,95,15,92,5.0,3884684,229.156944,nan,3.884684,nan,13,13680,3759080,26,0,0,13,1716,832,208,884,221,429,13,110208,656,13
66,-47.5,57.5,194,97,0,0.0,0.0,0,0.0,57.5,25,502614.8832514028,18.797436947047668,7.862986906823125,97,194,26,12,194,1,38,-105.0,70.5,-47.5,192878,580,0,32,97,15,96,5.0,3582768,232.739712,nan,3.582768,nan,12,13824,3469920,24,0,0,12,1584,768,192,816,204,396,12,97440,580,12
67,-47.5,57.5,196,98,0,0.0,0.0,0,0.0,57.5,26,478691.77541312814,23.09336020069111,5.029682387142042,98,196,27,11,196,1,38,-105.0,70.5,-47.5,192878,659,0,32,98,17,96,5.0,3306820,236.046532,nan,3.30682,nan,11,13896,3180760,22,0,0,11,1452,704,176,748,187,363,11,110712,659,11
68,-47.5,57.5,190,95,0,0.0,0.0,0,0.0,57.5,24,420040.48544206383,19.30334848679528,5.301211578364512,95,190,25,13,190,1,38,-105.0,70.5,-47.5,192878,493,0,32,95,15,95,5.0,3857300,239.903832,nan,3.8573,nan,13,13680,3759080,26,0,0,13,1716,832,208,884,221,429,13,82824,493,13
69,-47.5,57.5,190,95,0,0.0,0.0,0,0.0,57.5,25,459490.51560010517,17.59818884643869,6.4751852156581915,95,190,25,13,190,0,38,-105.0,70.5,-47.5,192878,542,0,32,95,14,92,5.0,3865532,243.769364,nan,3.865532,nan,13,13680,3759080,26,0,0,13,1716,832,208,884,221,429,13,91056,542,13
70,-47.5,57.5,180,90,0,0.0,0.0,0,0.0,57.5,24,450191.1460895614,16.49642198087229,5.372954005651116,90,180,24,13,180,0,37,-105.0,70.5,-47.5,192878,387,0,32,90,15,89,5.0,3838772,247.608136,nan,3.838772,nan,13,12960,3759080,26,0,0,13,1716,832,208,884,221,429,13,65016,387,13
71,-47.5,57.5,180,90,0,0.0,0.0,0,0.0,57.5,26,546262.7394103712,26.309790082218548,13.473086662481686,90,180,26,11,180,0,37,-105.0,70.5,-47.5,192878,378,0,32,90,16,89,5.0,3258676,250.866812,nan,3.258676,nan,11,12960,3180760,22,0,0,11,1452,704,176,748,187,363,11,63504,378,11
72,-47.5,57.5,182,91,0,0.0,0.0,0,0.0,57.5,24,513944.0561841944,25.633243267816578,8.419112981457893,91,182,25,11,182,1,36,-105.0,70.5,-47.5,192878,425,0,32,91,15,88,5.0,3266716,254.133528,nan,3.266716,nan,11,13104,3180760,22,0,0,11,1452,704,176,748,187,363,11,71400,425,11
73,-47.5,57.5,168,84,0,0.0,0.0,0,0.0,57.5,24,494900.5421038866,23.464397703771677,5.5492129986328305,84,168,25,11,168,1,36,-105.0,70.5,-47.5,192878,342,0,32,84,13,83,5.0,3251692,257.38522,nan,3.251692,nan,11,12024,3180760,22,0,0,11,1452,704,176,748,187,363,11,57456,342,11
74,-47.5,57.5,172,86,0,0.0,0.0,0,0.0,57.5,24,501769.8971757913,22.941506012291455,6.044967973256617,86,172,24,11,172,0,35,-105.0,70.5,-47.5,192878,360,0,32,86,13,82,5.0,3254788,260.640008,nan,3.254788,nan,11,12096,3180760,22,0,0,11,1452,704,176,748,187,363,11,60480,360,11
75,-47.5,57.5,174,87,0,0.0,0.0,0,0.0,57.5,25,508334.11011340783,23.310124076216926,9.985540697499403,87,174,26,10,174,1,36,-105.0,70.5,-47.5,192878,376,0,32,87,16,85,5.0,2968544,263.608552,nan,2.968544,nan,10,12456,2891600,20,0,0,10,1320,640,160,680,170,330,10,63168,376,10
