step,zone,n_links,mean_rssi_dbm,min_rssi_dbm,max_rssi_dbm,mean_propagation_loss_db,min_propagation_loss_db,max_propagation_loss_db
1,0,240,-67.0656993707021,-120.0,-39.96482849121094,90.0656993707021,62.96482849121094,143.0
1,1,240,-85.94173172314962,-120.0,-39.593299865722656,108.94173172314962,62.593299865722656,143.0
1,2,182,-67.48848950731885,-120.0,-35.51336669921875,90.48848950731885,58.51336669921875,143.0
1,3,182,-84.5610900920826,-120.0,-40.187164306640625,107.5610900920826,63.187164306640625,143.0
2,0,240,-66.29927527109781,-120.0,-41.412662506103516,89.29927527109781,64.41266250610352,143.0
2,1,240,-85.1887403011322,-120.0,-41.4384765625,108.1887403011322,64.4384765625,143.0
2,2,182,-66.16392760224394,-120.0,-32.278831481933594,89.16392760224394,55.278831481933594,143.0
2,3,182,-84.75758250729068,-120.0,-40.856903076171875,107.75758250729068,63.856903076171875,143.0
3,0,210,-67.15502744402204,-120.0,-41.184513092041016,90.15502744402204,64.18451309204102,143.0
3,1,272,-84.70324966486763,-120.0,-39.024139404296875,107.70324966486763,62.024139404296875,143.0
3,2,156,-66.2453086804121,-120.0,-37.79098892211914,89.2453086804121,60.79098892211914,143.0
3,3,210,-83.74198116120839,-120.0,-42.604190826416016,106.74198116120839,65.60419082641602,143.0
4,0,210,-66.7074880872454,-120.0,-41.40192413330078,89.7074880872454,64.40192413330078,143.0
4,1,272,-84.95860019852134,-120.0,-30.66438865661621,107.95860019852134,53.66438865661621,143.0
4,2,156,-64.93357110634828,-120.0,-40.04398727416992,87.93357110634828,63.04398727416992,143.0
4,3,210,-84.09118031093053,-120.0,-38.24736785888672,107.09118031093053,61.24736785888672,143.0
5,0,182,-65.59746318859058,-120.0,-38.44008255004883,88.59746318859058,61.44008255004883,143.0
5,1,240,-85.51467227935791,-120.0,-32.61429977416992,108.51467227935791,55.61429977416992,143.0
5,2,182,-66.00940622602191,-120.0,-30.58673858642578,89.00940622602191,53.58673858642578,143.0
5,3,240,-83.9757805665334,-120.0,-37.79877471923828,106.9757805665334,60.79877471923828,143.0
6,0,210,-64.90098010471888,-120.0,-29.651042938232422,87.90098010471888,52.65104293823242,143.0
6,1,210,-85.77613832382929,-120.0,-39.55790328979492,108.77613832382929,62.55790328979492,143.0
6,2,182,-65.46625619406228,-120.0,-30.536767959594727,88.46625619406228,53.53676795959473,143.0
6,3,240,-83.83594066301981,-120.0,-34.43467712402344,106.83594066301981,57.43467712402344,143.0
7,0,210,-64.42107783726283,-120.0,-36.88882064819336,87.42107783726283,59.88882064819336,143.0
7,1,210,-86.7945428394136,-120.0,-37.73837661743164,109.7945428394136,60.73837661743164,143.0
7,2,210,-65.11040798368909,-120.0,-41.71079635620117,88.11040798368909,64.71079635620117,143.0
7,3,210,-84.20506461007254,-120.0,-37.60226821899414,107.20506461007254,60.60226821899414,143.0
8,0,240,-64.1307478427887,-120.0,-37.26382064819336,87.1307478427887,60.26382064819336,143.0
8,1,210,-86.54708010355631,-120.0,-37.4655876159668,109.54708010355631,60.4655876159668,143.0
8,2,210,-64.90075511024112,-120.0,-30.941972732543945,87.90075511024112,53.941972732543945,143.0
8,3,182,-80.76449257986886,-120.0,-37.60226821899414,103.76449257986886,60.60226821899414,143.0
