step,eval_is_final,eval_n_pairs_per_zone,t2_b0_total,t2_b0_z0,t2_b0_z1,t2_b0_z2,t2_b0_z3
1000,1,200,19.884172411744977,11.168390274047852,24.3084774017334,11.997480392456055,26.86906623840332
