step,feasible_contact_pairs,feasible_contact_decisions,t2_b0_events,t2_b0_pull_events,t2_b0_valid_pull_events,t2_b0_comm_mb,t2_b0_comm_cumulative_mb,t2_b0_metadata_bytes,t2_b0_model_bytes,t2_b0_policy_bytes,t2_b0_training_sample_bytes
1,2392,4784,124,124,120,60.284256,60.284256,0,5826016,54441920,0
2,2445,4890,75,75,75,59.5509,119.835156,0,3523800,55648200,368700
3,2469,4938,85,85,83,60.896268,180.731424,0,3993640,56194440,696900
4,2401,4802,76,76,76,59.25728,239.988704,0,3570784,54646760,1029400
5,2489,4978,74,74,74,61.46462,301.453324,0,3476816,56649640,1328100
6,2714,5428,96,96,96,67.62356,369.076884,0,4510464,61770640,1329400
7,2852,5704,89,89,88,70.735664,439.812548,0,4181576,64911520,1630600
8,2837,5674,89,89,88,70.230464,510.043012,0,4181576,64570120,1466800
9,2809,5618,92,92,92,69.92588,579.968892,0,4322528,63932840,1658000
10,2728,5456,92,92,92,67.91742,647.886312,0,4322528,62089280,1493100
11,2658,5316,57,57,57,64.58022,712.466532,150200,2678088,60496080,1248100
12,2645,5290,82,82,82,65.16842,777.634952,201080,3852688,60200200,903300
13,2570,5140,83,83,83,63.69056,841.325512,195800,3899672,58493200,1090600
14,2448,4896,71,71,71,60.23072,901.556232,190520,3335864,55716480,978200
15,2515,5030,91,91,90,62.865824,964.422056,199840,4275544,57241400,1136800
16,2476,4952,78,78,78,61.16238,1025.584436,193160,3664752,56353760,940100
17,2669,5338,97,97,97,66.34094,1091.925376,208960,4557448,60746440,814900
18,2887,5774,82,82,82,70.85368,1162.779056,227120,3852688,65708120,1054600
19,2923,5846,105,105,105,72.52742,1235.306476,225040,4933320,66527480,827300
20,2937,5874,78,78,78,71.80258,1307.109056,233400,3664752,66846120,1047700
21,2834,5668,104,104,104,70.385,1377.494056,225680,4886336,64501840,757000
22,2758,5516,77,77,77,67.18018,1444.674236,218160,3617768,62772080,561700
23,2819,5638,96,96,96,69.75342,1514.427656,221360,4510464,64160440,848100
24,3034,6068,84,84,84,74.0961,1588.523756,235880,3946656,69053840,848300
25,3114,6228,90,90,90,76.00606,1664.529816,241120,4228560,70874640,649500
26,3155,6310,89,89,89,76.8815,1741.411316,250320,4181576,71807800,629700
27,3435,6870,92,92,92,83.42688,1824.838196,267640,4322528,78180600,643600
28,3277,6554,97,97,97,80.21608,1905.054276,255720,4557448,74584520,805200
29,3469,6938,91,91,91,84.1827,1989.236976,262240,4275544,78954440,678100
