step,eval_is_final,eval_n_pairs_per_zone,t2_b0_total,t2_b0_balanced_rmse_total,t2_b0_reachable_rmse_total,t2_b0_censored_rmse_total,t2_b0_unavailable_censored_rmse_total,t2_b0_false_reachable_rate_total,t2_b0_active_models_total
50,1,5000,29.080624316093242,27.958126746285156,26.398118782717468,13.00877561890654,9.807457910108532,0.9715639810426541,211
100,1,5000,29.613746566134488,28.054722257199167,25.833492403900838,13.322685691493314,10.40569606721775,0.9823529411764705,170
150,1,5000,30.496549459604523,28.437430621091657,25.431574277192627,14.167868616167874,11.710059547600896,0.9505494505494505,182
200,1,5000,31.255155063648385,28.297693771259777,23.744537412911978,14.37874365206712,12.423226514811002,0.9902912621359223,206
250,1,5000,29.54886539640607,27.998625511994728,25.78916270162201,13.255549870936274,10.316872800578047,0.9803921568627451,204
300,1,5000,30.57824711730068,28.465158094779873,25.37827327756952,14.072139135640807,11.609131056841326,0.9741935483870968,155
350,1,5000,31.71617201306201,28.78216073781995,24.313361945607635,14.968230730153817,13.088865163131858,0.9774011299435028,177
359,1,5000,31.874571331048628,28.901033031912203,24.30619472666499,15.25849800340561,13.384424759228352,0.9597989949748744,199
