step,examples,mean_target_gain,mean_online_prediction,mean_absolute_error,root_mean_squared_error,target_prediction_pearson,cumulative_examples
1,120,0.003745290,0.119146844,0.115401554,0.115640863,-0.047861362,120
2,75,0.073139400,0.086147384,0.094796120,0.156688672,0.108099515,195
3,83,0.143277951,0.034938559,0.136483190,0.268598886,0.403410975,278
4,76,0.160014971,0.006196750,0.171756468,0.351467065,0.198230470,354
5,74,0.194510590,0.011419722,0.207156507,0.385251577,0.301327941,428
6,96,0.243376662,0.021139267,0.264503420,0.532175258,0.403996679,524
7,88,0.284117885,0.039476746,0.278807372,0.456435664,0.148097871,612
8,88,0.363671237,0.059966565,0.363580627,0.909922897,0.104542200,700
9,92,0.740701256,0.090928295,0.692185453,1.416769037,0.126688046,792
10,92,0.533233417,0.113820411,0.476289410,1.040619202,0.236332748,884
11,57,0.905411197,0.146235081,0.814251107,1.347084844,0.042912472,941
12,82,0.663486275,0.161878317,0.547327737,0.902126894,0.116318687,1023
13,83,0.958448126,0.175217727,0.837067360,1.421700557,-0.010280411,1106
14,71,0.766228863,0.207572825,0.649521421,1.029644713,-0.011632695,1177
15,90,1.268497375,0.220163998,1.106664922,2.303142887,-0.426114052,1267
16,78,0.901978772,0.242770147,0.760051937,1.272468007,-0.076010990,1345
17,97,1.033553658,0.269988498,0.885068017,1.452881111,-0.077182974,1442
18,82,1.109019915,0.283698016,1.005764322,1.562692280,-0.289911187,1524
19,105,1.154390016,0.309072253,1.063374915,2.125227462,-0.378298948,1629
20,78,1.059456420,0.328965809,0.987124335,2.697130674,-0.389051609,1707
21,104,0.854190437,0.349740951,0.756164456,1.513549075,-0.284466401,1811
22,77,0.785602381,0.357132347,0.709694414,1.173881724,-0.280860483,1888
23,96,0.859982119,0.386524548,0.721964269,1.619138786,-0.312628959,1984
24,84,0.906805075,0.371911452,0.833254009,1.504337802,-0.342723026,2068
25,90,0.667619104,0.416496618,0.641149682,1.394363112,-0.388715011,2158
26,89,1.132214121,0.395305484,1.065679455,1.981027553,-0.462375835,2247
27,92,1.072017517,0.430435746,0.855198653,2.083103071,-0.344728559,2339
28,97,1.096752056,0.401900392,0.936813233,2.049399714,-0.263952390,2436
29,91,0.667539923,0.434884506,0.611086762,0.799364702,-0.141086486,2527
30,91,1.630988094,0.389070324,1.493414133,2.932291329,-0.332275674,2618
31,90,1.269564709,0.428515355,1.013871577,1.838340767,-0.087506924,2708
