step,eval_is_final,eval_n_pairs_per_zone,t2_b0_total,t2_b0_balanced_rmse_total,t2_b0_reachable_rmse_total,t2_b0_censored_rmse_total,t2_b0_unavailable_censored_rmse_total,t2_b0_false_reachable_rate_total,t2_b0_active_models_total
50,1,5000,28.77596349570477,28.730403216037462,28.666734689252912,13.827367825528219,10.193229262036702,0.8667622735002892,211
100,1,5000,29.730766736210768,29.08367815854563,28.197024049739255,14.57866375992224,11.411834811944063,0.8488835479409751,170
150,1,5000,28.72786645565712,29.13134321646536,29.65737905936982,14.43953453816095,10.621191283779511,0.7992283082548165,182
200,1,5000,29.25809916129805,28.675289745757944,27.869069348634582,14.084812337869486,10.653328683421757,0.9000968647011668,206
250,1,5000,29.360469804573714,29.247053960485665,29.092169309451954,14.571148316437618,11.07108766039171,0.8398155609275674,204
300,1,5000,29.40167185933763,28.961522103210307,28.36175366457119,14.18985940924573,10.762597702041857,0.8820101805538162,155
350,1,5000,29.678103435625957,29.121338555908345,28.35713372641713,14.59982718888257,11.325498853271322,0.8557499961232496,177
359,1,5000,30.32059513629623,28.969554493397663,27.03460922230799,14.74737041223439,11.853302265421062,0.9118915645384235,199
