step,examples,mean_target_gain,mean_online_prediction,mean_absolute_error,root_mean_squared_error,target_prediction_pearson,cumulative_examples
1,73,0.002465322,0.067282148,0.064816826,0.065304419,-0.220813117,73
2,17,0.123690707,0.065570089,0.148811241,0.239751073,0.114377403,90
3,13,0.092076212,0.041759190,0.107395074,0.141763688,-0.494326042,103
4,8,0.132437193,0.023521422,0.145374507,0.220570542,0.247000411,111
5,9,0.165144841,-0.006735202,0.225923060,0.303320194,-0.316135443,120
6,11,0.986388152,0.005982847,0.980405305,1.363787812,0.643335667,131
7,12,0.615992138,0.023367540,0.592624598,0.774934929,0.825788807,143
8,15,1.629827116,0.021625602,1.608201515,2.428145532,0.299231126,158
9,10,1.448171118,0.045310404,1.402860715,1.910632724,0.624972444,168
10,6,1.829189693,0.047259836,1.813863841,2.558537626,-0.358261915,174
11,11,1.702441833,0.073652916,1.628788917,1.940339509,-0.283445724,185
12,7,0.895910496,0.113387322,0.855593189,1.334405040,-0.573591515,192
13,16,1.460529569,0.129092248,1.357468256,1.735719841,-0.275280935,208
14,11,2.540028371,0.147189617,2.524742008,4.181050535,-0.387849248,219
15,12,1.201417521,0.127203666,1.142984587,1.783313465,0.365586742,231
16,18,1.276801569,0.150687621,1.163523790,1.749584966,-0.092586171,249
17,10,0.980676597,0.196968517,0.783708080,0.900359059,-0.376797325,259
18,12,1.755519769,0.198268768,1.708885450,3.082601246,-0.351427617,271
19,17,2.577496760,0.217052101,2.378472841,4.194760250,-0.292047891,288
20,13,1.032028313,0.279474238,0.853798769,1.008248754,-0.310987524,301
21,19,1.778841412,0.270208460,1.607310740,3.818243828,-0.445191717,320
22,11,1.156338831,0.319739119,1.227764576,2.289930646,-0.494851611,331
23,13,0.923738267,0.249418652,0.784218410,1.017510519,0.285062019,344
24,19,1.269004079,0.365825026,0.987492843,1.241985114,-0.260352143,363
25,14,0.840552586,0.300936653,0.756486601,1.004904714,-0.262249480,377
26,12,1.293324364,0.298315353,1.073062829,1.442986131,0.317831924,389
27,14,1.116020068,0.386062396,0.835827229,1.038628804,0.143821827,403
28,21,1.922002282,0.337459337,1.802799634,3.263331109,-0.389448191,424
29,13,1.342284111,0.447954454,1.111622952,1.754650232,-0.833875544,437
30,13,0.666972902,0.300215628,0.634909009,0.831835675,-0.187490583,450
31,13,2.704583890,0.390152580,2.408971003,5.302152272,-0.449095924,463
32,15,1.342393613,0.349364573,1.124438809,1.371464654,-0.157320960,478
33,17,2.314720309,0.360402097,2.201477639,2.923964540,-0.439480469,495
34,10,0.876756766,0.440389427,0.806728979,0.980140543,-0.424815189,505
35,11,1.753041096,0.344353973,1.527869423,2.035395214,-0.244078969,516
36,14,1.726677737,0.358690328,1.533612025,2.369391774,-0.458332085,530
37,11,1.172130914,0.362993397,0.903108494,1.114378190,-0.212435778,541
38,14,1.082972852,0.507917054,0.822582599,1.195019952,-0.199357127,555
39,17,2.635877457,0.372635074,2.566146556,3.489413244,-0.397742384,572
40,13,1.707796738,0.478006054,1.361745019,2.188870626,-0.501067920,585
41,11,2.955911177,0.250575514,2.705335663,3.552366127,0.101660383,596
42,18,1.725657724,0.367521127,1.469179521,1.940064548,-0.149693884,614
43,15,0.880874911,0.378634463,0.720360911,1.220741040,0.097716479,629
44,12,1.665717308,0.394085641,1.429632433,2.354548575,-0.231045390,641
45,14,1.456467680,0.454072170,1.188633579,2.172473640,-0.062902611,655
46,17,1.240010334,0.491453744,1.121326996,2.066726300,-0.176882188,672
47,21,1.563066290,0.582395086,1.255038279,2.767839263,-0.394856484,693
48,17,2.987597118,0.406582316,2.739884903,4.488578260,-0.447096048,710
49,18,1.515799516,0.538767122,1.457574576,2.049801503,-0.196339823,728
50,17,2.143591041,0.422264889,1.839060101,2.451162256,-0.559441106,745
51,12,0.638600402,0.464918894,0.600181196,0.714057421,-0.246423019,757
52,7,0.987078282,0.432555937,0.922951984,1.195845153,0.071919483,764
53,11,0.852126042,0.573805143,0.627090456,0.735023715,-0.621290473,775
54,11,1.459012489,0.546740776,1.343960993,1.980143272,-0.526214241,786
55,18,1.772965738,0.382297886,1.508041229,2.026489293,-0.346739302,804
56,13,2.122325395,0.580522203,1.871937798,2.507431594,-0.541270701,817
57,16,1.493335189,0.447543222,1.274573653,1.818318580,-0.116368879,833
58,21,1.975282975,0.457870653,1.661106505,2.891774127,-0.313470669,854
59,13,1.057143470,0.342219633,0.884268727,1.259961995,-0.058026110,867
60,13,0.919170174,0.460294043,0.708318022,0.932462107,-0.143460713,880
61,6,2.549003763,0.298231065,2.274967534,2.918292171,0.152797037,886
62,8,1.363243172,0.634049071,0.960133953,1.548893618,-0.574458425,894
63,15,1.520458949,0.528039226,1.414327150,2.008367953,-0.482529120,909
64,14,0.793828230,0.657471686,0.707674618,0.827944925,0.118704657,923
65,20,1.026533186,0.703412563,0.784377332,1.272674791,0.067983400,943
66,20,2.587671234,0.526440672,2.217067681,2.961932325,-0.507043075,963
67,27,1.638343178,0.530364298,1.244953254,1.897484160,-0.046671047,990
68,16,0.970405298,0.451910995,0.720809906,1.040749325,0.052894705,1006
69,11,1.973889107,0.601793005,1.675168155,2.642261779,-0.568780117,1017
70,15,0.807167962,0.616960537,0.644966178,0.798147194,0.301573498,1032
71,10,0.963114606,0.648444354,0.695125053,1.132022496,0.057178983,1042
72,9,0.856909025,0.526402377,0.543908940,0.804171666,0.017755663,1051
73,15,1.872520279,0.512940482,1.662750323,2.681421324,-0.256382841,1066
74,16,1.012627243,0.313354341,0.844375887,1.148518589,0.180296651,1082
75,18,0.959685476,0.525664683,0.791137374,1.080880108,-0.053850456,1100
76,12,1.017587843,0.582609294,0.760809971,0.949352902,0.118295036,1112
77,9,2.037425833,0.415875722,1.914943645,3.262118341,-0.540485226,1121
78,18,0.851771768,0.583064549,0.626581097,0.971628960,-0.278347794,1139
79,21,1.719151864,0.514651432,1.612700988,2.722796580,-0.326397623,1160
80,18,1.458392164,0.597771966,1.258396587,1.929677965,-0.183334811,1178
81,12,0.874036951,0.493554724,0.912487563,1.439141067,-0.402503360,1190
82,13,1.410016476,0.558332750,1.157208019,1.667165750,-0.233642482,1203
83,11,0.622889898,0.612358674,0.631151572,0.836171773,0.394156353,1214
84,14,1.447667488,0.476879244,1.138854417,1.772563412,0.314370757,1228
85,19,1.769006457,0.546647193,1.489113340,2.192771645,-0.079147909,1247
86,20,1.323482637,0.471950224,1.179806194,1.527716818,0.038465966,1267
87,10,1.365384907,0.659570262,0.927429678,1.273701315,-0.483858392,1277
88,13,0.765276317,0.394650401,0.604875943,1.049339736,-0.010799402,1290
89,10,1.922388599,0.363519342,1.905402349,3.383707088,-0.307908153,1300
90,10,1.479343952,0.482954291,1.199431719,1.659395972,-0.095801230,1310
91,12,1.267302751,0.357529331,1.109145657,1.569365707,0.117862049,1322
92,10,1.602562123,0.403815756,1.399249033,2.546259166,-0.152329524,1332
93,12,2.661510719,0.439805445,2.287713842,4.180989016,-0.381847859,1344
94,9,0.865595804,0.546674939,0.694053172,1.027236087,0.484679666,1353
95,19,0.805789794,0.464214313,0.630060004,0.784786102,0.149521819,1372
96,17,1.087040658,0.290171065,1.002943779,1.395321136,-0.043785258,1389
97,18,2.186946719,0.346791861,1.917466506,3.190760957,-0.249957104,1407
98,14,0.979953875,0.614255836,0.868520826,1.228290907,-0.141235554,1421
99,15,2.379763580,0.416530328,2.091182332,3.379379935,-0.478515024,1436
100,13,3.497199831,0.422423359,3.317009556,6.002215357,-0.329292551,1449
101,10,1.757550960,0.559621494,1.530515373,2.112417448,-0.094208042,1459
102,8,2.028558868,0.501673874,1.968603575,3.540186569,-0.416609042,1467
103,4,0.919679626,0.545020426,1.221289787,1.291514493,-0.986904496,1471
104,20,1.297154779,0.559023976,1.211226454,1.970202715,-0.235111339,1491
105,14,1.740052564,0.442556487,1.525089428,2.191755941,-0.052443766,1505
106,12,1.190606782,0.519540625,1.058696184,1.614068442,-0.511506736,1517
107,14,1.955283596,0.566302689,1.754929133,3.064793520,-0.571812970,1531
108,13,0.928030036,0.533558775,0.897193271,1.378574027,-0.148483816,1544
109,6,1.186091951,0.488644127,0.758836671,1.395016954,0.111009818,1550
110,10,0.884061427,0.612824795,0.767538860,1.138156084,-0.176982297,1560
111,8,1.318138467,0.519120158,1.260299499,1.810398663,0.080617257,1568
112,19,1.094083798,0.603496187,0.739902440,1.216866365,0.347567955,1587
113,12,1.241231298,0.522202390,1.009240527,1.593973171,0.173648755,1599
114,19,1.264315462,0.385605677,1.178887882,2.390279083,0.007023783,1618
115,18,2.226702440,0.331680329,1.962889207,2.958074010,-0.261303000,1636
116,14,1.878390555,0.455137611,1.689276731,2.674313868,-0.446811129,1650
117,14,0.931351690,0.558611217,0.738592564,1.013403012,-0.159879438,1664
118,12,1.365684563,0.538094480,1.258905735,2.058632009,-0.179472042,1676
119,15,1.806597115,0.442945353,1.645010120,2.238665003,0.016611660,1691
120,19,1.611272293,0.393253090,1.457389940,2.180894621,-0.106801334,1710
121,10,1.175081320,0.468704954,1.215209853,2.361322254,-0.420285771,1720
122,7,1.408116562,0.433264020,1.041357745,1.986505766,0.102033234,1727
123,10,1.046484339,0.482107571,1.129356690,1.471135467,-0.414543185,1737
124,8,2.493056867,0.421287457,2.211280538,2.563159377,0.113996238,1745
125,12,1.292233446,0.406839975,1.028779969,1.415659613,0.398371600,1757
126,7,1.441656845,0.440731779,1.454658416,1.710351396,-0.732878560,1764
127,9,2.788586322,0.487133614,2.602034376,4.710672428,-0.478874834,1773
128,10,1.564468615,0.762133259,1.076645586,1.471870380,-0.340153311,1783
129,11,1.578700814,0.600384978,1.312086491,1.785872330,-0.397432665,1794
130,12,1.727633749,0.476027103,1.467558859,2.047003841,-0.346202669,1806
131,6,2.773361603,0.447840452,2.575598915,3.272132319,-0.702859306,1812
132,13,2.371487229,0.483040948,1.977086201,2.225626619,0.025904214,1825
133,9,1.373843548,0.508907724,1.185101167,1.399260995,-0.308137155,1834
134,10,3.413989787,0.422464013,3.290802581,4.450247556,-0.531610451,1844
135,12,1.850162865,0.316598285,1.616447826,2.258534726,0.165462137,1856
136,13,2.516389466,0.414273991,2.237765610,3.413849447,-0.346810748,1869
137,10,3.071463733,0.372777843,2.718775394,3.955786698,-0.340607552,1879
138,11,1.637796312,0.430870372,1.480628543,2.027614106,0.034375263,1890
139,9,1.966143422,0.440221952,1.577834265,2.006745747,0.712695468,1899
140,11,4.252194483,0.511548997,4.182297116,6.522688101,-0.795589985,1910
141,8,4.258321513,0.317529370,4.111314338,5.938775005,-0.414812117,1918
142,9,1.760665573,0.644332536,1.742928365,2.006130186,-0.677926223,1927
143,19,3.059273099,0.550198081,2.559580191,3.544595905,-0.316025424,1946
144,20,2.203810788,0.613525158,1.877195635,2.891027587,-0.565542492,1966
145,9,2.099271109,0.317545262,1.878778968,3.121990589,0.073090756,1975
146,13,2.300719136,0.479566720,2.053614884,3.540135741,-0.354257719,1988
147,17,1.646847865,0.407956527,1.344489612,1.847621298,-0.430750385,2005
148,10,2.249985335,0.420930768,1.944596043,2.519526461,0.289269017,2015
149,14,2.007484128,0.592843918,1.659314264,2.371310377,-0.112752683,2029
150,13,3.325008603,0.400970265,3.267409236,4.627727929,-0.577379424,2042
