step,pending_transitions,pull_updates_this_step,queued_transitions,t2_b0_train_updates,train_updates_this_step
1,0,0,0,0,0
2,0,0,3,3,3
3,0,0,5,8,5
4,0,0,6,14,6
5,0,0,6,20,6
6,0,0,7,27,7
7,0,0,6,33,6
8,0,0,7,40,7
9,0,0,8,48,8
10,0,0,6,54,6
11,0,0,7,61,7
12,0,0,8,69,8
13,0,0,7,76,7
14,0,0,5,81,5
15,0,0,6,87,6
16,0,0,7,94,7
17,0,0,7,101,7
18,0,0,7,108,7
19,0,0,8,116,8
20,0,0,7,123,7
21,0,0,7,130,7
22,0,0,7,137,7
23,0,0,5,142,5
24,0,0,8,150,8
25,0,0,7,157,7
26,0,0,7,164,7
27,0,0,6,170,6
28,0,0,7,177,7
29,0,0,7,184,7
30,0,0,7,191,7
31,0,0,7,198,7
32,0,0,7,205,7
33,0,0,7,212,7
34,0,0,6,218,6
35,0,0,7,225,7
36,0,0,8,233,8
37,0,0,6,239,6
38,0,0,8,247,8
39,0,0,9,256,9
40,0,0,8,264,8
41,0,0,8,272,8
42,0,0,9,281,9
43,0,0,8,289,8
44,0,0,7,296,7
45,0,0,7,303,7
46,0,0,8,311,8
47,0,0,8,319,8
48,0,0,7,326,7
49,0,0,6,332,6
50,0,0,6,338,6
51,0,0,7,345,7
52,0,0,6,351,6
53,0,0,5,356,5
54,0,0,6,362,6
55,0,0,6,368,6
56,0,0,5,373,5
57,0,0,6,379,6
58,0,0,6,385,6
59,0,0,6,391,6
60,0,0,6,397,6
61,0,0,5,402,5
62,0,0,5,407,5
63,0,0,6,413,6
64,0,0,8,421,8
65,0,0,7,428,7
66,0,0,6,434,6
67,0,0,7,441,7
68,0,0,6,447,6
69,0,0,5,452,5
70,0,0,5,457,5
71,0,0,5,462,5
72,0,0,5,467,5
73,0,0,6,473,6
74,0,0,6,479,6
75,0,0,6,485,6
76,0,0,6,491,6
77,0,0,6,497,6
78,0,0,5,502,5
79,0,0,6,508,6
80,0,0,7,515,7
81,0,0,6,521,6
82,0,0,6,527,6
83,0,0,6,533,6
84,0,0,6,539,6
85,0,0,5,544,5
86,0,0,8,552,8
87,0,0,7,559,7
88,0,0,7,566,7
89,0,0,7,573,7
90,0,0,8,581,8
91,0,0,6,587,6
92,0,0,7,594,7
93,0,0,7,601,7
94,0,0,7,608,7
95,0,0,7,615,7
96,0,0,6,621,6
97,0,0,6,627,6
98,0,0,5,632,5
99,0,0,6,638,6
100,0,0,6,644,6
101,0,0,6,650,6
102,0,0,4,654,4
103,0,0,5,659,5
104,0,0,5,664,5
105,0,0,5,669,5
106,0,0,4,673,4
107,0,0,5,678,5
108,0,0,3,681,3
109,0,0,4,685,4
110,0,0,4,689,4
111,0,0,5,694,5
112,0,0,5,699,5
113,0,0,5,704,5
114,0,0,5,709,5
115,0,0,5,714,5
116,0,0,4,718,4
117,0,0,5,723,5
118,0,0,4,727,4
119,0,0,5,732,5
120,0,0,6,738,6
121,0,0,5,743,5
122,0,0,7,750,7
123,0,0,6,756,6
124,0,0,6,762,6
125,0,0,6,768,6
126,0,0,5,773,5
127,0,0,6,779,6
128,0,0,6,785,6
129,0,0,7,792,7
130,0,0,7,799,7
131,0,0,5,804,5
132,0,0,7,811,7
133,0,0,7,818,7
134,0,0,7,825,7
135,0,0,7,832,7
136,0,0,8,840,8
137,0,0,7,847,7
138,0,0,7,854,7
139,0,0,6,860,6
140,0,0,7,867,7
141,0,0,7,874,7
142,0,0,7,881,7
143,0,0,6,887,6
144,0,0,6,893,6
145,0,0,6,899,6
146,0,0,6,905,6
147,0,0,5,910,5
148,0,0,6,916,6
149,0,0,5,921,5
150,0,0,4,925,4
151,0,0,5,930,5
152,0,0,5,935,5
153,0,0,5,940,5
154,0,0,6,946,6
155,0,0,7,953,7
156,0,0,6,959,6
157,0,0,7,966,7
158,0,0,8,974,8
159,0,0,8,982,8
160,0,0,8,990,8
161,0,0,8,998,8
162,0,0,6,1004,6
163,0,0,8,1012,8
164,0,0,7,1019,7
165,0,0,7,1026,7
166,0,0,7,1033,7
167,0,0,7,1040,7
168,0,0,7,1047,7
169,0,0,8,1055,8
170,0,0,8,1063,8
171,0,0,9,1072,9
