step,contact_threshold_rx_power_dbm,contact_threshold_snr_db,feasible_contact_decisions,feasible_contact_pairs,greedy_comm_bytes,greedy_comm_cumulative_mb,greedy_comm_mb,greedy_events,local_policy_initial_pull_probability,model_transfer_snr_min_db,network_half_duplex_rejections,network_mean_direction_capacity_bytes,network_mean_sinr_db,network_min_sinr_db,network_raw_contact_pairs,network_raw_directed_candidates,network_rejected_transfers,network_scheduled_transfers,network_shortlisted_directed_candidates,network_sinr_or_airtime_rejections,network_transfer_proposals,noise_floor_dbm,propagation_loss_contact_threshold_db,rssi_gossip_threshold_dbm,sample_network_bundle_capacity_bytes,sample_network_delivered_samples,sample_network_max_samples_per_direction,sample_network_raw_contact_pairs,sample_network_scheduled_transfers,sample_network_transfer_proposals,snr_min_db,t2_b0_comm_bytes,t2_b0_comm_cumulative_mb,t2_b0_comm_cumulative_vs_greedy_ratio,t2_b0_comm_mb,t2_b0_comm_vs_greedy_ratio,t2_b0_events,t2_b0_metadata_bytes,t2_b0_model_bytes,t2_b0_model_messages,t2_b0_policy_bytes,t2_b0_policy_messages,t2_b0_pull_events,t2_b0_scalar_bytes,t2_b0_scalar_control_bytes,t2_b0_scalar_control_messages,t2_b0_scalar_loss_bytes,t2_b0_scalar_loss_messages,t2_b0_scalar_messages,t2_b0_selected_providers,t2_b0_training_sample_bytes,t2_b0_training_sample_messages,t2_b0_valid_pull_events
1,-47.5,57.5,0,0,0,0.0,0.0,0,0.0,57.5,,,,,0,,,0,0,,0,-105.0,70.5,-47.5,,,,,,,5.0,0,0.0,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-47.5,57.5,6,3,0,0.0,0.0,0,0.0,57.5,3,562500.0,59.35386483346665,45.681154542495044,3,6,3,3,6,0,6,-105.0,70.5,-47.5,192878,0,32,3,0,0,5.0,867876,0.867876,nan,0.867876,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,0,0,3
3,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,5,562500.0,35.43944085911509,19.986092455809047,5,10,5,5,10,0,10,-105.0,70.5,-47.5,192878,3,32,5,3,3,5.0,1446964,2.31484,nan,1.446964,nan,5,0,1445800,10,0,0,5,660,320,80,340,85,165,5,504,3,5
4,-47.5,57.5,28,14,0,0.0,0.0,0,0.0,57.5,9,562500.0,37.377391443685426,20.717334999442567,14,28,9,6,28,0,15,-105.0,70.5,-47.5,192878,5,32,14,5,13,5.0,1736592,4.051432,nan,1.736592,nan,6,0,1734960,12,0,0,6,792,384,96,408,102,198,6,840,5,6
5,-47.5,57.5,30,15,0,0.0,0.0,0,0.0,57.5,9,562500.0,48.810256234179526,33.064673854426665,15,30,9,6,30,0,15,-105.0,70.5,-47.5,192878,9,32,15,6,15,5.0,1737264,5.788696,nan,1.737264,nan,6,0,1734960,12,0,0,6,792,384,96,408,102,198,6,1512,9,6
6,-47.5,57.5,40,20,0,0.0,0.0,0,0.0,57.5,9,562500.0,43.46893883529832,21.851955636221465,20,40,9,7,40,0,16,-105.0,70.5,-47.5,192878,13,32,20,7,19,5.0,2027228,7.815924,nan,2.027228,nan,7,0,2024120,14,0,0,7,924,448,112,476,119,231,7,2184,13,7
7,-47.5,57.5,38,19,0,0.0,0.0,0,0.0,57.5,10,562500.0,47.74326791246432,30.98300134956389,19,38,10,6,38,0,16,-105.0,70.5,-47.5,192878,11,32,19,7,19,5.0,1737600,9.553524,nan,1.7376,nan,6,0,1734960,12,0,0,6,792,384,96,408,102,198,6,1848,11,6
8,-47.5,57.5,42,21,0,0.0,0.0,0,0.0,57.5,11,562500.0,39.71368907359072,28.350419368724484,21,42,11,7,42,0,18,-105.0,70.5,-47.5,192878,16,32,21,6,20,5.0,2027732,11.581256,nan,2.027732,nan,7,0,2024120,14,0,0,7,924,448,112,476,119,231,7,2688,16,7
9,-47.5,57.5,46,23,0,0.0,0.0,0,0.0,57.5,11,494507.7047279234,33.33941588688607,5.501442940370503,23,46,11,8,46,0,19,-105.0,70.5,-47.5,192878,16,32,23,7,22,5.0,2317024,13.89828,nan,2.317024,nan,8,0,2313280,16,0,0,8,1056,512,128,544,136,264,8,2688,16,8
10,-47.5,57.5,50,25,0,0.0,0.0,0,0.0,57.5,13,562500.0,47.37084806025627,34.06294402907034,25,50,13,6,50,0,19,-105.0,70.5,-47.5,192878,20,32,25,7,25,5.0,1739112,15.637392,nan,1.739112,nan,6,0,1734960,12,0,0,6,792,384,96,408,102,198,6,3360,20,6
