step,eval_is_final,eval_n_pairs_per_zone,t2_b0_total,t2_b0_z0,t2_b0_z1,t2_b0_z2,t2_b0_z3
1000,1,200,19.084988048170953,8.711005210876465,23.673076629638672,13.150620460510254,25.45018768310547
