step,eval_is_final,eval_n_pairs_per_zone,t2_b0_active_models_total,t2_b0_active_models_z0,t2_b0_balanced_rmse_total,t2_b0_censored_gain_vs_prior_total,t2_b0_censored_rmse_total,t2_b0_censored_rmse_z0,t2_b0_false_reachable_rate_total,t2_b0_false_reachable_rate_z0,t2_b0_floor_rmse_total,t2_b0_individual_total,t2_b0_individual_z0,t2_b0_mean_abs_prediction_shift_from_prior_db_total,t2_b0_mean_model_rmse_total,t2_b0_mean_model_rmse_z0,t2_b0_mean_support_total,t2_b0_median_model_rmse_total,t2_b0_p10_model_rmse_total,t2_b0_p90_model_rmse_total,t2_b0_prior_censored_rmse_total,t2_b0_prior_false_reachable_rate_total,t2_b0_prior_floor_rmse_total,t2_b0_prior_reachable_rmse_total,t2_b0_prior_rmse_total,t2_b0_reachable_count_total,t2_b0_reachable_gain_vs_prior_total,t2_b0_reachable_rmse_total,t2_b0_rmse_gain_vs_prior_total,t2_b0_supported_fraction_total,t2_b0_supported_gain_vs_prior_total,t2_b0_supported_prior_rmse_total,t2_b0_supported_rmse_total,t2_b0_total,t2_b0_unavailable_censored_rmse_total,t2_b0_unavailable_censored_rmse_z0,t2_b0_unavailable_count_total,t2_b0_z0
100,1,500,10,10,41.23595298035305,26.804990780943044,29.175878386632405,29.175878386632405,0.8,0.8,50.71926425434171,30.545190557278495,30.545190557278495,44.270499659729005,27.639541821906978,27.639541821906978,nan,24.368806670376742,16.6334864024661,52.54139322908605,55.98086916757545,0.0,0.0,57.73985773449496,55.98086906191913,4700,28.95854661262232,28.78131112187264,25.435678504640634,nan,nan,nan,nan,30.545190557278495,34.77782823245495,34.77782823245495,300,30.545190557278495
200,1,500,10,10,31.232264067943717,44.250550055655594,12.661712303241002,12.661712303241002,1.0,1.0,42.670844686113256,15.869391030227323,15.869391030227323,56.15577013702393,15.72726618059743,15.72726618059743,nan,14.951603308224541,13.696936856635961,17.57551593060013,56.9122623588966,0.0,0.0,59.078826793531746,56.91226243507207,4640,47.67235269356831,11.406474099963438,41.042871404844746,nan,nan,nan,nan,15.869391030227323,23.445876818054582,23.445876818054582,360,15.869391030227323
300,1,500,10,10,33.89908385000399,41.58044528346046,14.588225853103665,14.588225853103665,0.996969696969697,0.996969696969697,46.05937751666313,17.46927414516958,17.46927414516958,54.165635765075685,17.142193369965952,17.142193369965952,nan,17.687797985786105,12.954113875422047,21.082705308763284,56.16867113656413,0.0,0.0,58.11934514900756,56.16867128598649,4670,44.821619233772694,13.297725915234864,38.69939714081691,nan,nan,nan,nan,17.46927414516958,26.87162722992611,26.87162722992611,330,17.46927414516958
400,1,500,10,10,30.182704974225686,46.992641879331174,10.452091114276557,10.452091114276557,1.0,1.0,41.563069691046444,12.512236863648218,12.512236863648218,56.89332395172119,12.488248331170334,12.488248331170334,nan,12.27811370400844,11.629376751181665,13.386938631521767,57.44473299360773,0.0,0.0,58.568308288908405,57.44473309071321,4810,48.84706366800147,9.72124462090694,44.93249622706499,nan,nan,nan,nan,12.512236863648218,21.965709146785873,21.965709146785873,190,12.512236863648218
500,1,500,10,10,28.29738636769587,44.75869541215853,11.314046143404727,11.314046143404727,1.0,1.0,38.47842653207751,12.608183341337593,12.608183341337593,55.755755335998536,12.478202050989484,12.478202050989484,nan,11.93665409002564,11.08226976769445,15.754428027983533,56.07274155556326,0.0,0.0,56.87463961514552,56.07274152094585,4860,45.87942055862675,10.995219056518769,43.464558179608254,nan,nan,nan,nan,12.608183341337593,19.362937345235647,19.362937345235647,140,12.608183341337593
600,1,500,10,10,35.47267206882282,41.95825159982693,14.768172776970191,14.768172776970191,1.0,1.0,48.36809911379101,17.518202567301195,17.518202567301195,56.39142478637695,17.080688304467593,17.080688304467593,nan,19.522109977735703,11.698376837705974,20.587960590958016,56.72642437679712,0.0,0.0,58.50883921848957,56.72642427205649,4700,45.1991466779771,13.309692540512476,39.208221704755296,nan,nan,nan,nan,17.518202567301195,29.320040573426212,29.320040573426212,300,17.518202567301195
700,1,500,10,10,27.232728601928024,46.155056660451834,10.884410794244447,10.884410794244447,1.0,1.0,37.1480901777217,14.061989789719156,14.061989789719156,55.512029220581056,14.031465430458127,14.031465430458127,nan,14.21868221280363,12.886475076745329,15.411818932221221,57.03946745469628,0.0,0.0,59.27478237381544,57.03946737460744,4630,49.112971001801384,10.161811372014057,42.977477584888284,nan,nan,nan,nan,14.061989789719156,17.572016387958314,17.572016387958314,370,14.061989789719156
800,1,500,10,10,30.895023098318532,40.721359545336234,14.018832743927456,14.018832743927456,1.0,1.0,41.771072136793,17.414900510469938,17.414900510469938,57.26658997192383,16.806584840937198,16.806584840937198,nan,15.938904090026568,13.598449566738092,18.56934860165366,54.74019228926369,0.0,0.0,57.32035883316187,54.74019241405115,4560,44.50698936864917,12.813369464512695,37.32529190358122,nan,nan,nan,nan,17.414900510469938,23.05952990001556,23.05952990001556,440,17.414900510469938
900,1,500,10,10,28.416673386703422,43.431656691035485,12.107822551135516,12.107822551135516,0.981081081081081,0.981081081081081,38.580226725933386,15.07839151177473,15.07839151177473,55.59226360015869,15.012022537306743,15.012022537306743,nan,14.520188316376961,14.171697391054282,15.845980998702942,55.539479242171005,0.0,0.0,57.71601117693616,55.53947909513718,4630,46.46519971692438,11.250811460011784,40.461087583362456,nan,nan,nan,nan,15.07839151177473,19.92743063983892,19.92743063983892,370,15.07839151177473
1000,1,500,10,10,33.50313414174593,37.09195913765143,20.52908412621263,20.52908412621263,0.9,0.9,42.77435587230663,21.46006396540708,21.46006396540708,52.310387313842774,16.87033153696658,16.87033153696658,nan,12.375436862915342,10.563448486664026,20.008420590463253,57.62104326386406,0.0,0.0,58.56571369109275,57.62104346419235,4840,38.187429309209406,20.378284381883347,36.16097949878527,nan,nan,nan,nan,21.46006396540708,24.658673923616714,24.658673923616714,160,21.46006396540708
