step,examples,mean_target_gain,mean_online_prediction,mean_absolute_error,root_mean_squared_error,target_prediction_pearson,cumulative_examples
1,94,0.003198875,0.119146852,0.115947977,0.116207961,-0.085613542,94
2,23,0.198556164,0.108453759,0.200004048,0.306172945,0.211381491,117
3,19,0.117883167,0.076252192,0.126461582,0.244579707,0.415915855,136
4,15,0.095074307,0.034433187,0.113730159,0.166949613,0.065331726,151
5,20,0.215695475,0.023705323,0.235238435,0.372289135,0.155322418,171
6,29,0.420739872,0.016880165,0.416212916,0.591577511,0.738747513,200
7,23,0.540761516,0.014863441,0.542728123,0.771106457,0.351754171,223
8,19,0.660158343,0.025162784,0.657762651,1.231923549,0.236041489,242
9,23,0.715371185,0.054077462,0.682303596,0.881406754,0.218650503,265
10,13,0.507153135,0.057366090,0.488174965,0.594624591,-0.206997575,278
11,17,0.927910984,0.084370673,0.900778411,1.267704655,0.213487226,295
12,24,0.762801548,0.104885930,0.690069496,0.943810265,0.597385477,319
13,31,0.781079384,0.137434826,0.679927845,1.102920471,0.309449934,350
14,21,0.927763526,0.157169761,0.802863935,1.120453371,0.126653538,371
15,22,1.615654377,0.153236844,1.535625449,2.309423554,0.103476143,393
16,21,1.251880262,0.197879105,1.086198105,1.684533339,-0.265973875,414
17,19,1.176337011,0.210223578,0.975368111,1.445275074,-0.009673369,433
18,35,1.249192481,0.222647514,1.069800614,1.921060973,-0.126740564,468
19,25,1.333596110,0.236169963,1.121952545,1.751776434,-0.381289068,493
20,17,0.768345434,0.232818656,0.696961011,0.894318412,-0.223543404,510
21,25,1.455005579,0.273691174,1.371530850,2.753624011,-0.361527169,535
22,23,0.660513484,0.298999074,0.521147504,0.677230418,0.012018013,558
23,22,0.672861649,0.313481506,0.554564268,0.790526239,-0.033893978,580
24,20,0.765691390,0.345709241,0.583428175,0.954517108,0.024915928,600
25,18,0.741971367,0.329511748,0.767335317,1.056198712,-0.415292452,618
26,18,1.563005206,0.306077526,1.502676294,3.247848865,-0.402165360,636
27,23,1.339364079,0.379978530,1.124746652,2.076112685,-0.590554047,659
28,28,1.045754309,0.402492121,0.851566041,1.257623149,-0.489780016,687
29,38,1.587397251,0.367924748,1.379111547,2.156617728,-0.330856687,725
30,19,1.575378259,0.365098428,1.369568871,2.451022950,-0.043807559,744
31,24,1.034196234,0.359657403,0.857950794,1.534487052,-0.206273350,768
32,33,1.699625070,0.370817401,1.573206963,3.158435771,-0.262062171,801
33,22,1.938856750,0.445430096,1.758751100,2.918532825,-0.490853407,823
34,27,1.347806277,0.372036902,1.086338336,1.676955255,0.000529864,850
35,20,1.154625376,0.362186881,1.039392102,2.164313801,-0.248055410,870
36,22,1.123877442,0.379437447,0.948299222,1.560574517,-0.161553819,892
37,35,1.745767945,0.361673307,1.698141480,2.714364220,-0.042909951,927
38,28,1.139310693,0.406582727,0.986874446,1.998922221,-0.250811300,955
39,30,1.401939141,0.463784262,1.331925181,2.272829756,-0.349708865,985
40,28,1.575990042,0.481046788,1.459688136,2.739358921,-0.682736045,1013
41,31,0.982579466,0.406778496,0.889249252,1.266402137,-0.222840166,1044
42,29,2.542420215,0.439647334,2.490586814,4.870424284,-0.526327981,1073
