step,feasible_contact_pairs,feasible_contact_decisions,t2_b0_events,t2_b0_pull_events,t2_b0_valid_pull_events,t2_b0_comm_mb,t2_b0_comm_cumulative_mb,t2_b0_metadata_bytes,t2_b0_model_bytes,t2_b0_policy_bytes,t2_b0_training_sample_bytes
1,2392,4784,97,97,94,59.012152,59.012152,0,4557448,54441920,0
2,2445,4890,23,23,23,57.02386,116.036012,0,1080632,55648200,291900
3,2469,4938,21,21,19,57.599888,173.6359,0,986664,56194440,416200
4,2401,4802,15,15,15,55.87596,229.51186,0,704760,54646760,522400
5,2489,4978,20,20,20,58.09964,287.6115,0,939680,56649640,507600
6,2714,5428,29,29,29,63.52282,351.13432,0,1362536,61770640,385700
7,2852,5704,23,23,23,66.45608,417.5904,0,1080632,64911520,460800
8,2837,5674,20,20,19,65.916784,483.507184,0,939680,64570120,404400
9,2809,5618,23,23,23,65.5455,549.052684,0,1080632,63932840,528900
10,2728,5456,13,13,13,63.08344,612.136124,0,610792,62089280,381600
11,2658,5316,17,17,17,61.62502,673.761144,0,798728,60496080,327900
12,2645,5290,24,24,24,61.60348,735.364624,0,1127616,60200200,272400
13,2570,5140,31,31,31,60.36932,795.733944,0,1456504,58493200,415400
14,2448,4896,21,21,21,57.1404,852.874344,0,986664,55716480,434400
15,2515,5030,22,22,22,58.90534,911.779684,0,1033648,57241400,627300
16,2476,4952,21,21,21,57.84558,969.625264,0,986664,56353760,502300
17,2669,5338,19,19,19,62.13852,1031.763784,0,892696,60746440,496800
18,2887,5774,35,35,35,67.99712,1099.760904,0,1644440,65708120,639800
19,2923,5846,25,25,25,68.22628,1167.987184,0,1174600,66527480,520800
20,2937,5874,17,17,17,68.42256,1236.409744,0,798728,66846120,775400
21,2834,5668,25,25,25,66.23284,1302.642584,0,1174600,64501840,553000
22,2758,5516,23,23,23,64.31564,1366.958224,0,1080632,62772080,459800
23,2819,5638,22,22,22,65.88408,1432.842304,0,1033648,64160440,687000
24,3034,6068,20,20,20,70.72334,1503.565644,0,939680,69053840,727100
25,3114,6228,19,19,18,72.405884,1575.971528,0,892696,70874640,636100
26,3155,6310,18,18,18,73.26436,1649.235888,0,845712,71807800,608400
27,3435,6870,23,23,23,79.85826,1729.094148,0,1080632,78180600,593900
28,3277,6554,28,28,28,76.68678,1805.780928,0,1315552,74584520,782900
29,3469,6938,38,38,38,81.4417,1887.222628,0,1785392,78954440,696700
30,3363,6726,19,19,19,78.19206,1965.414688,0,892696,76541880,754900
31,3345,6690,24,24,24,78.09708,2043.511768,0,1127616,76132200,834000
32,3188,6376,33,33,33,74.96334,2118.475108,0,1550472,72558880,849500
33,3061,6122,22,22,22,71.4882,2189.963308,0,1033648,69668360,783200
34,3182,6364,27,27,27,74.22786,2264.191168,0,1268568,72422320,533300
35,3241,6482,20,20,20,75.32836,2339.519528,0,939680,73765160,620800
36,3437,6874,22,22,22,79.98576,2419.505288,0,1033648,78226120,723000
37,3581,7162,35,35,35,84.05866,2503.563948,0,1644440,81503560,905900
38,3496,6992,28,28,28,81.44652,2585.010468,0,1315552,79568960,558200
39,3434,6868,30,30,30,80.22804,2665.238508,0,1409520,78157840,656600
40,3331,6662,28,28,28,77.66562,2742.904128,0,1315552,75813560,532700
41,3788,7576,31,31,31,88.7979,2831.702028,0,1456504,86214880,1122300
42,3805,7610,29,29,29,88.66478,2920.366808,0,1362536,86601800,696500
43,3852,7704,27,27,27,89.48026,3009.847068,0,1268568,87671520,536500
44,4061,8122,20,20,20,93.92766,3103.774728,0,939680,92428360,556900
45,4226,8452,19,19,19,97.69124,3201.465968,0,892696,96183760,612200
46,4392,8784,31,31,31,102.02914,3303.495108,0,1456504,99961920,606500
47,4462,8924,33,33,33,103.96188,3407.456988,0,1550472,101555120,851800
48,4511,9022,39,39,39,105.47714,3512.934128,0,1832376,102670360,969100
49,4231,8462,30,30,30,98.26566,3611.199788,0,1409520,96297560,554500
50,4357,8714,22,22,22,100.91546,3712.115248,0,1033648,99165320,713500
51,4481,8962,12,12,12,103.17588,3815.291128,199080,563808,101987560,423800
52,4400,8800,7,7,7,100.96698,3916.258108,216640,328888,100144000,276500
53,4341,8682,9,9,9,99.72836,4015.986468,241720,422856,98801160,261400
54,4185,8370,17,17,17,96.6075,4112.593968,251960,798728,95250600,303900
55,4303,8606,15,15,15,99.47496,4212.068928,265680,704760,97936280,566200
56,4436,8872,27,27,27,102.90816,4314.977088,291560,1268568,100963360,381000
57,4746,9492,31,31,31,110.45934,4425.436428,328560,1456504,108018960,651100
58,5132,10264,22,22,22,118.90224,4544.338668,341680,1033648,116804320,719600
59,5384,10768,31,31,31,124.92718,4669.265848,366120,1456504,122539840,560500
60,5477,10954,25,25,25,126.653,4795.918848,380880,1174600,124656520,437600
61,5747,11494,23,23,23,132.62928,4928.548128,392000,1080632,130801720,351800
62,5591,11182,29,29,29,129.28036,5057.828488,379920,1362536,127251160,282800
63,5443,10886,19,19,19,125.53254,5183.361028,378080,892696,123882680,376500
64,5218,10436,27,27,27,121.0223,5304.383328,365680,1268568,118761680,622700
65,4486,8972,43,43,43,104.92742,5409.310748,320200,2020312,102101360,479700
66,3998,7996,43,43,43,93.96098,5503.271728,278040,2020312,90994480,662300
67,3965,7930,32,32,32,92.55914,5595.830868,277600,1503488,90243400,530300
68,3623,7246,33,33,33,84.641,5680.471868,255160,1550472,82459480,371400
69,3533,7066,28,28,28,82.24516,5762.717028,242720,1315552,80411080,272000
70,3644,7288,14,14,14,84.1593,5846.876328,248080,657776,82937440,314100
71,3756,7512,26,26,26,87.25162,5934.127948,256840,1221584,85486560,283100
72,3767,7534,27,27,26,87.625264,6021.753212,255240,1268568,85736920,361000
73,3793,7586,22,22,22,87.89286,6109.646072,250440,1033648,86328680,277100
74,3984,7968,16,16,16,92.08716,6201.733232,258800,751744,90675840,398600
75,4216,8432,22,22,22,97.77218,6299.505412,271080,1033648,95956160,508300
76,4420,8840,45,45,45,103.4989,6403.004312,292400,2114280,100599200,486900
77,4540,9080,26,26,25,105.447604,6508.451916,285920,1221584,103330400,606300
78,4516,9032,33,33,33,105.28596,6613.737876,276440,1550472,102784160,670400
79,4599,9198,22,22,22,106.64818,6720.386056,278400,1033648,104673240,659900
80,4543,9086,31,31,31,105.702,6826.088056,289600,1456504,103398680,553000
81,3909,7818,23,23,23,90.724,6916.812056,240800,1080632,88968840,430600
82,3417,6834,23,23,23,79.38016,6996.192216,208680,1080632,77770920,316800
83,3362,6724,23,23,23,78.02414,7074.216356,213960,1080632,76519120,207300
84,3403,6806,26,26,26,79.25926,7153.475616,230760,1221584,77452280,351100
85,3231,6462,28,28,28,75.6294,7229.105016,224080,1315552,73537560,548400
86,3030,6060,36,36,36,71.53544,7300.640456,203520,1691424,68962800,672800
87,2905,5810,15,15,15,67.27946,7367.919916,203560,704760,66117800,251300
88,2952,5904,23,23,23,68.7344,7436.654316,206320,1080632,67187520,256800
89,2884,5768,23,23,23,67.12014,7503.774456,204240,1080632,65639840,192300
90,2992,5984,16,16,16,69.3229,7573.097356,200160,751744,68097920,270900
91,2934,5868,21,21,21,68.16556,7641.262916,195000,986664,66777840,203200
92,2988,5976,22,22,22,69.54578,7710.808696,196160,1033648,68006880,306100
93,3038,6076,28,28,28,70.994,7781.802696,198760,1315552,69144880,331000
94,3032,6064,20,20,20,70.38202,7852.184716,203800,939680,69008320,227500
95,3066,6132,23,23,23,71.60152,7923.786236,212000,1080632,69782160,523600
96,3214,6428,25,25,25,75.36678,7999.153016,220040,1174600,73150640,818100
97,3281,6562,32,32,32,77.0856,8076.238616,230400,1503488,74675560,671800
98,2993,5986,32,32,32,70.4781,8146.716716,197480,1503488,68120680,652100
99,2973,5946,23,23,23,69.34418,8216.060896,187640,1080632,67665480,407300
100,2891,5782,17,17,17,67.15972,8283.220616,182120,798728,65799160,377400
101,2729,5458,27,27,27,63.9145,8347.135116,176720,1268568,62112040,353500
102,2707,5414,12,12,12,62.60492,8409.740036,177360,563808,61611320,250800
103,2686,5372,29,29,29,62.91728,8472.657316,184040,1362536,61133360,233400
104,2694,5388,32,32,32,63.2648,8535.922116,177920,1503488,61315440,263600
105,2109,4218,32,32,32,49.95,8585.872116,135520,1503488,48000840,305800
106,1882,3764,21,21,21,44.29076,8630.162876,110520,986664,42834320,356400
107,1840,3680,17,17,17,43.10534,8673.268216,110200,798728,41878400,315700
108,1730,3460,21,21,21,40.71752,8713.985736,107600,986664,39374800,245600
109,1701,3402,18,18,18,39.84272,8753.828456,105600,845712,38714760,174200
110,1684,3368,18,18,18,39.48672,8793.315176,105920,845712,38327840,204800
111,1675,3350,19,19,19,39.294,8832.609176,104120,892696,38123000,171600
112,1772,3544,21,21,21,41.8923,8874.501476,109560,986664,40330720,462500
113,1596,3192,24,24,24,38.14092,8912.642396,99280,1127616,36324960,585800
114,1660,3320,27,27,26,40.094744,8952.73714,107240,1268568,37781600,933800
115,1718,3436,23,23,23,41.1638,8993.90094,114560,1080632,39101680,863800
116,1659,3318,21,21,21,39.17824,9033.07918,109680,986664,37758840,320200
117,1696,3392,21,21,21,40.07926,9073.15844,111080,986664,38600960,377700
118,1600,3200,20,20,20,37.69034,9110.84878,100240,939680,36416000,231700
119,1589,3178,23,23,23,37.59982,9148.4486,108120,1080632,36165640,242300
120,1649,3298,24,24,24,39.08368,9187.53228,113360,1127616,37531240,308200
