step,contact_threshold_rx_power_dbm,contact_threshold_snr_db,feasible_contact_decisions,feasible_contact_pairs,greedy_comm_bytes,greedy_comm_cumulative_mb,greedy_comm_mb,greedy_events,local_policy_initial_pull_probability,model_transfer_snr_min_db,network_half_duplex_rejections,network_mean_direction_capacity_bytes,network_mean_sinr_db,network_min_sinr_db,network_raw_contact_pairs,network_raw_directed_candidates,network_rejected_transfers,network_scheduled_transfers,network_shortlisted_directed_candidates,network_sinr_or_airtime_rejections,network_transfer_proposals,noise_floor_dbm,propagation_loss_contact_threshold_db,rssi_gossip_threshold_dbm,sample_network_bundle_capacity_bytes,sample_network_delivered_samples,sample_network_max_samples_per_direction,sample_network_raw_contact_pairs,sample_network_scheduled_transfers,sample_network_transfer_proposals,snr_min_db,t2_b0_comm_bytes,t2_b0_comm_cumulative_mb,t2_b0_comm_cumulative_vs_greedy_ratio,t2_b0_comm_mb,t2_b0_comm_vs_greedy_ratio,t2_b0_events,t2_b0_metadata_bytes,t2_b0_model_bytes,t2_b0_model_messages,t2_b0_policy_bytes,t2_b0_policy_messages,t2_b0_pull_events,t2_b0_scalar_bytes,t2_b0_scalar_control_bytes,t2_b0_scalar_control_messages,t2_b0_scalar_loss_bytes,t2_b0_scalar_loss_messages,t2_b0_scalar_messages,t2_b0_selected_providers,t2_b0_training_sample_bytes,t2_b0_training_sample_messages,t2_b0_valid_pull_events
1,-47.5,57.5,0,0,0,0.0,0.0,0,0.0,57.5,,,,,0,,,0,0,,0,-105.0,70.5,-47.5,,,,,,,5.0,0,0.0,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-47.5,57.5,6,3,0,0.0,0.0,0,0.0,57.5,1,562500.0,59.13781553062353,45.03304434141456,3,6,1,3,6,0,4,-105.0,70.5,-47.5,192878,0,32,3,0,0,5.0,867876,0.867876,nan,0.867876,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,0,0,3
3,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,0,562500.0,40.833085282105955,33.706155282679596,5,10,0,3,10,0,3,-105.0,70.5,-47.5,192878,2,32,5,2,2,5.0,868212,1.736088,nan,0.868212,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,336,2,3
4,-47.5,57.5,28,14,0,0.0,0.0,0,0.0,57.5,1,562500.0,44.74475708343973,31.976798964587726,14,28,1,3,28,0,4,-105.0,70.5,-47.5,192878,5,32,14,4,8,5.0,868716,2.604804,nan,0.868716,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,840,5,3
5,-47.5,57.5,30,15,0,0.0,0.0,0,0.0,57.5,0,562500.0,36.939658151474305,30.68527381193935,15,30,0,2,30,0,2,-105.0,70.5,-47.5,192878,4,32,15,4,10,5.0,579256,3.18406,nan,0.579256,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,672,4,2
6,-47.5,57.5,40,20,0,0.0,0.0,0,0.0,57.5,0,562500.0,66.4793930053711,66.4793930053711,20,40,0,1,40,0,1,-105.0,70.5,-47.5,192878,12,32,20,6,14,5.0,291308,3.475368,nan,0.291308,nan,1,0,289160,2,0,0,1,132,64,16,68,17,33,1,2016,12,1
7,-47.5,57.5,38,19,0,0.0,0.0,0,0.0,57.5,0,0.0,nan,nan,19,38,0,0,38,0,0,-105.0,70.5,-47.5,192878,5,32,19,4,11,5.0,840,3.476208,nan,0.00084,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840,5,0
8,-47.5,57.5,42,21,0,0.0,0.0,0,0.0,57.5,0,562500.0,58.41473960876465,58.01583480834961,21,42,0,2,42,0,2,-105.0,70.5,-47.5,192878,3,32,21,2,10,5.0,579088,4.055296,nan,0.579088,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,504,3,2
9,-47.5,57.5,46,23,0,0.0,0.0,0,0.0,57.5,0,562500.0,59.817047119140625,59.817047119140625,23,46,0,1,46,0,1,-105.0,70.5,-47.5,192878,12,32,23,4,12,5.0,291308,4.346604,nan,0.291308,nan,1,0,289160,2,0,0,1,132,64,16,68,17,33,1,2016,12,1
10,-47.5,57.5,50,25,0,0.0,0.0,0,0.0,57.5,0,562500.0,41.222904650459746,18.755427443735968,25,50,0,3,50,0,3,-105.0,70.5,-47.5,192878,13,32,25,6,14,5.0,870060,5.216664,nan,0.87006,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,2184,13,3
