step,contact_threshold_rx_power_dbm,contact_threshold_snr_db,feasible_contact_decisions,feasible_contact_pairs,greedy_comm_bytes,greedy_comm_cumulative_mb,greedy_comm_mb,greedy_events,local_policy_initial_pull_probability,model_transfer_snr_min_db,network_half_duplex_rejections,network_mean_direction_capacity_bytes,network_mean_sinr_db,network_min_sinr_db,network_raw_contact_pairs,network_raw_directed_candidates,network_rejected_transfers,network_scheduled_transfers,network_shortlisted_directed_candidates,network_sinr_or_airtime_rejections,network_transfer_proposals,noise_floor_dbm,propagation_loss_contact_threshold_db,rssi_gossip_threshold_dbm,sample_network_bundle_capacity_bytes,sample_network_delivered_samples,sample_network_max_samples_per_direction,sample_network_raw_contact_pairs,sample_network_scheduled_transfers,sample_network_transfer_proposals,snr_min_db,t2_b0_comm_bytes,t2_b0_comm_cumulative_mb,t2_b0_comm_cumulative_vs_greedy_ratio,t2_b0_comm_mb,t2_b0_comm_vs_greedy_ratio,t2_b0_events,t2_b0_metadata_bytes,t2_b0_model_bytes,t2_b0_model_messages,t2_b0_policy_bytes,t2_b0_policy_messages,t2_b0_pull_events,t2_b0_scalar_bytes,t2_b0_scalar_control_bytes,t2_b0_scalar_control_messages,t2_b0_scalar_loss_bytes,t2_b0_scalar_loss_messages,t2_b0_scalar_messages,t2_b0_selected_providers,t2_b0_training_sample_bytes,t2_b0_training_sample_messages,t2_b0_valid_pull_events
1,-47.5,57.5,0,0,0,0.0,0.0,0,0.0,57.5,,,,,0,,,0,0,,0,-105.0,70.5,-47.5,,,,,,,5.0,0,0.0,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-47.5,57.5,4,2,0,0.0,0.0,0,0.0,57.5,1,562500.0,19.095183526311757,18.745808637354926,2,4,1,2,4,0,3,-105.0,70.5,-47.5,192878,0,32,2,0,0,5.0,578584,0.578584,nan,0.578584,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,0,0,2
3,-47.5,57.5,8,4,0,0.0,0.0,0,0.0,57.5,0,562500.0,44.445002897265915,34.885571848033806,4,8,0,4,8,0,4,-105.0,70.5,-47.5,192878,2,32,4,2,2,5.0,1157504,1.736088,nan,1.157504,nan,4,0,1156640,8,0,0,4,528,256,64,272,68,132,4,336,2,4
4,-47.5,57.5,18,9,0,0.0,0.0,0,0.0,57.5,0,562500.0,60.733079274495445,59.27188491821289,9,18,0,3,18,0,3,-105.0,70.5,-47.5,192878,3,32,9,3,7,5.0,868380,2.604468,nan,0.86838,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,504,3,3
5,-47.5,57.5,22,11,0,0.0,0.0,0,0.0,57.5,1,562500.0,40.15859936812059,31.838242299294983,11,22,1,4,22,0,5,-105.0,70.5,-47.5,192878,10,32,11,4,7,5.0,1158848,3.763316,nan,1.158848,nan,4,0,1156640,8,0,0,4,528,256,64,272,68,132,4,1680,10,4
6,-47.5,57.5,26,13,0,0.0,0.0,0,0.0,57.5,0,562500.0,57.772560119628906,57.772560119628906,13,26,0,1,26,0,1,-105.0,70.5,-47.5,192878,10,32,13,5,10,5.0,290972,4.054288,nan,0.290972,nan,1,0,289160,2,0,0,1,132,64,16,68,17,33,1,1680,10,1
7,-47.5,57.5,28,14,0,0.0,0.0,0,0.0,57.5,1,562500.0,45.91131754988459,33.868941625285835,14,28,1,3,28,0,4,-105.0,70.5,-47.5,192878,7,32,14,4,10,5.0,869052,4.92334,nan,0.869052,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,1176,7,3
8,-47.5,57.5,28,14,0,0.0,0.0,0,0.0,57.5,0,562500.0,30.3338712776929,20.720643786353456,14,28,0,4,28,0,4,-105.0,70.5,-47.5,192878,8,32,14,4,10,5.0,1158512,6.081852,nan,1.158512,nan,4,0,1156640,8,0,0,4,528,256,64,272,68,132,4,1344,8,4
9,-47.5,57.5,30,15,0,0.0,0.0,0,0.0,57.5,2,562500.0,60.978410720825195,60.271846771240234,15,30,2,2,30,0,4,-105.0,70.5,-47.5,192878,8,32,15,5,13,5.0,579928,6.66178,nan,0.579928,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,1344,8,2
10,-47.5,57.5,36,18,0,0.0,0.0,0,0.0,57.5,3,562500.0,42.09983206513177,23.380500456649436,18,36,3,6,36,0,9,-105.0,70.5,-47.5,192878,22,32,18,6,13,5.0,1739448,8.401228,nan,1.739448,nan,6,0,1734960,12,0,0,6,792,384,96,408,102,198,6,3696,22,6
11,-47.5,57.5,52,26,0,0.0,0.0,0,0.0,57.5,3,562500.0,37.233598492871906,33.373014054339365,26,52,3,4,52,0,7,-105.0,70.5,-47.5,192878,20,32,26,8,22,5.0,1160528,9.561756,nan,1.160528,nan,4,0,1156640,8,0,0,4,528,256,64,272,68,132,4,3360,20,4
12,-47.5,57.5,56,28,0,0.0,0.0,0,0.0,57.5,1,562500.0,61.452348709106445,60.5772819519043,28,56,1,2,56,0,3,-105.0,70.5,-47.5,192878,31,32,28,7,22,5.0,583792,10.145548,nan,0.583792,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,5208,31,2
13,-47.5,57.5,62,31,0,0.0,0.0,0,0.0,57.5,1,562500.0,52.51955967752203,44.61918888608197,31,62,1,3,62,0,4,-105.0,70.5,-47.5,192878,33,32,31,7,25,5.0,873420,11.018968,nan,0.87342,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,5544,33,3
14,-47.5,57.5,54,27,0,0.0,0.0,0,0.0,57.5,1,562500.0,40.44791975416575,19.333211529717293,27,54,1,6,54,0,7,-105.0,70.5,-47.5,192878,48,32,27,7,22,5.0,1743816,12.762784,nan,1.743816,nan,6,0,1734960,12,0,0,6,792,384,96,408,102,198,6,8064,48,6
15,-47.5,57.5,44,22,0,0.0,0.0,0,0.0,57.5,0,562500.0,65.25218200683594,61.02203369140625,22,44,0,4,44,0,4,-105.0,70.5,-47.5,192878,21,32,22,7,20,5.0,1160696,13.92348,nan,1.160696,nan,4,0,1156640,8,0,0,4,528,256,64,272,68,132,4,3528,21,4
