step,eval_is_final,eval_n_pairs_per_zone,t2_b0_active_models_total,t2_b0_active_models_z0,t2_b0_balanced_rmse_total,t2_b0_censored_gain_vs_prior_total,t2_b0_censored_rmse_total,t2_b0_censored_rmse_z0,t2_b0_false_reachable_rate_total,t2_b0_false_reachable_rate_z0,t2_b0_floor_rmse_total,t2_b0_individual_total,t2_b0_individual_z0,t2_b0_mean_abs_prediction_shift_from_prior_db_total,t2_b0_mean_model_rmse_total,t2_b0_mean_model_rmse_z0,t2_b0_mean_support_total,t2_b0_median_model_rmse_total,t2_b0_p10_model_rmse_total,t2_b0_p90_model_rmse_total,t2_b0_prior_censored_rmse_total,t2_b0_prior_false_reachable_rate_total,t2_b0_prior_floor_rmse_total,t2_b0_prior_reachable_rmse_total,t2_b0_prior_rmse_total,t2_b0_reachable_count_total,t2_b0_reachable_gain_vs_prior_total,t2_b0_reachable_rmse_total,t2_b0_rmse_gain_vs_prior_total,t2_b0_supported_fraction_total,t2_b0_supported_gain_vs_prior_total,t2_b0_supported_prior_rmse_total,t2_b0_supported_rmse_total,t2_b0_total,t2_b0_unavailable_censored_rmse_total,t2_b0_unavailable_censored_rmse_z0,t2_b0_unavailable_count_total,t2_b0_z0
100,1,500,20,20,38.53936179817554,36.211253557478756,20.20659446018084,20.20659446018084,0.95,0.95,51.10575364252477,22.923592130795413,22.923592130795413,53.54122850418091,21.387736419821323,21.387736419821323,nan,19.04735257348841,17.47197950783414,22.914719175523008,56.417848017659594,0.0,0.0,58.62880246526793,56.41784805450809,9260,39.68766310537433,18.941139359893608,33.49425592371268,nan,nan,nan,nan,22.923592130795413,32.06590337372123,32.06590337372123,740,22.923592130795413
200,1,500,20,20,31.317073547482188,42.17655234976172,15.62021340388217,15.62021340388217,0.9357142857142857,0.9357142857142857,41.59710364083869,17.151157225913295,17.151157225913295,52.59451237030029,15.789689840669817,15.789689840669817,nan,14.086930957716165,12.317450762352422,18.251540905690433,57.79676575364389,0.0,0.0,59.050119591838154,57.79676570198674,9580,43.84488497180871,15.205234620029444,40.64560847607345,nan,nan,nan,nan,17.151157225913295,23.14667093343971,23.14667093343971,420,17.151157225913295
300,1,500,20,20,30.615134275203125,38.30227721940983,19.41837501067072,19.41837501067072,0.9,0.9,38.702010193366,19.922535706900113,19.922535706900113,51.42205195236206,15.425447109134879,15.425447109134879,nan,11.246639618143835,10.49247911639454,16.899650674185903,57.72065223008055,0.0,0.0,58.24725810327702,57.720652293367884,9820,38.83779390742585,19.409464195851175,37.79811658646777,nan,nan,nan,nan,19.922535706900113,19.89846419818759,19.89846419818759,180,19.922535706900113
400,1,500,20,20,29.366832013850903,48.32263432240707,10.476090157501426,10.476090157501426,1.0,1.0,40.28813742507088,11.755949183660219,11.755949183660219,54.99078152999878,11.71791565528176,11.71791565528176,nan,11.750012396057548,10.494794496740322,12.747065648423042,58.79872447990849,0.0,0.0,59.517269033747034,58.79872435451107,9760,49.433240678070916,10.084028355676116,47.04277517085085,nan,nan,nan,nan,11.755949183660219,20.917835513748646,20.917835513748646,240,11.755949183660219
500,1,500,20,20,29.80091468842443,47.8846268294253,10.424772053408349,10.424772053408349,1.0,1.0,40.97595540566521,12.02564657291354,12.02564657291354,55.92082291183472,11.89506201890268,11.89506201890268,nan,11.389842918415365,10.2728057360046,14.408797191518326,58.30939888283365,0.0,0.0,59.20422437449067,58.309398712998956,9700,49.34724151326798,9.856982861222692,46.28375214008541,nan,nan,nan,nan,12.02564657291354,21.93214126003154,21.93214126003154,300,12.02564657291354
600,1,500,20,20,30.070854481312793,38.79849150865567,17.760039893222455,17.760039893222455,0.9471428571428572,0.9471428571428572,38.73306901548424,19.79144136873564,19.79144136873564,51.53223475494385,17.461174179349474,17.461174179349474,nan,13.964376488937091,12.965066159467924,20.326640189213276,56.55853140187813,0.0,0.0,58.64846496651764,56.558531380542654,9300,41.09107498069361,17.55738998582403,36.767090011807014,nan,nan,nan,nan,19.79144136873564,20.26094413162682,20.26094413162682,700,19.79144136873564
700,1,500,20,20,32.15727237124862,46.59745090275175,10.939967737748503,10.939967737748503,1.0,1.0,44.37465012963141,13.186065047270889,13.186065047270889,58.05711801452637,13.089880891658746,13.089880891658746,nan,12.578714399865058,11.718978792085402,14.783488242246875,57.537418640500256,0.0,0.0,58.72388198673899,57.537418633170795,9600,48.77045249785721,9.953429488881785,44.35135358589991,nan,nan,nan,nan,13.186065047270889,24.786571868586787,24.786571868586787,400,13.186065047270889
800,1,500,20,20,30.20655771090473,43.16405185499975,12.254393836532588,12.254393836532588,1.0,1.0,41.15735809592211,14.780772504718696,14.780772504718696,54.1186300239563,14.641956188232353,14.641956188232353,nan,13.665338390033689,12.725701233794465,18.061466587172326,55.418445691532334,0.0,0.0,57.03853256220533,55.41844568215688,9440,45.59545028300842,11.443082279196918,40.63767317743818,nan,nan,nan,nan,14.780772504718696,21.777653830199277,21.777653830199277,560,14.780772504718696
900,1,500,20,20,28.860438222350954,43.140361478269995,15.909838226384416,15.909838226384416,0.95,0.95,37.606255557591126,16.508977281963716,16.508977281963716,52.80090247955322,12.81373914987719,12.81373914987719,nan,10.043039493680958,9.447350498064072,12.87236822807559,59.05019970465441,0.0,0.0,59.588935524914575,59.05019978566171,9820,43.72642211406388,15.862513410850697,42.541222503697995,nan,nan,nan,nan,16.508977281963716,18.307208148362708,18.307208148362708,180,16.508977281963716
1000,1,500,20,20,31.8459156595958,35.066492048501644,21.618668213078706,21.618668213078706,0.9,0.9,39.50135388086175,23.519653220592737,23.519653220592737,51.74403879699707,20.129305254706843,20.129305254706843,nan,15.576741940684894,12.899053353273752,26.68933449272173,56.68516026158035,0.0,0.0,59.03423222120874,56.6851603965243,9220,37.40167042249645,21.63256179871229,33.165507175931566,nan,nan,nan,nan,23.519653220592737,21.453757740172236,21.453757740172236,780,23.519653220592737
