step,contact_threshold_rx_power_dbm,contact_threshold_snr_db,feasible_contact_decisions,feasible_contact_pairs,greedy_comm_bytes,greedy_comm_cumulative_mb,greedy_comm_mb,greedy_events,local_policy_initial_pull_probability,model_transfer_snr_min_db,network_half_duplex_rejections,network_mean_direction_capacity_bytes,network_mean_sinr_db,network_min_sinr_db,network_raw_contact_pairs,network_raw_directed_candidates,network_rejected_transfers,network_scheduled_transfers,network_shortlisted_directed_candidates,network_sinr_or_airtime_rejections,network_transfer_proposals,noise_floor_dbm,propagation_loss_contact_threshold_db,rssi_gossip_threshold_dbm,snr_min_db,t2_b0_comm_bytes,t2_b0_comm_cumulative_mb,t2_b0_comm_cumulative_vs_greedy_ratio,t2_b0_comm_mb,t2_b0_comm_vs_greedy_ratio,t2_b0_events,t2_b0_metadata_bytes,t2_b0_model_bytes,t2_b0_model_messages,t2_b0_policy_bytes,t2_b0_policy_messages,t2_b0_pull_events,t2_b0_scalar_bytes,t2_b0_scalar_control_bytes,t2_b0_scalar_control_messages,t2_b0_scalar_loss_bytes,t2_b0_scalar_loss_messages,t2_b0_scalar_messages,t2_b0_selected_providers,t2_b0_training_sample_bytes,t2_b0_training_sample_messages,t2_b0_valid_pull_events
1,-47.5,57.5,0,0,0,0.0,0.0,0,0.0,57.5,,,,,0,,,0,0,,0,-105.0,70.5,-47.5,5.0,0,0.0,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-47.5,57.5,6,3,0,0.0,0.0,0,0.0,57.5,0,562500.0,59.35386483346665,45.681154542495044,3,6,0,3,6,0,3,-105.0,70.5,-47.5,5.0,1488252,1.488252,nan,1.488252,nan,3,432,867480,6,619944,6,3,396,192,48,204,51,99,3,0,0,3
3,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,0,562500.0,60.99731431560174,59.87401853160516,5,10,0,2,10,0,2,-105.0,70.5,-47.5,5.0,1612472,3.100724,nan,1.612472,nan,2,648,578320,4,1033240,10,2,264,128,32,136,34,66,2,0,0,2
4,-47.5,57.5,28,14,0,0.0,0.0,0,0.0,57.5,0,562500.0,47.17904791632392,37.5032348166385,14,28,0,3,28,0,3,-105.0,70.5,-47.5,5.0,3762748,6.863472,nan,3.762748,nan,3,1800,867480,6,2893072,28,3,396,192,48,204,51,99,3,0,0,3
5,-47.5,57.5,30,15,0,0.0,0.0,0,0.0,57.5,0,562500.0,42.86802897461184,29.064971890761516,15,30,0,5,30,0,5,-105.0,70.5,-47.5,5.0,4548052,11.411524,nan,4.548052,nan,5,1872,1445800,10,3099720,30,5,660,320,80,340,85,165,5,0,0,5
6,-47.5,57.5,40,20,0,0.0,0.0,0,0.0,57.5,3,562500.0,47.996479556803834,34.06519428885382,20,40,3,4,40,0,7,-105.0,70.5,-47.5,5.0,5292504,16.704028,nan,5.292504,nan,4,2376,1156640,8,4132960,40,4,528,256,64,272,68,132,4,0,0,4
7,-47.5,57.5,38,19,0,0.0,0.0,0,0.0,57.5,5,562500.0,34.40262969850946,18.222659066896952,19,38,5,4,38,0,9,-105.0,70.5,-47.5,5.0,5085568,21.789596,nan,5.085568,nan,4,2088,1156640,8,3926312,38,4,528,256,64,272,68,132,4,0,0,4
8,-47.5,57.5,42,21,0,0.0,0.0,0,0.0,57.5,5,562500.0,46.87503157255827,33.25953824028116,21,42,5,6,42,0,11,-105.0,70.5,-47.5,5.0,6077376,27.866972,nan,6.077376,nan,6,2016,1734960,12,4339608,42,6,792,384,96,408,102,198,6,0,0,6
9,-47.5,57.5,46,23,0,0.0,0.0,0,0.0,57.5,2,555085.2989950579,36.88968993010351,14.65720751141422,23,46,2,7,46,0,9,-105.0,70.5,-47.5,5.0,6779604,34.646576,nan,6.779604,nan,7,1656,2024120,14,4752904,46,7,924,448,112,476,119,231,7,0,0,7
10,-47.5,57.5,50,25,0,0.0,0.0,0,0.0,57.5,2,562500.0,49.40012841204444,31.51782574333108,25,50,2,4,50,0,6,-105.0,70.5,-47.5,5.0,6324592,40.971168,nan,6.324592,nan,4,1224,1156640,8,5166200,50,4,528,256,64,272,68,132,4,0,0,4
11,-47.5,57.5,50,25,0,0.0,0.0,0,0.0,57.5,1,562500.0,34.065422749124785,23.47413878663941,25,50,1,5,50,0,6,-105.0,70.5,-47.5,5.0,6613668,47.584836,nan,6.613668,nan,5,1008,1445800,10,5166200,50,5,660,320,80,340,85,165,5,0,0,5
12,-47.5,57.5,48,24,0,0.0,0.0,0,0.0,57.5,0,562500.0,34.0817090354671,20.649230302947878,24,48,0,4,48,0,4,-105.0,70.5,-47.5,5.0,6117440,53.702276,nan,6.11744,nan,4,720,1156640,8,4959552,48,4,528,256,64,272,68,132,4,0,0,4
13,-47.5,57.5,46,23,0,0.0,0.0,0,0.0,57.5,1,562500.0,66.29450225830078,63.76266860961914,23,46,1,3,46,0,4,-105.0,70.5,-47.5,5.0,5621500,59.323776,nan,5.6215,nan,3,720,867480,6,4752904,46,3,396,192,48,204,51,99,3,0,0,3
14,-47.5,57.5,44,22,0,0.0,0.0,0,0.0,57.5,1,562500.0,54.86474621648191,47.30712503518013,22,44,1,4,44,0,5,-105.0,70.5,-47.5,5.0,5704288,65.028064,nan,5.704288,nan,4,864,1156640,8,4546256,44,4,528,256,64,272,68,132,4,0,0,4
15,-47.5,57.5,44,22,0,0.0,0.0,0,0.0,57.5,2,562500.0,74.60255813598633,74.60255813598633,22,44,2,1,44,0,3,-105.0,70.5,-47.5,5.0,4836268,69.864332,nan,4.836268,nan,1,720,289160,2,4546256,44,1,132,64,16,68,17,33,1,0,0,1
16,-47.5,57.5,52,26,0,0.0,0.0,0,0.0,57.5,1,477790.1886553151,29.178773762722162,6.9647508822436945,26,52,1,7,52,0,8,-105.0,70.5,-47.5,5.0,7399620,77.263952,nan,7.39962,nan,7,1728,2024120,14,5372848,52,7,924,448,112,476,119,231,7,0,0,7
17,-47.5,57.5,46,23,0,0.0,0.0,0,0.0,57.5,2,562500.0,43.13273331538434,23.399459171583082,23,46,2,3,46,0,5,-105.0,70.5,-47.5,5.0,5621644,82.885596,nan,5.621644,nan,3,864,867480,6,4752904,46,3,396,192,48,204,51,99,3,0,0,3
18,-47.5,57.5,40,20,0,0.0,0.0,0,0.0,57.5,2,562500.0,35.60236379406541,27.590190927582327,20,40,2,4,40,0,6,-105.0,70.5,-47.5,5.0,5290992,88.176588,nan,5.290992,nan,4,864,1156640,8,4132960,40,4,528,256,64,272,68,132,4,0,0,4
19,-47.5,57.5,48,24,0,0.0,0.0,0,0.0,57.5,1,562500.0,53.784328325594686,35.01483522295783,24,48,1,5,48,0,6,-105.0,70.5,-47.5,5.0,6407020,94.583608,nan,6.40702,nan,5,1008,1445800,10,4959552,48,5,660,320,80,340,85,165,5,0,0,5
