step,training_loss,examples,groups,gain_log_mae,gain_log_rmse,gain_relative_mae,gain_relative_rmse,gain_prediction_bias_log,top1_accuracy,mean_selection_regret_log,positive_target_fraction,plane_count_min,plane_count_max,plane_count_mean
1,0.3186764419078827,4,2,0.7908135652542114,0.8621879816055298,2.233435869216919,3.0501394271850586,-0.08367043733596802,0.5,0.5608482956886292,1.0,1,38,10.333333333333334
