step,contact_threshold_rx_power_dbm,contact_threshold_snr_db,feasible_contact_decisions,feasible_contact_pairs,greedy_comm_bytes,greedy_comm_cumulative_mb,greedy_comm_mb,greedy_events,local_policy_initial_pull_probability,model_transfer_snr_min_db,network_half_duplex_rejections,network_mean_direction_capacity_bytes,network_mean_sinr_db,network_min_sinr_db,network_raw_contact_pairs,network_raw_directed_candidates,network_rejected_transfers,network_scheduled_transfers,network_shortlisted_directed_candidates,network_sinr_or_airtime_rejections,network_transfer_proposals,noise_floor_dbm,propagation_loss_contact_threshold_db,rssi_gossip_threshold_dbm,snr_min_db,t2_b0_comm_bytes,t2_b0_comm_cumulative_mb,t2_b0_comm_cumulative_vs_greedy_ratio,t2_b0_comm_mb,t2_b0_comm_vs_greedy_ratio,t2_b0_events,t2_b0_metadata_bytes,t2_b0_model_bytes,t2_b0_model_messages,t2_b0_policy_bytes,t2_b0_policy_messages,t2_b0_pull_events,t2_b0_scalar_bytes,t2_b0_scalar_control_bytes,t2_b0_scalar_control_messages,t2_b0_scalar_loss_bytes,t2_b0_scalar_loss_messages,t2_b0_scalar_messages,t2_b0_selected_providers,t2_b0_training_sample_bytes,t2_b0_training_sample_messages,t2_b0_valid_pull_events
1,-47.5,57.5,0,0,0,0.0,0.0,0,0.0,57.5,,,,,0,,,0,0,,0,-105.0,70.5,-47.5,5.0,0,0.0,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-47.5,57.5,2,1,0,0.0,0.0,0,0.0,57.5,0,562500.0,64.57561492919922,64.57561492919922,1,2,0,1,2,0,1,-105.0,70.5,-47.5,5.0,496084,0.496084,nan,0.496084,nan,1,144,289160,2,206648,2,1,132,64,16,68,17,33,1,0,0,1
3,-47.5,57.5,4,2,0,0.0,0.0,0,0.0,57.5,1,562500.0,39.24651331601813,34.885571848033806,2,4,1,2,4,0,3,-105.0,70.5,-47.5,5.0,992096,1.48818,nan,0.992096,nan,2,216,578320,4,413296,4,2,264,128,32,136,34,66,2,0,0,2
4,-47.5,57.5,8,4,0,0.0,0.0,0,0.0,57.5,0,562500.0,63.0562686920166,61.50153732299805,4,8,0,2,8,0,2,-105.0,70.5,-47.5,5.0,1405536,2.893716,nan,1.405536,nan,2,360,578320,4,826592,8,2,264,128,32,136,34,66,2,0,0,2
5,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,1,562500.0,62.12086296081543,60.593143463134766,5,10,1,2,10,0,3,-105.0,70.5,-47.5,5.0,1612328,4.506044,nan,1.612328,nan,2,504,578320,4,1033240,10,2,264,128,32,136,34,66,2,0,0,2
6,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,1,562500.0,62.12738609313965,60.24465560913086,5,10,1,2,10,0,3,-105.0,70.5,-47.5,5.0,1612184,6.118228,nan,1.612184,nan,2,360,578320,4,1033240,10,2,264,128,32,136,34,66,2,0,0,2
7,-47.5,57.5,6,3,0,0.0,0.0,0,0.0,57.5,0,562500.0,36.88939030237101,34.47962946254556,3,6,0,2,6,0,2,-105.0,70.5,-47.5,5.0,1198672,7.3169,nan,1.198672,nan,2,144,578320,4,619944,6,2,264,128,32,136,34,66,2,0,0,2
8,-47.5,57.5,6,3,0,0.0,0.0,0,0.0,57.5,0,562500.0,63.52942657470703,63.52942657470703,3,6,0,1,6,0,1,-105.0,70.5,-47.5,5.0,909380,8.22628,nan,0.90938,nan,1,144,289160,2,619944,6,1,132,64,16,68,17,33,1,0,0,1
9,-47.5,57.5,6,3,0,0.0,0.0,0,0.0,57.5,0,562500.0,60.033477783203125,59.8134651184082,3,6,0,2,6,0,2,-105.0,70.5,-47.5,5.0,1198816,9.425096,nan,1.198816,nan,2,288,578320,4,619944,6,2,264,128,32,136,34,66,2,0,0,2
10,-47.5,57.5,6,3,0,0.0,0.0,0,0.0,57.5,1,562500.0,60.261929512023926,59.49662399291992,3,6,1,2,6,0,3,-105.0,70.5,-47.5,5.0,1198816,10.623912,nan,1.198816,nan,2,288,578320,4,619944,6,2,264,128,32,136,34,66,2,0,0,2
11,-47.5,57.5,16,8,0,0.0,0.0,0,0.0,57.5,3,562500.0,62.14327812194824,60.65684509277344,8,16,3,2,16,0,5,-105.0,70.5,-47.5,5.0,2232560,12.856472,nan,2.23256,nan,2,792,578320,4,1653184,16,2,264,128,32,136,34,66,2,0,0,2
12,-47.5,57.5,18,9,0,0.0,0.0,0,0.0,57.5,1,562500.0,65.96466255187988,64.26940536499023,9,18,1,2,18,0,3,-105.0,70.5,-47.5,5.0,2438920,15.295392,nan,2.43892,nan,2,504,578320,4,1859832,18,2,264,128,32,136,34,66,2,0,0,2
13,-47.5,57.5,20,10,0,0.0,0.0,0,0.0,57.5,1,562500.0,66.40241241455078,60.00076675415039,10,20,1,2,20,0,3,-105.0,70.5,-47.5,5.0,2645640,17.941032,nan,2.64564,nan,2,576,578320,4,2066480,20,2,264,128,32,136,34,66,2,0,0,2
14,-47.5,57.5,14,7,0,0.0,0.0,0,0.0,57.5,0,562500.0,46.70741434095894,39.6117320032358,7,14,0,3,14,0,3,-105.0,70.5,-47.5,5.0,2314700,20.255732,nan,2.3147,nan,3,288,867480,6,1446536,14,3,396,192,48,204,51,99,3,0,0,3
15,-47.5,57.5,14,7,0,0.0,0.0,0,0.0,57.5,0,562500.0,36.646924088304395,27.162653926778656,7,14,0,2,14,0,2,-105.0,70.5,-47.5,5.0,2025336,22.281068,nan,2.025336,nan,2,216,578320,4,1446536,14,2,264,128,32,136,34,66,2,0,0,2
16,-47.5,57.5,6,3,0,0.0,0.0,0,0.0,57.5,0,562500.0,65.05295372009277,60.21068572998047,3,6,0,2,6,0,2,-105.0,70.5,-47.5,5.0,1198672,23.47974,nan,1.198672,nan,2,144,578320,4,619944,6,2,264,128,32,136,34,66,2,0,0,2
17,-47.5,57.5,6,3,0,0.0,0.0,0,0.0,57.5,0,562500.0,60.21068572998047,60.21068572998047,3,6,0,1,6,0,1,-105.0,70.5,-47.5,5.0,909308,24.389048,nan,0.909308,nan,1,72,289160,2,619944,6,1,132,64,16,68,17,33,1,0,0,1
18,-47.5,57.5,8,4,0,0.0,0.0,0,0.0,57.5,0,0.0,nan,nan,4,8,0,0,8,0,0,-105.0,70.5,-47.5,5.0,826592,25.21564,nan,0.826592,nan,0,0,0,0,826592,8,0,0,0,0,0,0,0,0,0,0,0
19,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,0,562500.0,64.0072587331136,59.14665603637695,5,10,0,3,10,0,3,-105.0,70.5,-47.5,5.0,1901332,27.116972,nan,1.901332,nan,3,216,867480,6,1033240,10,3,396,192,48,204,51,99,3,0,0,3
