step,feasible_contact_pairs,feasible_contact_decisions,t2_b0_events,t2_b0_pull_events,t2_b0_valid_pull_events,t2_b0_comm_mb,t2_b0_comm_cumulative_mb,t2_b0_metadata_bytes,t2_b0_model_bytes,t2_b0_policy_bytes,t2_b0_training_sample_bytes
1,2392,4784,97,97,94,4.570232,4.570232,0,4557448,0,0
2,2445,4890,23,23,23,1.08376,5.653992,0,1080632,0,0
3,2469,4938,21,21,19,0.989248,6.64324,0,986664,0,0
4,2401,4802,15,15,15,0.7068,7.35004,0,704760,0,0
5,2489,4978,20,20,20,0.9424,8.29244,0,939680,0,0
6,2714,5428,29,29,29,1.36648,9.65892,0,1362536,0,0
7,2852,5704,23,23,23,1.08376,10.74268,0,1080632,0,0
8,2837,5674,20,20,19,0.942264,11.684944,0,939680,0,0
9,2809,5618,23,23,23,1.08376,12.768704,0,1080632,0,0
10,2728,5456,13,13,13,0.61256,13.381264,0,610792,0,0
11,2658,5316,17,17,17,0.80104,14.182304,0,798728,0,0
12,2645,5290,24,24,24,1.13088,15.313184,0,1127616,0,0
13,2570,5140,31,31,31,1.46072,16.773904,0,1456504,0,0
14,2448,4896,21,21,21,0.98952,17.763424,0,986664,0,0
15,2515,5030,22,22,22,1.03664,18.800064,0,1033648,0,0
16,2476,4952,21,21,21,0.98952,19.789584,0,986664,0,0
17,2669,5338,19,19,19,0.89528,20.684864,0,892696,0,0
18,2887,5774,35,35,35,1.6492,22.334064,0,1644440,0,0
19,2923,5846,25,25,25,1.178,23.512064,0,1174600,0,0
20,2937,5874,17,17,17,0.80104,24.313104,0,798728,0,0
21,2834,5668,25,25,25,1.178,25.491104,0,1174600,0,0
22,2758,5516,23,23,23,1.08376,26.574864,0,1080632,0,0
23,2819,5638,22,22,22,1.03664,27.611504,0,1033648,0,0
24,3034,6068,20,20,20,0.9424,28.553904,0,939680,0,0
25,3114,6228,19,19,18,0.895144,29.449048,0,892696,0,0
26,3155,6310,18,18,18,0.84816,30.297208,0,845712,0,0
27,3435,6870,23,23,23,1.08376,31.380968,0,1080632,0,0
28,3277,6554,28,28,28,1.31936,32.700328,0,1315552,0,0
29,3469,6938,38,38,38,1.79056,34.490888,0,1785392,0,0
30,3363,6726,19,19,19,0.89528,35.386168,0,892696,0,0
31,3345,6690,24,24,24,1.13088,36.517048,0,1127616,0,0
32,3188,6376,33,33,33,1.55496,38.072008,0,1550472,0,0
33,3061,6122,22,22,22,1.03664,39.108648,0,1033648,0,0
34,3182,6364,27,27,27,1.27224,40.380888,0,1268568,0,0
35,3241,6482,20,20,20,0.9424,41.323288,0,939680,0,0
36,3437,6874,22,22,22,1.03664,42.359928,0,1033648,0,0
37,3581,7162,35,35,35,1.6492,44.009128,0,1644440,0,0
