step,pending_transitions,pull_updates_this_step,queued_transitions,t2_b0.25_train_updates,train_updates_this_step
985,2687,770,302,163872,160
986,2615,758,359,164028,156
987,2593,766,312,164188,160
988,2641,800,292,164348,160
989,2727,796,226,164512,164
990,2778,784,258,164676,164
991,2809,784,287,164848,172
992,2851,796,302,165024,176
993,2914,786,268,165196,172
994,2970,762,282,165376,180
995,3032,762,249,165560,184
996,3084,764,281,165752,192
997,2934,772,449,165952,200
998,2917,756,347,166144,192
999,2983,750,249,166328,184
1000,3055,750,254,166516,188
