step,eval_is_final,eval_n_pairs_per_zone,t2_b0.25_total,t2_b0.25_z0,t2_b0.25_z1,t2_b0.25_z2,t2_b0.25_z3
1000,1,200,18.496337363100007,8.696348190307617,24.366294860839844,9.804649353027344,24.55573272705078
