step,contact_threshold_rx_power_dbm,contact_threshold_snr_db,feasible_contact_decisions,feasible_contact_pairs,greedy_comm_bytes,greedy_comm_cumulative_mb,greedy_comm_mb,greedy_events,local_policy_initial_pull_probability,noise_floor_dbm,propagation_loss_contact_threshold_db,rssi_gossip_threshold_dbm,snr_min_db,t2_b0.25_comm_bytes,t2_b0.25_comm_cumulative_mb,t2_b0.25_comm_cumulative_vs_greedy_ratio,t2_b0.25_comm_mb,t2_b0.25_comm_vs_greedy_ratio,t2_b0.25_events,t2_b0.25_merge_metadata_bytes,t2_b0.25_metadata_bytes,t2_b0.25_model_bytes,t2_b0.25_policy_model_bytes,t2_b0.25_selected_providers
1,-100.0,5.0,684,342,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,50307756,50.307756,nan,50.307756,nan,328,2624,474012,47201824,2629296,328
2,-100.0,5.0,694,347,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,52511866,102.819622,nan,52.511866,nan,343,2744,480942,49360444,2667736,343
3,-100.0,5.0,682,341,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,50442598,153.26222,nan,50.442598,nan,329,2632,472626,47345732,2621608,329
4,-100.0,5.0,676,338,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,50703208,203.965428,nan,50.703208,nan,331,2648,468468,47633548,2598544,331
5,-100.0,5.0,676,338,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,51998452,255.96388,nan,51.998452,nan,340,2720,468468,48928720,2598544,340
6,-100.0,5.0,688,344,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,49894156,305.858036,nan,49.894156,nan,325,2600,476784,46770100,2644672,325
7,-100.0,5.0,686,343,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,53914730,359.772766,nan,53.91473,nan,353,2824,475398,50799524,2636984,353
8,-100.0,5.0,714,357,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,53322186,413.094952,nan,53.322186,nan,348,2784,494802,50079984,2744616,348
9,-100.0,5.0,712,356,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,56047516,469.142468,nan,56.047516,nan,367,2936,493416,52814236,2736928,367
10,-100.0,5.0,738,369,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,54438486,523.580954,nan,54.438486,nan,355,2840,511434,51087340,2836872,355
11,-100.0,5.0,762,381,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,59152686,582.73364,nan,59.152686,nan,387,3096,528066,55692396,2929128,387
12,-100.0,5.0,784,392,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,57237676,639.971316,nan,57.237676,nan,373,2984,543312,53677684,3013696,373
13,-100.0,5.0,790,395,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,62158042,702.129358,nan,62.158042,nan,407,3256,547470,58570556,3036760,407
14,-100.0,5.0,792,396,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,57130056,759.259414,nan,57.130056,nan,372,2976,548856,53533776,3044448,372
15,-100.0,5.0,804,402,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,61501980,820.761394,nan,61.50198,nan,402,3216,557172,57851016,3090576,402
16,-100.0,5.0,836,418,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,60639752,881.401146,nan,60.639752,nan,395,3160,579348,56843660,3213584,395
17,-100.0,5.0,830,415,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,64210430,945.611576,nan,64.21043,nan,420,3360,575190,60441360,3190520,420
18,-100.0,5.0,822,411,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,64030218,1009.641794,nan,64.030218,nan,419,3352,569646,60297452,3159768,419
19,-100.0,5.0,830,415,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,62339522,1071.981316,nan,62.339522,nan,407,3256,575190,58570556,3190520,407
20,-100.0,5.0,828,414,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,65352684,1137.334,nan,65.352684,nan,428,3424,573804,61592624,3182832,428
21,-100.0,5.0,832,416,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,66809992,1204.143992,nan,66.809992,nan,438,3504,576576,63031704,3198208,438
22,-100.0,5.0,834,417,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,65235990,1269.379982,nan,65.23599,nan,427,3416,577962,61448716,3205896,427
23,-100.0,5.0,824,412,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,60153560,1329.533542,nan,60.15356,nan,392,3136,571032,56411936,3167456,392
24,-100.0,5.0,820,410,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,60423244,1389.956786,nan,60.423244,nan,394,3152,568260,56699752,3152080,394
25,-100.0,5.0,846,423,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,64858686,1454.815472,nan,64.858686,nan,424,3392,586278,61016992,3252024,424
26,-100.0,5.0,824,412,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,61880552,1516.696024,nan,61.880552,nan,404,3232,571032,58138832,3167456,404
27,-100.0,5.0,806,403,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,59640146,1576.33617,nan,59.640146,nan,389,3112,558558,55980212,3098264,389
28,-100.0,5.0,800,400,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,57598100,1633.93427,nan,57.5981,nan,375,3000,554400,53965500,3075200,375
29,-100.0,5.0,792,396,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,55403064,1689.337334,nan,55.403064,nan,360,2880,548856,51806880,3044448,360
30,-100.0,5.0,794,397,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,58578290,1747.915624,nan,58.57829,nan,382,3056,550242,54972856,3052136,382
31,-100.0,5.0,814,407,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,57229870,1805.145494,nan,57.22987,nan,372,2976,564102,53533776,3129016,372
