step,mode,receiver_idx,new_rewards,replay_size,train_steps,loss
3,t2_b0.25,1,8,8,0,
3,t2_b0.25,57,6,6,0,
5,t2_b0.25,26,10,10,0,
5,t2_b0.25,58,17,17,0,
6,t2_b0.25,29,27,27,0,
7,t2_b0.25,54,27,27,0,
8,t2_b0.25,56,32,32,0,
8,t2_b0.25,59,38,38,0,
9,t2_b0.25,13,51,51,0,
9,t2_b0.25,17,43,43,0,
10,t2_b0.25,22,45,45,0,
11,t2_b0.25,0,5,5,0,
11,t2_b0.25,2,5,5,0,
11,t2_b0.25,3,5,5,0,
11,t2_b0.25,4,5,5,0,
11,t2_b0.25,5,40,40,0,
11,t2_b0.25,6,2,2,0,
11,t2_b0.25,7,3,3,0,
11,t2_b0.25,9,38,38,0,
11,t2_b0.25,10,6,6,0,
11,t2_b0.25,11,8,8,0,
11,t2_b0.25,12,4,4,0,
11,t2_b0.25,14,11,11,0,
11,t2_b0.25,15,9,9,0,
11,t2_b0.25,16,6,6,0,
11,t2_b0.25,18,6,6,0,
11,t2_b0.25,19,3,3,0,
11,t2_b0.25,20,4,4,0,
11,t2_b0.25,21,4,4,0,
11,t2_b0.25,23,6,6,0,
11,t2_b0.25,24,8,8,0,
11,t2_b0.25,25,9,9,0,
11,t2_b0.25,27,8,8,0,
11,t2_b0.25,28,6,6,0,
11,t2_b0.25,30,5,5,0,
11,t2_b0.25,31,7,7,0,
11,t2_b0.25,32,2,2,0,
11,t2_b0.25,33,6,6,0,
11,t2_b0.25,34,25,25,0,
11,t2_b0.25,35,6,6,0,
11,t2_b0.25,36,7,7,0,
11,t2_b0.25,37,7,7,0,
11,t2_b0.25,38,3,3,0,
11,t2_b0.25,39,7,7,0,
11,t2_b0.25,40,6,6,0,
11,t2_b0.25,41,8,8,0,
11,t2_b0.25,42,4,4,0,
11,t2_b0.25,43,10,10,0,
11,t2_b0.25,44,2,2,0,
11,t2_b0.25,45,7,7,0,
11,t2_b0.25,46,2,2,0,
11,t2_b0.25,47,5,5,0,
11,t2_b0.25,48,4,4,0,
11,t2_b0.25,49,5,5,0,
11,t2_b0.25,50,6,6,0,
11,t2_b0.25,51,3,3,0,
11,t2_b0.25,52,7,7,0,
11,t2_b0.25,53,4,4,0,
11,t2_b0.25,55,9,9,0,
12,t2_b0.25,0,8,13,0,
12,t2_b0.25,2,4,9,0,
12,t2_b0.25,3,6,11,0,
12,t2_b0.25,4,3,8,0,
12,t2_b0.25,6,2,4,0,
12,t2_b0.25,7,1,4,0,
12,t2_b0.25,8,2,2,0,
12,t2_b0.25,10,10,16,0,
12,t2_b0.25,11,8,16,0,
12,t2_b0.25,12,8,12,0,
12,t2_b0.25,14,6,17,0,
12,t2_b0.25,15,7,16,0,
12,t2_b0.25,16,9,15,0,
12,t2_b0.25,18,5,11,0,
12,t2_b0.25,19,5,8,0,
12,t2_b0.25,20,3,7,0,
12,t2_b0.25,21,8,12,0,
12,t2_b0.25,23,8,14,0,
12,t2_b0.25,24,7,15,0,
12,t2_b0.25,25,5,14,0,
12,t2_b0.25,27,5,13,0,
12,t2_b0.25,28,4,10,0,
12,t2_b0.25,30,9,14,0,
12,t2_b0.25,31,6,13,0,
12,t2_b0.25,32,7,9,0,
12,t2_b0.25,33,6,12,0,
12,t2_b0.25,35,5,11,0,
12,t2_b0.25,36,6,13,0,
12,t2_b0.25,37,8,15,0,
12,t2_b0.25,38,4,7,0,
12,t2_b0.25,39,9,16,0,
12,t2_b0.25,40,8,14,0,
12,t2_b0.25,41,5,13,0,
12,t2_b0.25,42,5,9,0,
12,t2_b0.25,43,8,18,0,
12,t2_b0.25,44,50,52,0,
12,t2_b0.25,45,4,11,0,
12,t2_b0.25,46,6,8,0,
12,t2_b0.25,47,8,13,0,
12,t2_b0.25,48,4,8,0,
12,t2_b0.25,49,39,44,0,
12,t2_b0.25,50,3,9,0,
12,t2_b0.25,51,5,8,0,
12,t2_b0.25,52,64,71,4,1.9025282859802246
12,t2_b0.25,53,8,12,0,
12,t2_b0.25,55,7,16,0,
13,t2_b0.25,0,6,19,0,
13,t2_b0.25,1,6,14,0,
13,t2_b0.25,2,5,14,0,
13,t2_b0.25,3,4,15,0,
13,t2_b0.25,4,5,13,0,
13,t2_b0.25,6,3,7,0,
13,t2_b0.25,8,2,4,0,
13,t2_b0.25,10,7,23,0,
13,t2_b0.25,11,9,25,0,
13,t2_b0.25,12,6,18,0,
13,t2_b0.25,14,8,25,0,
13,t2_b0.25,15,5,21,0,
13,t2_b0.25,16,8,23,0,
13,t2_b0.25,18,6,17,0,
13,t2_b0.25,19,6,14,0,
13,t2_b0.25,20,1,8,0,
13,t2_b0.25,21,7,19,0,
13,t2_b0.25,23,6,20,0,
13,t2_b0.25,24,8,23,0,
13,t2_b0.25,25,10,24,0,
13,t2_b0.25,27,4,17,0,
13,t2_b0.25,28,4,14,0,
13,t2_b0.25,30,8,22,0,
13,t2_b0.25,31,4,17,0,
13,t2_b0.25,32,5,14,0,
13,t2_b0.25,33,5,17,0,
13,t2_b0.25,35,6,17,0,
13,t2_b0.25,36,6,19,0,
13,t2_b0.25,37,10,25,0,
13,t2_b0.25,38,4,11,0,
13,t2_b0.25,39,6,22,0,
13,t2_b0.25,40,5,19,0,
13,t2_b0.25,41,4,17,0,
13,t2_b0.25,42,5,14,0,
13,t2_b0.25,43,7,25,0,
13,t2_b0.25,45,7,18,0,
13,t2_b0.25,46,7,15,0,
13,t2_b0.25,47,5,18,0,
13,t2_b0.25,48,3,11,0,
13,t2_b0.25,50,8,17,0,
13,t2_b0.25,51,4,12,0,
13,t2_b0.25,53,6,18,0,
13,t2_b0.25,55,6,22,0,
13,t2_b0.25,57,5,11,0,
14,t2_b0.25,0,4,23,0,
14,t2_b0.25,1,5,19,0,
14,t2_b0.25,2,7,21,0,
14,t2_b0.25,3,3,18,0,
14,t2_b0.25,4,5,18,0,
14,t2_b0.25,6,4,11,0,
14,t2_b0.25,7,3,7,0,
14,t2_b0.25,8,1,5,0,
14,t2_b0.25,10,7,30,0,
14,t2_b0.25,11,6,31,0,
14,t2_b0.25,12,8,26,0,
14,t2_b0.25,14,3,28,0,
14,t2_b0.25,15,4,25,0,
14,t2_b0.25,16,6,29,0,
14,t2_b0.25,18,4,21,0,
14,t2_b0.25,19,4,18,0,
14,t2_b0.25,20,6,14,0,
14,t2_b0.25,21,6,25,0,
14,t2_b0.25,23,9,29,0,
14,t2_b0.25,24,7,30,0,
14,t2_b0.25,25,7,31,0,
14,t2_b0.25,27,5,22,0,
14,t2_b0.25,28,2,16,0,
14,t2_b0.25,30,9,31,0,
14,t2_b0.25,31,10,27,0,
14,t2_b0.25,32,5,19,0,
14,t2_b0.25,33,5,22,0,
14,t2_b0.25,35,2,19,0,
14,t2_b0.25,36,4,23,0,
14,t2_b0.25,37,9,34,0,
14,t2_b0.25,38,3,14,0,
14,t2_b0.25,39,7,29,0,
14,t2_b0.25,40,7,26,0,
14,t2_b0.25,41,3,20,0,
14,t2_b0.25,42,10,24,0,
14,t2_b0.25,43,9,34,0,
14,t2_b0.25,45,7,25,0,
14,t2_b0.25,46,4,19,0,
14,t2_b0.25,47,7,25,0,
14,t2_b0.25,48,9,20,0,
14,t2_b0.25,50,5,22,0,
14,t2_b0.25,51,6,18,0,
14,t2_b0.25,53,5,23,0,
14,t2_b0.25,55,3,25,0,
14,t2_b0.25,57,2,13,0,
15,t2_b0.25,0,6,29,0,
15,t2_b0.25,1,8,27,0,
15,t2_b0.25,2,7,28,0,
15,t2_b0.25,3,3,21,0,
15,t2_b0.25,4,5,23,0,
15,t2_b0.25,6,4,15,0,
15,t2_b0.25,7,4,11,0,
15,t2_b0.25,8,1,6,0,
15,t2_b0.25,10,3,33,0,
15,t2_b0.25,11,3,34,0,
15,t2_b0.25,12,4,30,0,
15,t2_b0.25,14,9,37,0,
15,t2_b0.25,15,8,33,0,
15,t2_b0.25,16,69,98,4,0.5416974425315857
15,t2_b0.25,18,7,28,0,
15,t2_b0.25,19,5,23,0,
15,t2_b0.25,20,49,63,0,
15,t2_b0.25,21,9,34,0,
15,t2_b0.25,23,8,37,0,
15,t2_b0.25,24,4,34,0,
15,t2_b0.25,25,6,37,0,
15,t2_b0.25,26,4,14,0,
15,t2_b0.25,27,5,27,0,
15,t2_b0.25,28,8,24,0,
15,t2_b0.25,30,6,37,0,
15,t2_b0.25,31,6,33,0,
15,t2_b0.25,32,8,27,0,
15,t2_b0.25,33,8,30,0,
15,t2_b0.25,35,6,25,0,
15,t2_b0.25,36,6,29,0,
15,t2_b0.25,37,3,37,0,
15,t2_b0.25,38,3,17,0,
15,t2_b0.25,39,6,35,0,
15,t2_b0.25,40,6,32,0,
15,t2_b0.25,41,9,29,0,
15,t2_b0.25,42,8,32,0,
15,t2_b0.25,43,6,40,0,
15,t2_b0.25,45,5,30,0,
15,t2_b0.25,46,5,24,0,
15,t2_b0.25,47,8,33,0,
15,t2_b0.25,48,5,25,0,
15,t2_b0.25,50,5,27,0,
15,t2_b0.25,51,5,23,0,
15,t2_b0.25,53,3,26,0,
15,t2_b0.25,55,7,32,0,
15,t2_b0.25,57,4,17,0,
15,t2_b0.25,58,7,24,0,
16,t2_b0.25,0,8,37,0,
16,t2_b0.25,1,7,34,0,
16,t2_b0.25,2,6,34,0,
16,t2_b0.25,3,3,24,0,
16,t2_b0.25,4,7,30,0,
16,t2_b0.25,6,1,16,0,
16,t2_b0.25,7,2,13,0,
