step,feasible_contact_pairs,feasible_contact_decisions,t2_b0_events,t2_b0_pull_events,t2_b0_valid_pull_events,t2_b0_comm_mb,t2_b0_comm_cumulative_mb,t2_b0_metadata_bytes,t2_b0_model_bytes,t2_b0_policy_bytes,t2_b0_training_sample_bytes
1,2392,4784,95,95,93,4.476128,4.476128,0,4463480,0,0
2,2445,4890,39,39,39,1.83768,6.313808,0,1832376,0,0
3,2469,4938,43,43,42,2.026024,8.339832,0,2020312,0,0
4,2401,4802,40,40,40,1.8848,10.224632,0,1879360,0,0
5,2489,4978,26,26,26,1.22512,11.449752,0,1221584,0,0
6,2714,5428,29,29,29,1.36648,12.816232,0,1362536,0,0
7,2852,5704,41,41,40,1.931784,14.748016,0,1926344,0,0
8,2837,5674,36,36,35,1.696184,16.4442,0,1691424,0,0
9,2809,5618,45,45,45,2.1204,18.5646,0,2114280,0,0
10,2728,5456,34,34,34,1.60208,20.16668,0,1597456,0,0
11,2658,5316,39,39,39,1.83768,22.00436,0,1832376,0,0
12,2645,5290,35,35,35,1.6492,23.65356,0,1644440,0,0
13,2570,5140,50,50,50,2.356,26.00956,0,2349200,0,0
14,2448,4896,34,34,34,1.60208,27.61164,0,1597456,0,0
15,2515,5030,33,33,33,1.55496,29.1666,0,1550472,0,0
16,2476,4952,37,37,37,1.74344,30.91004,0,1738408,0,0
17,2669,5338,44,44,44,2.07328,32.98332,0,2067296,0,0
18,2887,5774,41,41,41,1.93192,34.91524,0,1926344,0,0
19,2923,5846,46,46,46,2.16752,37.08276,0,2161264,0,0
20,2937,5874,40,40,40,1.8848,38.96756,0,1879360,0,0
21,2834,5668,47,47,46,2.214504,41.182064,0,2208248,0,0
22,2758,5516,35,35,35,1.6492,42.831264,0,1644440,0,0
23,2819,5638,37,37,37,1.74344,44.574704,0,1738408,0,0
24,3034,6068,40,40,40,1.8848,46.459504,0,1879360,0,0
25,3114,6228,36,36,35,1.696184,48.155688,0,1691424,0,0
26,3155,6310,42,42,42,1.97904,50.134728,0,1973328,0,0
27,3435,6870,40,40,40,1.8848,52.019528,0,1879360,0,0
28,3277,6554,38,38,38,1.79056,53.810088,0,1785392,0,0
29,3469,6938,51,51,51,2.40312,56.213208,0,2396184,0,0
30,3363,6726,44,44,44,2.07328,58.286488,0,2067296,0,0
31,3345,6690,44,44,44,2.07328,60.359768,0,2067296,0,0
32,3188,6376,45,45,45,2.1204,62.480168,0,2114280,0,0
33,3061,6122,40,40,40,1.8848,64.364968,0,1879360,0,0
34,3182,6364,41,41,41,1.93192,66.296888,0,1926344,0,0
35,3241,6482,45,45,45,2.1204,68.417288,0,2114280,0,0
36,3437,6874,39,39,39,1.83768,70.254968,0,1832376,0,0
37,3581,7162,52,52,52,2.45024,72.705208,0,2443168,0,0
38,3496,6992,44,44,44,2.07328,74.778488,0,2067296,0,0
39,3434,6868,53,53,53,2.49736,77.275848,0,2490152,0,0
40,3331,6662,41,41,41,1.93192,79.207768,0,1926344,0,0
41,3788,7576,59,59,59,2.78008,81.987848,0,2772056,0,0
42,3805,7610,43,43,43,2.02616,84.014008,0,2020312,0,0
43,3852,7704,38,38,38,1.79056,85.804568,0,1785392,0,0
44,4061,8122,51,51,51,2.40312,88.207688,0,2396184,0,0
45,4226,8452,41,41,41,1.93192,90.139608,0,1926344,0,0
46,4392,8784,52,52,52,2.45024,92.589848,0,2443168,0,0
47,4462,8924,66,66,66,3.10992,95.699768,0,3100944,0,0
48,4511,9022,41,41,41,1.93192,97.631688,0,1926344,0,0
49,4231,8462,51,51,51,2.40312,100.034808,0,2396184,0,0
50,4357,8714,51,51,51,2.40312,102.437928,0,2396184,0,0
51,4481,8962,54,54,54,2.54448,104.982408,0,2537136,0,0
52,4400,8800,42,42,42,1.97904,106.961448,0,1973328,0,0
53,4341,8682,52,52,52,2.45024,109.411688,0,2443168,0,0
