step,contact_threshold_rx_power_dbm,contact_threshold_snr_db,feasible_contact_decisions,feasible_contact_pairs,greedy_comm_bytes,greedy_comm_cumulative_mb,greedy_comm_mb,greedy_events,local_policy_initial_pull_probability,model_transfer_snr_min_db,network_half_duplex_rejections,network_mean_direction_capacity_bytes,network_mean_sinr_db,network_min_sinr_db,network_raw_contact_pairs,network_raw_directed_candidates,network_rejected_transfers,network_scheduled_transfers,network_shortlisted_directed_candidates,network_sinr_or_airtime_rejections,network_transfer_proposals,noise_floor_dbm,propagation_loss_contact_threshold_db,rssi_gossip_threshold_dbm,sample_network_bundle_capacity_bytes,sample_network_delivered_samples,sample_network_max_samples_per_direction,sample_network_raw_contact_pairs,sample_network_scheduled_transfers,sample_network_transfer_proposals,snr_min_db,t2_b0_comm_bytes,t2_b0_comm_cumulative_mb,t2_b0_comm_cumulative_vs_greedy_ratio,t2_b0_comm_mb,t2_b0_comm_vs_greedy_ratio,t2_b0_events,t2_b0_metadata_bytes,t2_b0_model_bytes,t2_b0_model_messages,t2_b0_policy_bytes,t2_b0_policy_messages,t2_b0_pull_events,t2_b0_scalar_bytes,t2_b0_scalar_control_bytes,t2_b0_scalar_control_messages,t2_b0_scalar_loss_bytes,t2_b0_scalar_loss_messages,t2_b0_scalar_messages,t2_b0_selected_providers,t2_b0_training_sample_bytes,t2_b0_training_sample_messages,t2_b0_valid_pull_events
1,-47.5,57.5,0,0,0,0.0,0.0,0,0.0,57.5,,,,,0,,,0,0,,0,-105.0,70.5,-47.5,,,,,,,5.0,0,0.0,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-47.5,57.5,2,1,0,0.0,0.0,0,0.0,57.5,1,562500.0,67.51024436950684,67.5102424621582,1,2,1,1,2,0,2,-105.0,70.5,-47.5,192878,0,32,1,0,0,5.0,289292,0.289292,nan,0.289292,nan,1,0,289160,2,0,0,1,132,64,16,68,17,33,1,0,0,1
3,-47.5,57.5,8,4,0,0.0,0.0,0,0.0,57.5,2,562500.0,41.89995434479886,32.358795085013604,4,8,2,4,8,0,6,-105.0,70.5,-47.5,192878,1,32,4,1,1,5.0,1157336,1.446628,nan,1.157336,nan,4,0,1156640,8,0,0,4,528,256,64,272,68,132,4,168,1,4
4,-47.5,57.5,12,6,0,0.0,0.0,0,0.0,57.5,1,562500.0,64.11460671977655,62.01426587657586,6,12,1,2,12,0,3,-105.0,70.5,-47.5,192878,4,32,6,4,5,5.0,579256,2.025884,nan,0.579256,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,672,4,2
5,-47.5,57.5,18,9,0,0.0,0.0,0,0.0,57.5,0,562500.0,61.45370664965083,58.66276931762695,9,18,0,3,18,0,3,-105.0,70.5,-47.5,192878,5,32,9,4,5,5.0,868716,2.8946,nan,0.868716,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,840,5,3
6,-47.5,57.5,22,11,0,0.0,0.0,0,0.0,57.5,0,562500.0,61.76598358154297,61.76598358154297,11,22,0,1,22,0,1,-105.0,70.5,-47.5,192878,4,32,11,3,6,5.0,289964,3.184564,nan,0.289964,nan,1,0,289160,2,0,0,1,132,64,16,68,17,33,1,672,4,1
7,-47.5,57.5,22,11,0,0.0,0.0,0,0.0,57.5,0,562500.0,67.27983856201172,67.27983856201172,11,22,0,1,22,0,1,-105.0,70.5,-47.5,192878,5,32,11,4,6,5.0,290132,3.474696,nan,0.290132,nan,1,0,289160,2,0,0,1,132,64,16,68,17,33,1,840,5,1
8,-47.5,57.5,24,12,0,0.0,0.0,0,0.0,57.5,0,0.0,nan,nan,12,24,0,0,24,0,0,-105.0,70.5,-47.5,192878,1,32,12,1,4,5.0,168,3.474864,nan,0.000168,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,1,0
9,-47.5,57.5,28,14,0,0.0,0.0,0,0.0,57.5,0,562500.0,58.480669021606445,58.48066711425781,14,28,0,1,28,0,1,-105.0,70.5,-47.5,192878,4,32,14,2,7,5.0,289964,3.764828,nan,0.289964,nan,1,0,289160,2,0,0,1,132,64,16,68,17,33,1,672,4,1
10,-47.5,57.5,34,17,0,0.0,0.0,0,0.0,57.5,0,562500.0,57.75834274291992,57.75834274291992,17,34,0,1,34,0,1,-105.0,70.5,-47.5,192878,8,32,17,3,5,5.0,290636,4.055464,nan,0.290636,nan,1,0,289160,2,0,0,1,132,64,16,68,17,33,1,1344,8,1
