step,mode,receiver_idx,provider_idx,target_gain,online_prediction,base_loss,weighted_loss,propensity,importance_weight,receiver_policy_version,provider_policy_version
2,t2_b0,0,8,0.0,0.08603551983833313,0.00370105542242527,0.00370105542242527,1.0,1.0,1,1
3,t2_b0,4,17,0.0,0.08249273151159286,0.0034025253262370825,0.0034025253262370825,1.0,1.0,1,1
3,t2_b0,8,0,0.19430055223067086,0.036640822887420654,0.01242829393595457,0.01242829393595457,1.0,1.0,2,2
3,t2_b0,5,6,0.0,0.08267350494861603,0.003417454194277525,0.003417454194277525,1.0,1.0,1,1
3,t2_b0,3,12,0.0,0.08164167404174805,0.0033326814882457256,0.0033326814882457256,1.0,1.0,1,1
4,t2_b0,12,3,0.2775066237640272,0.03435032069683075,0.029562493786215782,0.029562493786215782,1.0,1.0,2,2
4,t2_b0,6,5,0.41709806554629886,0.034621939063072205,0.07314400374889374,0.07314400374889374,1.0,1.0,2,2
4,t2_b0,17,4,0.33753556891516356,0.034967586398124695,0.04577368497848511,0.04577368497848511,1.0,1.0,2,2
4,t2_b0,14,18,0.0,0.08886078745126724,0.003948119934648275,0.003948119934648275,1.0,1.0,1,1
4,t2_b0,1,0,0.0,0.03651785850524902,0.0006667770212516189,0.0006667770212516189,1.0,1.0,3,3
5,t2_b0,8,0,0.0,0.03793008625507355,0.0007193456985987723,0.0007193456985987723,0.9500000000000001,1.0,4,4
5,t2_b0,7,6,0.851936377614928,0.08815281093120575,0.2916826605796814,0.2916826605796814,1.0,1.0,3,3
5,t2_b0,13,15,0.0,0.08973158150911331,0.004025878384709358,0.004025878384709358,1.0,1.0,1,1
5,t2_b0,3,12,0.010842625550044732,0.060121871531009674,0.0012142220512032509,0.0012142220512032509,1.0,1.0,3,3
5,t2_b0,18,14,0.19323894428768432,0.038040995597839355,0.012043201364576817,0.012043201364576817,1.0,1.0,2,2
6,t2_b0,15,13,0.30212780819270924,0.03687503933906555,0.035179514437913895,0.035179514437913895,1.0,1.0,2,2
6,t2_b0,4,17,0.03397740923275246,0.05995779484510422,0.0003374902589712292,0.0003374902589712292,1.0,1.0,4,4
7,t2_b0,5,7,0.016605412158881637,0.09092413634061813,0.0027616361621767282,0.0027616361621767282,0.9500000000000001,1.0,5,5
7,t2_b0,10,6,0.913121501401072,0.0904221311211586,0.338417112827301,0.338417112827301,0.05,1.0,5,5
7,t2_b0,15,13,0.0,0.06343142688274384,0.002011772943660617,0.002011772943660617,1.0,1.0,3,3
7,t2_b0,0,8,0.04063397752412191,0.053248293697834015,7.956050103530288e-05,7.956050103530288e-05,1.0,1.0,6,6
7,t2_b0,14,18,0.04784402043677948,0.06401549279689789,0.00013075828610453755,0.00013075828610453755,1.0,1.0,4,4
8,t2_b0,6,10,0.5585447276387501,0.08006338775157928,0.11447220295667648,0.11447220295667648,0.9333333333333333,1.0,6,6
8,t2_b0,11,5,-0.1747974295006225,0.037379130721092224,0.022509446367621422,0.022509446367621422,1.0,1.0,6,6
9,t2_b0,7,11,0.2131129380649804,0.08306413888931274,0.008456344716250896,0.008456344716250896,0.925,1.0,7,7
9,t2_b0,12,3,0.0,0.029945701360702515,0.0004483725060708821,0.0004483725060708821,1.0,1.0,7,7
9,t2_b0,17,4,0.31537787340739326,0.032924115657806396,0.03989005833864212,0.03989005833864212,1.0,1.0,7,7
10,t2_b0,18,14,0.15024331861308357,0.036333270370960236,0.006487748585641384,0.006487748585641384,0.9500000000000001,1.0,7,7
10,t2_b0,8,0,0.3694605974543612,0.032110027968883514,0.0569026954472065,0.0569026954472065,1.0,1.0,9,9
10,t2_b0,3,12,0.07012935368029241,0.042355455458164215,0.0003856948169413954,0.0003856948169413954,0.9500000000000001,1.0,8,8
11,t2_b0,19,14,0.0,0.06430570781230927,0.0020676120184361935,0.0020676120184361935,0.9500000000000001,1.0,8,8
11,t2_b0,4,17,0.0,0.038242243230342865,0.0007312345551326871,0.0007312345551326871,0.9333333333333333,1.0,9,9
11,t2_b0,9,0,0.7467897092239641,0.055598583072423935,0.23887258768081665,0.23887258768081665,0.9500000000000001,1.0,10,10
11,t2_b0,1,3,0.4901851374329849,0.030132442712783813,0.10582423955202103,0.10582423955202103,0.9500000000000001,1.0,9,9
12,t2_b0,2,9,0.3516691794668887,0.06452418863773346,0.04122612997889519,0.04122612997889519,0.03333333333333333,1.0,11,11
12,t2_b0,5,6,0.0,0.09566644579172134,0.004576034378260374,0.004576034378260374,0.925,1.0,10,10
12,t2_b0,13,14,-0.012550123442558132,0.05783173441886902,0.0024768030270934105,0.0024768030270934105,1.0,1.0,9,9
12,t2_b0,0,8,-0.00046370781838727136,0.06471391022205353,0.002124061109498143,0.002124061109498143,0.9333333333333333,1.0,11,11
12,t2_b0,15,16,0.018955908563393808,0.0904214158654213,0.0025536592584103346,0.0025536592584103346,1.0,1.0,4,4
13,t2_b0,1,11,-0.0006713786971493885,0.03281465917825699,0.0005606574122793972,0.0005606574122793972,0.925,1.0,11,11
13,t2_b0,14,13,0.11199413012431071,0.03864322602748871,0.002690177643671632,0.002690177643671632,0.9500000000000001,1.0,10,10
13,t2_b0,16,15,0.0,0.09990368038415909,0.004990372806787491,0.004990372806787491,1.0,1.0,5,5
13,t2_b0,10,7,0.0,0.09817345440387726,0.004819013644009829,0.004819013644009829,0.9500000000000001,1.0,11,11
14,t2_b0,2,0,0.36952333817401867,0.054123830050230026,0.049738429486751556,0.049738429486751556,0.9333333333333333,1.0,13,13
14,t2_b0,17,11,0.10759414806592138,0.03332437574863434,0.0027579995803534985,0.0027579995803534985,0.9333333333333333,1.0,12,12
14,t2_b0,12,3,0.19140144072022894,0.03865259885787964,0.011666104197502136,0.011666104197502136,0.92,1.0,12,12
14,t2_b0,7,10,0.1640393000834885,0.08683942258358002,0.0029799104668200016,0.0029799104668200016,0.9333333333333333,1.0,12,12
15,t2_b0,3,1,0.08768022636872032,0.0521005243062973,0.0006329576717689633,0.0006329576717689633,0.9500000000000001,1.0,13,13
15,t2_b0,6,5,-0.09006828418274501,0.09592057764530182,0.017295926809310913,0.017295926809310913,0.9333333333333333,1.0,13,13
15,t2_b0,8,0,0.15644151780955617,0.05381940305233002,0.005265649873763323,0.005265649873763323,1.0,1.0,14,14
15,t2_b0,13,18,0.12071500696051031,0.03624269366264343,0.003567785955965519,0.003567785955965519,1.0,1.0,12,12
16,t2_b0,9,14,-0.13552040080324834,0.0427720844745636,0.015894105657935143,0.015894105657935143,1.0,1.0,14,14
16,t2_b0,4,1,0.07728115887509854,0.05630254000425339,0.00022005129721947014,0.00022005129721947014,0.925,1.0,14,14
16,t2_b0,18,13,0.017838248756722082,0.03682490438222885,0.00018024654127657413,0.00018024654127657413,0.9500000000000001,1.0,13,13
17,t2_b0,0,8,-0.08127102321985602,0.0828099250793457,0.0134612787514925,0.0134612787514925,1.0,1.0,16,16
17,t2_b0,5,15,0.0,0.09501920640468597,0.0045143249444663525,0.0045143249444663525,0.05,1.0,15,15
17,t2_b0,11,17,-0.09671226821477137,0.041921667754650116,0.009609684348106384,0.009609684348106384,0.9500000000000001,1.0,15,15
17,t2_b0,19,18,0.0,0.05362257361412048,0.001437690225429833,0.001437690225429833,0.9500000000000001,1.0,14,14
17,t2_b0,10,7,0.0,0.10693491250276566,0.005717537831515074,0.005717537831515074,0.9500000000000001,1.0,15,15
17,t2_b0,14,9,-0.3840889437046188,0.05250973254442215,0.09530919790267944,0.09530919790267944,1.0,1.0,15,15
18,t2_b0,1,6,-0.12732268373747457,0.05880863592028618,0.017322435975074768,0.017322435975074768,0.03333333333333333,1.0,17,16
18,t2_b0,11,17,0.0333658255280589,0.03232348710298538,5.43236296834948e-07,5.43236296834948e-07,0.9500000000000001,1.0,16,16
18,t2_b0,15,16,0.01153543762250463,0.06820844858884811,0.0016059151384979486,0.0016059151384979486,0.9500000000000001,1.0,16,16
19,t2_b0,16,18,-0.036921111691391104,0.04896073788404465,0.003687845543026924,0.003687845543026924,1.0,1.0,17,17
19,t2_b0,12,3,0.0,0.05593961849808693,0.0015646204119548202,0.0015646204119548202,0.9333333333333333,1.0,18,18
19,t2_b0,6,1,-0.08339347674331829,0.05640300363302231,0.009771527722477913,0.009771527722477913,0.9333333333333333,1.0,18,18
19,t2_b0,7,10,0.12504571224757716,0.11307898163795471,7.160137465689331e-05,7.160137465689331e-05,1.0,1.0,17,17
20,t2_b0,8,0,0.003315493948050969,0.04833676666021347,0.0010134575422853231,0.0010134575422853231,0.9500000000000001,1.0,19,19
20,t2_b0,18,15,0.0,0.04442424327135086,0.0009867566404864192,0.0009867566404864192,0.9500000000000001,1.0,18,18
20,t2_b0,17,6,-0.08679718335279155,0.05290178954601288,0.009757902473211288,0.009757902473211288,0.9500000000000001,1.0,19,19
20,t2_b0,13,9,-0.45767690785502785,0.04134856164455414,0.12451320886611938,0.12451320886611938,0.9500000000000001,1.0,18,18
20,t2_b0,2,12,-0.5672185221840357,0.0690087154507637,0.2023925632238388,0.2023925632238388,0.9333333333333333,1.0,19,19
21,t2_b0,14,0,-0.24305650798504255,0.06024760752916336,0.04599669203162193,0.04599669203162193,0.925,1.0,20,20
21,t2_b0,9,13,-0.013457768476643702,0.021550193428993225,0.0006127786473371089,0.0006127786473371089,0.9333333333333333,1.0,19,19
21,t2_b0,4,1,0.010831990850185137,0.06107255071401596,0.0012620569905266166,0.0012620569905266166,0.9333333333333333,1.0,20,20
22,t2_b0,19,9,0.06217261195317436,0.026897020637989044,0.0006221836083568633,0.0006221836083568633,0.9333333333333333,1.0,20,20
22,t2_b0,3,14,-0.10460658949950699,0.04601290076971054,0.01134311594069004,0.01134311594069004,0.9333333333333333,1.0,21,21
22,t2_b0,5,11,0.0,0.06489092856645584,0.002105416264384985,0.002105416264384985,1.0,1.0,20,20
22,t2_b0,15,7,-0.38396070549238603,0.08747166395187378,0.11112423241138458,0.11112423241138458,0.9500000000000001,1.0,20,20
23,t2_b0,16,13,-0.056519826860016435,0.016339175403118134,0.0026542171835899353,0.0026542171835899353,0.9500000000000001,1.0,21,21
23,t2_b0,1,2,0.07623933528172878,0.06957590579986572,2.220062742708251e-05,2.220062742708251e-05,0.9333333333333333,1.0,22,22
23,t2_b0,11,5,0.841005775218909,0.012999869883060455,0.3427968919277191,0.3427968919277191,1.0,1.0,21,21
23,t2_b0,10,4,-0.03057268042497494,0.07116353511810303,0.005175129044800997,0.005175129044800997,0.9500000000000001,1.0,22,22
23,t2_b0,0,3,-0.25706853459507073,0.04130217432975769,0.0445125438272953,0.0445125438272953,0.9500000000000001,1.0,22,22
24,t2_b0,2,1,-0.038254338829756665,0.07093379646539688,0.005961024668067694,0.005961024668067694,0.9500000000000001,1.0,23,23
24,t2_b0,7,15,0.07983173803772169,0.07679181545972824,4.620575964509044e-06,4.620575964509044e-06,0.9333333333333333,1.0,22,22
24,t2_b0,12,3,0.0,0.03174120932817459,0.0005037522059865296,0.0005037522059865296,1.0,1.0,23,23
24,t2_b0,17,4,0.06928739736236596,0.06268015503883362,2.1827823729836382e-05,2.1827823729836382e-05,0.9500000000000001,1.0,23,23
25,t2_b0,18,7,-0.3370652433769223,0.08697618544101715,0.08990557491779327,0.08990557491779327,0.9500000000000001,1.0,23,23
25,t2_b0,8,0,0.08945085329399147,0.026354864239692688,0.0019905518274754286,0.0019905518274754286,1.0,1.0,24,24
25,t2_b0,13,16,-0.01622982634256785,0.0038654953241348267,0.00020191098155919462,0.00020191098155919462,0.9500000000000001,1.0,23,23
26,t2_b0,9,19,0.9561306569980864,0.0009510666131973267,0.456184059381485,0.456184059381485,1.0,1.0,24,24
26,t2_b0,4,1,0.0,0.07055653631687164,0.0024891123175621033,0.0024891123175621033,0.9333333333333333,1.0,25,25
26,t2_b0,14,11,0.963906356630282,0.08605378121137619,0.385312557220459,0.385312557220459,0.03333333333333333,1.0,24,24
26,t2_b0,3,0,-0.06793000474174841,0.029440172016620636,0.004740475676953793,0.004740475676953793,0.9500000000000001,1.0,25,25
27,t2_b0,10,2,-0.15173818457846583,0.05688651278614998,0.02176213078200817,0.02176213078200817,0.9333333333333333,1.0,26,26
27,t2_b0,15,18,-0.0424142836558961,0.08246782422065735,0.007797770667821169,0.007797770667821169,0.9333333333333333,1.0,25,25
27,t2_b0,0,3,0.08414968859974888,0.023556366562843323,0.0018357753288000822,0.0018357753288000822,0.9500000000000001,1.0,26,26
28,t2_b0,19,9,0.18013855851655922,-0.004143811762332916,0.016979994252324104,0.016979994252324104,0.9500000000000001,1.0,26,26
28,t2_b0,1,2,-0.02027638043696398,0.05904555693268776,0.0031459848396480083,0.0031459848396480083,0.9333333333333333,1.0,27,27
28,t2_b0,11,7,-0.4869884696920767,0.07740455865859985,0.15926975011825562,0.15926975011825562,0.9333333333333333,1.0,26,26
29,t2_b0,7,11,0.06333034216158569,0.0871511846780777,0.0002837162173818797,0.0002837162173818797,1.0,1.0,27,27
