step,eval_is_final,eval_n_pairs_per_zone,t2_b0_active_models_total,t2_b0_active_models_z0,t2_b0_balanced_rmse_total,t2_b0_censored_gain_vs_prior_total,t2_b0_censored_rmse_total,t2_b0_censored_rmse_z0,t2_b0_false_reachable_rate_total,t2_b0_false_reachable_rate_z0,t2_b0_floor_rmse_total,t2_b0_individual_total,t2_b0_individual_z0,t2_b0_mean_abs_prediction_shift_from_prior_db_total,t2_b0_mean_model_rmse_total,t2_b0_mean_model_rmse_z0,t2_b0_mean_support_total,t2_b0_median_model_rmse_total,t2_b0_p10_model_rmse_total,t2_b0_p90_model_rmse_total,t2_b0_prior_censored_rmse_total,t2_b0_prior_false_reachable_rate_total,t2_b0_prior_floor_rmse_total,t2_b0_prior_reachable_rmse_total,t2_b0_prior_rmse_total,t2_b0_reachable_count_total,t2_b0_reachable_gain_vs_prior_total,t2_b0_reachable_rmse_total,t2_b0_rmse_gain_vs_prior_total,t2_b0_supported_fraction_total,t2_b0_supported_gain_vs_prior_total,t2_b0_supported_prior_rmse_total,t2_b0_supported_rmse_total,t2_b0_total,t2_b0_unavailable_censored_rmse_total,t2_b0_unavailable_censored_rmse_z0,t2_b0_unavailable_count_total,t2_b0_z0
100,1,500,20,20,41.14413034252445,29.28565002848737,26.69400392278973,26.69400392278973,0.85,0.85,52.005479794128206,28.32872485683131,28.32872485683131,48.55357191238404,25.59770012487769,25.59770012487769,nan,21.09586906178447,16.80855814708867,52.5465026378703,55.9796539512771,0.0,0.0,57.738604325384934,55.97965383669997,9400,31.640539365166045,26.09806496021889,27.650928979868656,nan,nan,nan,nan,28.32872485683131,34.71968436994062,34.71968436994062,600,28.32872485683131
200,1,500,20,20,30.09447926040098,38.30764581194708,18.6046166414507,18.6046166414507,0.9458333333333333,0.9458333333333333,38.32619224320179,20.580620381688046,20.580620381688046,50.37982820663452,18.17577305290329,18.17577305290329,nan,14.908227421602987,14.221258645681495,22.15237182626671,56.91226245339778,0.0,0.0,59.07882686923406,56.91226250799819,9280,40.573196589598936,18.505630279635124,36.33164212631014,nan,nan,nan,nan,20.580620381688046,19.836277820829643,19.836277820829643,720,20.580620381688046
300,1,500,20,20,30.508256169744346,39.970119339978325,16.19855215503286,16.19855215503286,0.943939393939394,0.943939393939394,40.16716147710028,18.390648548266157,18.390648548266157,52.84130200958252,16.65815590122768,16.65815590122768,nan,14.213023170490194,13.113791996899927,18.35312615783876,56.16867149501118,0.0,0.0,58.119345475077274,56.16867160111225,9340,42.36794782566091,15.751397649416363,37.778023052846095,nan,nan,nan,nan,18.390648548266157,21.553877084589917,21.553877084589917,660,18.390648548266157
400,1,500,20,20,32.233723404601704,33.08201043348473,24.36272255934807,24.36272255934807,0.8184210526315789,0.8184210526315789,38.44092755842368,25.17263449768653,25.17263449768653,48.23177832107544,21.01021012951173,21.01021012951173,nan,13.601386946355989,12.17068664071425,41.084880549925565,57.444732992832805,0.0,0.0,58.56830828024213,57.44473308221319,9620,34.06686061899651,24.50144766124562,32.27209858452666,nan,nan,nan,nan,25.17263449768653,20.541043338903847,20.541043338903847,380,25.17263449768653
500,1,500,20,20,27.94541889089102,44.515469334498434,11.557272427363582,11.557272427363582,0.9964285714285714,0.9964285714285714,37.880893839695865,12.78888713441093,12.78888713441093,54.63075093154907,12.485754093169884,12.485754093169884,nan,11.7463208938538,10.730831721746855,13.82576847586578,56.07274176186201,0.0,0.0,56.874639824918106,56.07274172776077,9720,45.60828478522452,11.266355039693588,43.283854593349844,nan,nan,nan,nan,12.78888713441093,19.080516593078414,19.080516593078414,280,12.78888713441093
600,1,500,20,20,28.59622357584013,40.98402206187093,15.742402121673505,15.742402121673505,0.95,0.95,37.335165079123186,17.62707916798401,17.62707916798401,51.472621366119384,15.189468750334191,15.189468750334191,nan,13.041078232330815,11.899656174106077,14.351101059285108,56.72642418354444,0.0,0.0,58.50883895436568,56.72642401597888,9400,42.966205518763765,15.542633435601914,39.09934484799487,nan,nan,nan,nan,17.62707916798401,18.593985434168932,18.593985434168932,600,17.62707916798401
700,1,500,20,20,30.48055049247525,32.87034454307097,24.16912291162532,24.16912291162532,0.8054054054054054,0.8054054054054054,35.3793206049403,25.57696584685087,25.57696584685087,47.89741007690429,21.244495487682805,21.244495487682805,nan,14.414220746136923,12.826832699535032,42.252208244366955,57.039467454696286,0.0,0.0,59.27478237381544,57.03946737460744,9260,34.64895060752757,24.625831766287874,31.46250152775657,nan,nan,nan,nan,25.57696584685087,17.47231344129033,17.47231344129033,740,25.57696584685087
800,1,500,20,20,28.76053669681401,42.25171451870702,12.48847777055667,12.48847777055667,1.0,1.0,39.01558717582848,15.951466138633688,15.951466138633688,54.73157125320434,15.678968923312766,15.678968923312766,nan,14.561593824014214,13.35392679568817,19.296019433277863,54.74019228926369,0.0,0.0,57.32035883316187,54.74019241405115,9120,45.82597326877004,11.494385564391823,38.78872627541746,nan,nan,nan,nan,15.951466138633688,20.075940128786936,20.075940128786936,880,15.951466138633688
900,1,500,20,20,29.543161485523935,41.00195567085296,14.537523286868064,14.537523286868064,1.0,1.0,39.37291769039144,17.19388018397333,17.19388018397333,52.86525206756592,16.535638557413613,16.535638557413613,nan,14.577470855537747,13.405253522832792,21.372048716369303,55.53947895772102,0.0,0.0,57.71601089828388,55.53947882699318,9260,43.73852422631203,13.977486671971851,38.345598643019855,nan,nan,nan,nan,17.19388018397333,20.277413729529897,20.277413729529897,740,17.19388018397333
1000,1,500,20,20,33.65854170429708,34.49494854780555,23.12609480259368,23.12609480259368,0.85,0.85,41.62102447465066,23.913334414169327,23.913334414169327,49.87534920806885,18.15655222692704,18.15655222692704,nan,11.183800518265212,10.029461545842382,54.25400607099353,57.62104335039923,0.0,0.0,58.56571378691167,57.6210435584657,9680,35.46841565487158,23.09729813204009,33.70770914429637,nan,nan,nan,nan,23.913334414169327,23.980856851624534,23.980856851624534,320,23.913334414169327
