step,eval_is_final,eval_n_pairs_per_zone,t2_b0_total,t2_b0_balanced_rmse_total,t2_b0_reachable_rmse_total,t2_b0_censored_rmse_total,t2_b0_unavailable_censored_rmse_total,t2_b0_false_reachable_rate_total,t2_b0_active_models_total
50,1,5000,29.170309433393438,27.974926003876746,26.308512588265053,13.053364429828981,9.907723286300689,0.9715639810426541,211
100,1,5000,29.878786885964395,28.113526750412007,25.575427434389187,13.492720138099573,10.74042726121797,0.9764705882352941,170
150,1,5000,29.69443132085348,28.689969895333412,27.2905178748073,14.242577698769596,11.206034764558856,0.8791208791208791,182
200,1,5000,30.635075052896067,28.153504330464706,24.419524802856476,13.984445548828614,11.693556054150969,0.9902912621359223,206
250,1,5000,29.984870157629487,28.06878963964834,25.29274500299284,13.494692109378505,10.831896780041324,0.9803921568627451,204
300,1,5000,29.952623101474796,28.406910997938557,26.205560853649335,13.74465540570072,10.877439559030577,0.9612903225806452,155
350,1,5000,31.51148541805132,28.833183187592883,24.805102867859677,14.923939247733163,12.897084793484334,0.9661016949152542,177
359,1,5000,31.26339522405162,28.762295378834413,24.983421695425264,14.872893007996389,12.679756316409946,0.9547738693467337,199
