step,contact_threshold_rx_power_dbm,contact_threshold_snr_db,feasible_contact_decisions,feasible_contact_pairs,greedy_comm_bytes,greedy_comm_cumulative_mb,greedy_comm_mb,greedy_events,local_policy_initial_pull_probability,model_transfer_snr_min_db,network_half_duplex_rejections,network_mean_direction_capacity_bytes,network_mean_sinr_db,network_min_sinr_db,network_raw_contact_pairs,network_raw_directed_candidates,network_rejected_transfers,network_scheduled_transfers,network_shortlisted_directed_candidates,network_sinr_or_airtime_rejections,network_transfer_proposals,noise_floor_dbm,propagation_loss_contact_threshold_db,rssi_gossip_threshold_dbm,snr_min_db,t2_b0_comm_bytes,t2_b0_comm_cumulative_mb,t2_b0_comm_cumulative_vs_greedy_ratio,t2_b0_comm_mb,t2_b0_comm_vs_greedy_ratio,t2_b0_events,t2_b0_metadata_bytes,t2_b0_model_bytes,t2_b0_model_messages,t2_b0_policy_bytes,t2_b0_policy_messages,t2_b0_pull_events,t2_b0_scalar_bytes,t2_b0_scalar_control_bytes,t2_b0_scalar_control_messages,t2_b0_scalar_loss_bytes,t2_b0_scalar_loss_messages,t2_b0_scalar_messages,t2_b0_selected_providers,t2_b0_training_sample_bytes,t2_b0_training_sample_messages,t2_b0_valid_pull_events
1,-47.5,57.5,0,0,0,0.0,0.0,0,0.0,57.5,,,,,0,,,0,0,,0,-105.0,70.5,-47.5,5.0,0,0.0,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-47.5,57.5,2,1,0,0.0,0.0,0,0.0,57.5,1,562500.0,65.34734725952148,65.34734725952148,1,2,1,1,2,0,2,-105.0,70.5,-47.5,5.0,289160,0.28916,nan,0.28916,nan,1,0,289160,2,0,0,1,0,0,0,0,0,0,1,0,0,0
3,-47.5,57.5,4,2,0,0.0,0.0,0,0.0,57.5,0,562500.0,39.180829834366406,34.55185473838688,2,4,0,2,4,0,2,-105.0,70.5,-47.5,5.0,578584,0.867744,nan,0.578584,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,0,0,2
4,-47.5,57.5,6,3,0,0.0,0.0,0,0.0,57.5,0,562500.0,39.086602547661045,33.78256427729257,3,6,0,2,6,0,2,-105.0,70.5,-47.5,5.0,578584,1.446328,nan,0.578584,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,0,0,2
5,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,2,562500.0,35.26369483476647,33.7874662868757,5,10,2,2,10,0,4,-105.0,70.5,-47.5,5.0,578584,2.024912,nan,0.578584,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,0,0,2
6,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,2,562500.0,34.274202101236085,33.76231748755406,5,10,2,2,10,0,4,-105.0,70.5,-47.5,5.0,578584,2.603496,nan,0.578584,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,0,0,2
7,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,1,562500.0,29.613756137173674,22.84578667659137,5,10,1,2,10,0,3,-105.0,70.5,-47.5,5.0,578584,3.18208,nan,0.578584,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,0,0,2
8,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,1,562500.0,30.65834614106054,29.100591249051888,5,10,1,2,10,0,3,-105.0,70.5,-47.5,5.0,578584,3.760664,nan,0.578584,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,0,0,2
9,-47.5,57.5,12,6,0,0.0,0.0,0,0.0,57.5,2,562500.0,39.81825595456468,27.274277117168737,6,12,2,3,12,0,5,-105.0,70.5,-47.5,5.0,867876,4.62854,nan,0.867876,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,0,0,3
10,-47.5,57.5,8,4,0,0.0,0.0,0,0.0,57.5,4,562500.0,61.194875717163086,60.5091552734375,4,8,4,3,8,0,7,-105.0,70.5,-47.5,5.0,867876,5.496416,nan,0.867876,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,0,0,3
11,-47.5,57.5,12,6,0,0.0,0.0,0,0.0,57.5,2,562500.0,47.36983942112561,36.33712451719791,6,12,2,3,12,0,5,-105.0,70.5,-47.5,5.0,867876,6.364292,nan,0.867876,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,0,0,3
12,-47.5,57.5,14,7,0,0.0,0.0,0,0.0,57.5,1,562500.0,48.7352953666954,35.56741008199647,7,14,1,3,14,0,4,-105.0,70.5,-47.5,5.0,867876,7.232168,nan,0.867876,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,0,0,3
13,-47.5,57.5,16,8,0,0.0,0.0,0,0.0,57.5,3,562500.0,61.630946477254234,59.518943786621094,8,16,3,3,16,0,6,-105.0,70.5,-47.5,5.0,867876,8.100044,nan,0.867876,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,0,0,3
14,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,0,562500.0,48.975978584115666,39.813209396075656,5,10,0,3,10,0,3,-105.0,70.5,-47.5,5.0,867876,8.96792,nan,0.867876,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,0,0,3
15,-47.5,57.5,16,8,0,0.0,0.0,0,0.0,57.5,3,562500.0,61.159905115763344,57.57524490356445,8,16,3,3,16,0,6,-105.0,70.5,-47.5,5.0,867876,9.835796,nan,0.867876,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,0,0,3
16,-47.5,57.5,12,6,0,0.0,0.0,0,0.0,57.5,1,562500.0,41.70686553181913,34.41708922953798,6,12,1,2,12,0,3,-105.0,70.5,-47.5,5.0,578584,10.41438,nan,0.578584,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,0,0,2
17,-47.5,57.5,8,4,0,0.0,0.0,0,0.0,57.5,1,562500.0,31.051799459233145,25.880286405581508,4,8,1,2,8,0,3,-105.0,70.5,-47.5,5.0,578584,10.992964,nan,0.578584,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,0,0,2
18,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,2,562500.0,45.4833532047974,28.178920661579344,5,10,2,3,10,0,5,-105.0,70.5,-47.5,5.0,867876,11.86084,nan,0.867876,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,0,0,3
19,-47.5,57.5,8,4,0,0.0,0.0,0,0.0,57.5,1,562500.0,56.666995948361034,40.298796847263844,4,8,1,2,8,0,3,-105.0,70.5,-47.5,5.0,578584,12.439424,nan,0.578584,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,0,0,2
20,-47.5,57.5,12,6,0,0.0,0.0,0,0.0,57.5,3,562500.0,37.7639663613713,20.35097000293145,6,12,3,4,12,0,7,-105.0,70.5,-47.5,5.0,1157168,13.596592,nan,1.157168,nan,4,0,1156640,8,0,0,4,528,256,64,272,68,132,4,0,0,4
21,-47.5,57.5,12,6,0,0.0,0.0,0,0.0,57.5,2,562500.0,61.132497787475586,60.2106819152832,6,12,2,2,12,0,4,-105.0,70.5,-47.5,5.0,578584,14.175176,nan,0.578584,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,0,0,2
22,-47.5,57.5,14,7,0,0.0,0.0,0,0.0,57.5,2,562500.0,34.12532960749368,18.29936076014097,7,14,2,4,14,0,6,-105.0,70.5,-47.5,5.0,1157168,15.332344,nan,1.157168,nan,4,0,1156640,8,0,0,4,528,256,64,272,68,132,4,0,0,4
23,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,1,562500.0,20.643904239489842,20.138533123851907,5,10,1,2,10,0,3,-105.0,70.5,-47.5,5.0,578584,15.910928,nan,0.578584,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,0,0,2
24,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,3,562500.0,33.494534803601915,19.84545143879998,5,10,3,3,10,0,6,-105.0,70.5,-47.5,5.0,867876,16.778804,nan,0.867876,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,0,0,3
25,-47.5,57.5,12,6,0,0.0,0.0,0,0.0,57.5,2,562500.0,39.82295425895132,38.59694738090026,6,12,2,4,12,0,6,-105.0,70.5,-47.5,5.0,1157168,17.935972,nan,1.157168,nan,4,0,1156640,8,0,0,4,528,256,64,272,68,132,4,0,0,4
26,-47.5,57.5,12,6,0,0.0,0.0,0,0.0,57.5,2,562500.0,34.354189894337516,20.138533123851907,6,12,2,3,12,0,5,-105.0,70.5,-47.5,5.0,867876,18.803848,nan,0.867876,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,0,0,3
27,-47.5,57.5,12,6,0,0.0,0.0,0,0.0,57.5,3,562500.0,41.41852426019429,19.84545525343031,6,12,3,4,12,0,7,-105.0,70.5,-47.5,5.0,1157168,19.961016,nan,1.157168,nan,4,0,1156640,8,0,0,4,528,256,64,272,68,132,4,0,0,4
28,-47.5,57.5,12,6,0,0.0,0.0,0,0.0,57.5,2,562500.0,18.255920161635167,18.164558483083727,6,12,2,2,12,0,4,-105.0,70.5,-47.5,5.0,578584,20.5396,nan,0.578584,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,0,0,2
29,-47.5,57.5,12,6,0,0.0,0.0,0,0.0,57.5,2,562500.0,43.95200279643483,40.24001686988392,6,12,2,4,12,0,6,-105.0,70.5,-47.5,5.0,1157168,21.696768,nan,1.157168,nan,4,0,1156640,8,0,0,4,528,256,64,272,68,132,4,0,0,4
30,-47.5,57.5,12,6,0,0.0,0.0,0,0.0,57.5,2,562500.0,51.762778544617866,40.19908372605365,6,12,2,3,12,0,5,-105.0,70.5,-47.5,5.0,867876,22.564644,nan,0.867876,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,0,0,3
