step,contact_threshold_rx_power_dbm,contact_threshold_snr_db,feasible_contact_decisions,feasible_contact_pairs,greedy_comm_bytes,greedy_comm_cumulative_mb,greedy_comm_mb,greedy_events,local_policy_initial_pull_probability,model_transfer_snr_min_db,network_half_duplex_rejections,network_mean_direction_capacity_bytes,network_mean_sinr_db,network_min_sinr_db,network_raw_contact_pairs,network_raw_directed_candidates,network_rejected_transfers,network_scheduled_transfers,network_shortlisted_directed_candidates,network_sinr_or_airtime_rejections,network_transfer_proposals,noise_floor_dbm,propagation_loss_contact_threshold_db,rssi_gossip_threshold_dbm,snr_min_db,t2_b0_comm_bytes,t2_b0_comm_cumulative_mb,t2_b0_comm_cumulative_vs_greedy_ratio,t2_b0_comm_mb,t2_b0_comm_vs_greedy_ratio,t2_b0_events,t2_b0_metadata_bytes,t2_b0_model_bytes,t2_b0_model_messages,t2_b0_policy_bytes,t2_b0_policy_messages,t2_b0_pull_events,t2_b0_scalar_bytes,t2_b0_scalar_control_bytes,t2_b0_scalar_control_messages,t2_b0_scalar_loss_bytes,t2_b0_scalar_loss_messages,t2_b0_scalar_messages,t2_b0_selected_providers,t2_b0_training_sample_bytes,t2_b0_training_sample_messages,t2_b0_valid_pull_events
1,-47.5,57.5,0,0,0,0.0,0.0,0,0.0,57.5,,,,,0,,,0,0,,0,-105.0,70.5,-47.5,5.0,0,0.0,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-47.5,57.5,2,1,0,0.0,0.0,0,0.0,57.5,1,562500.0,67.51024436950684,67.5102424621582,1,2,1,1,2,0,2,-105.0,70.5,-47.5,5.0,496084,0.496084,nan,0.496084,nan,1,144,289160,2,206648,2,1,132,64,16,68,17,33,1,0,0,1
3,-47.5,57.5,8,4,0,0.0,0.0,0,0.0,57.5,3,562500.0,41.89995434479886,32.358795085013604,4,8,3,4,8,0,7,-105.0,70.5,-47.5,5.0,1984264,2.480348,nan,1.984264,nan,4,504,1156640,8,826592,8,4,528,256,64,272,68,132,4,0,0,4
4,-47.5,57.5,12,6,0,0.0,0.0,0,0.0,57.5,4,562500.0,44.1691630078695,33.349464619859326,6,12,4,5,12,0,9,-105.0,70.5,-47.5,5.0,2687068,5.167416,nan,2.687068,nan,5,720,1445800,10,1239888,12,5,660,320,80,340,85,165,5,0,0,5
5,-47.5,57.5,18,9,0,0.0,0.0,0,0.0,57.5,3,562500.0,44.93021930764348,31.779844721240448,9,18,3,5,18,0,8,-105.0,70.5,-47.5,5.0,3307084,8.4745,nan,3.307084,nan,5,792,1445800,10,1859832,18,5,660,320,80,340,85,165,5,0,0,5
6,-47.5,57.5,22,11,0,0.0,0.0,0,0.0,57.5,5,562500.0,36.61948463590503,22.656253762386534,11,22,5,6,22,0,11,-105.0,70.5,-47.5,5.0,4010176,12.484676,nan,4.010176,nan,6,1296,1734960,12,2273128,22,6,792,384,96,408,102,198,6,0,0,6
7,-47.5,57.5,22,11,0,0.0,0.0,0,0.0,57.5,4,562500.0,32.59921469982612,18.316137598575995,11,22,4,7,22,0,11,-105.0,70.5,-47.5,5.0,4299252,16.783928,nan,4.299252,nan,7,1080,2024120,14,2273128,22,7,924,448,112,476,119,231,7,0,0,7
8,-47.5,57.5,24,12,0,0.0,0.0,0,0.0,57.5,4,562500.0,25.930186880397038,18.51143717321917,12,24,4,5,24,0,9,-105.0,70.5,-47.5,5.0,3927316,20.711244,nan,3.927316,nan,5,1080,1445800,10,2479776,24,5,660,320,80,340,85,165,5,0,0,5
9,-47.5,57.5,28,14,0,0.0,0.0,0,0.0,57.5,4,562500.0,41.954244756577864,18.760037679807112,14,28,4,5,28,0,9,-105.0,70.5,-47.5,5.0,4341044,25.052288,nan,4.341044,nan,5,1512,1445800,10,2893072,28,5,660,320,80,340,85,165,5,0,0,5
10,-47.5,57.5,34,17,0,0.0,0.0,0,0.0,57.5,8,562500.0,42.36065222137394,19.396823423391048,17,34,8,5,34,0,13,-105.0,70.5,-47.5,5.0,4961492,30.01378,nan,4.961492,nan,5,2016,1445800,10,3513016,34,5,660,320,80,340,85,165,5,0,0,5
11,-47.5,57.5,46,23,0,0.0,0.0,0,0.0,57.5,7,562500.0,41.34135085130957,21.53323510030713,23,46,7,7,46,0,14,-105.0,70.5,-47.5,5.0,6780468,36.794248,nan,6.780468,nan,7,2520,2024120,14,4752904,46,7,924,448,112,476,119,231,7,0,0,7
