step,contact_threshold_rx_power_dbm,contact_threshold_snr_db,feasible_contact_decisions,feasible_contact_pairs,greedy_comm_bytes,greedy_comm_cumulative_mb,greedy_comm_mb,greedy_events,local_policy_initial_pull_probability,model_transfer_snr_min_db,network_half_duplex_rejections,network_mean_direction_capacity_bytes,network_mean_sinr_db,network_min_sinr_db,network_raw_contact_pairs,network_raw_directed_candidates,network_rejected_transfers,network_scheduled_transfers,network_shortlisted_directed_candidates,network_sinr_or_airtime_rejections,network_transfer_proposals,noise_floor_dbm,propagation_loss_contact_threshold_db,rssi_gossip_threshold_dbm,snr_min_db,t2_b0_comm_bytes,t2_b0_comm_cumulative_mb,t2_b0_comm_cumulative_vs_greedy_ratio,t2_b0_comm_mb,t2_b0_comm_vs_greedy_ratio,t2_b0_events,t2_b0_metadata_bytes,t2_b0_model_bytes,t2_b0_model_messages,t2_b0_policy_bytes,t2_b0_policy_messages,t2_b0_pull_events,t2_b0_scalar_bytes,t2_b0_scalar_control_bytes,t2_b0_scalar_control_messages,t2_b0_scalar_loss_bytes,t2_b0_scalar_loss_messages,t2_b0_scalar_messages,t2_b0_selected_providers,t2_b0_training_sample_bytes,t2_b0_training_sample_messages,t2_b0_valid_pull_events
1,-47.5,57.5,0,0,0,0.0,0.0,0,0.0,57.5,,,,,0,,,0,0,,0,-105.0,70.5,-47.5,5.0,0,0.0,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-47.5,57.5,2,1,0,0.0,0.0,0,0.0,57.5,1,562500.0,67.51023864746094,67.51023864746094,1,2,1,1,2,0,2,-105.0,70.5,-47.5,5.0,496084,0.496084,nan,0.496084,nan,1,144,289160,2,206648,2,1,132,64,16,68,17,33,1,0,0,1
3,-47.5,57.5,4,2,0,0.0,0.0,0,0.0,57.5,2,562500.0,52.316383052869,40.30302494838384,2,4,2,2,4,0,4,-105.0,70.5,-47.5,5.0,992168,1.488252,nan,0.992168,nan,2,288,578320,4,413296,4,2,264,128,32,136,34,66,2,0,0,2
4,-47.5,57.5,6,3,0,0.0,0.0,0,0.0,57.5,3,562500.0,39.88998133315867,39.1886236387731,3,6,3,2,6,0,5,-105.0,70.5,-47.5,5.0,1198960,2.687212,nan,1.19896,nan,2,432,578320,4,619944,6,2,264,128,32,136,34,66,2,0,0,2
5,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,4,562500.0,39.80760056717255,39.044517811283825,5,10,4,2,10,0,6,-105.0,70.5,-47.5,5.0,1612544,4.299756,nan,1.612544,nan,2,720,578320,4,1033240,10,2,264,128,32,136,34,66,2,0,0,2
6,-47.5,57.5,8,4,0,0.0,0.0,0,0.0,57.5,4,562500.0,41.224882400452834,38.65547636838062,4,8,4,2,8,0,6,-105.0,70.5,-47.5,5.0,1405752,5.705508,nan,1.405752,nan,2,576,578320,4,826592,8,2,264,128,32,136,34,66,2,0,0,2
7,-47.5,57.5,6,3,0,0.0,0.0,0,0.0,57.5,3,562500.0,38.23673053099175,33.12466653345739,3,6,3,2,6,0,5,-105.0,70.5,-47.5,5.0,1198960,6.904468,nan,1.19896,nan,2,432,578320,4,619944,6,2,264,128,32,136,34,66,2,0,0,2
8,-47.5,57.5,6,3,0,0.0,0.0,0,0.0,57.5,3,562500.0,40.88244777093596,37.291860681554674,3,6,3,2,6,0,5,-105.0,70.5,-47.5,5.0,1198960,8.103428,nan,1.19896,nan,2,432,578320,4,619944,6,2,264,128,32,136,34,66,2,0,0,2
9,-47.5,57.5,4,2,0,0.0,0.0,0,0.0,57.5,2,562500.0,38.94295587307431,34.37343458622739,2,4,2,2,4,0,4,-105.0,70.5,-47.5,5.0,992168,9.095596,nan,0.992168,nan,2,288,578320,4,413296,4,2,264,128,32,136,34,66,2,0,0,2
10,-47.5,57.5,8,4,0,0.0,0.0,0,0.0,57.5,4,562500.0,44.01108881593597,28.99234061782198,4,8,4,3,8,0,7,-105.0,70.5,-47.5,5.0,1695044,10.79064,nan,1.695044,nan,3,576,867480,6,826592,8,3,396,192,48,204,51,99,3,0,0,3
11,-47.5,57.5,22,11,0,0.0,0.0,0,0.0,57.5,5,562500.0,46.003587177836785,26.453319274578764,11,22,5,4,22,0,9,-105.0,70.5,-47.5,5.0,3431880,14.22252,nan,3.43188,nan,4,1584,1156640,8,2273128,22,4,528,256,64,272,68,132,4,0,0,4
12,-47.5,57.5,24,12,0,0.0,0.0,0,0.0,57.5,4,562500.0,63.92706489562988,61.8721809387207,12,24,4,4,24,0,8,-105.0,70.5,-47.5,5.0,3638672,17.861192,nan,3.638672,nan,4,1728,1156640,8,2479776,24,4,528,256,64,272,68,132,4,0,0,4
13,-47.5,57.5,24,12,0,0.0,0.0,0,0.0,57.5,5,562500.0,64.3612174987793,60.45486068725586,12,24,5,3,24,0,8,-105.0,70.5,-47.5,5.0,3349380,21.210572,nan,3.34938,nan,3,1728,867480,6,2479776,24,3,396,192,48,204,51,99,3,0,0,3
