step,pending_transitions,pull_updates_this_step,queued_transitions,t2_b0.1_train_updates,train_updates_this_step
142,3219,822,369,21512,180
143,3266,826,315,21680,168
144,3326,814,282,21864,184
145,3334,806,353,22052,188
146,3232,802,432,22244,192
147,3234,798,364,22432,188
148,3092,802,471,22616,184
149,3084,812,374,22792,176
150,3136,812,303,22964,172
151,3074,794,402,23136,172
152,3115,782,292,23312,176
153,3042,764,394,23488,176
154,3135,778,268,23656,168
155,3095,764,370,23824,168
156,3127,770,273,23996,172
157,2910,752,538,24172,176
158,2748,748,480,24340,168
159,2825,754,268,24496,156
160,2777,758,356,24652,156
161,2880,758,223,24812,160
162,2968,764,238,24976,164
163,2941,798,378,25152,176
164,2947,806,355,25316,164
165,2915,822,372,25476,160
166,3020,820,263,25628,152
167,2985,838,370,25792,164
168,2976,836,356,25964,172
169,3043,828,298,26132,168
170,3128,824,291,26304,172
171,3125,854,353,26472,168
172,3185,854,282,26628,156
173,3304,852,255,26788,160
174,3343,846,318,26964,176
175,3343,802,334,27148,184
176,3267,802,439,27336,188
177,3334,802,268,27524,188
178,3181,778,447,27720,196
179,3089,798,397,27904,184
180,3084,772,312,28084,180
181,3082,770,312,28260,176
182,3068,774,340,28432,172
183,2916,762,445,28600,168
184,2988,754,244,28760,160
185,2934,772,347,28924,164
186,2963,778,284,29084,160
187,2959,802,316,29244,160
188,3070,816,212,29404,160
189,3074,848,334,29572,168
190,3091,858,306,29740,168
191,3198,850,230,29908,168
192,3203,842,326,30084,176
193,3187,816,334,30264,180
194,3246,858,279,30440,176
195,3244,830,342,30624,184
196,3141,790,409,30808,184
197,3165,790,284,30992,184
198,3182,818,315,31172,180
199,3174,826,333,31360,188
200,3207,820,282,31548,188
201,3173,864,377,31744,196
202,3148,850,366,31928,184
203,3195,848,280,32116,188
204,3270,846,294,32308,192
205,3306,894,344,32508,200
206,3242,856,388,32708,200
207,3316,864,307,32904,196
208,3262,862,386,33100,196
209,3240,828,372,33288,188
210,3166,780,376,33468,180
211,3174,788,315,33656,188
212,3088,794,381,33848,192
213,3120,796,298,34028,180
214,3203,800,258,34204,176
215,3099,782,410,34388,184
216,3077,776,332,34576,188
217,3083,792,342,34760,184
218,3117,798,291,34948,188
219,3028,768,403,35144,196
220,2925,766,401,35336,192
221,2902,780,332,35520,184
222,2755,782,473,35704,184
223,2754,742,305,35868,164
224,2781,748,288,36032,164
225,2772,770,321,36200,168
226,2816,762,289,36368,168
227,2767,768,333,36528,160
228,2749,780,332,36692,164
229,2744,778,326,36852,160
230,2686,756,351,37016,164
231,2783,754,228,37176,160
232,2801,776,320,37352,176
233,2874,776,246,37528,176
234,2912,790,299,37704,176
235,2882,790,338,37880,176
236,2830,792,381,38044,164
237,2790,798,341,38212,168
238,2835,802,281,38380,168
239,2837,778,334,38552,172
240,2790,758,368,38728,176
241,2797,744,273,38892,164
242,2830,742,271,39060,168
243,2846,732,270,39228,168
244,2815,712,305,39400,172
245,2703,710,389,39576,176
246,2640,728,350,39752,176
247,2554,740,375,39928,176
248,2548,732,296,40092,164
249,2486,716,338,40256,164
250,2479,724,316,40424,168
251,2473,726,300,40588,164
252,2421,758,362,40744,156
253,2330,750,394,40892,148
254,2496,762,170,41020,128
255,2555,752,246,41152,132
256,2619,764,254,41296,144
257,2765,780,196,41444,148
258,2757,778,332,41600,156
259,2852,780,226,41748,148
260,2844,796,314,41904,156
261,2997,802,203,42056,152
262,2977,812,341,42224,168
263,2826,784,449,42408,184
264,2914,776,238,42576,168
265,2949,784,293,42752,176
266,2975,780,298,42932,180
267,2969,760,316,43112,180
268,3025,754,269,43296,184
269,2928,754,405,43484,188
270,2942,760,294,43672,188
271,2858,762,379,43856,184
272,2875,766,305,44036,180
273,2787,770,375,44220,184
274,2778,764,330,44400,180
275,2610,748,481,44576,176
276,2676,744,217,44732,156
277,2703,740,277,44896,164
278,2663,760,333,45060,164
279,2742,752,220,45220,160
280,2752,752,295,45384,164
281,2814,738,267,45552,168
282,2713,734,393,45720,168
283,2693,728,310,45884,164
284,2682,740,334,46052,168
285,2559,724,407,46228,176
286,2600,720,280,46388,160
287,2657,742,278,46544,156
288,2754,742,222,46712,168
289,2764,766,324,46876,164
290,2759,768,323,47036,160
291,2858,758,218,47188,152
292,2914,760,258,47356,168
293,2915,768,305,47528,172
294,2935,748,293,47704,176
295,2799,750,439,47888,184
296,2836,738,267,48064,176
297,2747,726,402,48240,176
298,2754,736,311,48408,168
299,2726,722,333,48580,172
300,2736,722,286,48756,176
301,2586,730,423,48928,172
302,2553,742,330,49084,156
303,2606,738,235,49232,148
304,2719,764,243,49380,148
305,2708,770,328,49540,160
306,2755,766,286,49704,164
307,2800,742,275,49868,164
308,2907,738,233,50036,168
309,2965,738,266,50212,176
310,2974,722,315,50388,176
311,2943,730,338,50572,184
312,2888,724,354,50760,188
313,2926,712,270,50948,188
314,2829,720,434,51136,188
315,2870,728,272,51316,180
316,2824,750,360,51500,184
317,2865,740,292,51676,176
318,2745,744,415,51848,172
319,2797,738,288,52004,156
320,2764,742,321,52160,156
321,2775,712,291,52320,160
322,2679,714,384,52484,164
323,2779,732,227,52640,156
324,2718,718,347,52808,168
325,2643,746,376,52968,160
326,2718,730,252,53124,156
327,2634,714,407,53288,164
328,2711,720,218,53444,156
329,2757,704,281,53604,160
330,2829,716,245,53772,168
331,2870,702,240,53940,168
332,2882,742,312,54124,184
333,2924,754,303,54296,172
334,2984,782,264,54472,176
335,3000,762,317,54664,192
336,3023,780,323,54852,188
337,2945,766,400,55052,200
338,2937,808,361,55248,196
339,2878,788,387,55432,184
340,2854,786,369,55604,172
341,2850,792,319,55764,160
342,2826,782,356,55920,156
343,2733,736,400,56068,148
344,2773,744,271,56212,144
345,2799,736,269,56352,140
346,2864,770,265,56492,140
347,2869,798,328,56632,140
348,2867,814,342,56776,144
349,2914,794,327,56920,144
350,2919,784,333,57072,152
351,2819,754,423,57228,156
352,2796,754,352,57384,156
353,2847,750,282,57532,148
354,2887,734,286,57692,160
355,2981,728,205,57848,156
356,2841,734,439,58012,164
357,2831,764,331,58172,160
358,2868,770,284,58332,160
359,2839,766,319,58492,160
360,2738,750,384,58660,168
361,2714,726,315,58832,172
362,2676,726,360,59004,172
363,2656,724,322,59176,172
364,2614,742,331,59348,172
365,2636,746,274,59512,164
366,2666,752,294,59680,168
367,2733,778,288,59848,168
368,2793,774,276,60008,160
369,2884,784,239,60172,164
370,2970,788,272,60344,172
371,3035,796,284,60516,172
372,3080,790,268,60696,180
373,3142,790,286,60876,180
374,3115,780,359,61068,192
375,3201,746,246,61248,180
376,3088,764,409,61444,196
377,3068,774,370,61636,192
378,2938,760,453,61828,192
379,2935,784,352,62008,180
380,2918,814,371,62176,168
381,2874,818,380,62340,164
382,2910,790,298,62500,160
383,2941,792,298,62656,156
384,2929,776,324,62820,164
385,2941,758,331,62972,152
386,2891,734,337,63132,160
387,2999,742,240,63280,148
388,3070,744,279,63448,168
389,2873,748,502,63620,172
390,2945,748,280,63784,164
391,3002,748,270,63956,172
392,2949,768,368,64136,180
393,2926,760,345,64312,176
394,2965,802,308,64488,176
395,2949,816,360,64664,176
396,3036,804,254,64840,176
397,3090,816,292,65016,176
398,3144,836,294,65192,176
399,3210,834,282,65376,184
400,3184,820,407,65568,192
401,3142,816,404,65752,184
402,3166,818,330,65928,176
403,3110,810,358,66104,176
404,3061,818,384,66280,176
405,3108,838,322,66456,176
406,3014,818,404,66632,176
407,3120,824,240,66796,164
408,3103,822,355,66960,164
409,3219,892,278,67120,160
410,3291,888,255,67280,160
411,3050,826,577,67452,172
412,2943,844,434,67612,160
413,3026,840,248,67768,156
414,3075,848,294,67932,164
415,2980,830,426,68092,160
416,3088,830,223,68256,164
417,3074,806,364,68420,164
418,3087,818,313,68584,164
419,3107,808,320,68748,164
420,3067,800,371,68908,160
421,3157,806,266,69076,168
422,3141,778,360,69260,184
423,3143,798,330,69444,184
424,3102,794,362,69628,184
425,3084,774,346,69816,188
426,3081,794,335,70000,184
427,3098,778,324,70184,184
428,3033,762,355,70376,192
429,3039,766,356,70560,184
430,3081,784,296,70748,188
431,3050,774,369,70932,184
432,3085,764,298,71112,180
433,3043,790,354,71296,184
434,3073,794,312,71480,184
435,3120,812,299,71660,180
436,3176,804,276,71840,180
437,3185,824,306,72028,188
438,3223,822,321,72220,192
439,3157,820,417,72420,200
440,2955,782,522,72616,196
441,2978,762,277,72800,184
442,2943,754,338,72984,184
443,2769,732,471,73168,184
444,2789,730,312,73344,176
445,2661,742,433,73520,176
446,2767,740,214,73680,160
447,2838,726,248,73844,164
448,2778,740,370,74008,164
449,2812,776,300,74168,160
450,2851,778,283,74340,172
451,2852,802,330,74504,164
452,2842,780,310,74672,168
453,2865,782,315,74848,176
454,2826,768,333,75020,172
455,2866,762,287,75200,180
456,2852,744,329,75376,176
457,2825,770,340,75548,172
458,2908,776,276,75720,172
459,2958,794,308,75892,172
460,2893,782,390,76060,168
461,2905,772,332,76224,164
462,3009,774,230,76388,164
463,2891,802,444,76560,172
464,2964,820,284,76716,156
465,3094,822,228,76872,156
466,3106,814,333,77036,164
467,3209,810,247,77204,168
468,3260,808,308,77376,172
469,3154,822,444,77552,176
470,3252,824,260,77732,180
471,3251,822,346,77920,188
472,3294,838,332,78096,176
473,3295,800,370,78292,196
474,3331,820,337,78484,192
475,3317,778,356,78676,192
476,3248,776,402,78868,192
477,3161,762,410,79048,180
478,3123,744,356,79220,172
479,3037,726,393,79392,172
480,2943,750,420,79560,168
481,2881,726,362,79716,156
482,2740,724,437,79876,160
483,2797,722,284,80028,152
484,2773,744,347,80180,152
485,2785,766,336,80328,148
486,2687,758,398,80476,148
487,2817,754,210,80616,140
488,2823,762,345,80772,156
489,2801,784,341,80932,160
490,2936,762,214,81084,152
491,2979,746,285,81244,160
492,2946,762,345,81416,172
493,3069,750,222,81576,160
494,3112,762,292,81748,172
495,3131,770,313,81928,180
496,3224,778,264,82116,188
497,3254,790,301,82304,188
498,3090,804,524,82504,200
499,3127,804,286,82696,192
500,3134,790,322,82888,192
501,3138,818,361,83080,192
502,3239,806,275,83272,192
503,3300,800,287,83464,192
504,3330,806,334,83660,196
505,3290,814,370,83848,188
506,3195,826,429,84024,176
507,3221,814,296,84176,152
508,3135,838,380,84340,164
509,3287,840,161,84476,136
510,3328,826,200,84608,132
511,3269,832,275,84736,128
512,3289,878,195,84840,104
513,3269,852,216,84932,92
514,3247,828,222,85016,84
515,3299,818,122,85116,100
516,3275,874,235,85224,108
517,3374,878,107,85320,96
518,3256,838,298,85444,124
519,3356,826,132,85560,116
520,3450,826,121,85680,120
521,3422,888,224,85816,136
522,3384,864,246,85952,136
523,3408,866,217,86088,136
524,3377,848,279,86232,144
525,3287,824,320,86372,140
526,3357,812,184,86524,152
527,3418,810,220,86692,168
528,3389,812,352,86876,184
529,3358,812,359,87052,176
530,3428,818,273,87220,168
531,3514,818,243,87396,176
532,3505,824,349,87580,184
533,3353,802,462,87772,192
534,3248,808,451,87960,188
535,3187,788,416,88148,188
536,3059,794,452,88328,180
537,3104,786,316,88492,164
538,3032,768,394,88660,168
539,2910,752,452,88828,168
540,3011,752,245,88984,156
541,2915,770,420,89136,152
542,2800,768,427,89284,148
543,2711,758,378,89428,144
544,2643,754,372,89572,144
545,2701,758,268,89712,140
546,2721,768,278,89868,156
547,2702,798,347,90020,152
548,2797,800,245,90164,144
549,2882,806,229,90320,156
550,2992,806,227,90476,156
551,2987,800,357,90656,180
552,3004,802,333,90840,184
553,2889,796,412,91024,184
554,2952,794,272,91200,176
555,3032,800,258,91376,176
556,2965,802,366,91560,184
557,2959,794,324,91744,184
558,2961,794,307,91928,184
559,2969,788,326,92108,180
560,2966,776,307,92280,172
561,2925,776,344,92464,184
562,2931,764,312,92640,176
563,2836,742,389,92836,196
564,2690,734,443,93024,188
565,2639,736,362,93192,168
566,2619,758,336,93356,164
567,2629,780,313,93516,160
568,2721,788,245,93672,156
569,2788,792,271,93828,156
570,2809,778,307,93984,156
571,2839,788,318,94140,156
572,2961,770,209,94288,148
573,3015,794,309,94448,160
574,3070,790,289,94616,168
575,3129,776,283,94788,172
576,3155,798,317,94972,184
577,3120,762,368,95160,188
578,3121,764,334,95348,188
579,3067,778,387,95528,180
580,3149,782,272,95704,176
581,3241,796,285,95892,188
582,3217,784,365,96080,188
583,3186,838,400,96268,188
584,3240,850,340,96448,180
585,3127,786,422,96624,176
586,3188,780,295,96788,164
587,3237,786,309,96960,172
588,3032,768,495,97140,180
589,2994,792,430,97316,176
590,3067,790,304,97480,164
591,3010,778,417,97640,160
592,3051,826,351,97796,156
593,3201,836,241,97948,152
594,3206,810,360,98108,160
595,3280,796,292,98276,168
596,3180,790,454,98444,168
597,3295,782,255,98596,152
598,3326,766,306,98760,164
599,3258,768,426,98936,176
600,3266,762,318,99104,168
601,3253,772,345,99276,172
602,3143,798,436,99452,176
603,3084,768,413,99608,156
604,3157,806,261,99764,156
605,3097,788,366,99928,164
606,3158,786,272,100092,164
607,3114,802,374,100260,168
608,3011,774,434,100424,164
609,3005,782,365,100588,164
610,3107,786,256,100752,164
611,2914,798,511,100916,164
612,3017,794,229,101068,152
613,3046,792,323,101236,168
614,3170,786,249,101408,172
615,3205,776,306,101592,184
616,3203,766,353,101772,180
617,3315,762,254,101952,180
618,3226,768,413,102144,192
619,3239,762,340,102332,188
620,3298,748,285,102520,188
621,3176,736,450,102728,208
622,3114,722,375,102924,196
623,3132,724,308,103116,192
624,3038,726,405,103304,188
625,2961,748,393,103488,184
626,2944,746,338,103664,176
627,2955,746,284,103840,176
628,2873,758,388,104024,184
629,2842,746,372,104196,172
630,2782,744,386,104368,172
631,2785,748,319,104536,168
632,2817,732,280,104704,168
633,2875,736,266,104872,168
634,2879,762,323,105048,176
635,2853,780,361,105220,172
636,2932,810,295,105388,168
637,3038,816,254,105552,164
638,3062,832,341,105724,172
639,3137,864,324,105892,168
640,3103,810,382,106060,168
641,3220,794,247,106236,176
642,3258,804,322,106408,172
643,3210,794,397,106576,168
644,3244,784,310,106740,164
645,3243,784,316,106904,164
646,3280,814,290,107068,164
647,3369,822,246,107228,160
648,3437,832,266,107400,172
649,3510,838,262,107556,156
650,3498,868,322,107716,160
651,3453,900,329,107868,152
652,3465,896,277,107996,128
653,3420,908,277,108120,124
654,3479,902,191,108232,112
655,3517,944,191,108340,108
656,3537,980,207,108444,104
657,3579,1038,186,108536,92
658,3623,1012,181,108628,92
659,3772,1010,101,108712,84
660,3837,1070,164,108804,92
661,3953,1110,121,108896,92
662,3868,1032,316,109004,108
663,3876,1000,221,109116,112
664,3994,984,137,109228,112
665,3864,926,330,109356,128
666,3781,902,319,109488,132
667,3784,868,214,109616,128
668,3615,848,407,109756,140
669,3581,830,273,109896,140
670,3274,790,542,110056,160
671,3161,794,402,110220,164
672,3189,796,292,110384,164
673,3112,780,396,110556,172
674,3080,776,354,110720,164
675,2959,746,443,110888,168
676,3039,758,268,111056,168
677,3067,754,310,111228,172
678,2973,752,432,111408,180
679,3000,774,314,111576,168
680,2979,784,347,111760,184
681,2964,794,380,111944,184
682,2973,784,327,112116,172
683,3087,782,241,112288,172
684,3047,784,370,112460,172
685,2974,760,381,112632,172
686,3016,750,291,112796,164
687,3042,750,317,112960,164
688,3127,746,264,113128,168
689,3172,752,309,113304,176
690,3206,742,302,113484,180
691,3150,752,394,113672,188
692,3149,764,356,113860,188
693,3156,758,322,114040,180
694,3102,776,397,114228,188
695,3138,770,327,114416,188
696,3131,778,361,114604,188
697,3203,788,316,114792,188
698,3242,786,309,114976,184
699,3110,746,447,115160,184
700,3183,756,289,115336,176
701,3234,762,310,115516,180
702,3160,770,431,115700,184
703,3170,770,334,115876,176
704,3088,776,448,116056,180
705,3046,796,398,116224,168
706,3008,794,382,116388,164
707,3064,782,297,116544,156
708,3128,776,253,116700,156
709,3098,792,379,116864,164
710,3144,788,300,117020,156
711,3226,786,259,117176,156
712,3145,768,412,117352,176
713,3134,790,361,117520,168
714,3120,792,340,117688,168
715,2902,758,535,117864,176
716,2897,782,332,118028,164
717,2905,768,314,118188,160
718,2986,776,245,118348,160
719,3038,764,272,118516,168
720,3076,776,307,118688,172
721,3072,790,329,118856,168
722,3094,796,319,119024,168
723,3053,794,352,119204,180
724,3022,780,327,119384,180
725,3036,860,347,119580,196
726,3090,852,318,119772,192
727,3121,832,318,119964,192
728,3128,840,348,120152,188
729,3215,836,259,120336,184
730,3273,852,318,120524,188
731,3368,840,280,120716,192
732,3256,852,466,120912,196
733,3346,828,276,121092,180
734,3472,824,238,121276,184
735,3309,804,468,121472,196
736,3218,828,440,121656,184
737,3216,830,354,121836,180
738,3233,808,336,122012,176
739,3267,816,340,122184,172
740,3174,828,438,122360,176
741,3290,816,255,122516,156
742,3223,792,397,122688,172
743,3182,776,395,122856,168
744,3132,778,376,123016,160
745,3185,778,283,123180,164
746,3190,770,331,123356,176
747,3072,810,459,123532,176
748,3071,806,355,123692,160
749,3093,806,325,123852,160
750,3072,812,408,124028,176
751,3108,790,320,124196,168
752,3164,796,305,124364,168
753,3249,814,296,124536,172
754,3157,812,455,124716,180
755,3234,810,280,124880,164
756,3169,792,408,125044,164
757,3098,804,409,125216,172
758,3144,810,305,125384,168
759,3000,818,490,125552,168
760,3021,816,331,125708,156
761,3072,794,268,125872,164
762,2984,780,419,126036,164
763,2941,768,349,126192,156
764,2895,764,368,126356,164
765,2951,760,283,126516,160
766,3016,760,274,126680,164
767,2990,750,348,126852,172
768,3005,788,345,127016,164
769,3018,806,339,127196,180
770,3096,814,277,127372,176
771,3154,824,321,127556,184
772,3159,816,322,127740,184
773,3232,834,303,127924,184
774,3210,820,384,128116,192
775,3228,788,298,128292,176
776,3270,792,287,128468,176
777,3250,786,333,128644,176
778,3167,812,411,128820,176
779,3164,796,333,128984,164
780,3237,814,281,129144,160
781,3192,798,354,129316,172
782,3203,832,359,129488,172
783,3086,778,465,129652,164
784,3069,760,327,129824,172
785,2891,778,500,129996,172
786,2868,768,330,130148,152
787,2786,772,384,130304,156
788,2873,776,237,130456,152
789,2844,778,334,130616,160
790,2788,766,381,130772,156
791,2872,768,221,130916,144
792,2831,762,349,131072,156
793,2799,752,353,131232,160
794,2920,744,216,131384,152
795,2892,740,332,131560,176
796,2917,742,319,131744,184
797,2947,748,289,131932,188
798,3000,744,284,132112,180
799,2998,730,299,132300,188
800,2894,738,404,132492,192
801,2909,736,296,132680,188
802,2864,726,348,132872,192
803,2763,706,389,133064,192
804,2760,688,296,133248,184
805,2766,694,305,133428,180
806,2749,698,321,133612,184
807,2724,704,314,133792,180
808,2702,720,333,133968,176
809,2729,716,302,134144,176
810,2687,720,359,134324,180
811,2798,710,232,134492,168
812,2796,708,325,134668,176
813,2736,714,346,134844,176
814,2839,716,240,135012,168
815,2886,722,286,135184,172
816,2860,732,339,135360,176
817,2775,722,377,135528,168
818,2741,736,335,135684,156
819,2833,728,230,135844,160
820,2692,754,446,136016,172
821,2793,748,247,136172,156
822,2771,750,344,136336,164
823,2809,764,302,136504,168
824,2833,756,303,136664,160
825,2831,782,332,136820,156
826,2968,788,212,136976,156
827,3072,794,280,137144,168
828,3181,818,248,137320,176
829,3208,826,353,137492,172
830,3269,822,338,137668,176
831,3132,804,466,137840,172
832,3226,802,251,138004,164
833,3207,832,405,138180,176
834,3284,846,312,138352,172
835,3396,870,260,138516,164
836,3438,884,296,138668,152
837,3561,884,208,138808,140
838,3664,898,223,138952,144
839,3620,852,338,139104,152
840,3616,816,302,139252,148
841,3456,796,448,139404,152
842,3444,782,288,139540,136
843,3289,766,392,139688,148
844,3353,772,207,139844,156
845,3304,780,333,140004,160
846,3159,792,445,140184,180
847,3179,798,357,140348,164
848,3199,782,327,140512,164
849,3277,784,268,140680,168
850,3284,784,322,140856,176
851,3206,776,403,141040,184
852,3110,794,426,141224,184
853,3159,784,267,141408,184
854,3137,800,341,141592,184
855,3151,792,340,141784,192
856,3214,816,317,141984,200
857,3035,790,511,142184,200
858,2996,774,387,142368,184
859,2955,802,374,142544,176
860,2982,788,294,142716,172
861,2885,800,430,142892,176
862,3001,816,249,143060,168
863,3043,844,334,143224,164
864,3021,804,359,143384,160
865,3115,806,232,143544,160
866,3080,794,402,143704,160
867,3175,812,274,143872,168
868,3130,812,394,144044,172
869,3075,880,402,144216,172
870,3234,880,212,144372,156
871,3299,934,332,144540,168
872,3439,926,249,144700,160
873,3502,946,316,144868,168
874,3586,978,285,145040,172
875,3738,980,214,145208,168
876,3730,982,332,145376,168
877,3850,984,221,145536,160
878,3882,986,274,145700,164
879,3853,970,282,145868,168
880,3855,962,232,146004,136
881,3893,948,167,146140,136
882,3906,950,171,146284,144
883,3939,942,162,146416,132
884,3934,986,205,146544,128
885,3917,986,174,146668,124
886,3872,938,209,146788,120
887,3843,958,188,146908,120
888,3687,932,318,147024,116
889,3602,896,238,147132,108
890,3602,898,154,147244,112
891,3511,914,261,147356,112
892,3358,850,321,147464,108
893,3280,842,265,147560,96
894,3336,868,138,147640,80
895,3342,844,172,147724,84
896,3217,800,315,147820,96
897,3144,758,269,147912,92
898,3176,772,184,148020,108
899,3045,750,360,148140,120
900,3087,748,221,148260,120
901,3127,746,232,148408,148
902,2942,754,474,148572,164
903,3032,744,255,148732,160
904,3089,750,303,148900,168
905,3199,752,261,149068,168
906,3135,758,408,149248,180
907,3168,748,345,149420,172
908,3037,738,449,149592,172
909,3068,748,308,149768,176
910,3102,752,305,149944,176
911,3039,756,392,150120,176
912,3031,740,349,150296,176
913,3084,732,259,150464,168
914,3149,724,280,150636,172
915,3118,736,369,150808,172
916,3086,734,356,150984,176
917,3048,748,395,151160,176
918,3134,742,266,151336,176
919,3043,748,428,151520,184
920,3115,756,282,151688,168
921,3175,766,303,151872,184
922,3128,774,401,152060,188
923,3100,790,395,152236,176
924,3129,760,321,152396,160
925,3255,838,268,152560,164
926,3358,818,278,152728,168
927,3418,826,296,152900,172
928,3370,808,361,153064,164
929,3453,828,263,153232,168
930,3380,830,398,153396,164
931,3359,780,337,153552,156
932,3449,790,235,153720,168
933,3501,784,261,153904,184
934,3431,772,399,154092,188
935,3482,776,286,154276,184
936,3465,788,360,154468,192
937,3385,798,409,154656,188
938,3309,802,403,154840,184
939,3335,808,358,155016,176
940,3258,826,417,155196,180
941,3298,840,314,155372,176
942,3293,824,335,155532,160
943,3275,786,315,155684,152
944,3297,798,257,155832,148
945,3227,754,337,155964,132
946,3024,754,476,156108,144
947,3126,758,192,156240,132
948,3250,760,181,156376,136
949,3334,786,225,156528,152
950,3391,788,226,156684,156
951,3470,824,222,156844,160
952,3520,842,251,157012,168
953,3614,850,250,157180,168
954,3495,868,446,157360,180
955,3627,860,247,157532,172
956,3640,844,345,157724,192
957,3700,834,264,157912,188
958,3664,840,327,158100,188
959,3700,848,267,158276,176
960,3705,840,303,158444,168
961,3383,814,589,158620,176
962,3413,800,258,158772,152
963,3352,812,337,158908,136
964,3354,780,285,159048,140
965,3242,764,359,159192,144
966,3096,780,391,159328,136
967,3080,774,288,159460,132
968,3125,764,242,159600,140
969,3199,768,237,159740,140
970,3038,768,448,159884,144
971,2999,788,337,160028,144
972,3130,790,212,160164,136
973,3170,782,274,160308,144
974,3140,798,338,160448,140
975,2980,770,439,160604,156
976,3003,764,268,160756,152
977,2958,754,353,160912,156
978,2933,750,354,161064,152
979,2814,736,430,161216,152
980,2943,728,238,161372,156
981,2903,738,368,161536,164
982,2949,748,299,161692,156
983,2940,738,340,161844,152
984,2882,750,385,162000,156
985,2891,770,316,162160,160
986,2877,758,353,162316,156
987,2890,766,330,162476,160
988,2909,800,319,162636,160
989,3015,796,233,162800,164
990,3063,784,300,162964,164
991,3108,784,279,163132,168
992,3089,796,357,163308,176
993,3108,786,303,163480,172
994,3145,762,303,163660,180
