step,eval_is_final,eval_n_pairs_per_zone,t2_b0.1_total,t2_b0.1_z0,t2_b0.1_z1,t2_b0.1_z2,t2_b0.1_z3
1000,1,200,18.62246535290944,9.031435012817383,24.106990814208984,10.013330459594727,24.984079360961914
