step,contact_threshold_rx_power_dbm,contact_threshold_snr_db,feasible_contact_decisions,feasible_contact_pairs,greedy_comm_bytes,greedy_comm_cumulative_mb,greedy_comm_mb,greedy_events,local_policy_initial_pull_probability,noise_floor_dbm,propagation_loss_contact_threshold_db,rssi_gossip_threshold_dbm,snr_min_db,t2_b0.1_comm_bytes,t2_b0.1_comm_cumulative_mb,t2_b0.1_comm_cumulative_vs_greedy_ratio,t2_b0.1_comm_mb,t2_b0.1_comm_vs_greedy_ratio,t2_b0.1_events,t2_b0.1_merge_metadata_bytes,t2_b0.1_metadata_bytes,t2_b0.1_model_bytes,t2_b0.1_policy_model_bytes,t2_b0.1_selected_providers
33,-100.0,5.0,808,404,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,62095792,1952.201574,nan,62.095792,nan,406,3248,559944,58426648,3105952,406
34,-100.0,5.0,834,417,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,65379906,2017.58148,nan,65.379906,nan,428,3424,577962,61592624,3205896,428
35,-100.0,5.0,846,423,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,60685122,2078.266602,nan,60.685122,nan,395,3160,586278,56843660,3252024,395
36,-100.0,5.0,878,439,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,61837718,2140.10432,nan,61.837718,nan,402,3216,608454,57851016,3375032,402
37,-100.0,5.0,864,432,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,65372100,2205.47642,nan,65.3721,nan,427,3416,598752,61448716,3321216,427
38,-100.0,5.0,844,422,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,65569192,2271.045612,nan,65.569192,nan,429,3432,584892,61736532,3244336,429
39,-100.0,5.0,842,421,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,62537882,2333.583494,nan,62.537882,nan,408,3264,583506,58714464,3236648,408
40,-100.0,5.0,840,420,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,61089648,2394.673142,nan,61.089648,nan,398,3184,582120,57275384,3228960,398
41,-100.0,5.0,840,420,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,59650488,2454.32363,nan,59.650488,nan,388,3104,582120,55836304,3228960,388
42,-100.0,5.0,830,415,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,63059102,2517.382732,nan,63.059102,nan,412,3296,575190,59290096,3190520,412
43,-100.0,5.0,822,411,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,62303226,2579.685958,nan,62.303226,nan,407,3256,569646,58570556,3159768,407
44,-100.0,5.0,802,401,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,58902418,2638.588376,nan,58.902418,nan,384,3072,555786,55260672,3082888,384
45,-100.0,5.0,786,393,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,58110246,2696.698622,nan,58.110246,nan,379,3032,544698,54541132,3021384,379
46,-100.0,5.0,776,388,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,55042640,2751.741262,nan,55.04264,nan,358,2864,537768,51519064,2982944,358
47,-100.0,5.0,752,376,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,54214172,2805.955434,nan,54.214172,nan,353,2824,521136,50799524,2890688,353
48,-100.0,5.0,772,386,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,60349384,2866.304818,nan,60.349384,nan,395,3160,534996,56843660,2967568,395
49,-100.0,5.0,790,395,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,59855386,2926.160204,nan,59.855386,nan,391,3128,547470,56268028,3036760,391
50,-100.0,5.0,792,396,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,58137468,2984.297672,nan,58.137468,nan,379,3032,548856,54541132,3044448,379
51,-100.0,5.0,786,393,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,55231926,3039.529598,nan,55.231926,nan,359,2872,544698,51662972,3021384,359
52,-100.0,5.0,784,392,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,55078936,3094.608534,nan,55.078936,nan,358,2864,543312,51519064,3013696,358
53,-100.0,5.0,794,397,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,57858710,3152.467244,nan,57.85871,nan,377,3016,550242,54253316,3052136,377
54,-100.0,5.0,774,387,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,56760558,3209.227802,nan,56.760558,nan,370,2960,536382,53245960,2975256,370
55,-100.0,5.0,772,386,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,56895400,3266.123202,nan,56.8954,nan,371,2968,534996,53389868,2967568,371
56,-100.0,5.0,756,378,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,55239732,3321.362934,nan,55.239732,nan,360,2880,523908,51806880,2906064,360
57,-100.0,5.0,774,387,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,56760558,3378.123492,nan,56.760558,nan,370,2960,536382,53245960,2975256,370
58,-100.0,5.0,776,388,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,57345296,3435.468788,nan,57.345296,nan,374,2992,537768,53821592,2982944,374
59,-100.0,5.0,768,384,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,53135436,3488.604224,nan,53.135436,nan,345,2760,532224,49648260,2952192,345
60,-100.0,5.0,766,383,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,56148598,3544.752822,nan,56.148598,nan,366,2928,530838,52670328,2944504,366
61,-100.0,5.0,782,391,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,55357694,3600.110516,nan,55.357694,nan,360,2880,541926,51806880,3006008,360
62,-100.0,5.0,766,383,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,58595170,3658.705686,nan,58.59517,nan,383,3064,530838,55116764,2944504,383
63,-100.0,5.0,776,388,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,53891312,3712.596998,nan,53.891312,nan,350,2800,537768,50367800,2982944,350
64,-100.0,5.0,774,387,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,62085450,3774.682448,nan,62.08545,nan,407,3256,536382,58570556,2975256,407
65,-100.0,5.0,756,378,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,53800572,3828.48302,nan,53.800572,nan,350,2800,523908,50367800,2906064,350
66,-100.0,5.0,760,380,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,55977460,3884.46048,nan,55.97746,nan,365,2920,526680,52526420,2921440,365
67,-100.0,5.0,768,384,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,54718512,3939.178992,nan,54.718512,nan,356,2848,532224,51231248,2952192,356
68,-100.0,5.0,778,389,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,55339546,3994.518538,nan,55.339546,nan,360,2880,539154,51806880,2990632,360
69,-100.0,5.0,764,382,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,56571272,4051.08981,nan,56.571272,nan,369,2952,529452,53102052,2936816,369
70,-100.0,5.0,762,381,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,56418282,4107.508092,nan,56.418282,nan,368,2944,528066,52958144,2929128,368
71,-100.0,5.0,760,380,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,51516064,4159.024156,nan,51.516064,nan,334,2672,526680,48065272,2921440,334
72,-100.0,5.0,754,377,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,50769262,4209.793418,nan,50.769262,nan,329,2632,522522,47345732,2898376,329
73,-100.0,5.0,756,378,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,53512740,4263.306158,nan,53.51274,nan,348,2784,523908,50079984,2906064,348
74,-100.0,5.0,754,377,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,53647582,4316.95374,nan,53.647582,nan,349,2792,522522,50223892,2898376,349
75,-100.0,5.0,758,379,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,55680554,4372.634294,nan,55.680554,nan,363,2904,525294,52238604,2913752,363
76,-100.0,5.0,768,384,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,52415856,4425.05015,nan,52.415856,nan,340,2720,532224,48928720,2952192,340
77,-100.0,5.0,784,392,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,55366768,4480.416918,nan,55.366768,nan,360,2880,543312,51806880,3013696,360
78,-100.0,5.0,782,391,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,58236014,4538.652932,nan,58.236014,nan,380,3040,541926,54685040,3006008,380
79,-100.0,5.0,778,389,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,55771294,4594.424226,nan,55.771294,nan,363,2904,539154,52238604,2990632,363
80,-100.0,5.0,772,386,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,56895400,4651.319626,nan,56.8954,nan,371,2968,534996,53389868,2967568,371
81,-100.0,5.0,772,386,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,56607568,4707.927194,nan,56.607568,nan,369,2952,534996,53102052,2967568,369
82,-100.0,5.0,762,381,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,52676466,4760.60366,nan,52.676466,nan,342,2736,528066,49216536,2929128,342
83,-100.0,5.0,762,381,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,57137862,4817.741522,nan,57.137862,nan,373,2984,528066,53677684,2929128,373
84,-100.0,5.0,750,375,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,54924678,4872.6662,nan,54.924678,nan,358,2864,519750,51519064,2883000,358
85,-100.0,5.0,740,370,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,56606300,4929.2725,nan,56.6063,nan,370,2960,512820,53245960,2844560,370
86,-100.0,5.0,728,364,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,50939132,4980.211632,nan,50.939132,nan,331,2648,504504,47633548,2798432,331
87,-100.0,5.0,730,365,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,54402190,5034.613822,nan,54.40219,nan,355,2840,505890,51087340,2806120,355
88,-100.0,5.0,744,372,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,50436060,5085.049882,nan,50.43606,nan,327,2616,515592,47057916,2859936,327
89,-100.0,5.0,750,375,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,55356426,5140.406308,nan,55.356426,nan,361,2888,519750,51950788,2883000,361
90,-100.0,5.0,770,385,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,56166746,5196.573054,nan,56.166746,nan,366,2928,533610,52670328,2959880,366
91,-100.0,5.0,778,389,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,55915210,5252.488264,nan,55.91521,nan,364,2912,539154,52382512,2990632,364
92,-100.0,5.0,772,386,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,58190644,5310.678908,nan,58.190644,nan,380,3040,534996,54685040,2967568,380
93,-100.0,5.0,764,382,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,53117288,5363.796196,nan,53.117288,nan,345,2760,529452,49648260,2936816,345
94,-100.0,5.0,784,392,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,57957256,5421.753452,nan,57.957256,nan,378,3024,543312,54397224,3013696,378
95,-100.0,5.0,772,386,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,57039316,5478.792768,nan,57.039316,nan,372,2976,534996,53533776,2967568,372
96,-100.0,5.0,778,389,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,55195630,5533.988398,nan,55.19563,nan,359,2872,539154,51662972,2990632,359
97,-100.0,5.0,772,386,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,57039316,5591.027714,nan,57.039316,nan,372,2976,534996,53533776,2967568,372
98,-100.0,5.0,776,388,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,56193968,5647.221682,nan,56.193968,nan,366,2928,537768,52670328,2982944,366
99,-100.0,5.0,766,383,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,55285102,5702.506784,nan,55.285102,nan,360,2880,530838,51806880,2944504,360
100,-100.0,5.0,784,392,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,60115996,5762.62278,nan,60.115996,nan,393,3144,543312,56555844,3013696,393
101,-100.0,5.0,784,392,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,57813340,5820.43612,nan,57.81334,nan,377,3016,543312,54253316,3013696,377
102,-100.0,5.0,786,393,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,56815002,5877.251122,nan,56.815002,nan,370,2960,544698,53245960,3021384,370
103,-100.0,5.0,758,379,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,55536638,5932.78776,nan,55.536638,nan,362,2896,525294,52094696,2913752,362
104,-100.0,5.0,772,386,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,51714424,5984.502184,nan,51.714424,nan,335,2680,534996,48209180,2967568,335
105,-100.0,5.0,788,394,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,53514008,6038.016192,nan,53.514008,nan,347,2776,546084,49936076,3029072,347
106,-100.0,5.0,780,390,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,57075612,6095.091804,nan,57.075612,nan,372,2976,540540,53533776,2998320,372
107,-100.0,5.0,780,390,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,59522184,6154.613988,nan,59.522184,nan,389,3112,540540,55980212,2998320,389
108,-100.0,5.0,776,388,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,54754808,6209.368796,nan,54.754808,nan,356,2848,537768,51231248,2982944,356
109,-100.0,5.0,796,398,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,58011700,6267.380496,nan,58.0117,nan,378,3024,551628,54397224,3059824,378
110,-100.0,5.0,796,398,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,56428624,6323.80912,nan,56.428624,nan,367,2936,551628,52814236,3059824,367
111,-100.0,5.0,766,383,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,53414194,6377.223314,nan,53.414194,nan,347,2776,530838,49936076,2944504,347
112,-100.0,5.0,756,378,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,54664068,6431.887382,nan,54.664068,nan,356,2848,523908,51231248,2906064,356
113,-100.0,5.0,764,382,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,57866516,6489.753898,nan,57.866516,nan,378,3024,529452,54397224,2936816,378
114,-100.0,5.0,766,383,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,54709438,6544.463336,nan,54.709438,nan,356,2848,530838,51231248,2944504,356
115,-100.0,5.0,762,381,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,55123038,6599.586374,nan,55.123038,nan,359,2872,528066,51662972,2929128,359
116,-100.0,5.0,768,384,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,54430680,6654.017054,nan,54.43068,nan,354,2832,532224,50943432,2952192,354
117,-100.0,5.0,742,371,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,51578314,6705.595368,nan,51.578314,nan,335,2680,514206,48209180,2852248,335
118,-100.0,5.0,750,375,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,53485518,6759.080886,nan,53.485518,nan,348,2784,519750,50079984,2883000,348
119,-100.0,5.0,752,376,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,54502004,6813.58289,nan,54.502004,nan,355,2840,521136,51087340,2890688,355
120,-100.0,5.0,752,376,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,55509416,6869.092306,nan,55.509416,nan,362,2896,521136,52094696,2890688,362
121,-100.0,5.0,766,383,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,53126362,6922.218668,nan,53.126362,nan,345,2760,530838,49648260,2944504,345
122,-100.0,5.0,756,378,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,52073580,6974.292248,nan,52.07358,nan,338,2704,523908,48640904,2906064,338
123,-100.0,5.0,756,378,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,55095816,7029.388064,nan,55.095816,nan,359,2872,523908,51662972,2906064,359
124,-100.0,5.0,784,392,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,56662012,7086.050076,nan,56.662012,nan,369,2952,543312,53102052,3013696,369
125,-100.0,5.0,788,394,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,57111908,7143.161984,nan,57.111908,nan,372,2976,546084,53533776,3029072,372
126,-100.0,5.0,774,387,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,56760558,7199.922542,nan,56.760558,nan,370,2960,536382,53245960,2975256,370
127,-100.0,5.0,782,391,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,54638114,7254.560656,nan,54.638114,nan,355,2840,541926,51087340,3006008,355
128,-100.0,5.0,780,390,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,57075612,7311.636268,nan,57.075612,nan,372,2976,540540,53533776,2998320,372
129,-100.0,5.0,836,418,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,55746608,7367.382876,nan,55.746608,nan,361,2888,579348,51950788,3213584,361
130,-100.0,5.0,812,406,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,54630308,7422.013184,nan,54.630308,nan,354,2832,562716,50943432,3121328,354
131,-100.0,5.0,812,406,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,53335064,7475.348248,nan,53.335064,nan,345,2760,562716,49648260,3121328,345
132,-100.0,5.0,814,407,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,55934626,7531.282874,nan,55.934626,nan,363,2904,564102,52238604,3129016,363
133,-100.0,5.0,808,404,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,56195236,7587.47811,nan,56.195236,nan,365,2920,559944,52526420,3105952,365
134,-100.0,5.0,800,400,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,55439360,7642.91747,nan,55.43936,nan,360,2880,554400,51806880,3075200,360
135,-100.0,5.0,824,412,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,57275240,7700.19271,nan,57.27524,nan,372,2976,571032,53533776,3167456,372
136,-100.0,5.0,820,410,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,56393596,7756.586306,nan,56.393596,nan,366,2928,568260,52670328,3152080,366
137,-100.0,5.0,806,403,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,56186162,7812.772468,nan,56.186162,nan,365,2920,558558,52526420,3098264,365
138,-100.0,5.0,812,406,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,53478980,7866.251448,nan,53.47898,nan,346,2768,562716,49792168,3121328,346
139,-100.0,5.0,824,412,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,61017056,7927.268504,nan,61.017056,nan,398,3184,571032,57275384,3167456,398
140,-100.0,5.0,832,416,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,56448040,7983.716544,nan,56.44804,nan,366,2928,576576,52670328,3198208,366
141,-100.0,5.0,808,404,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,54612160,8038.328704,nan,54.61216,nan,354,2832,559944,50943432,3105952,354
142,-100.0,5.0,822,411,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,57266166,8095.59487,nan,57.266166,nan,372,2976,569646,53533776,3159768,372
143,-100.0,5.0,826,413,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,56132986,8151.727856,nan,56.132986,nan,364,2912,572418,52382512,3175144,364
144,-100.0,5.0,814,407,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,52912390,8204.640246,nan,52.91239,nan,342,2736,564102,49216536,3129016,342
145,-100.0,5.0,806,403,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,56473994,8261.11424,nan,56.473994,nan,367,2936,558558,52814236,3098264,367
146,-100.0,5.0,802,401,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,53433610,8314.54785,nan,53.43361,nan,346,2768,555786,49792168,3082888,346
147,-100.0,5.0,798,399,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,57589026,8372.136876,nan,57.589026,nan,375,3000,553014,53965500,3067512,375
148,-100.0,5.0,802,401,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,54153190,8426.290066,nan,54.15319,nan,351,2808,555786,50511708,3082888,351
149,-100.0,5.0,812,406,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,57076880,8483.366946,nan,57.07688,nan,371,2968,562716,53389868,3121328,371
150,-100.0,5.0,812,406,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,55349888,8538.716834,nan,55.349888,nan,359,2872,562716,51662972,3121328,359
151,-100.0,5.0,794,397,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,53972978,8592.689812,nan,53.972978,nan,350,2800,550242,50367800,3052136,350
