step,eval_is_final,eval_n_pairs_per_zone,t2_b0.25_total,t2_b0.25_z0,t2_b0.25_z1,t2_b0.25_z2,t2_b0.25_z3
1000,1,200,18.724842888818518,7.279200553894043,24.52823257446289,12.260948181152344,24.444368362426758
