step,eval_is_final,eval_n_pairs_per_zone,expert_bank_coverage_recalculations,expert_bank_manifest_records,expert_bank_max_size,expert_bank_mean_size,expert_bank_model_transfers,expert_bank_unique_versions,greedy_active_experienced_models,greedy_coverage_at_0_5,greedy_feasible_coverage_at_0_5,greedy_feasible_rmse,greedy_infeasible_leakage_at_0_5,greedy_infeasible_rmse,greedy_max_capsules,greedy_max_experience,greedy_mean_capsules,greedy_mean_confidence,greedy_mean_experience,greedy_mean_model_rmse,greedy_non_feasible_false_positive_rate,greedy_predicted_feasible_fraction,greedy_total
1,0,10000,0,0,1,1.0,0,26,26,0.0115,0.030360043591799807,42.09417130078761,0.00022736490223309203,2.3254241924287706,11,23,5.384615384615385,0.011269185377147436,13.576923076923077,25.810956954956055,0.0005407597674733,0.015034615384615384,25.812005107939747
2,1,10000,80,352,5,4.076923076923077,80,36,26,0.06279230769230769,0.16427117389426932,43.12169540978759,0.0021384590804625955,7.353776387688178,35,106,28.923076923076923,0.057620282336392784,84.26923076923077,27.004445662865272,0.005413742672090651,0.07131153846153847,27.008871370205526
