step,feasible_contact_pairs,feasible_contact_decisions,t2_b0_events,t2_b0_pull_events,t2_b0_valid_pull_events,t2_b0_comm_mb,t2_b0_comm_cumulative_mb,t2_b0_metadata_bytes,t2_b0_model_bytes,t2_b0_policy_bytes,t2_b0_training_sample_bytes
1,2392,4784,154,154,147,61.697448,61.697448,0,7235536,54441920,0
2,2445,4890,157,157,157,63.50784,125.205288,0,7376488,55648200,461800
3,2469,4938,155,155,155,64.58064,189.785928,0,7282520,56194440,1082600
4,2401,4802,155,155,155,63.60696,253.392888,0,7282520,54646760,1656600
5,2489,4978,159,159,158,66.352884,319.745772,0,7470456,56649640,2211300
6,2714,5428,165,165,165,72.25166,391.997432,217120,7752360,61770640,2489100
7,2852,5704,171,171,170,75.842464,467.839896,228160,8034264,64911520,2645400
8,2837,5674,170,170,169,74.638044,542.47794,226960,7987280,64570120,1830700
9,2809,5618,175,175,175,74.14166,616.6196,224720,8222200,63932840,1738100
10,2728,5456,171,171,171,71.88074,688.50034,218240,8034264,62089280,1515700
11,2658,5316,170,170,170,70.01602,758.51636,212640,7987280,60496080,1296900
12,2645,5290,164,164,164,69.22598,827.74234,211600,7705376,60200200,1086500
13,2570,5140,161,161,161,67.49042,895.23276,205600,7564424,58493200,1205300
14,2448,4896,155,155,155,64.32872,959.56148,195840,7282520,55716480,1112800
15,2515,5030,163,163,163,66.27586,1025.83734,201200,7658392,57241400,1152700
16,2476,4952,169,169,169,65.43122,1091.26856,198080,7940296,56353760,916100
17,2669,5338,173,173,173,70.01092,1161.27948,213520,8128232,60746440,899200
18,2887,5774,179,179,179,75.49246,1236.77194,230960,8410136,65708120,1118900
19,2923,5846,175,175,175,75.91732,1312.68926,233840,8222200,66527480,910000
20,2937,5874,175,175,175,76.39138,1389.08064,234960,8222200,66846120,1064300
21,2834,5668,173,173,173,73.64372,1462.72436,226720,8128232,64501840,763400
22,2758,5516,167,167,167,71.41356,1534.13792,220640,7846328,62772080,551800
23,2819,5638,170,170,170,73.24836,1607.38628,225520,7987280,64160440,852000
24,3034,6068,171,171,171,78.15248,1685.53876,242720,8034264,69053840,798400
25,3114,6228,174,174,174,80.08114,1765.6199,249120,8175216,70874640,758500
26,3155,6310,174,174,174,81.04298,1846.66288,252400,8175216,71807800,783900
27,3435,6870,178,178,178,87.59796,1934.26084,274800,8363152,78180600,755200
28,3277,6554,178,178,178,84.12714,2018.38798,262160,8363152,74584520,893100
29,3469,6938,176,176,176,88.28158,2106.66956,277520,8269184,78954440,756500
30,3363,6726,173,173,173,85.75348,2192.42304,269040,8128232,76541880,790800
31,3345,6690,176,176,176,85.60912,2278.03216,267600,8269184,76132200,916200
32,3188,6376,188,188,188,82.62268,2360.65484,255040,8832992,72558880,950200
33,3061,6122,189,189,189,79.65432,2440.30916,244880,8879976,69668360,835400
34,3182,6364,187,187,186,82.057484,2522.366644,254560,8786008,72422320,569300
35,3241,6482,190,190,190,83.60664,2605.973284,259280,8926960,73765160,629400
36,3437,6874,194,194,194,88.33826,2694.311544,274960,9114896,78226120,695900
37,3581,7162,204,204,204,92.27152,2786.583064,286480,9584736,81503560,869000
38,3496,6992,202,202,202,89.90368,2876.486744,279680,9490768,79568960,536800
39,3434,6868,202,202,202,88.613,2965.099744,274720,9490768,78157840,662200
40,3331,6662,196,196,196,85.84146,3050.941204,266480,9208864,75813560,525900
41,3788,7576,204,204,204,97.2188,3148.160004,303040,9584736,86214880,1088400
42,3805,7610,202,202,202,97.06594,3245.225944,304400,9490768,86601800,641500
43,3852,7704,203,203,202,98.068904,3343.294848,308160,9537752,87671520,524000
44,4061,8122,203,203,203,102.8711,3446.165948,324880,9537752,92428360,552500
45,4226,8452,209,209,209,107.03182,3553.197768,338080,9819656,96183760,661900
46,4392,8784,215,215,215,111.15698,3664.354748,351360,10101560,99961920,712900
47,4462,8924,217,217,217,113.09782,3777.452568,356960,10195528,101555120,960700
48,4511,9022,218,218,218,114.3453,3891.797868,360880,10242512,102670360,1041900
49,4231,8462,218,218,218,107.4376,3999.235468,338480,10242512,96297560,529400
50,4357,8714,211,211,211,110.0917,4109.327168,348560,9913624,99165320,635500
51,4481,8962,204,204,204,112.34862,4221.675788,358480,9584736,101987560,390100
52,4400,8800,200,200,200,110.3097,4331.985488,352000,9396800,100144000,389700
53,4341,8682,203,203,203,109.0841,4441.069588,347280,9537752,98801160,370300
54,4185,8370,203,203,203,105.55286,4546.622448,334800,9537752,95250600,402100
55,4303,8606,212,212,212,108.93956,4655.562008,344240,9960608,97936280,669600
56,4436,8872,215,215,215,111.95194,4767.513948,354880,10101560,100963360,502900
57,4746,9492,220,220,220,119.53314,4887.047088,379680,10336480,108018960,768100
58,5132,10264,225,225,225,128.66568,5015.712768,410560,10571400,116804320,848800
59,5384,10768,225,225,225,134.19086,5149.903628,430720,10571400,122539840,618300
60,5477,10954,223,223,223,136.15594,5286.059568,438160,10477432,124656520,553500
61,5747,11494,225,225,225,142.33178,5428.391348,459760,10571400,130801720,468300
62,5591,11182,225,225,224,138.647304,5567.038652,447280,10571400,127251160,347000
63,5443,10886,228,228,228,135.46778,5702.506432,435440,10712352,123882680,406300
64,5218,10436,230,230,230,130.56392,5833.070352,417440,10806320,118761680,547200
65,4486,8972,226,226,226,113.51836,5946.588712,358880,10618384,102101360,409000
66,3998,7996,215,215,215,102.11552,6048.704232,319840,10101560,90994480,670400
67,3965,7930,206,206,206,100.84552,6149.549752,317200,9678704,90243400,578200
68,3623,7246,194,194,194,92.3581,6241.907852,289840,9114896,82459480,467500
69,3533,7066,187,187,187,89.82686,6331.734712,282640,8786008,80411080,321700
70,3644,7288,189,189,189,92.44604,6424.180752,291520,8879976,82937440,311400
71,3756,7512,185,185,184,94.795604,6518.976356,300480,8692040,85486560,291500
72,3767,7534,187,187,184,95.229812,6614.206168,301360,8786008,85736920,380500
73,3793,7586,186,186,186,95.65624,6709.862408,303440,8739024,86328680,259800
74,3984,7968,189,189,188,100.266004,6810.128412,318720,8879976,90675840,365900
75,4216,8432,196,196,196,106.02086,6916.149272,337280,9208864,95956160,491900
76,4420,8840,198,198,198,110.77386,7026.923132,353600,9302832,100599200,491300
