step,feasible_contact_pairs,feasible_contact_decisions,t2_b0_events,t2_b0_pull_events,t2_b0_valid_pull_events,t2_b0_comm_mb,t2_b0_comm_cumulative_mb,t2_b0_metadata_bytes,t2_b0_model_bytes,t2_b0_policy_bytes,t2_b0_training_sample_bytes
1,2392,4784,154,154,147,7.255528,7.255528,0,7235536,0,0
2,2445,4890,157,157,157,7.39784,14.653368,0,7376488,0,0
3,2469,4938,155,155,155,7.3036,21.956968,0,7282520,0,0
4,2401,4802,155,155,155,7.3036,29.260568,0,7282520,0,0
5,2489,4978,159,159,158,7.491944,36.752512,0,7470456,0,0
6,2714,5428,165,165,165,7.7748,44.527312,0,7752360,0,0
7,2852,5704,171,171,170,8.057384,52.584696,0,8034264,0,0
8,2837,5674,170,170,168,8.010128,60.594824,0,7987280,0,0
9,2809,5618,175,175,175,8.246,68.840824,0,8222200,0,0
10,2728,5456,171,171,171,8.05752,76.898344,0,8034264,0,0
11,2658,5316,170,170,170,8.0104,84.908744,0,7987280,0,0
12,2645,5290,164,164,164,7.72768,92.636424,0,7705376,0,0
13,2570,5140,161,161,161,7.58632,100.222744,0,7564424,0,0
14,2448,4896,155,155,155,7.3036,107.526344,0,7282520,0,0
15,2515,5030,163,163,163,7.68056,115.206904,0,7658392,0,0
16,2476,4952,169,169,169,7.96328,123.170184,0,7940296,0,0
17,2669,5338,173,173,173,8.15176,131.321944,0,8128232,0,0
18,2887,5774,179,179,179,8.43448,139.756424,0,8410136,0,0
19,2923,5846,175,175,175,8.246,148.002424,0,8222200,0,0
20,2937,5874,175,175,175,8.246,156.248424,0,8222200,0,0
21,2834,5668,173,173,172,8.151624,164.400048,0,8128232,0,0
22,2758,5516,167,167,166,7.868904,172.268952,0,7846328,0,0
23,2819,5638,170,170,170,8.0104,180.279352,0,7987280,0,0
24,3034,6068,171,171,171,8.05752,188.336872,0,8034264,0,0
25,3114,6228,174,174,174,8.19888,196.535752,0,8175216,0,0
26,3155,6310,174,174,174,8.19888,204.734632,0,8175216,0,0
27,3435,6870,178,178,178,8.38736,213.121992,0,8363152,0,0
28,3277,6554,178,178,178,8.38736,221.509352,0,8363152,0,0
29,3469,6938,176,176,176,8.29312,229.802472,0,8269184,0,0
30,3363,6726,173,173,173,8.15176,237.954232,0,8128232,0,0
31,3345,6690,176,176,176,8.29312,246.247352,0,8269184,0,0
32,3188,6376,188,188,188,8.85856,255.105912,0,8832992,0,0
33,3061,6122,189,189,189,8.90568,264.011592,0,8879976,0,0
34,3182,6364,187,187,185,8.811168,272.82276,0,8786008,0,0
35,3241,6482,190,190,190,8.9528,281.77556,0,8926960,0,0
36,3437,6874,194,194,193,9.141144,290.916704,0,9114896,0,0
37,3581,7162,204,204,204,9.61248,300.529184,0,9584736,0,0
38,3496,6992,202,202,202,9.51824,310.047424,0,9490768,0,0
39,3434,6868,202,202,202,9.51824,319.565664,0,9490768,0,0
40,3331,6662,196,196,196,9.23552,328.801184,0,9208864,0,0
41,3788,7576,204,204,204,9.61248,338.413664,0,9584736,0,0
42,3805,7610,202,202,202,9.51824,347.931904,0,9490768,0,0
43,3852,7704,203,203,202,9.565224,357.497128,0,9537752,0,0
44,4061,8122,203,203,203,9.56536,367.062488,0,9537752,0,0
45,4226,8452,209,209,209,9.84808,376.910568,0,9819656,0,0
46,4392,8784,215,215,215,10.1308,387.041368,0,10101560,0,0
47,4462,8924,217,217,217,10.22504,397.266408,0,10195528,0,0
48,4511,9022,218,218,218,10.27216,407.538568,0,10242512,0,0
49,4231,8462,218,218,218,10.27216,417.810728,0,10242512,0,0
50,4357,8714,211,211,211,9.94232,427.753048,0,9913624,0,0
51,4481,8962,204,204,204,9.61248,437.365528,0,9584736,0,0
52,4400,8800,200,200,200,9.424,446.789528,0,9396800,0,0
53,4341,8682,203,203,203,9.56536,456.354888,0,9537752,0,0
54,4185,8370,203,203,203,9.56536,465.920248,0,9537752,0,0
55,4303,8606,212,212,212,9.98944,475.909688,0,9960608,0,0
56,4436,8872,215,215,215,10.1308,486.040488,0,10101560,0,0
57,4746,9492,220,220,220,10.3664,496.406888,0,10336480,0,0
58,5132,10264,225,225,225,10.602,507.008888,0,10571400,0,0
59,5384,10768,225,225,225,10.602,517.610888,0,10571400,0,0
60,5477,10954,223,223,223,10.50776,528.118648,0,10477432,0,0
61,5747,11494,225,225,225,10.602,538.720648,0,10571400,0,0
62,5591,11182,225,225,224,10.601864,549.322512,0,10571400,0,0
63,5443,10886,228,228,228,10.74336,560.065872,0,10712352,0,0
64,5218,10436,230,230,230,10.8376,570.903472,0,10806320,0,0
65,4486,8972,226,226,226,10.64912,581.552592,0,10618384,0,0
66,3998,7996,215,215,215,10.1308,591.683392,0,10101560,0,0
67,3965,7930,206,206,206,9.70672,601.390112,0,9678704,0,0
68,3623,7246,194,194,194,9.14128,610.531392,0,9114896,0,0
69,3533,7066,187,187,187,8.81144,619.342832,0,8786008,0,0
70,3644,7288,189,189,189,8.90568,628.248512,0,8879976,0,0
71,3756,7512,185,185,184,8.717064,636.965576,0,8692040,0,0
72,3767,7534,187,187,186,8.811304,645.77688,0,8786008,0,0
73,3793,7586,186,186,186,8.76432,654.5412,0,8739024,0,0
74,3984,7968,189,189,188,8.905544,663.446744,0,8879976,0,0
75,4216,8432,196,196,196,9.23552,672.682264,0,9208864,0,0
76,4420,8840,198,198,198,9.32976,682.012024,0,9302832,0,0
77,4540,9080,198,198,197,9.329624,691.341648,0,9302832,0,0
78,4516,9032,200,200,200,9.424,700.765648,0,9396800,0,0
79,4599,9198,202,202,202,9.51824,710.283888,0,9490768,0,0
80,4543,9086,200,200,200,9.424,719.707888,0,9396800,0,0
81,3909,7818,196,196,196,9.23552,728.943408,0,9208864,0,0
82,3417,6834,192,192,192,9.04704,737.990448,0,9020928,0,0
83,3362,6724,185,185,185,8.7172,746.707648,0,8692040,0,0
84,3403,6806,182,182,182,8.57584,755.283488,0,8551088,0,0
85,3231,6462,182,182,182,8.57584,763.859328,0,8551088,0,0
86,3030,6060,181,181,181,8.52872,772.388048,0,8504104,0,0
87,2905,5810,166,166,166,7.82192,780.209968,0,7799344,0,0
88,2952,5904,165,165,164,7.774664,787.984632,0,7752360,0,0
89,2884,5768,158,158,158,7.44496,795.429592,0,7423472,0,0
90,2992,5984,159,159,159,7.49208,802.921672,0,7470456,0,0
91,2934,5868,159,159,159,7.49208,810.413752,0,7470456,0,0
92,2988,5976,161,161,161,7.58632,818.000072,0,7564424,0,0
93,3038,6076,164,164,164,7.72768,825.727752,0,7705376,0,0
94,3032,6064,161,161,161,7.58632,833.314072,0,7564424,0,0
95,3066,6132,168,168,168,7.91616,841.230232,0,7893312,0,0
96,3214,6428,173,173,172,8.151624,849.381856,0,8128232,0,0
97,3281,6562,176,176,176,8.29312,857.674976,0,8269184,0,0
98,2993,5986,177,177,177,8.34024,866.015216,0,8316168,0,0
99,2973,5946,173,173,173,8.15176,874.166976,0,8128232,0,0
100,2891,5782,169,169,169,7.96328,882.130256,0,7940296,0,0
101,2729,5458,166,166,166,7.82192,889.952176,0,7799344,0,0
102,2707,5414,169,169,169,7.96328,897.915456,0,7940296,0,0
103,2686,5372,172,172,172,8.10464,906.020096,0,8081248,0,0
104,2694,5388,167,167,167,7.86904,913.889136,0,7846328,0,0
105,2109,4218,162,162,162,7.63344,921.522576,0,7611408,0,0
106,1882,3764,153,153,153,7.20936,928.731936,0,7188552,0,0
107,1840,3680,152,152,152,7.16224,935.894176,0,7141568,0,0
108,1730,3460,150,150,150,7.068,942.962176,0,7047600,0,0
109,1701,3402,148,148,148,6.97376,949.935936,0,6953632,0,0
110,1684,3368,146,146,146,6.87952,956.815456,0,6859664,0,0
111,1675,3350,142,142,142,6.69104,963.506496,0,6671728,0,0
112,1772,3544,146,146,146,6.87952,970.386016,0,6859664,0,0
113,1596,3192,148,148,146,6.973488,977.359504,0,6953632,0,0
114,1660,3320,160,160,157,7.538792,984.898296,0,7517440,0,0
115,1718,3436,161,161,160,7.586184,992.48448,0,7564424,0,0
116,1659,3318,156,156,156,7.35072,999.8352,0,7329504,0,0
117,1696,3392,154,154,154,7.25648,1007.09168,0,7235536,0,0
118,1600,3200,151,151,151,7.11512,1014.2068,0,7094584,0,0
119,1589,3178,148,148,148,6.97376,1021.18056,0,6953632,0,0
120,1649,3298,150,150,150,7.068,1028.24856,0,7047600,0,0
121,1616,3232,147,147,147,6.92664,1035.1752,0,6906648,0,0
122,1664,3328,145,145,145,6.8324,1042.0076,0,6812680,0,0
123,1819,3638,146,146,146,6.87952,1048.88712,0,6859664,0,0
124,1661,3322,143,143,143,6.73816,1055.62528,0,6718712,0,0
125,1537,3074,140,140,140,6.5968,1062.22208,0,6577760,0,0
126,1526,3052,139,139,139,6.54968,1068.77176,0,6530776,0,0
127,1430,2860,129,129,129,6.07848,1074.85024,0,6060936,0,0
128,1431,2862,128,128,128,6.03136,1080.8816,0,6013952,0,0
129,1390,2780,130,130,130,6.1256,1087.0072,0,6107920,0,0
130,1358,2716,132,132,132,6.21984,1093.22704,0,6201888,0,0
131,1534,3068,137,137,135,6.455168,1099.682208,0,6436808,0,0
132,1820,3640,146,146,146,6.87952,1106.561728,0,6859664,0,0
133,1754,3508,145,145,145,6.8324,1113.394128,0,6812680,0,0
134,1583,3166,145,145,145,6.8324,1120.226528,0,6812680,0,0
135,1492,2984,145,145,144,6.832264,1127.058792,0,6812680,0,0
136,1595,3190,149,149,149,7.02088,1134.079672,0,7000616,0,0
137,1910,3820,153,153,153,7.20936,1141.289032,0,7188552,0,0
138,2171,4342,159,159,159,7.49208,1148.781112,0,7470456,0,0
139,2147,4294,158,158,158,7.44496,1156.226072,0,7423472,0,0
140,2246,4492,161,161,161,7.58632,1163.812392,0,7564424,0,0
141,2216,4432,158,158,158,7.44496,1171.257352,0,7423472,0,0
142,2274,4548,162,162,162,7.63344,1178.890792,0,7611408,0,0
143,2376,4752,164,164,164,7.72768,1186.618472,0,7705376,0,0
144,2366,4732,161,161,161,7.58632,1194.204792,0,7564424,0,0
145,2538,5076,162,162,162,7.63344,1201.838232,0,7611408,0,0
146,2670,5340,169,169,168,7.963144,1209.801376,0,7940296,0,0
147,2540,5080,173,173,170,8.151352,1217.952728,0,8128232,0,0
148,2777,5554,173,173,173,8.15176,1226.104488,0,8128232,0,0
149,3057,6114,177,177,177,8.34024,1234.444728,0,8316168,0,0
150,3186,6372,182,182,181,8.575704,1243.020432,0,8551088,0,0
151,3169,6338,184,184,184,8.67008,1251.690512,0,8645056,0,0
152,3116,6232,184,184,184,8.67008,1260.360592,0,8645056,0,0
153,3312,6624,192,192,191,9.046904,1269.407496,0,9020928,0,0
154,3615,7230,198,198,198,9.32976,1278.737256,0,9302832,0,0
155,3535,7070,199,199,199,9.37688,1288.114136,0,9349816,0,0
156,3586,7172,202,202,202,9.51824,1297.632376,0,9490768,0,0
157,3505,7010,193,193,193,9.09416,1306.726536,0,9067912,0,0
158,3435,6870,191,191,191,8.99992,1315.726456,0,8973944,0,0
159,3601,7202,196,196,195,9.235384,1324.96184,0,9208864,0,0
160,3676,7352,197,197,197,9.28264,1334.24448,0,9255848,0,0
161,4006,8012,206,206,204,9.706448,1343.950928,0,9678704,0,0
162,4040,8080,206,206,206,9.70672,1353.657648,0,9678704,0,0
163,3662,7324,201,201,200,9.470984,1363.128632,0,9443784,0,0
164,3571,7142,199,199,199,9.37688,1372.505512,0,9349816,0,0
165,4045,8090,202,202,202,9.51824,1382.023752,0,9490768,0,0
166,4358,8716,204,204,204,9.61248,1391.636232,0,9584736,0,0
167,4124,8248,206,206,205,9.706584,1401.342816,0,9678704,0,0
168,4263,8526,210,210,208,9.894928,1411.237744,0,9866640,0,0
169,4273,8546,209,209,209,9.84808,1421.085824,0,9819656,0,0
170,4340,8680,217,217,217,10.22504,1431.310864,0,10195528,0,0
171,4415,8830,221,221,221,10.41352,1441.724384,0,10383464,0,0
