step,contact_threshold_rx_power_dbm,contact_threshold_snr_db,feasible_contact_decisions,feasible_contact_pairs,greedy_comm_bytes,greedy_comm_cumulative_mb,greedy_comm_mb,greedy_events,local_policy_initial_pull_probability,model_transfer_snr_min_db,network_half_duplex_rejections,network_mean_direction_capacity_bytes,network_mean_sinr_db,network_min_sinr_db,network_raw_contact_pairs,network_raw_directed_candidates,network_rejected_transfers,network_scheduled_transfers,network_shortlisted_directed_candidates,network_sinr_or_airtime_rejections,network_transfer_proposals,noise_floor_dbm,propagation_loss_contact_threshold_db,rssi_gossip_threshold_dbm,sample_network_bundle_capacity_bytes,sample_network_delivered_samples,sample_network_max_samples_per_direction,sample_network_raw_contact_pairs,sample_network_scheduled_transfers,sample_network_transfer_proposals,snr_min_db,t2_b0_comm_bytes,t2_b0_comm_cumulative_mb,t2_b0_comm_cumulative_vs_greedy_ratio,t2_b0_comm_mb,t2_b0_comm_vs_greedy_ratio,t2_b0_events,t2_b0_metadata_bytes,t2_b0_model_bytes,t2_b0_model_messages,t2_b0_policy_bytes,t2_b0_policy_messages,t2_b0_pull_events,t2_b0_scalar_bytes,t2_b0_scalar_control_bytes,t2_b0_scalar_control_messages,t2_b0_scalar_loss_bytes,t2_b0_scalar_loss_messages,t2_b0_scalar_messages,t2_b0_selected_providers,t2_b0_training_sample_bytes,t2_b0_training_sample_messages,t2_b0_valid_pull_events
1,-47.5,57.5,0,0,0,0.0,0.0,0,0.0,57.5,,,,,0,,,0,0,,0,-105.0,70.5,-47.5,,,,,,,5.0,0,0.0,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-47.5,57.5,4,2,0,0.0,0.0,0,0.0,57.5,2,562500.0,56.68925174560451,46.003438057146624,2,4,2,2,4,0,4,-105.0,70.5,-47.5,192878,0,32,2,0,0,5.0,578452,0.578452,nan,0.578452,nan,2,0,578320,4,0,0,2,132,64,16,68,17,33,2,0,0,1
3,-47.5,57.5,4,2,0,0.0,0.0,0,0.0,57.5,2,562500.0,53.29521084676749,42.26070326597768,2,4,2,2,4,0,4,-105.0,70.5,-47.5,192878,1,32,2,1,1,5.0,578752,1.157204,nan,0.578752,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,168,1,2
4,-47.5,57.5,8,4,0,0.0,0.0,0,0.0,57.5,3,562500.0,40.1573455476823,39.049805114490496,4,8,3,2,8,0,5,-105.0,70.5,-47.5,192878,2,32,4,2,3,5.0,578920,1.736124,nan,0.57892,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,336,2,2
5,-47.5,57.5,8,4,0,0.0,0.0,0,0.0,57.5,3,562500.0,40.124099493821646,38.91497147679008,4,8,3,2,8,0,5,-105.0,70.5,-47.5,192878,2,32,4,2,4,5.0,578920,2.315044,nan,0.57892,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,336,2,2
6,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,3,562500.0,49.7157780480213,42.856886882712224,5,10,3,3,10,0,6,-105.0,70.5,-47.5,192878,4,32,5,2,4,5.0,868548,3.183592,nan,0.868548,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,672,4,3
7,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,4,562500.0,40.59104921874858,37.6810697535725,5,10,4,2,10,0,6,-105.0,70.5,-47.5,192878,7,32,5,3,5,5.0,579760,3.763352,nan,0.57976,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,1176,7,2
8,-47.5,57.5,8,4,0,0.0,0.0,0,0.0,57.5,3,562500.0,48.067484902759496,38.59895372858383,4,8,3,3,8,0,6,-105.0,70.5,-47.5,192878,3,32,4,2,3,5.0,868380,4.631732,nan,0.86838,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,504,3,3
9,-47.5,57.5,8,4,0,0.0,0.0,0,0.0,57.5,4,562500.0,39.12556507239692,34.7582217835953,4,8,4,2,8,0,6,-105.0,70.5,-47.5,192878,2,32,4,2,4,5.0,578920,5.210652,nan,0.57892,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,336,2,2
10,-47.5,57.5,12,6,0,0.0,0.0,0,0.0,57.5,4,562500.0,38.80213624724923,34.4375517263849,6,12,4,2,12,0,6,-105.0,70.5,-47.5,192878,2,32,6,2,6,5.0,578920,5.789572,nan,0.57892,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,336,2,2
11,-47.5,57.5,12,6,0,0.0,0.0,0,0.0,57.5,4,562500.0,40.750625205677906,37.179970843889215,6,12,4,2,12,0,6,-105.0,70.5,-47.5,192878,4,32,6,2,6,5.0,579256,6.368828,nan,0.579256,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,672,4,2
12,-47.5,57.5,14,7,0,0.0,0.0,0,0.0,57.5,5,562500.0,50.248119828617774,37.45894332831109,7,14,5,4,14,0,9,-105.0,70.5,-47.5,192878,10,32,7,3,5,5.0,1158848,7.527676,nan,1.158848,nan,4,0,1156640,8,0,0,4,528,256,64,272,68,132,4,1680,10,4
13,-47.5,57.5,16,8,0,0.0,0.0,0,0.0,57.5,6,562500.0,47.63109294107841,36.27292288299307,8,16,6,3,16,0,9,-105.0,70.5,-47.5,192878,4,32,8,4,8,5.0,868548,8.396224,nan,0.868548,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,672,4,3
14,-47.5,57.5,12,6,0,0.0,0.0,0,0.0,57.5,4,562500.0,67.63488006591797,67.01448440551758,6,12,4,2,12,0,6,-105.0,70.5,-47.5,192878,23,32,6,2,6,5.0,582448,8.978672,nan,0.582448,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,3864,23,2
15,-47.5,57.5,12,6,0,0.0,0.0,0,0.0,57.5,4,562500.0,65.16458320617676,62.76777648925781,6,12,4,2,12,0,6,-105.0,70.5,-47.5,192878,4,32,6,2,6,5.0,579256,9.557928,nan,0.579256,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,672,4,2
16,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,4,562500.0,62.78314336140951,57.68232345581055,5,10,4,3,10,0,7,-105.0,70.5,-47.5,192878,18,32,5,3,5,5.0,870900,10.428828,nan,0.8709,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,3024,18,3
