step,examples,mean_target_gain,mean_online_prediction,mean_absolute_error,root_mean_squared_error,target_prediction_pearson,cumulative_examples
1,150,0.003523450,0.119126327,0.115602877,0.115853116,0.037047206,150
2,157,0.074199512,0.054872617,0.068982360,0.145123893,0.238458152,307
3,153,0.126386402,0.012034195,0.127895732,0.256174416,0.472089246,460
4,155,0.109276749,0.004439832,0.130761285,0.242964233,0.028461011,615
5,159,0.138414723,0.018783846,0.151161298,0.248972450,0.217825445,774
6,165,0.268626638,0.044902080,0.247728983,0.566724618,0.145749846,939
7,169,0.401890074,0.075480240,0.367130806,0.901025585,-0.065139302,1108
8,168,0.360100968,0.105516659,0.295051938,0.411431588,0.270946394,1276
9,175,0.820470141,0.137942902,0.742176118,1.613797716,-0.075356793,1451
10,171,0.719914854,0.170985020,0.613026692,1.150087289,0.144805183,1622
11,170,0.775306215,0.201538086,0.646609334,0.974459158,0.085382742,1792
12,164,0.744655802,0.232027039,0.608716663,0.936019712,0.217613007,1956
13,161,0.692005888,0.261632588,0.571282612,0.881656894,0.303577474,2117
14,155,0.908714525,0.284094424,0.765780788,1.444489196,-0.058015016,2272
15,161,1.304095693,0.300704366,1.151620031,2.262124290,-0.281666300,2433
16,169,1.322660557,0.318862554,1.127140689,2.155015767,-0.205493499,2602
17,173,1.043650090,0.345856218,0.829824955,1.415268489,-0.082677918,2775
18,179,0.992152546,0.368939570,0.856683479,1.547526664,-0.231237225,2954
19,175,1.087532378,0.399105372,0.979412616,2.297884111,-0.360221857,3129
20,175,0.911555538,0.414944189,0.837250245,1.779625401,-0.288548721,3304
21,171,0.819461283,0.434736751,0.708348504,1.568049019,-0.237421017,3475
22,166,0.470418235,0.454550533,0.553784792,0.942497358,-0.331992438,3641
23,170,0.809546814,0.452866028,0.716752207,1.719098901,-0.322752876,3811
24,171,0.809107154,0.450021197,0.718917564,1.330378733,-0.355028750,3982
25,172,0.561183726,0.453353492,0.559061954,0.946718525,-0.326803431,4154
26,174,0.970041490,0.444385667,0.905334849,2.021627465,-0.341553066,4328
27,178,1.013790589,0.443558336,0.871703692,1.893840601,-0.222066733,4506
28,178,1.018419355,0.432110761,0.841993618,1.839620297,-0.157443920,4684
29,176,1.519940416,0.425833408,1.349497346,2.772633832,-0.356242059,4860
30,173,1.205178852,0.425384690,0.958335498,1.992478362,-0.185837238,5033
31,176,1.132034929,0.424833211,0.953603379,1.950603880,-0.210344535,5209
32,188,1.256790999,0.430064834,1.046955019,2.325539778,-0.197373112,5397
33,187,1.200475922,0.436851807,1.111725564,2.334399286,-0.284173730,5584
34,185,1.169227368,0.448748089,1.117670573,1.962544401,0.052556835,5769
35,190,1.057607867,0.457542577,1.000916098,1.815158522,-0.101071696,5959
36,192,0.764081655,0.471558617,0.704303181,1.277426944,-0.209177244,6151
37,204,1.214698065,0.460935146,1.042382595,2.383851782,-0.245759308,6355
38,202,0.946586243,0.463136609,0.782154078,1.435329370,-0.117034634,6557
39,202,1.173478088,0.465125066,0.957880878,1.831594041,-0.181563171,6759
40,196,0.810444841,0.469620932,0.702092839,1.411277451,-0.210797787,6955
41,204,1.380539530,0.453504455,1.131147677,2.410809164,-0.123360347,7159
42,202,1.582938871,0.456437289,1.339946240,2.619843130,-0.249895130,7361
43,200,0.937727650,0.468752587,0.704375330,1.645108509,-0.197335381,7561
44,203,0.941186349,0.478297133,0.845014780,1.905494370,-0.258912252,7764
45,209,1.175008982,0.486120387,1.018452344,2.256604447,-0.241352791,7973
46,215,1.395148193,0.500390095,1.118893088,2.237486955,-0.263444015,8188
47,217,1.822332159,0.501873850,1.538163908,2.754713314,-0.262056252,8405
48,218,2.096481663,0.497854376,1.726537984,3.097785804,-0.211456787,8623
49,218,1.878575574,0.520433571,1.574703696,3.217229921,-0.305149305,8841
50,211,1.537946263,0.531501716,1.340576649,2.587301195,-0.197196274,9052
51,204,1.291056051,0.554422398,1.208865191,2.133616872,0.003264391,9256
52,200,0.847231942,0.576887716,0.704736499,1.661762881,-0.124561018,9456
53,201,0.745637712,0.596058490,0.614219962,0.862611868,0.037481673,9657
54,203,0.918902142,0.605323164,0.820692002,1.819920713,-0.220660622,9860
55,212,1.044546660,0.595020603,0.851302392,1.617398129,-0.142584473,10072
56,215,1.706576391,0.599048130,1.364634751,2.828443017,-0.382153021,10287
57,220,1.759392629,0.590439125,1.394365903,2.987943352,-0.361996139,10507
58,225,1.763525380,0.586175197,1.421272897,3.341235077,-0.359947481,10732
59,225,1.716149713,0.586263802,1.464840681,3.271919456,-0.384018907,10957
60,223,1.470330554,0.596171903,1.127045396,2.066608832,-0.152602700,11180
61,225,1.362139354,0.607760796,1.106887359,2.062903227,-0.295118411,11405
62,223,0.943356729,0.623136673,0.704601001,1.234306675,-0.080124297,11628
63,228,1.109722310,0.626913352,0.928456460,1.708280957,-0.146561549,11856
64,230,1.382882773,0.622920299,1.032702045,2.051850563,-0.187108649,12086
65,226,1.306742830,0.627965492,1.028625611,1.945157560,-0.207726077,12312
66,215,1.431871325,0.620501408,1.076613805,1.716950080,-0.160369910,12527
67,206,1.572925054,0.628181167,1.246126348,2.407577526,-0.165549907,12733
68,194,0.965910834,0.630090444,0.719575648,1.327876798,-0.060014374,12927
69,187,1.385252776,0.639887171,1.197508602,2.301679693,-0.319328796,13114
70,189,1.039493142,0.650952495,0.791139364,1.566659687,-0.244364721,13303
71,184,0.587388573,0.663627655,0.597526170,0.824166531,0.045973570,13487
72,184,0.661897126,0.663053160,0.576586598,0.899157570,-0.088143749,13671
73,186,0.827667007,0.655790941,0.742454628,1.640129965,-0.129872191,13857
74,186,0.750288789,0.650808153,0.722976421,1.632314491,-0.245010821,14043
75,196,1.334975129,0.623218984,1.141872282,2.440077859,-0.418021831,14239
76,198,1.453226021,0.612207178,1.121024325,2.615699459,-0.411483820,14437
77,196,1.558326352,0.601722842,1.191654011,2.595337601,-0.356229700,14633
78,200,1.683195111,0.589351429,1.353092775,2.998007399,-0.406836877,14833
79,202,1.790768898,0.578006918,1.473250391,2.919915270,-0.370074645,15035
80,200,2.191377353,0.573994128,1.816310740,3.338054222,-0.446166042,15235
81,196,1.751478517,0.579051800,1.472329381,2.915201774,-0.314340765,15431
82,192,1.764849898,0.588907065,1.561203232,3.230019513,-0.238682662,15623
83,183,0.844080446,0.613722346,0.720953700,1.050155878,-0.067120682,15806
84,182,0.969061671,0.611623183,0.894106994,1.885953256,-0.228906149,15988
85,182,1.767466108,0.601751075,1.449077162,3.452887871,-0.399204490,16170
86,181,2.180415322,0.587834683,1.867656463,4.076916381,-0.462327389,16351
87,166,1.746158616,0.607715747,1.523987276,3.146449973,-0.363292806,16517
88,163,1.088278879,0.619288327,1.049845567,2.045461418,-0.303558565,16680
89,158,1.130841755,0.629065429,1.102573155,2.337919232,-0.457722271,16838
90,159,1.186784325,0.624215745,1.100917168,2.062130403,-0.299854348,16997
91,159,0.701420225,0.627676044,0.719355840,1.127519041,-0.226247599,17156
92,161,1.445151044,0.614543611,1.298942599,2.916908480,-0.356919223,17317
93,164,1.241117954,0.606278875,1.121244983,2.675814228,-0.232299534,17481
94,161,0.853785742,0.610435935,0.706769050,1.238206847,-0.176143913,17642
95,168,1.014533950,0.589880790,0.810746638,1.618822799,-0.251943073,17810
96,173,1.889457535,0.561363966,1.562305395,3.296002684,-0.367762612,17983
97,176,1.340487843,0.547222883,1.123942190,2.724275900,-0.245578138,18159
98,177,1.502574710,0.532420903,1.237922068,2.467935416,-0.291523472,18336
99,173,1.706567172,0.528434649,1.548872923,3.175649086,-0.328904565,18509
100,169,0.836834091,0.527356640,0.796446378,1.368902727,-0.139031505,18678
101,166,1.130492959,0.539743239,0.964189517,1.819404326,-0.305872911,18844
102,169,0.870430807,0.543555367,0.790413358,1.480298330,-0.107361260,19013
103,172,0.738392006,0.559261967,0.709562630,1.133398906,-0.143148992,19185
104,167,1.145578200,0.570761825,0.889449839,2.116105540,-0.309259606,19352
105,162,0.789009522,0.574180004,0.717880201,1.493147682,-0.102895216,19514
106,153,1.188936708,0.568221619,1.010864654,2.103702685,-0.390840857,19667
107,152,1.313554411,0.566472874,1.173425299,2.234546229,-0.263237549,19819
108,150,0.789525781,0.562981002,0.681462978,1.343755829,-0.200595865,19969
109,148,0.933831444,0.563983810,0.901440191,2.361267263,-0.289442759,20117
110,144,0.964626546,0.573463594,0.942148752,1.953382073,-0.324637684,20261
111,142,1.241816516,0.567451318,0.985123781,1.937437820,-0.306857472,20403
112,146,1.432035468,0.549407470,1.274830262,3.177883194,-0.369285746,20549
113,144,1.296926580,0.530658069,1.077945443,2.558335684,-0.267282834,20693
114,157,1.709997462,0.497048129,1.512659542,3.219433596,-0.227326888,20850
115,160,2.898415286,0.485887240,2.649549788,4.894809711,-0.494337302,21010
116,154,1.327467467,0.493334770,1.195589278,2.415785603,-0.255370983,21164
117,154,2.294913311,0.499431204,2.140709136,3.787750522,-0.384491146,21318
118,151,1.318600868,0.513961614,1.150300216,2.186342753,-0.305684390,21469
119,148,1.709469370,0.525571739,1.438713643,2.964675814,-0.358776773,21617
120,148,1.491532246,0.536087635,1.311016528,2.254875513,-0.294819872,21765
121,147,1.629263246,0.550469438,1.420681017,3.107051058,-0.345140750,21912
122,145,0.885085058,0.565452739,0.693928028,1.082358529,0.051148673,22057
123,146,1.821205256,0.568512733,1.560347986,3.096597583,-0.424661559,22203
124,143,2.075094843,0.582579318,1.701339003,3.048051199,-0.389177813,22346
125,138,1.568016732,0.596939348,1.309350349,2.581945272,-0.389333959,22484
126,139,1.414406008,0.614933866,1.154880264,2.053377163,-0.254413828,22623
127,129,2.002520139,0.643914780,1.797105198,3.699996360,-0.459331265,22752
128,128,1.595557508,0.642377333,1.441683836,2.495831165,-0.340762912,22880
129,130,2.170866074,0.631534784,1.801325509,3.313537046,-0.366477519,23010
130,129,2.108222008,0.623337786,1.802541496,3.568208009,-0.422002868,23139
131,135,2.872573988,0.594380965,2.460798795,5.145522956,-0.414822506,23274
132,146,3.428693313,0.569953162,3.068797757,5.069325837,-0.473301925,23420
133,145,2.860231524,0.581743897,2.486592533,4.265673712,-0.385978182,23565
134,145,2.109027219,0.603414372,1.799603735,3.707099044,-0.418265397,23710
135,143,2.066460882,0.626309306,1.832355142,3.680094186,-0.347258731,23853
136,149,2.743279558,0.607808657,2.402049647,4.437436857,-0.510610724,24002
137,153,3.003636362,0.617055872,2.597404974,4.715085281,-0.401232551,24155
138,158,1.917923243,0.621721061,1.777042644,3.175542676,-0.332630122,24313
139,158,2.376454193,0.628469706,2.023954256,3.453915571,-0.296960041,24471
140,161,1.776540993,0.643359196,1.462664538,2.694516782,-0.219002756,24632
141,158,1.676189321,0.659477876,1.280299729,2.245488715,-0.162667089,24790
142,162,1.455058632,0.678751712,1.126277533,2.179318865,-0.248115226,24952
143,164,1.588177823,0.690726886,1.264817512,2.432680474,-0.340387590,25116
144,161,1.625023454,0.685915810,1.388080036,2.596170786,-0.426833837,25277
145,161,1.357828992,0.676556370,1.118651470,2.138428402,-0.204565247,25438
146,166,1.539345127,0.664901708,1.239309843,2.306274038,-0.104415447,25604
147,170,1.831094598,0.645893077,1.739758423,3.399925324,-0.231035988,25774
148,173,2.429770553,0.625335931,2.159812733,4.236251781,-0.340423263,25947
149,177,2.211760103,0.633616718,1.920115574,3.221290890,-0.292750294,26124
150,180,1.188272536,0.638533083,0.960826968,1.948429585,-0.231734555,26304
151,184,1.661268487,0.648350230,1.457757531,2.766087401,-0.338125166,26488
152,184,1.586902767,0.666261583,1.293199983,2.424710568,-0.414509522,26672
153,191,1.334171623,0.663152877,1.088225847,2.086402408,-0.248687830,26863
154,198,1.646273083,0.654834294,1.338920886,2.736943400,-0.322612259,27061
155,199,1.632289252,0.653376514,1.282626078,2.556368466,-0.310365909,27260
156,202,1.533053255,0.651855886,1.188880351,2.080034723,-0.223552128,27462
157,193,1.220094739,0.678034200,1.013854445,1.918641642,-0.345216145,27655
158,191,1.012312388,0.700772271,0.743908202,1.238069549,-0.215489598,27846
159,194,0.610783381,0.708205403,0.608956337,0.827968845,-0.189254089,28040
160,197,1.058138741,0.695843277,0.946934926,1.779015074,-0.202365838,28237
161,204,1.398566436,0.673779414,1.103893532,1.747051008,-0.087564153,28441
162,206,1.737992959,0.632165313,1.332687286,2.431841577,-0.294061358,28647
163,199,2.156285907,0.603535130,1.767725542,3.384376603,-0.327365576,28846
164,197,1.030672636,0.616540826,0.831911570,1.422499165,-0.183540164,29043
165,202,2.519418962,0.614997301,2.141401997,3.723910893,-0.327276082,29245
166,204,2.382447848,0.623439043,1.924358978,3.191083018,-0.312252448,29449
167,204,1.997287261,0.626216589,1.680974962,2.867706546,-0.229017317,29653
168,205,0.882204731,0.653795559,0.899770748,1.470204903,-0.275382053,29858
169,209,1.618251577,0.665341616,1.451274844,2.700313048,-0.444176944,30067
170,217,1.790040384,0.671895149,1.432815246,2.437194336,-0.421166340,30284
171,221,1.290521747,0.680781336,1.018308857,1.843373605,-0.159190198,30505
172,224,1.309449385,0.682569727,1.072218740,1.981904369,-0.320101560,30729
173,225,1.142285438,0.689416768,0.943330747,1.597321388,-0.227922366,30954
174,220,1.513477620,0.685713349,1.133755654,2.126096070,-0.347550240,31174
175,219,1.138354793,0.689069436,0.908471892,1.631300758,-0.321152406,31393
176,230,1.538910741,0.680597677,1.184501514,2.552737796,-0.385979039,31623
177,225,1.479314410,0.687292519,1.065727846,1.994887345,-0.120218153,31848
178,229,1.567993321,0.684672406,1.073880455,1.926602362,-0.041683320,32077
179,227,1.582249859,0.682494039,1.317187363,2.446548347,-0.168632480,32304
180,231,1.500462120,0.686133919,1.151602260,2.394756500,-0.290236308,32535
181,230,1.904556961,0.685459663,1.419937692,2.899763926,-0.348867970,32765
182,215,1.314418773,0.700516285,1.081931249,2.085316651,-0.371491307,32980
183,200,1.011933989,0.717917115,0.980704495,1.707406060,-0.383436056,33180
184,196,1.208178518,0.721010983,1.086875924,2.041030413,-0.350094439,33376
185,192,0.877926731,0.728184984,0.787761294,1.316715998,-0.195442673,33568
186,194,1.144679207,0.718009157,1.027818481,2.116764420,-0.319482940,33762
187,194,1.320220925,0.724395571,1.060791262,2.029038505,-0.369891249,33956
188,198,1.465331359,0.706094528,1.175449414,2.527084343,-0.302775769,34154
189,202,1.715246225,0.699495896,1.468394049,2.849597327,-0.375677494,34356
190,214,2.175066720,0.682776925,1.827577876,3.614916688,-0.467110641,34570
191,217,1.754120086,0.678246921,1.322918564,2.616446452,-0.346240449,34787
192,219,2.005440465,0.676281980,1.692713734,3.063564231,-0.365812468,35006
193,220,1.558497257,0.678534502,1.280236432,2.409941586,-0.244484642,35226
194,218,1.938600116,0.676736258,1.409187376,2.855860648,-0.149761055,35444
195,210,1.334032240,0.682144000,1.068088132,2.149824552,-0.135611768,35654
