step,contact_threshold_rx_power_dbm,contact_threshold_snr_db,feasible_contact_decisions,feasible_contact_pairs,greedy_comm_bytes,greedy_comm_cumulative_mb,greedy_comm_mb,greedy_events,local_policy_initial_pull_probability,model_transfer_snr_min_db,network_half_duplex_rejections,network_mean_direction_capacity_bytes,network_mean_sinr_db,network_min_sinr_db,network_raw_contact_pairs,network_raw_directed_candidates,network_rejected_transfers,network_scheduled_transfers,network_shortlisted_directed_candidates,network_sinr_or_airtime_rejections,network_transfer_proposals,noise_floor_dbm,propagation_loss_contact_threshold_db,rssi_gossip_threshold_dbm,sample_network_bundle_capacity_bytes,sample_network_delivered_samples,sample_network_max_samples_per_direction,sample_network_raw_contact_pairs,sample_network_scheduled_transfers,sample_network_transfer_proposals,snr_min_db,t2_b0_comm_bytes,t2_b0_comm_cumulative_mb,t2_b0_comm_cumulative_vs_greedy_ratio,t2_b0_comm_mb,t2_b0_comm_vs_greedy_ratio,t2_b0_events,t2_b0_metadata_bytes,t2_b0_model_bytes,t2_b0_model_messages,t2_b0_policy_bytes,t2_b0_policy_messages,t2_b0_pull_events,t2_b0_scalar_bytes,t2_b0_scalar_control_bytes,t2_b0_scalar_control_messages,t2_b0_scalar_loss_bytes,t2_b0_scalar_loss_messages,t2_b0_scalar_messages,t2_b0_selected_providers,t2_b0_training_sample_bytes,t2_b0_training_sample_messages,t2_b0_valid_pull_events
11,-47.5,57.5,110,55,0,0.0,0.0,0,0.0,57.5,25,527855.7116864142,24.75755268227777,8.776773394067416,55,110,25,13,110,0,38,-105.0,70.5,-47.5,192878,81,32,55,16,54,5.0,3774404,30.133072,nan,3.774404,nan,13,0,3759080,26,0,0,13,1716,832,208,884,221,429,13,13608,81,13
12,-47.5,57.5,126,63,0,0.0,0.0,0,0.0,57.5,23,449020.26148597716,23.872525145281475,7.324472762297566,63,126,24,15,126,1,39,-105.0,70.5,-47.5,192878,45,32,63,14,60,5.0,4346940,34.480012,nan,4.34694,nan,15,0,4337400,30,0,0,15,1980,960,240,1020,255,495,15,7560,45,15
13,-47.5,57.5,138,69,0,0.0,0.0,0,0.0,57.5,23,501916.6127820235,21.925629023208536,6.01294003208751,69,138,24,15,138,1,39,-105.0,70.5,-47.5,192878,160,32,69,16,66,5.0,4368204,38.848216,nan,4.368204,nan,15,1944,4337400,30,0,0,15,1980,960,240,1020,255,495,15,26880,160,15
14,-47.5,57.5,144,72,0,0.0,0.0,0,0.0,57.5,23,490400.01032818307,21.398647587439175,7.47560464821494,72,144,25,13,144,2,38,-105.0,70.5,-47.5,192878,135,32,72,14,70,5.0,3786284,42.6345,nan,3.786284,nan,13,2808,3759080,26,0,0,13,1716,832,208,884,221,429,13,22680,135,13
15,-47.5,57.5,154,77,0,0.0,0.0,0,0.0,57.5,25,495924.0172115387,23.297956520940065,7.911345382394352,77,154,25,13,154,0,38,-105.0,70.5,-47.5,192878,143,32,77,13,70,5.0,3789140,46.42364,nan,3.78914,nan,13,4320,3759080,26,0,0,13,1716,832,208,884,221,429,13,24024,143,13
16,-47.5,57.5,166,83,0,0.0,0.0,0,0.0,57.5,24,489277.84185659175,18.24837839907603,5.638448846830443,83,166,24,16,166,0,40,-105.0,70.5,-47.5,192878,151,32,83,16,79,5.0,4659152,51.082792,nan,4.659152,nan,16,5112,4626560,32,0,0,16,2112,1024,256,1088,272,528,16,25368,151,16
17,-47.5,57.5,168,84,0,0.0,0.0,0,0.0,57.5,25,486151.71984533145,20.286004129918414,6.5468419961134465,84,168,25,15,168,0,40,-105.0,70.5,-47.5,192878,142,32,84,17,79,5.0,4369644,55.452436,nan,4.369644,nan,15,6408,4337400,30,0,0,15,1980,960,240,1020,255,495,15,23856,142,15
18,-47.5,57.5,160,80,0,0.0,0.0,0,0.0,57.5,23,445958.02840905555,18.553789520614153,5.853984957013932,80,160,25,14,160,2,39,-105.0,70.5,-47.5,192878,83,32,80,15,76,5.0,4070440,59.522876,nan,4.07044,nan,14,6408,4048240,28,0,0,14,1848,896,224,952,238,462,14,13944,83,14
19,-47.5,57.5,170,85,0,0.0,0.0,0,0.0,57.5,23,447137.37766292,15.641894221555361,5.358413587221945,85,170,25,15,170,2,40,-105.0,70.5,-47.5,192878,134,32,85,15,80,5.0,4369092,63.891968,nan,4.369092,nan,15,7200,4337400,30,0,0,15,1980,960,240,1020,255,495,15,22512,134,15
20,-47.5,57.5,176,88,0,0.0,0.0,0,0.0,57.5,25,519444.0538222609,19.310614883135525,6.52989508830292,88,176,26,14,176,1,40,-105.0,70.5,-47.5,192878,192,32,88,14,81,5.0,4090840,67.982808,nan,4.09084,nan,14,8496,4048240,28,0,0,14,1848,896,224,952,238,462,14,32256,192,14
21,-47.5,57.5,172,86,0,0.0,0.0,0,0.0,57.5,25,501799.6078526329,19.402435531279917,6.372336914928373,86,172,25,13,172,0,38,-105.0,70.5,-47.5,192878,254,32,86,17,82,5.0,3813980,71.796788,nan,3.81398,nan,13,10512,3759080,26,0,0,13,1716,832,208,884,221,429,13,42672,254,13
22,-47.5,57.5,170,85,0,0.0,0.0,0,0.0,57.5,22,480906.5153871701,19.130448856281248,5.393219374558791,85,170,24,14,170,2,38,-105.0,70.5,-47.5,192878,152,32,85,16,79,5.0,4086568,75.883356,nan,4.086568,nan,14,10944,4048240,28,0,0,14,1848,896,224,952,238,462,14,25536,152,14
23,-47.5,57.5,166,83,0,0.0,0.0,0,0.0,57.5,24,463091.7578020452,15.90233103689424,5.604226981924729,83,166,24,13,166,0,37,-105.0,70.5,-47.5,192878,173,32,83,14,80,5.0,3801020,79.684376,nan,3.80102,nan,13,11160,3759080,26,0,0,13,1716,832,208,884,221,429,13,29064,173,13
24,-47.5,57.5,176,88,0,0.0,0.0,0,0.0,57.5,26,504356.6933759166,17.14291624956909,8.446018589848038,88,176,26,11,176,0,37,-105.0,70.5,-47.5,192878,295,32,88,15,85,5.0,3244444,82.92882,nan,3.244444,nan,11,12672,3180760,22,0,0,11,1452,704,176,748,187,363,11,49560,295,11
25,-47.5,57.5,172,86,0,0.0,0.0,0,0.0,57.5,24,515139.34848381655,20.822374930209943,9.08600694747378,86,172,25,11,172,1,36,-105.0,70.5,-47.5,192878,146,32,86,14,82,5.0,3219124,86.147944,nan,3.219124,nan,11,12384,3180760,22,0,0,11,1452,704,176,748,187,363,11,24528,146,11
26,-47.5,57.5,178,89,0,0.0,0.0,0,0.0,57.5,24,486071.5698503119,18.10830921469049,6.927127800410824,89,178,25,12,178,1,37,-105.0,70.5,-47.5,192878,294,32,89,14,83,5.0,3533712,89.681656,nan,3.533712,nan,12,12816,3469920,24,0,0,12,1584,768,192,816,204,396,12,49392,294,12
27,-47.5,57.5,184,92,0,0.0,0.0,0,0.0,57.5,24,495622.02830602805,23.158274252729637,5.132634454821574,92,184,26,11,184,2,37,-105.0,70.5,-47.5,192878,176,32,92,15,87,5.0,3225028,92.906684,nan,3.225028,nan,11,13248,3180760,22,0,0,11,1452,704,176,748,187,363,11,29568,176,11
28,-47.5,57.5,176,88,0,0.0,0.0,0,0.0,57.5,25,475812.43985419534,24.441199107681978,8.513055524084903,88,176,25,12,176,0,37,-105.0,70.5,-47.5,192878,247,32,88,13,81,5.0,3525600,96.432284,nan,3.5256,nan,12,12600,3469920,24,0,0,12,1584,768,192,816,204,396,12,41496,247,12
29,-47.5,57.5,172,86,0,0.0,0.0,0,0.0,57.5,22,504921.10625956237,26.633240238446195,6.856381282832276,86,172,26,10,172,4,36,-105.0,70.5,-47.5,192878,138,32,86,14,83,5.0,2928416,99.3607,nan,2.928416,nan,10,12312,2891600,20,0,0,10,1320,640,160,680,170,330,10,23184,138,10
30,-47.5,57.5,172,86,0,0.0,0.0,0,0.0,57.5,26,531032.7577189103,23.465871766275892,7.4882650118013325,86,172,27,11,172,1,38,-105.0,70.5,-47.5,192878,204,32,86,14,79,5.0,3228580,102.58928,nan,3.22858,nan,11,12096,3180760,22,0,0,11,1452,704,176,748,187,363,11,34272,204,11
31,-47.5,57.5,160,80,0,0.0,0.0,0,0.0,57.5,25,511846.8111876643,24.005572136279003,6.607230873160717,80,160,25,12,160,0,37,-105.0,70.5,-47.5,192878,93,32,80,15,75,5.0,3498216,106.087496,nan,3.498216,nan,12,11088,3469920,24,0,0,12,1584,768,192,816,204,396,12,15624,93,12
32,-47.5,57.5,162,81,0,0.0,0.0,0,0.0,57.5,25,504547.00915633835,22.701261126967278,6.8924006182973265,81,162,26,12,162,1,38,-105.0,70.5,-47.5,192878,196,32,81,16,75,5.0,3516096,109.603592,nan,3.516096,nan,12,11664,3469920,24,0,0,12,1584,768,192,816,204,396,12,32928,196,12
33,-47.5,57.5,178,89,0,0.0,0.0,0,0.0,57.5,28,562500.0,30.462388758004476,19.00110666336695,89,178,28,10,178,0,38,-105.0,70.5,-47.5,192878,242,32,89,14,84,5.0,2946392,112.549984,nan,2.946392,nan,10,12816,2891600,20,0,0,10,1320,640,160,680,170,330,10,40656,242,10
34,-47.5,57.5,178,89,0,0.0,0.0,0,0.0,57.5,24,525957.6988501367,25.020416832790893,6.999810934347542,89,178,26,10,178,2,36,-105.0,70.5,-47.5,192878,231,32,89,12,85,5.0,2944472,115.494456,nan,2.944472,nan,10,12744,2891600,20,0,0,10,1320,640,160,680,170,330,10,38808,231,10
35,-47.5,57.5,182,91,0,0.0,0.0,0,0.0,57.5,26,521585.3856465017,26.71058130169451,10.684768683993209,91,182,27,10,182,1,37,-105.0,70.5,-47.5,192878,243,32,91,14,87,5.0,2946848,118.441304,nan,2.946848,nan,10,13104,2891600,20,0,0,10,1320,640,160,680,170,330,10,40824,243,10
36,-47.5,57.5,200,100,0,0.0,0.0,0,0.0,57.5,27,527109.9595868611,21.008878373956183,9.888996124612161,100,200,27,12,200,0,39,-105.0,70.5,-47.5,192878,318,32,100,16,93,5.0,3539328,121.980632,nan,3.539328,nan,12,14400,3469920,24,0,0,12,1584,768,192,816,204,396,12,53424,318,12
37,-47.5,57.5,184,92,0,0.0,0.0,0,0.0,57.5,28,562500.0,37.5568137362263,19.115293012731797,92,184,29,9,184,1,38,-105.0,70.5,-47.5,192878,180,32,92,15,90,5.0,2647116,124.627748,nan,2.647116,nan,9,13248,2602440,18,0,0,9,1188,576,144,612,153,297,9,30240,180,9
38,-47.5,57.5,172,86,0,0.0,0.0,0,0.0,57.5,26,562500.0,32.04190470249776,18.71233023747727,86,172,26,10,172,0,36,-105.0,70.5,-47.5,192878,381,32,86,15,81,5.0,2969312,127.59706,nan,2.969312,nan,10,12384,2891600,20,0,0,10,1320,640,160,680,170,330,10,64008,381,10
39,-47.5,57.5,164,82,0,0.0,0.0,0,0.0,57.5,25,541328.7562363491,24.19960011085752,11.888138530934171,82,164,25,11,164,0,36,-105.0,70.5,-47.5,192878,301,32,82,16,77,5.0,3244588,130.841648,nan,3.244588,nan,11,11808,3180760,22,0,0,11,1452,704,176,748,187,363,11,50568,301,11
40,-47.5,57.5,164,82,0,0.0,0.0,0,0.0,57.5,26,551373.9930178876,25.829879290207582,14.337392696199473,82,164,26,9,164,0,35,-105.0,70.5,-47.5,192878,393,32,82,15,75,5.0,2681460,133.523108,nan,2.68146,nan,9,11808,2602440,18,0,0,9,1188,576,144,612,153,297,9,66024,393,9
41,-47.5,57.5,170,85,0,0.0,0.0,0,0.0,57.5,27,562500.0,28.110895596726834,18.712676356289332,85,170,27,9,170,0,36,-105.0,70.5,-47.5,192878,278,32,85,15,80,5.0,2662572,136.18568,nan,2.662572,nan,9,12240,2602440,18,0,0,9,1188,576,144,612,153,297,9,46704,278,9
42,-47.5,57.5,172,86,0,0.0,0.0,0,0.0,57.5,25,543009.4206693112,21.592586819872917,12.468718677967392,86,172,25,11,172,0,36,-105.0,70.5,-47.5,192878,233,32,86,16,80,5.0,3233740,139.41942,nan,3.23374,nan,11,12384,3180760,22,0,0,11,1452,704,176,748,187,363,11,39144,233,11
43,-47.5,57.5,158,79,0,0.0,0.0,0,0.0,57.5,26,562500.0,31.245945413516512,18.643718480740674,79,158,28,9,158,2,37,-105.0,70.5,-47.5,192878,260,32,79,15,70,5.0,2658468,142.077888,nan,2.658468,nan,9,11160,2602440,18,0,0,9,1188,576,144,612,153,297,9,43680,260,9
44,-47.5,57.5,164,82,0,0.0,0.0,0,0.0,57.5,28,562500.0,32.618714717105775,18.712676356289332,82,164,28,9,164,0,37,-105.0,70.5,-47.5,192878,400,32,82,15,74,5.0,2682564,144.760452,nan,2.682564,nan,9,11736,2602440,18,0,0,9,1188,576,144,612,153,297,9,67200,400,9
45,-47.5,57.5,160,80,0,0.0,0.0,0,0.0,57.5,25,535274.2977097123,28.92966269922659,7.266882759603801,80,160,27,10,160,2,37,-105.0,70.5,-47.5,192878,205,32,80,14,76,5.0,2938808,147.69926,nan,2.938808,nan,10,11448,2891600,20,0,0,10,1320,640,160,680,170,330,10,34440,205,10
46,-47.5,57.5,168,84,0,0.0,0.0,0,0.0,57.5,23,451230.3357190926,17.074153924970762,6.276712759039123,84,168,23,14,168,0,37,-105.0,70.5,-47.5,192878,416,32,84,14,75,5.0,4132072,151.831332,nan,4.132072,nan,14,12096,4048240,28,0,0,14,1848,896,224,952,238,462,14,69888,416,14
47,-47.5,57.5,166,83,0,0.0,0.0,0,0.0,57.5,25,443137.9535908522,17.49019356208087,7.038105769810615,83,166,25,11,166,0,36,-105.0,70.5,-47.5,192878,357,32,83,14,78,5.0,3254140,155.085472,nan,3.25414,nan,11,11952,3180760,22,0,0,11,1452,704,176,748,187,363,11,59976,357,11
48,-47.5,57.5,170,85,0,0.0,0.0,0,0.0,57.5,25,411743.01976945193,16.30909691383446,5.023101632907744,85,170,25,11,170,0,36,-105.0,70.5,-47.5,192878,350,32,85,15,79,5.0,3253036,158.338508,nan,3.253036,nan,11,12024,3180760,22,0,0,11,1452,704,176,748,187,363,11,58800,350,11
49,-47.5,57.5,174,87,0,0.0,0.0,0,0.0,57.5,22,423568.7869799972,15.13701141459882,5.506668337121184,87,174,24,14,174,2,38,-105.0,70.5,-47.5,192878,448,32,87,17,82,5.0,4137808,162.476316,nan,4.137808,nan,14,12456,4048240,28,0,0,14,1848,896,224,952,238,462,14,75264,448,14
50,-47.5,57.5,186,93,0,0.0,0.0,0,0.0,57.5,23,454135.8323581446,16.930489351868108,6.372791609183563,93,186,25,13,186,2,38,-105.0,70.5,-47.5,192878,466,32,93,16,90,5.0,3852476,166.328792,nan,3.852476,nan,13,13392,3759080,26,0,0,13,1716,832,208,884,221,429,13,78288,466,13
51,-47.5,57.5,198,99,0,0.0,0.0,0,0.0,57.5,28,546323.2915261043,32.94011838990779,15.142680419154594,99,198,28,10,198,0,38,-105.0,70.5,-47.5,192878,450,32,99,16,96,5.0,2982776,169.311568,nan,2.982776,nan,10,14256,2891600,20,0,0,10,1320,640,160,680,170,330,10,75600,450,10
52,-47.5,57.5,206,103,0,0.0,0.0,0,0.0,57.5,26,460588.88819944,23.64141324278622,5.474279268192223,103,206,27,11,206,1,38,-105.0,70.5,-47.5,192878,372,32,103,16,101,5.0,3259540,172.571108,nan,3.25954,nan,11,14832,3180760,22,0,0,11,1452,704,176,748,187,363,11,62496,372,11
53,-47.5,57.5,226,113,0,0.0,0.0,0,0.0,57.5,27,516885.88198688626,21.32232475978973,6.810745667099055,113,226,27,12,226,0,39,-105.0,70.5,-47.5,192878,527,32,113,15,108,5.0,3576240,176.147348,nan,3.57624,nan,12,16200,3469920,24,0,0,12,1584,768,192,816,204,396,12,88536,527,12
54,-47.5,57.5,228,114,0,0.0,0.0,0,0.0,57.5,28,518286.4177332561,23.023024104927398,8.118406240565626,114,228,28,11,228,0,39,-105.0,70.5,-47.5,192878,319,32,114,16,112,5.0,3252220,179.399568,nan,3.25222,nan,11,16416,3180760,22,0,0,11,1452,704,176,748,187,363,11,53592,319,11
55,-47.5,57.5,232,116,0,0.0,0.0,0,0.0,57.5,25,471817.87874595285,25.17327528821046,5.945801920961972,116,232,26,11,232,1,37,-105.0,70.5,-47.5,192878,507,32,116,14,105,5.0,3284092,182.68366,nan,3.284092,nan,11,16704,3180760,22,0,0,11,1452,704,176,748,187,363,11,85176,507,11
56,-47.5,57.5,226,113,0,0.0,0.0,0,0.0,57.5,26,518156.6838198212,21.8774664804507,6.160709837955816,113,226,26,10,226,0,36,-105.0,70.5,-47.5,192878,449,32,113,14,109,5.0,2984624,185.668284,nan,2.984624,nan,10,16272,2891600,20,0,0,10,1320,640,160,680,170,330,10,75432,449,10
57,-47.5,57.5,236,118,0,0.0,0.0,0,0.0,57.5,25,474815.7210735246,24.75020968698642,7.477787908255449,118,236,27,9,236,2,36,-105.0,70.5,-47.5,192878,476,32,118,14,113,5.0,2700588,188.368872,nan,2.700588,nan,9,16992,2602440,18,0,0,9,1188,576,144,612,153,297,9,79968,476,9
58,-47.5,57.5,238,119,0,0.0,0.0,0,0.0,57.5,26,469971.19741841714,26.053826640337714,5.095296843336526,119,238,27,9,238,1,36,-105.0,70.5,-47.5,192878,560,32,119,15,117,5.0,2714844,191.083716,nan,2.714844,nan,9,17136,2602440,18,0,0,9,1188,576,144,612,153,297,9,94080,560,9
59,-47.5,57.5,224,112,0,0.0,0.0,0,0.0,57.5,25,517754.3111400356,34.57165950594243,10.327156361114193,112,224,28,8,224,3,36,-105.0,70.5,-47.5,192878,483,32,112,14,109,5.0,2411536,193.495252,nan,2.411536,nan,8,16056,2313280,16,0,0,8,1056,512,128,544,136,264,8,81144,483,8
60,-47.5,57.5,222,111,0,0.0,0.0,0,0.0,57.5,25,466501.6508490336,15.81074900245789,6.840249458910392,111,222,25,12,222,0,37,-105.0,70.5,-47.5,192878,488,32,111,14,109,5.0,3569256,197.064508,nan,3.569256,nan,12,15768,3469920,24,0,0,12,1584,768,192,816,204,396,12,81984,488,12
61,-47.5,57.5,226,113,0,0.0,0.0,0,0.0,57.5,24,529623.7546528692,26.518247485145633,6.936713330712328,113,226,27,10,226,3,37,-105.0,70.5,-47.5,192878,499,32,113,15,110,5.0,2992664,200.057172,nan,2.992664,nan,10,15912,2891600,20,0,0,10,1320,640,160,680,170,330,10,83832,499,10
62,-47.5,57.5,198,99,0,0.0,0.0,0,0.0,57.5,24,474107.27158153226,28.601890201111303,5.184158637088233,99,198,27,10,198,3,37,-105.0,70.5,-47.5,192878,601,32,99,16,97,5.0,3008144,203.065316,nan,3.008144,nan,10,14256,2891600,20,0,0,10,1320,640,160,680,170,330,10,100968,601,10
63,-47.5,57.5,202,101,0,0.0,0.0,0,0.0,57.5,26,562500.0,34.81893681489865,19.041060181005456,101,202,28,9,202,2,37,-105.0,70.5,-47.5,192878,547,32,101,15,98,5.0,2710068,205.775384,nan,2.710068,nan,9,14544,2602440,18,0,0,9,1188,576,144,612,153,297,9,91896,547,9
64,-47.5,57.5,162,81,0,0.0,0.0,0,0.0,57.5,22,453506.84208127094,21.67976201490939,5.087084775731389,81,162,24,12,162,2,36,-105.0,70.5,-47.5,192878,509,32,81,14,78,5.0,3568680,209.344064,nan,3.56868,nan,12,11664,3469920,24,0,0,12,1584,768,192,816,204,396,12,85512,509,12
65,-47.5,57.5,166,83,0,0.0,0.0,0,0.0,57.5,21,400108.57102616364,13.547206591989418,6.061700236962057,83,166,23,14,166,2,37,-105.0,70.5,-47.5,192878,502,32,83,14,81,5.0,4146304,213.490368,nan,4.146304,nan,14,11880,4048240,28,0,0,14,1848,896,224,952,238,462,14,84336,502,14
66,-47.5,57.5,162,81,0,0.0,0.0,0,0.0,57.5,22,448615.1628988519,17.206229146818657,6.539560822689406,81,162,23,13,162,1,36,-105.0,70.5,-47.5,192878,604,32,81,14,80,5.0,3873932,217.3643,nan,3.873932,nan,13,11664,3759080,26,0,0,13,1716,832,208,884,221,429,13,101472,604,13
67,-47.5,57.5,162,81,0,0.0,0.0,0,0.0,57.5,23,451733.988523161,18.49052011045003,5.186335976167306,81,162,24,12,162,1,36,-105.0,70.5,-47.5,192878,447,32,81,14,81,5.0,3558120,220.92242,nan,3.55812,nan,12,11520,3469920,24,0,0,12,1584,768,192,816,204,396,12,75096,447,12
68,-47.5,57.5,176,88,0,0.0,0.0,0,0.0,57.5,24,417935.6440293694,22.556630237368896,6.711338789946399,88,176,24,12,176,0,36,-105.0,70.5,-47.5,192878,495,32,88,15,84,5.0,3567120,224.48954,nan,3.56712,nan,12,12456,3469920,24,0,0,12,1584,768,192,816,204,396,12,83160,495,12
69,-47.5,57.5,182,91,0,0.0,0.0,0,0.0,57.5,24,496107.6195312917,21.767152419640084,8.950514218989019,91,182,24,12,182,0,36,-105.0,70.5,-47.5,192878,483,32,91,14,89,5.0,3565608,228.055148,nan,3.565608,nan,12,12960,3469920,24,0,0,12,1584,768,192,816,204,396,12,81144,483,12
70,-47.5,57.5,186,93,0,0.0,0.0,0,0.0,57.5,24,432326.29370611307,15.725496576930212,5.700425353768603,93,186,24,14,186,0,38,-105.0,70.5,-47.5,192878,433,32,93,16,92,5.0,4136008,232.191156,nan,4.136008,nan,14,13176,4048240,28,0,0,14,1848,896,224,952,238,462,14,72744,433,14
71,-47.5,57.5,172,86,0,0.0,0.0,0,0.0,57.5,24,453171.90914439334,18.47076777097963,5.2544753708290095,86,172,24,14,172,0,38,-105.0,70.5,-47.5,192878,448,32,86,15,83,5.0,4137520,236.328676,nan,4.13752,nan,14,12168,4048240,28,0,0,14,1848,896,224,952,238,462,14,75264,448,14
72,-47.5,57.5,172,86,0,0.0,0.0,0,0.0,57.5,22,501431.6730355159,21.34316069507607,6.729921469062877,86,172,24,13,172,2,37,-105.0,70.5,-47.5,192878,370,32,86,14,83,5.0,3835124,240.1638,nan,3.835124,nan,13,12168,3759080,26,0,0,13,1716,832,208,884,221,429,13,62160,370,13
73,-47.5,57.5,164,82,0,0.0,0.0,0,0.0,57.5,22,454792.46272989287,15.90806890661276,6.662967655862792,82,164,25,11,164,3,36,-105.0,70.5,-47.5,192878,278,32,82,13,80,5.0,3240724,243.404524,nan,3.240724,nan,11,11808,3180760,22,0,0,11,1452,704,176,748,187,363,11,46704,278,11
74,-47.5,57.5,172,86,0,0.0,0.0,0,0.0,57.5,22,430203.6946308059,18.28662309821595,6.56804051352863,86,172,24,12,172,2,36,-105.0,70.5,-47.5,192878,399,32,86,16,81,5.0,3550920,246.955444,nan,3.55092,nan,12,12384,3469920,24,0,0,12,1584,768,192,816,204,396,12,67032,399,12
75,-47.5,57.5,174,87,0,0.0,0.0,0,0.0,57.5,23,438718.79381197836,14.546402785076237,5.959964006495495,87,174,24,13,174,1,37,-105.0,70.5,-47.5,192878,502,32,87,15,83,5.0,3857660,250.813104,nan,3.85766,nan,13,12528,3759080,26,0,0,13,1716,832,208,884,221,429,13,84336,502,13
76,-47.5,57.5,172,86,0,0.0,0.0,0,0.0,57.5,24,476382.3394459852,18.01408394769497,5.16024722943071,86,172,24,13,172,0,37,-105.0,70.5,-47.5,192878,518,32,86,15,82,5.0,3860204,254.673308,nan,3.860204,nan,13,12384,3759080,26,0,0,13,1716,832,208,884,221,429,13,87024,518,13
