step,eval_is_final,eval_n_pairs_per_zone,t2_b0_total,t2_b0_z0,t2_b0_z1,t2_b0_z2,t2_b0_z3
1000,1,200,18.9867139119907,10.949226379394531,24.481840133666992,12.02556324005127,24.044147491455078
