step,pending_transitions,pull_updates_this_step,queued_transitions,t2_b1_train_updates,train_updates_this_step
1,338,684,0,0,0
2,694,694,0,0,0
3,993,682,16,0,0
4,1324,676,0,0,0
5,1611,676,30,0,0
6,1919,688,19,0,0
7,2229,686,22,0,0
8,2529,714,71,0,0
9,2781,712,86,0,0
10,3130,738,32,0,0
11,3143,762,363,0,0
12,3101,784,421,4,4
13,3256,790,255,4,0
14,3399,792,258,4,0
15,3405,804,367,8,4
16,3526,836,287,8,0
17,3621,830,330,12,4
18,3646,822,358,16,4
19,3725,830,316,52,36
20,3815,828,317,128,76
21,3849,832,370,232,104
22,3897,834,332,348,116
23,3874,824,386,504,156
24,3906,820,336,668,164
25,3824,846,421,852,184
26,3520,824,612,1040,188
27,3450,806,413,1220,180
28,3382,800,390,1400,180
29,3120,792,553,1592,192
30,3104,794,313,1768,176
31,3041,814,392,1948,180
32,2964,804,386,2128,180
33,2799,808,433,2304,176
34,2792,834,296,2468,164
35,2775,846,276,2636,168
36,2730,878,338,2816,180
37,2607,864,386,2992,176
38,2609,844,248,3164,172
39,2635,842,251,3348,184
40,2663,840,239,3532,184
41,2600,840,311,3720,188
42,2529,830,307,3916,196
43,2468,822,293,4124,208
44,2394,802,302,4328,204
45,2356,786,252,4532,204
46,2357,776,249,4736,204
47,2276,752,294,4952,216
48,2210,772,258,5168,216
49,2144,790,289,5376,208
50,2075,792,270,5580,204
51,1887,786,394,5776,196
52,1888,784,207,5952,176
53,1887,794,217,6136,184
54,1887,774,223,6316,180
55,1937,772,161,6492,176
56,1805,756,330,6660,168
57,1776,774,227,6828,168
58,1813,776,168,6980,152
59,1758,768,265,7140,160
60,1763,766,198,7288,148
61,1703,782,279,7448,160
62,1756,766,156,7600,152
63,1758,776,207,7756,156
64,1841,774,149,7904,148
65,1775,756,248,8048,144
66,1836,760,158,8188,140
67,1810,768,243,8344,156
68,1880,778,126,8484,140
69,1823,764,266,8648,164
70,1858,762,176,8800,152
71,1877,760,191,8968,168
72,1894,754,193,9128,160
73,1882,756,211,9300,172
74,1906,754,169,9468,168
75,1850,758,251,9640,172
76,1884,768,200,9812,172
77,1908,784,199,9992,180
78,1892,782,231,10168,176
79,1889,778,194,10344,176
80,1932,772,164,10524,180
81,1927,772,216,10708,184
82,1927,762,192,10892,184
83,1898,762,225,11088,196
84,1963,750,147,11268,180
85,1904,740,245,11460,192
86,1876,728,217,11648,188
87,1899,730,197,11836,188
88,1854,744,255,12032,196
89,1879,750,177,12228,196
90,1851,770,240,12420,192
91,1793,778,265,12608,188
92,1801,772,206,12772,164
93,1830,764,179,12940,168
94,1818,784,208,13112,172
95,1848,772,183,13284,172
96,1930,778,145,13456,172
97,1904,772,221,13632,176
98,1917,776,189,13808,176
99,1938,766,170,13968,160
100,1949,784,214,14152,184
101,1900,784,257,14348,196
102,1910,786,183,14536,188
103,1831,758,254,14720,184
104,1845,772,181,14904,184
105,1847,788,206,15088,184
106,1820,780,232,15268,180
107,1864,780,161,15452,184
108,1859,776,187,15636,184
109,1827,796,274,15820,184
110,1835,796,224,16000,180
111,1776,766,236,16184,184
112,1776,756,210,16356,172
113,1824,764,140,16520,164
114,1798,766,220,16692,172
115,1792,762,195,16852,160
116,1759,768,240,17024,172
117,1692,742,242,17192,168
118,1800,750,110,17340,148
119,1676,752,303,17508,168
120,1718,752,160,17668,160
121,1770,766,162,17832,164
122,1781,756,197,18012,180
123,1805,756,170,18168,156
124,1746,784,276,18340,172
125,1840,788,128,18504,164
126,1798,774,228,18676,172
127,1826,782,162,18852,176
128,1827,780,214,19032,180
129,1853,836,197,19212,180
130,1802,812,242,19372,160
131,1789,812,227,19536,164
132,1694,814,303,19696,160
133,1742,808,148,19832,136
134,1645,800,274,19988,156
135,1697,824,162,20120,132
136,1743,820,153,20264,144
137,1762,806,172,20404,140
138,1787,812,141,20548,144
139,1779,824,210,20696,148
140,1842,832,154,20852,156
141,1771,808,240,21016,164
142,1745,822,222,21192,176
143,1784,826,173,21352,160
144,1834,814,158,21528,176
145,1836,806,202,21716,188
146,1771,802,248,21896,180
147,1754,798,188,22064,168
148,1715,802,240,22232,168
149,1742,812,192,22408,176
150,1748,812,187,22572,164
151,1748,794,202,22740,168
152,1773,782,176,22904,164
153,1738,764,240,23076,172
154,1771,778,159,23240,164
155,1760,764,202,23392,152
156,1788,770,162,23564,172
157,1672,752,289,23736,172
158,1566,748,290,23904,168
159,1578,754,165,24060,156
160,1592,758,177,24208,148
161,1615,758,137,24360,152
162,1655,764,144,24508,148
163,1598,798,216,24680,172
164,1556,806,206,24844,164
165,1556,822,211,25000,156
166,1631,820,148,25144,144
167,1632,838,204,25308,164
168,1646,836,195,25476,168
169,1665,828,152,25632,156
170,1691,824,170,25800,168
171,1690,854,196,25964,164
172,1722,854,150,26116,152
173,1831,852,113,26276,160
174,1865,846,151,26444,168
175,1843,802,203,26628,184
176,1764,802,258,26812,184
177,1787,802,166,26996,184
178,1714,778,255,27196,200
179,1679,798,201,27376,180
