step,contact_threshold_rx_power_dbm,contact_threshold_snr_db,feasible_contact_decisions,feasible_contact_pairs,greedy_comm_bytes,greedy_comm_cumulative_mb,greedy_comm_mb,greedy_events,local_policy_initial_pull_probability,noise_floor_dbm,propagation_loss_contact_threshold_db,rssi_gossip_threshold_dbm,snr_min_db,t2_b1_comm_bytes,t2_b1_comm_cumulative_mb,t2_b1_comm_cumulative_vs_greedy_ratio,t2_b1_comm_mb,t2_b1_comm_vs_greedy_ratio,t2_b1_events,t2_b1_merge_metadata_bytes,t2_b1_metadata_bytes,t2_b1_model_bytes,t2_b1_policy_model_bytes,t2_b1_selected_providers
1,-100.0,5.0,684,342,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,51746916,51.746916,nan,51.746916,nan,338,2704,474012,48640904,2629296,338
2,-100.0,5.0,694,347,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,54382774,106.12969,nan,54.382774,nan,356,2848,480942,51231248,2667736,356
3,-100.0,5.0,682,341,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,50298682,156.428372,nan,50.298682,nan,328,2624,472626,47201824,2621608,328
4,-100.0,5.0,676,338,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,50703208,207.13158,nan,50.703208,nan,331,2648,468468,47633548,2598544,331
5,-100.0,5.0,676,338,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,49983628,257.115208,nan,49.983628,nan,326,2608,468468,46914008,2598544,326
6,-100.0,5.0,688,344,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,51045484,308.160692,nan,51.045484,nan,333,2664,476784,47921364,2644672,333
7,-100.0,5.0,686,343,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,51468158,359.62885,nan,51.468158,nan,336,2688,475398,48353088,2636984,336
8,-100.0,5.0,714,357,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,57783582,417.412432,nan,57.783582,nan,379,3032,494802,54541132,2744616,379
9,-100.0,5.0,712,356,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,54176608,471.58904,nan,54.176608,nan,354,2832,493416,50943432,2736928,354
10,-100.0,5.0,738,369,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,59043798,530.632838,nan,59.043798,nan,387,3096,511434,55692396,2836872,387
11,-100.0,5.0,762,381,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,58864854,589.497692,nan,58.864854,nan,385,3080,528066,55404580,2929128,385
12,-100.0,5.0,784,392,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,60835576,650.333268,nan,60.835576,nan,398,3184,543312,57275384,3013696,398
13,-100.0,5.0,790,395,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,62589790,712.923058,nan,62.58979,nan,410,3280,547470,59002280,3036760,410
14,-100.0,5.0,792,396,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,61303620,774.226678,nan,61.30362,nan,401,3208,548856,57707108,3044448,401
15,-100.0,5.0,804,402,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,58479744,832.706422,nan,58.479744,nan,381,3048,557172,54828948,3090576,381
16,-100.0,5.0,836,418,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,62798492,895.504914,nan,62.798492,nan,410,3280,579348,59002280,3213584,410
17,-100.0,5.0,830,415,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,66369170,961.874084,nan,66.36917,nan,435,3480,575190,62599980,3190520,435
18,-100.0,5.0,822,411,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,60432318,1022.306402,nan,60.432318,nan,394,3152,569646,56699752,3159768,394
19,-100.0,5.0,830,415,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,61907774,1084.214176,nan,61.907774,nan,404,3232,575190,58138832,3190520,404
20,-100.0,5.0,828,414,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,63193944,1147.40812,nan,63.193944,nan,413,3304,573804,59434004,3182832,413
21,-100.0,5.0,832,416,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,64795168,1212.203288,nan,64.795168,nan,424,3392,576576,61016992,3198208,424
22,-100.0,5.0,834,417,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,61494174,1273.697462,nan,61.494174,nan,401,3208,577962,57707108,3205896,401
23,-100.0,5.0,824,412,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,59433980,1333.131442,nan,59.43398,nan,387,3096,571032,55692396,3167456,387
24,-100.0,5.0,820,410,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,60279328,1393.41077,nan,60.279328,nan,393,3144,568260,56555844,3152080,393
25,-100.0,5.0,846,423,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,59245962,1452.656732,nan,59.245962,nan,385,3080,586278,55404580,3252024,385
26,-100.0,5.0,824,412,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,54109088,1506.76582,nan,54.109088,nan,350,2800,571032,50367800,3167456,350
27,-100.0,5.0,806,403,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,55898330,1562.66415,nan,55.89833,nan,363,2904,558558,52238604,3098264,363
28,-100.0,5.0,800,400,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,52129292,1614.793442,nan,52.129292,nan,337,2696,554400,48496996,3075200,337
29,-100.0,5.0,792,396,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,48926844,1663.720286,nan,48.926844,nan,315,2520,548856,45331020,3044448,315
30,-100.0,5.0,794,397,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,46345430,1710.065716,nan,46.34543,nan,297,2376,550242,42740676,3052136,297
31,-100.0,5.0,814,407,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,51761062,1761.826778,nan,51.761062,nan,334,2672,564102,48065272,3129016,334
32,-100.0,5.0,804,402,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,50276532,1812.10331,nan,50.276532,nan,324,2592,557172,46626192,3090576,324
33,-100.0,5.0,808,404,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,44969788,1857.073098,nan,44.969788,nan,287,2296,559944,41301596,3105952,287
34,-100.0,5.0,834,417,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,45807330,1902.880428,nan,45.80733,nan,292,2336,577962,42021136,3205896,292
35,-100.0,5.0,846,423,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,41112546,1943.992974,nan,41.112546,nan,259,2072,586278,37272172,3252024,259
36,-100.0,5.0,878,439,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,47446118,1991.439092,nan,47.446118,nan,302,2416,608454,43460216,3375032,302
37,-100.0,5.0,864,432,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,43928616,2035.367708,nan,43.928616,nan,278,2224,598752,40006424,3321216,278
38,-100.0,5.0,844,422,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,40527808,2075.895516,nan,40.527808,nan,255,2040,584892,36696540,3244336,255
39,-100.0,5.0,842,421,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,43684886,2119.580402,nan,43.684886,nan,277,2216,583506,39862516,3236648,277
40,-100.0,5.0,840,420,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,42236652,2161.817054,nan,42.236652,nan,267,2136,582120,38423436,3228960,267
41,-100.0,5.0,840,420,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,39790080,2201.607134,nan,39.79008,nan,250,2000,582120,35977000,3228960,250
42,-100.0,5.0,830,415,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,38305550,2239.912684,nan,38.30555,nan,240,1920,575190,34537920,3190520,240
43,-100.0,5.0,822,411,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,38413170,2278.325854,nan,38.41317,nan,241,1928,569646,34681828,3159768,241
44,-100.0,5.0,802,401,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,36739354,2315.065208,nan,36.739354,nan,230,1840,555786,33098840,3082888,230
45,-100.0,5.0,786,393,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,34651938,2349.717146,nan,34.651938,nan,216,1728,544698,31084128,3021384,216
46,-100.0,5.0,776,388,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,39499712,2389.216858,nan,39.499712,nan,250,2000,537768,35977000,2982944,250
