step,eval_is_final,eval_n_pairs_per_zone,t2_b1_total,t2_b1_z0,t2_b1_z1,t2_b1_z2,t2_b1_z3
1000,1,200,18.595573833870723,8.564053535461426,23.96381950378418,9.891758918762207,25.25325584411621
