step,pending_transitions,pull_updates_this_step,queued_transitions,t2_b0_train_updates,train_updates_this_step
1,60,692,0,0,0
2,120,688,0,0,0
3,178,700,1,0,0
4,235,698,2,0,0
5,295,704,0,0,0
6,350,722,4,0,0
7,404,728,5,0,0
8,443,716,18,0,0
9,495,708,7,0,0
10,528,688,24,0,0
11,521,692,65,0,0
12,525,684,55,0,0
13,529,682,55,0,0
14,533,688,55,0,0
15,547,704,46,0,0
16,542,742,63,0,0
17,547,736,54,0,0
18,550,738,56,0,0
19,526,758,80,0,0
20,539,766,47,0,0
21,550,772,49,0,0
22,542,794,66,0,0
23,544,778,57,0,0
24,555,784,49,0,0
25,566,794,49,0,0
26,575,800,51,0,0
27,565,804,68,0,0
28,574,804,51,0,0
29,570,808,63,0,0
30,576,804,54,0,0
31,573,816,62,0,0
32,560,802,71,0,0
33,539,788,78,0,0
34,530,780,67,0,0
35,523,778,65,0,0
36,527,790,55,0,0
37,521,796,64,0,0
38,517,780,62,0,0
39,530,768,46,0,0
40,536,774,53,0,0
41,533,772,61,0,0
42,530,748,61,0,0
43,535,752,54,0,0
44,521,762,71,0,0
45,517,778,62,0,0
46,496,788,77,0,0
47,487,780,66,0,0
48,497,786,49,0,0
49,516,792,41,0,0
50,534,794,42,0,0
51,550,814,44,0,0
52,555,828,54,0,0
53,560,828,54,0,0
54,563,808,56,0,0
55,574,816,49,0,0
56,579,810,54,0,0
57,574,810,64,0,0
58,542,810,88,0,0
59,550,810,52,0,0
60,531,800,76,0,0
61,515,798,73,0,0
62,501,774,71,0,0
63,507,768,53,0,0
64,487,790,76,0,0
65,498,794,48,0,0
66,500,786,56,0,0
67,494,818,63,8,8
68,514,816,40,8,0
69,498,818,72,24,16
70,510,816,47,28,4
71,502,818,65,40,12
72,496,806,63,52,12
73,507,796,48,56,4
74,506,780,59,80,24
75,516,748,49,168,88
76,507,758,66,316,148
77,507,770,58,484,168
78,518,762,48,644,160
79,508,828,67,816,172
80,518,810,49,980,164
81,526,776,51,1152,172
82,541,770,45,1332,180
83,537,768,62,1516,184
84,524,774,70,1700,184
85,531,760,52,1876,176
86,518,712,70,2060,184
87,524,718,53,2240,180
88,512,696,69,2420,180
89,524,700,47,2604,184
90,538,694,46,2788,184
91,539,704,57,2980,192
92,526,700,70,3164,184
93,541,700,45,3344,180
94,526,700,72,3536,192
95,513,692,70,3720,184
96,519,688,53,3900,180
97,525,672,53,4080,180
98,530,656,54,4264,184
99,517,668,70,4448,184
100,525,684,51,4620,172
101,521,678,61,4800,180
102,518,700,61,4980,180
103,508,694,67,5152,172
104,489,720,75,5328,176
105,498,724,50,5496,168
106,496,736,59,5668,172
107,497,740,57,5832,164
108,490,722,64,5992,160
109,502,750,47,6148,156
110,505,746,55,6304,156
111,525,732,40,6464,160
112,534,728,50,6632,168
113,532,728,60,6812,180
114,521,770,68,6996,184
115,510,740,68,7172,176
116,527,746,43,7344,172
117,524,750,61,7524,180
118,511,748,70,7708,184
119,518,750,52,7884,176
120,533,752,45,8064,180
121,521,784,69,8244,180
122,520,748,59,8416,172
123,537,750,43,8588,172
124,533,758,62,8772,184
125,537,792,55,8960,188
126,524,778,70,9144,184
127,530,774,53,9324,180
128,525,806,63,9512,188
129,521,818,62,9696,184
130,526,822,53,9876,180
131,522,816,62,10060,184
132,509,834,70,10244,184
133,506,818,60,10420,176
134,487,786,75,10592,172
135,489,772,56,10752,160
136,508,756,41,10916,164
137,496,748,68,11088,172
138,477,736,74,11252,164
139,463,736,70,11404,152
140,478,740,44,11548,144
141,484,770,52,11692,144
142,480,760,61,11840,148
143,492,758,46,11996,156
144,492,762,57,12160,164
145,504,768,47,12316,156
146,499,780,62,12468,152
147,494,786,62,12620,152
148,485,776,65,12780,160
149,496,760,48,12940,160
150,489,748,64,13100,160
151,507,744,41,13260,160
152,517,744,49,13424,164
153,526,742,50,13592,168
154,542,740,44,13768,176
155,522,774,76,13944,176
156,512,790,67,14120,176
157,502,810,67,14292,172
158,510,800,51,14464,172
159,518,814,51,14636,172
160,506,828,69,14816,180
161,496,820,67,14988,172
162,506,834,49,15152,164
163,498,798,65,15316,164
164,502,812,54,15468,152
165,504,832,56,15628,160
166,523,838,41,15792,164
167,530,824,52,15968,176
168,519,810,68,16144,176
169,519,796,58,16312,168
