step,eval_is_final,eval_n_pairs_per_zone,t2_b0_total,t2_b0_z0,t2_b0_z1,t2_b0_z2,t2_b0_z3
1000,1,200,18.41018361776557,10.446575164794922,23.590251922607422,11.841713905334473,23.449569702148438
