step,selection_mode,window_steps,validation_capacity,regular_vehicle_count,visitor_vehicle_count,regular_validation_retained_mean,visitor_validation_retained_mean,regular_validation_seen_mean,visitor_validation_seen_mean,policy_examples_per_vehicle_mean,policy_examples_per_vehicle_min,policy_examples_per_vehicle_max,latest_fidelity_step,latest_tail_rmse,window_opportunities,window_attempts,window_labeled_pulls,window_attempt_rate,window_mean_realized_gain,window_beneficial_pull_fraction,window_adopted_pull_fraction,window_gain_prediction_pearson,window_selected_predicted_top_fraction,window_mean_candidate_score_std,window_available_regular_provider_fraction,window_selected_regular_provider_fraction,window_regular_provider_selection_enrichment,window_available_more_experienced_provider_fraction,window_selected_more_experienced_provider_fraction,window_more_experienced_selection_enrichment,window_selected_provider_sample_advantage_mean,cumulative_opportunities,cumulative_attempts,cumulative_labeled_pulls,cumulative_attempt_rate,cumulative_mean_realized_gain,cumulative_beneficial_pull_fraction,cumulative_adopted_pull_fraction,cumulative_gain_prediction_pearson,cumulative_selected_predicted_top_fraction,cumulative_mean_candidate_score_std,cumulative_available_regular_provider_fraction,cumulative_selected_regular_provider_fraction,cumulative_regular_provider_selection_enrichment,cumulative_available_more_experienced_provider_fraction,cumulative_selected_more_experienced_provider_fraction,cumulative_more_experienced_selection_enrichment,cumulative_selected_provider_sample_advantage_mean
25,policy,100,400,1,9,40.0,30.0,40.0,30.0,1.4,0,2,-1,nan,166,20,19,0.12048192771084337,0.28023923493120373,0.7368421052631579,0.7368421052631579,0.09214449516526665,0.8947368421052632,0.0001350176785506089,nan,0.0,nan,0.5240963855421686,0.55,1.049425287356322,-2.9,166,20,19,0.12048192771084337,0.28023923493120373,0.7368421052631579,0.7368421052631579,0.09214449516526665,0.8947368421052632,0.0001350176785506089,nan,0.0,nan,0.5240963855421686,0.55,1.049425287356322,-2.9
50,policy,100,400,1,9,86.0,75.0,86.0,75.0,2.9,2,4,-1,nan,416,35,34,0.08413461538461539,0.23770280478712782,0.7352941176470589,0.7352941176470589,-0.058263937561222424,0.9411764705882353,0.00018645707777760264,nan,0.0,nan,0.5564903846153846,0.6,1.078185745140389,2.6285714285714286,416,35,34,0.08413461538461539,0.23770280478712782,0.7352941176470589,0.7352941176470589,-0.058263937561222424,0.9411764705882353,0.00018645707777760264,nan,0.0,nan,0.5564903846153846,0.6,1.078185745140389,2.6285714285714286
75,policy,100,400,1,9,126.0,58.111111111111114,126.0,58.111111111111114,2.2,0,5,-1,nan,567,46,45,0.08112874779541446,0.2561024199133286,0.7333333333333333,0.7333333333333333,0.0030430536498697904,0.9333333333333333,0.00047304947632261255,nan,0.0,nan,0.5394179894179895,0.6086956521739131,1.128430390003625,22.5,567,46,45,0.08112874779541446,0.2561024199133286,0.7333333333333333,0.7333333333333333,0.0030430536498697904,0.9333333333333333,0.00047304947632261255,nan,0.0,nan,0.5394179894179895,0.6086956521739131,1.128430390003625,22.5
100,policy,100,400,1,9,170.0,80.66666666666667,170.0,80.66666666666667,2.9,0,6,100,18.87510279111169,792,61,60,0.07702020202020202,0.300235711092544,0.7333333333333333,0.7333333333333333,0.0631960247977416,0.95,0.0016677915697506586,nan,0.0,nan,0.5322180134680135,0.639344262295082,1.2012826437966984,58.131147540983605,792,61,60,0.07702020202020202,0.300235711092544,0.7333333333333333,0.7333333333333333,0.0631960247977416,0.95,0.0016677915697506586,nan,0.0,nan,0.5322180134680135,0.639344262295082,1.2012826437966984,58.131147540983605
125,policy,100,400,1,9,178.0,26.444444444444443,178.0,26.444444444444443,1.8,0,6,100,18.87510279111169,733,57,57,0.07776261937244201,0.35027000661355334,0.7368421052631579,0.7368421052631579,-0.2220227511948181,0.9473684210526315,0.0018846451847255646,nan,0.0,nan,0.5268531150522966,0.631578947368421,1.1987761471349165,77.28070175438596,899,77,76,0.08565072302558398,0.33276231369296594,0.7368421052631579,0.7368421052631579,-0.05790395898561308,0.9342105263157895,0.0015615771468779085,nan,0.0,nan,0.5263440860215054,0.6103896103896104,1.1596779114654496,56.45454545454545
150,policy,100,400,1,9,216.0,52.888888888888886,216.0,52.888888888888886,2.7,0,7,100,18.87510279111169,688,58,58,0.08430232558139535,0.40407116305308305,0.7931034482758621,0.7931034482758621,-0.012362684152416089,0.9310344827586207,0.0026414240050935444,nan,0.0,nan,0.5008720930232557,0.6551724137931034,1.3080633217923832,111.3103448275862,1104,93,92,0.08423913043478261,0.3425872045634909,0.7717391304347826,0.7717391304347826,0.006994004944994848,0.9347826086956522,0.0017163640034962332,nan,0.0,nan,0.5218297101449275,0.6344086021505376,1.2157387550324485,70.40860215053763
175,policy,100,400,1,9,260.0,59.333333333333336,260.0,59.333333333333336,2.9,0,9,100,18.87510279111169,725,62,62,0.08551724137931034,0.39357929182024554,0.8225806451612904,0.8225806451612904,0.027612662147561397,0.9354838709677419,0.0022748612158459973,nan,0.0,nan,0.5031034482758621,0.5967741935483871,1.186185854208583,91.93548387096774,1292,108,107,0.08359133126934984,0.33576191578462616,0.7850467289719626,0.7850467289719626,0.008708388637240239,0.9345794392523364,0.0014841280453276077,nan,0.0,nan,0.5190402476780185,0.6018518518518519,1.1595475582949488,62.361111111111114
200,policy,100,400,1,9,282.0,50.55555555555556,282.0,50.55555555555556,2.7,0,10,200,17.389956190194177,683,60,60,0.08784773060029283,0.34470875365086295,0.8666666666666667,0.8666666666666667,-0.059217991804654126,0.9333333333333333,0.0008943743543907232,nan,0.0,nan,0.4998779892630551,0.55,1.100268489138394,40.43333333333333,1475,121,120,0.08203389830508474,0.3224722323717035,0.8,0.8,0.0027387606852376355,0.9416666666666667,0.0013096600727399224,nan,0.0,nan,0.5172429378531074,0.5950413223140496,1.1504097567457485,49.35537190082645
225,policy,100,400,1,9,324.0,92.44444444444444,324.0,92.44444444444444,4.1,1,12,200,17.389956190194177,793,59,59,0.07440100882723834,0.2931926233650384,0.864406779661017,0.864406779661017,-0.03294511151879426,0.9491525423728814,0.0008461009408051006,nan,0.0,nan,0.4866540563261874,0.576271186440678,1.1841495595269904,15.016949152542374,1692,136,135,0.08037825059101655,0.31546889347557533,0.7925925925925926,0.7925925925925926,-0.05661118696559132,0.9407407407407408,0.0012262505325660077,nan,0.0,nan,0.5077423167848699,0.5955882352941176,1.1730127972502005,38.47794117647059
250,policy,100,400,1,9,368.0,33.55555555555556,368.0,33.55555555555556,2.7,0,13,200,17.389956190194177,729,61,61,0.08367626886145405,0.3001587721221035,0.7704918032786885,0.7704918032786885,-0.0828865281061377,0.9672131147540983,0.00042894188914881974,nan,0.0,nan,0.4858253315043438,0.5409836065573771,1.1135351976856318,37.131147540983605,1833,154,153,0.08401527550463721,0.32567129359012725,0.7712418300653595,0.7712418300653595,-0.03699199807343191,0.9477124183006536,0.0012043450611289312,nan,0.0,nan,0.5075104564466266,0.5974025974025974,1.1771237219137463,57.22727272727273
