step,examples,mean_target_gain,mean_online_prediction,mean_absolute_error,root_mean_squared_error,target_prediction_pearson,cumulative_examples
225,33,1.734093221,0.643029849,1.608328195,2.798148633,-0.699638877,9640
226,41,1.413498042,0.599426181,1.285527226,2.429199542,-0.420554615,9681
227,36,2.085566856,0.638447733,1.832007272,3.548412923,-0.469374323,9717
228,41,1.269740246,0.596638722,1.176694677,2.399279549,-0.254777858,9758
229,46,1.533274281,0.603195033,1.156743408,2.073185021,-0.376401013,9804
230,47,1.253571519,0.645395713,0.941135117,1.572283015,-0.135997807,9851
231,47,1.822202084,0.608750617,1.548347642,2.453197829,-0.127844818,9898
232,43,2.219160709,0.458356447,2.070329891,3.132689351,-0.229716994,9941
233,42,1.959939389,0.509194055,1.799358175,3.674845023,-0.303155994,9983
234,59,3.025558456,0.644482777,2.719445563,5.007868583,-0.616073353,10042
235,43,1.703512212,0.626694035,1.580643633,2.961890241,-0.522518368,10085
236,53,2.237584956,0.570407551,1.960430663,3.238773571,-0.655425155,10138
237,39,1.740307859,0.564495419,1.470734923,2.508821768,-0.427957983,10177
238,47,1.931314970,0.558530958,1.692231661,3.313396717,-0.501044777,10224
239,60,1.626680793,0.635703151,1.360149450,3.060771571,-0.303820193,10284
240,42,1.164121754,0.700471622,1.067133536,1.653375240,-0.320124599,10326
241,60,1.106197327,0.632397376,0.869217691,1.257742877,-0.380973533,10386
242,44,1.976997555,0.606061569,1.611879757,2.418689408,0.252888100,10430
243,46,1.200060803,0.687854946,0.967264459,1.514974720,-0.369640968,10476
244,50,1.645715040,0.603957764,1.519656284,3.122389196,-0.383181836,10526
245,41,2.642993126,0.649487972,2.356419385,5.333545789,-0.581791090,10567
246,48,1.666092192,0.664023807,1.195033986,1.938516953,-0.415306906,10615
247,32,2.166140343,0.611213685,1.783080097,4.007676958,-0.446475714,10647
248,34,1.466520375,0.616995657,1.342309283,3.111032535,-0.349888815,10681
249,55,1.146193608,0.660176896,1.041315857,2.120127011,-0.404649176,10736
250,47,1.333963383,0.517455932,1.159855079,2.557211234,-0.327103908,10783
251,49,0.740867757,0.695735252,0.855417962,1.380525227,-0.337149453,10832
252,36,1.199937800,0.589230791,1.184944931,2.098843527,-0.511696178,10868
253,41,2.178662602,0.544231289,2.109891965,3.938672982,-0.421068311,10909
254,48,0.927547583,0.704200712,0.897383893,1.766057890,-0.362437742,10957
255,39,1.339275856,0.608886744,1.136451182,2.276694069,-0.269991755,10996
256,49,1.125896974,0.686834908,0.840244808,1.596174782,-0.253458480,11045
257,54,1.540884212,0.659304369,1.375765891,2.720750851,-0.396883101,11099
258,59,1.706103071,0.633310910,1.457662237,2.835772549,-0.562215444,11158
259,43,1.423398162,0.722286164,1.359090062,2.475408299,-0.567411339,11201
260,46,1.482208500,0.727783461,1.141896158,2.013119030,-0.245932904,11247
261,47,1.491325561,0.686757523,1.177351668,1.962192686,-0.375588065,11294
262,55,1.589070110,0.610235073,1.206686295,2.329253948,-0.233956714,11349
263,47,1.819696563,0.546232249,1.532844506,2.969741092,-0.424964880,11396
264,40,2.121608181,0.553435176,1.961181713,3.542612751,-0.534030903,11436
265,25,2.562054454,0.562337106,2.440177072,4.853707753,-0.515590222,11461
266,41,1.071686514,0.603403188,0.937833604,1.883940500,-0.205709979,11502
267,37,0.865344551,0.569814362,0.770529494,1.458610208,-0.428314988,11539
268,42,0.783594194,0.576216402,0.712141726,1.235950310,-0.380647943,11581
269,46,1.105109140,0.605369350,0.973772371,1.777838663,-0.360297000,11627
270,36,1.421649320,0.601543923,1.236380204,2.369149811,-0.431190824,11663
271,40,1.236184966,0.693825397,1.206053866,2.083036893,-0.700491385,11703
272,36,1.094446208,0.626283417,0.828115078,1.367669006,-0.322018003,11739
273,42,1.969412989,0.637674064,1.811735703,3.445129609,-0.631698194,11781
274,46,1.506767487,0.678733912,1.293548333,2.861994249,-0.437593670,11827
275,36,1.188284231,0.648364370,1.046491596,1.680397172,-0.245024662,11863
276,49,1.928130442,0.680157601,1.682273402,2.444587997,-0.079565825,11912
277,43,2.666492198,0.651898073,2.175552617,3.552328453,-0.361230655,11955
278,41,2.809769471,0.701286717,2.269782314,4.721880137,-0.462589549,11996
279,47,2.554813106,0.680233787,2.032917079,3.590382408,-0.412371693,12043
280,31,1.997635799,0.605575446,1.591439232,2.080221272,-0.380903317,12074
281,36,1.315635292,0.674278168,1.259301923,2.489981424,-0.339059287,12110
282,26,1.151366883,0.578821080,1.328848247,2.649068077,-0.402260062,12136
283,28,1.805920727,0.571055987,1.818560220,3.214848228,-0.485954528,12164
284,43,1.153280222,0.651439664,1.204404790,2.140219799,-0.506932914,12207
285,26,0.836646277,0.686012768,0.735691378,1.018003617,0.133364098,12233
286,37,1.345846353,0.636680063,1.261769019,2.190011755,-0.267317034,12270
287,37,1.421017174,0.522040270,1.380767885,2.454220274,-0.339586846,12307
288,34,2.200606606,0.564406786,1.937167615,3.979721198,-0.327910939,12341
289,51,2.023356971,0.652933418,1.610338794,3.316663245,-0.303761700,12392
290,32,1.517898870,0.659786965,1.222135599,2.148153567,-0.246203132,12424
291,35,2.208826704,0.628156989,1.811554504,2.519452517,-0.304411021,12459
292,41,2.254565836,0.678110274,1.773083819,3.134166544,-0.560032488,12500
293,41,2.048387470,0.663798481,1.637235847,2.398814763,0.038381177,12541
294,42,1.945750991,0.682476412,1.542572547,2.133366137,-0.357203969,12583
295,37,1.876433594,0.680003396,1.391708066,2.347470385,-0.261607470,12620
296,44,1.485128950,0.691309190,1.247013730,2.517498472,-0.123709977,12664
297,37,1.558141448,0.652783183,1.212892258,2.304058087,-0.322574514,12701
298,45,1.317308021,0.651978787,1.255360669,2.222051920,-0.349985840,12746
299,41,1.276529180,0.651549580,1.094585458,2.049803084,-0.261448481,12787
300,29,1.967361357,0.551440127,1.759329287,2.706519431,-0.425056193,12816
301,39,1.093327519,0.695545922,0.853572175,1.280645443,-0.227311691,12855
302,30,1.770549515,0.659801561,1.481645550,2.154710212,-0.450071208,12885
303,36,1.509394958,0.606842751,1.095338437,1.672806736,0.315468344,12921
304,35,1.377885126,0.671271163,0.968667639,1.669451017,-0.005788967,12956
305,36,1.409946989,0.544851834,1.122888091,2.020324941,-0.197363733,12992
306,36,1.408863544,0.748946045,0.995227155,1.661728095,0.007961128,13028
307,40,1.297473111,0.667347180,1.054105013,1.583143160,-0.259438986,13068
308,46,1.544103272,0.659983651,1.211821913,2.142730971,-0.389028706,13114
309,47,1.172259465,0.761046514,1.103106489,1.850526889,-0.294367569,13161
310,41,2.204379229,0.573496538,1.919378046,3.199128539,-0.291119872,13202
311,40,2.154356820,0.622169115,1.607885869,2.502815184,0.001225240,13242
312,43,2.569401935,0.652838371,2.118644067,4.315317160,-0.399802277,13285
313,33,1.087210452,0.655262383,0.744709351,1.172153471,0.135467339,13318
314,37,1.343447660,0.701428668,1.062738541,1.816927134,-0.212469870,13355
315,45,0.738775869,0.593603645,0.587220701,0.821663377,-0.137969366,13400
316,61,1.858988188,0.683920490,1.532045167,2.349819533,-0.206062727,13461
317,37,1.501243587,0.637303024,1.393864466,2.274841017,-0.238510884,13498
318,37,1.706912087,0.624072622,1.422131967,2.306833888,-0.311164996,13535
319,37,1.221932047,0.645039519,1.175900485,2.157941033,-0.363477036,13572
320,38,1.399014376,0.568234766,1.171666811,2.195716618,-0.349689932,13610
321,43,1.447559631,0.653628151,1.089368201,1.770712587,0.019871610,13653
322,39,1.120851018,0.628749704,0.857172156,1.323237970,-0.326237209,13692
323,33,0.764443758,0.764500236,0.540519131,0.653705127,0.266415333,13725
324,42,0.915429512,0.642922861,0.683579163,0.888392036,-0.213161334,13767
325,41,0.735980002,0.696617696,0.552762748,0.826309898,-0.003052316,13808
326,54,1.389990607,0.656605965,1.265081671,2.125051115,-0.303627629,13862
327,42,1.474930654,0.622037814,1.089106478,1.734731881,-0.035820084,13904
328,41,2.533012456,0.678998414,2.092679333,3.839170847,-0.513820504,13945
329,55,1.441224128,0.606436134,0.998692906,1.329485454,-0.084196736,14000
330,41,2.545916264,0.563347360,2.340282993,4.003121165,-0.642592494,14041
331,52,1.496021250,0.689757210,1.041412860,1.700037865,-0.211290503,14093
332,44,1.603197711,0.686277265,1.421443118,2.410440759,-0.417997863,14137
333,39,1.104025486,0.660617483,1.013830931,1.575257456,-0.141734867,14176
334,45,1.705230053,0.653925371,1.617137619,3.301828462,-0.442846920,14221
335,42,1.342201307,0.736764873,1.144850327,1.716718921,-0.291375276,14263
336,45,1.772075924,0.707609780,1.705577063,2.750139232,-0.287627549,14308
337,35,1.588056243,0.617765888,1.541559897,2.333628309,-0.231288596,14343
338,39,2.027542004,0.604064808,1.853831626,2.837736888,-0.356579142,14382
339,39,2.038254048,0.607364146,1.608607068,2.494385014,-0.494130645,14421
340,34,1.673814542,0.612984332,1.352986026,2.406655652,-0.117925336,14455
341,42,1.951921757,0.659812051,1.446521463,2.480349373,-0.072219384,14497
342,29,2.081662298,0.606042850,1.746167813,2.596547504,-0.118025363,14526
343,39,2.191135561,0.628349267,1.789050945,2.987860521,-0.312687526,14565
344,57,2.971202261,0.626913954,2.498956221,4.551933803,-0.453004840,14622
345,48,2.716708948,0.566997544,2.299747606,4.265837528,-0.442727020,14670
346,50,2.273630260,0.638172979,2.004570940,4.337904854,-0.433875300,14720
347,40,1.585325786,0.581315716,1.468918829,2.733536630,-0.281818266,14760
348,31,2.278895038,0.619011007,2.150626929,3.949273049,-0.419175468,14791
349,42,2.488872350,0.607826349,2.292677152,4.015797819,-0.264498550,14833
350,53,1.666367563,0.653396410,1.433040511,2.017742515,-0.166235913,14886
351,43,1.819723094,0.604602185,1.423755220,2.023253388,-0.056056780,14929
352,38,1.933620464,0.591874558,1.606935427,3.503715710,-0.305278397,14967
353,46,1.921895248,0.690335623,1.498349902,3.123583893,-0.433361615,15013
354,37,2.290928115,0.675902706,1.902373383,2.886930028,-0.188465917,15050
355,51,2.580905441,0.610664039,2.266777586,3.437134265,-0.478098263,15101
356,38,2.208679685,0.536170067,1.998014663,2.978220351,-0.345038325,15139
357,41,2.096234345,0.614562907,1.807857423,3.469834227,-0.326451469,15180
358,45,1.688454975,0.707605946,1.724037958,3.429858990,-0.383503829,15225
359,185,1.592821044,0.601579263,1.365772242,2.155016309,-0.114602468,15410
